user_id,segment,plan_type,country,acquisition_channel,tenure_days,monthly_spend_usd,is_mobile_primary
u0003369,casual,free,GB,organic,409,0.0,0
u0003370,new_user,free,US,email,1630,0.0,0
u0003371,casual,pro,DE,email,270,56.46,1
u0003372,casual,free,US,organic,1268,0.0,0
u0003373,casual,free,US,social,1711,0.0,0
u0003374,new_user,free,IN,direct,266,0.0,0
u0003375,power_user,free,DE,organic,1496,0.0,0
u0003376,casual,free,BR,direct,662,0.0,0
u0003377,power_user,free,IN,paid_search,1253,0.0,0
u0003378,at_risk,free,US,paid_search,1493,0.0,0
u0003379,new_user,free,US,referral,1605,0.0,0
u0003380,casual,enterprise,JP,referral,1490,144.72,1
u0003381,new_user,enterprise,IN,referral,1783,88.44,0
u0003382,at_risk,free,US,organic,1713,0.0,0
u0003383,casual,starter,US,organic,1015,44.41,0
u0003384,power_user,starter,US,email,757,50.99,0
u0003385,at_risk,pro,GB,social,324,148.08,1
u0003386,casual,starter,US,referral,111,97.25,0
u0003387,casual,free,BR,organic,407,0.0,1
u0003388,casual,free,US,referral,1107,0.0,0
u0003389,new_user,free,CA,organic,670,0.0,0
u0003390,new_user,free,US,organic,1513,0.0,0
u0003391,casual,free,CA,paid_search,1681,0.0,0
u0003392,casual,free,IN,organic,122,0.0,1
u0003393,new_user,free,NL,organic,604,0.0,0
u0003394,casual,starter,US,email,65,94.55,1
u0003395,new_user,starter,CA,paid_search,441,132.63,1
u0003396,casual,free,US,email,805,0.0,1
u0003397,at_risk,starter,DE,referral,1626,50.58,0
u0003398,power_user,starter,AU,paid_search,172,65.03,1
u0003399,at_risk,pro,BR,referral,555,66.38,1
u0003400,new_user,free,AU,paid_search,549,0.0,0
u0003401,casual,free,US,organic,593,0.0,0
u0003402,new_user,free,DE,organic,1769,0.0,0
u0003403,casual,free,NL,organic,703,0.0,0
u0003404,champion,free,US,email,1299,0.0,1
u0003405,new_user,starter,IN,referral,1188,59.81,1
u0003406,casual,pro,US,direct,200,34.33,0
u0003407,power_user,starter,US,referral,1094,48.3,1
u0003408,power_user,free,CA,referral,668,0.0,0
u0003409,casual,free,GB,paid_search,103,0.0,0
u0003410,casual,starter,DE,paid_search,1526,98.14,0
u0003411,at_risk,starter,GB,referral,1606,138.73,0
u0003412,at_risk,free,US,social,1076,0.0,0
u0003413,casual,starter,FR,email,270,85.83,0
u0003414,casual,free,NL,paid_search,456,0.0,1
u0003415,at_risk,starter,CA,email,290,58.37,0
u0003416,casual,free,US,organic,1743,0.0,0
u0003417,at_risk,starter,GB,direct,28,10.24,1
u0003418,casual,enterprise,CA,social,1523,78.14,1
u0003419,power_user,free,GB,paid_search,225,0.0,0
u0003420,at_risk,free,US,organic,1134,0.0,0
u0003421,new_user,free,US,direct,692,0.0,0
u0003422,new_user,pro,BR,organic,1402,1.12,0
u0003423,casual,enterprise,GB,organic,913,125.28,1
u0003424,new_user,free,US,paid_search,1258,0.0,0
u0003425,at_risk,starter,GB,organic,978,57.86,0
u0003426,at_risk,free,GB,paid_search,353,0.0,1
u0003427,new_user,free,FR,organic,779,0.0,0
u0003428,power_user,free,US,organic,554,0.0,0
u0003429,new_user,starter,NL,paid_search,54,39.74,0
u0003430,casual,pro,CA,organic,507,68.43,1
u0003431,power_user,starter,CA,paid_search,905,147.25,0
u0003432,power_user,free,DE,email,1251,0.0,1
u0003433,power_user,starter,CA,social,944,60.49,0
u0003434,at_risk,starter,US,social,332,149.82,0
u0003435,casual,free,US,email,525,0.0,1
u0003436,champion,free,BR,email,821,0.0,1
u0003437,at_risk,starter,US,referral,369,75.34,1
u0003438,new_user,starter,CA,social,1446,93.54,0
u0003439,at_risk,pro,GB,paid_search,925,133.69,1
u0003440,casual,free,GB,social,394,0.0,1
u0003441,casual,pro,US,email,1246,149.71,1
u0003442,casual,free,JP,referral,254,0.0,0
u0003443,at_risk,free,GB,referral,54,0.0,0
u0003444,casual,free,CA,social,129,0.0,1
u0003445,casual,starter,AU,organic,984,119.37,1
u0003446,casual,pro,US,organic,1769,49.59,1
u0003447,at_risk,free,US,social,308,0.0,1
u0003448,casual,free,BR,social,1255,0.0,0
u0003449,champion,free,NL,paid_search,568,0.0,0
u0003450,casual,pro,BR,paid_search,174,36.05,1
u0003451,casual,free,BR,paid_search,1820,0.0,0
u0003452,champion,free,AU,organic,253,0.0,1
u0003453,new_user,starter,NL,social,1181,33.1,1
u0003454,casual,free,US,organic,1758,0.0,0
u0003455,casual,free,US,direct,222,0.0,1
u0003456,power_user,free,BR,organic,717,0.0,0
u0003457,power_user,starter,US,email,1418,43.52,1
u0003458,new_user,starter,GB,email,9,53.97,1
u0003459,at_risk,free,US,social,706,0.0,1
u0003460,new_user,free,DE,email,1751,0.0,1
u0003461,at_risk,pro,FR,organic,1712,74.77,0
u0003462,casual,free,CA,organic,1225,0.0,0
u0003463,casual,free,GB,social,962,0.0,0
u0003464,casual,free,NL,paid_search,95,0.0,0
u0003465,casual,free,US,paid_search,224,0.0,0
u0003466,at_risk,starter,NL,paid_search,1574,126.98,0
u0003467,power_user,starter,CA,organic,1268,30.32,1
u0003468,casual,free,NL,social,223,0.0,1
u0003469,power_user,pro,NL,organic,1774,84.92,1
u0003470,casual,free,CA,direct,540,0.0,0
u0003471,new_user,pro,DE,paid_search,993,89.49,1
u0003472,champion,free,IN,organic,1636,0.0,0
u0003473,casual,free,DE,paid_search,121,0.0,0
u0003474,casual,starter,US,paid_search,343,65.77,1
u0003475,power_user,free,US,referral,1779,0.0,0
u0003476,casual,free,US,referral,500,0.0,0
u0003477,casual,pro,CA,direct,484,49.56,1
u0003478,casual,starter,IN,direct,936,107.64,0
u0003479,casual,starter,JP,organic,1130,122.82,1
u0003480,power_user,free,US,paid_search,1114,0.0,1
u0003481,new_user,pro,GB,paid_search,785,147.51,1
u0003482,new_user,free,US,email,1184,0.0,1
u0003483,casual,free,GB,organic,1273,0.0,0
u0003484,casual,free,GB,organic,114,0.0,0
u0003485,casual,starter,JP,social,761,146.59,0
u0003486,champion,free,GB,organic,867,0.0,0
u0003487,at_risk,free,US,organic,262,0.0,0
u0003488,casual,free,CA,social,727,0.0,1
u0003489,new_user,free,FR,organic,1680,0.0,1
u0003490,casual,pro,IN,direct,842,18.95,1
u0003491,casual,starter,US,referral,1380,51.24,0
u0003492,casual,free,US,organic,938,0.0,1
u0003493,casual,free,FR,paid_search,204,0.0,1
u0003494,casual,starter,US,direct,335,96.06,1
u0003495,at_risk,free,US,email,1648,0.0,0
u0003496,at_risk,free,DE,social,63,0.0,0
u0003497,casual,free,IN,organic,1157,0.0,0
u0003498,power_user,starter,GB,organic,1667,73.58,0
u0003499,casual,free,NL,referral,1366,0.0,0
u0003500,new_user,free,GB,organic,264,0.0,0
u0003501,new_user,free,US,paid_search,1697,0.0,1
u0003502,new_user,free,IN,organic,205,0.0,1
u0003503,new_user,free,US,paid_search,1737,0.0,0
u0003504,new_user,free,US,paid_search,93,0.0,0
u0003505,new_user,starter,AU,organic,297,39.89,0
u0003506,casual,free,US,paid_search,202,0.0,0
u0003507,power_user,free,NL,email,46,0.0,0
u0003508,casual,free,US,organic,636,0.0,0
u0003509,new_user,free,DE,paid_search,634,0.0,0
u0003510,casual,free,GB,paid_search,807,0.0,0
u0003511,at_risk,free,CA,referral,1416,0.0,0
u0003512,power_user,free,US,social,71,0.0,1
u0003513,new_user,free,US,social,203,0.0,0
u0003514,casual,free,US,paid_search,1037,0.0,1
u0003515,casual,starter,GB,paid_search,1675,11.35,0
u0003516,casual,free,FR,paid_search,1171,0.0,0
u0003517,at_risk,free,GB,social,4,0.0,0
u0003518,new_user,free,AU,referral,908,0.0,0
u0003519,casual,free,FR,paid_search,1802,0.0,0
u0003520,champion,free,IN,organic,642,0.0,0
u0003521,casual,pro,US,organic,1403,149.54,1
u0003522,power_user,free,US,email,533,0.0,0
u0003523,casual,free,IN,paid_search,173,0.0,0
u0003524,casual,starter,NL,organic,753,25.49,0
u0003525,casual,starter,AU,paid_search,526,138.01,1
u0003526,casual,free,US,referral,236,0.0,0
u0003527,power_user,free,US,paid_search,1347,0.0,0
u0003528,new_user,free,JP,organic,788,0.0,1
u0003529,champion,starter,US,paid_search,1005,48.2,1
u0003530,casual,starter,US,email,481,140.77,1
u0003531,casual,free,US,direct,81,0.0,0
u0003532,casual,starter,DE,organic,505,47.53,1
u0003533,power_user,free,JP,social,439,0.0,0
u0003534,casual,pro,US,organic,308,56.57,1
u0003535,casual,starter,GB,direct,302,89.63,1
u0003536,new_user,pro,US,organic,1668,83.56,1
u0003537,power_user,starter,US,paid_search,789,36.09,1
u0003538,casual,free,US,social,1746,0.0,1
u0003539,at_risk,free,US,referral,1416,0.0,0
u0003540,at_risk,free,US,organic,1332,0.0,1
u0003541,power_user,free,US,referral,1376,0.0,0
u0003542,casual,free,FR,paid_search,315,0.0,1
u0003543,new_user,starter,US,organic,1403,76.26,0
u0003544,casual,free,BR,organic,1171,0.0,1
u0003545,casual,free,CA,referral,382,0.0,0
u0003546,power_user,starter,NL,email,990,73.38,0
u0003547,casual,free,US,direct,1133,0.0,1
u0003548,casual,free,GB,direct,1360,0.0,0
u0003549,casual,free,NL,organic,275,0.0,0
u0003550,new_user,free,FR,direct,396,0.0,1
u0003551,at_risk,starter,FR,paid_search,831,55.97,1
u0003552,casual,starter,JP,organic,877,68.42,0
u0003553,new_user,pro,BR,social,366,85.37,0
u0003554,champion,enterprise,NL,paid_search,101,23.08,1
u0003555,casual,free,US,email,1692,0.0,0
u0003556,new_user,free,US,social,253,0.0,0
u0003557,power_user,free,JP,organic,1071,0.0,1
u0003558,new_user,free,GB,email,1548,0.0,0
u0003559,casual,free,US,referral,1242,0.0,0
u0003560,at_risk,free,GB,direct,1202,0.0,1
u0003561,power_user,starter,DE,paid_search,1451,28.81,0
u0003562,champion,free,AU,email,820,0.0,1
u0003563,new_user,starter,US,email,1602,3.94,1
u0003564,new_user,starter,FR,organic,271,129.69,1
u0003565,power_user,free,FR,direct,94,0.0,1
u0003566,at_risk,starter,CA,paid_search,1082,72.27,1
u0003567,at_risk,starter,US,organic,1674,91.85,0
u0003568,new_user,free,GB,direct,559,0.0,1
u0003569,power_user,starter,NL,direct,1315,115.19,1
u0003570,power_user,pro,NL,organic,1335,117.99,1
u0003571,casual,free,US,paid_search,258,0.0,0
u0003572,power_user,free,CA,organic,1355,0.0,1
u0003573,champion,free,AU,paid_search,770,0.0,1
u0003574,power_user,starter,US,paid_search,1745,54.82,1
u0003575,casual,free,US,direct,1509,0.0,1
u0003576,at_risk,free,US,email,1461,0.0,1
u0003577,new_user,free,US,email,678,0.0,1
u0003578,casual,starter,US,paid_search,320,147.31,0
u0003579,casual,free,US,paid_search,1634,0.0,1
u0003580,at_risk,pro,US,social,717,27.19,0
u0003581,casual,free,US,social,1243,0.0,0
u0003582,at_risk,pro,US,organic,622,25.09,0
u0003583,power_user,starter,US,organic,339,58.99,1
u0003584,power_user,free,GB,social,1155,0.0,1
u0003585,casual,free,IN,organic,118,0.0,0
u0003586,casual,enterprise,AU,email,509,6.62,1
u0003587,casual,free,GB,paid_search,64,0.0,1
u0003588,casual,free,US,paid_search,409,0.0,1
u0003589,new_user,free,US,social,532,0.0,0
u0003590,new_user,free,FR,organic,888,0.0,1
u0003591,new_user,starter,DE,organic,508,11.48,0
u0003592,new_user,pro,GB,email,710,71.07,1
u0003593,casual,starter,CA,paid_search,1235,26.83,0
u0003594,new_user,pro,IN,organic,734,115.36,0
u0003595,at_risk,starter,NL,referral,1520,129.93,1
u0003596,power_user,free,NL,referral,1162,0.0,1
u0003597,at_risk,free,NL,direct,1735,0.0,0
u0003598,new_user,pro,FR,social,890,107.46,0
u0003599,new_user,starter,US,paid_search,1442,149.98,0
u0003600,new_user,free,CA,referral,525,0.0,0
u0003601,power_user,free,US,organic,157,0.0,1
u0003602,casual,starter,AU,paid_search,1380,87.97,1
u0003603,casual,free,US,paid_search,342,0.0,1
u0003604,casual,free,US,social,621,0.0,1
u0003605,casual,free,US,organic,1479,0.0,0
u0003606,casual,free,DE,organic,355,0.0,0
u0003607,at_risk,free,US,referral,534,0.0,0
u0003608,at_risk,free,US,email,936,0.0,1
u0003609,at_risk,free,CA,organic,257,0.0,1
u0003610,casual,free,CA,organic,1609,0.0,0
u0003611,power_user,free,BR,email,1477,0.0,0
u0003612,at_risk,starter,GB,email,1092,59.73,0
u0003613,power_user,free,US,paid_search,997,0.0,0
u0003614,new_user,free,US,organic,1603,0.0,1
u0003615,power_user,starter,CA,organic,510,60.63,0
u0003616,casual,free,CA,paid_search,321,0.0,1
u0003617,casual,free,FR,referral,967,0.0,1
u0003618,at_risk,free,US,email,654,0.0,1
u0003619,casual,starter,US,paid_search,1213,101.62,1
u0003620,at_risk,starter,NL,social,1801,25.05,1
u0003621,at_risk,pro,US,organic,181,114.62,0
u0003622,casual,free,NL,direct,424,0.0,1
u0003623,casual,free,US,paid_search,70,0.0,0
u0003624,casual,enterprise,NL,referral,401,133.73,0
u0003625,casual,free,NL,referral,1446,0.0,0
u0003626,casual,free,FR,direct,1038,0.0,1
u0003627,new_user,pro,US,email,738,145.76,1
u0003628,casual,starter,NL,social,353,71.74,1
u0003629,power_user,free,GB,direct,414,0.0,1
u0003630,champion,free,FR,paid_search,25,0.0,1
u0003631,champion,free,IN,email,344,0.0,1
u0003632,casual,free,US,organic,494,0.0,0
u0003633,casual,free,US,social,918,0.0,0
u0003634,at_risk,free,GB,email,319,0.0,1
u0003635,new_user,enterprise,US,social,600,58.64,1
u0003636,at_risk,starter,NL,paid_search,1605,81.24,0
u0003637,casual,enterprise,US,paid_search,535,0.91,1
u0003638,casual,enterprise,JP,email,1051,98.66,0
u0003639,casual,free,US,paid_search,368,0.0,0
u0003640,at_risk,starter,GB,organic,659,132.39,1
u0003641,champion,free,US,email,1221,0.0,0
u0003642,new_user,free,US,organic,1118,0.0,1
u0003643,casual,free,AU,paid_search,1554,0.0,0
u0003644,casual,pro,DE,email,1389,90.83,1
u0003645,power_user,free,DE,organic,258,0.0,1
u0003646,champion,free,US,email,1290,0.0,0
u0003647,casual,starter,US,organic,501,39.08,1
u0003648,casual,free,US,direct,976,0.0,0
u0003649,at_risk,enterprise,US,email,914,74.3,1
u0003650,champion,free,CA,referral,345,0.0,0
u0003651,casual,free,AU,paid_search,1770,0.0,1
u0003652,casual,free,US,social,1305,0.0,0
u0003653,new_user,starter,AU,social,228,66.89,0
u0003654,at_risk,starter,DE,organic,1207,133.63,0
u0003655,new_user,enterprise,IN,organic,1517,148.25,0
u0003656,power_user,free,DE,organic,1210,0.0,0
u0003657,power_user,free,DE,paid_search,1055,0.0,0
u0003658,casual,starter,US,organic,337,13.37,1
u0003659,champion,enterprise,GB,referral,1530,52.2,1
u0003660,at_risk,starter,US,organic,1209,18.81,1
u0003661,new_user,free,DE,paid_search,360,0.0,1
u0003662,at_risk,free,US,social,711,0.0,1
u0003663,at_risk,free,JP,organic,1778,0.0,1
u0003664,at_risk,pro,US,direct,402,90.65,1
u0003665,new_user,starter,US,email,1692,35.32,1
u0003666,at_risk,pro,US,social,1529,1.49,1
u0003667,casual,free,US,organic,1591,0.0,0
u0003668,power_user,free,AU,email,173,0.0,0
u0003669,casual,free,US,social,1514,0.0,0
u0003670,casual,free,CA,organic,1246,0.0,0
u0003671,casual,free,US,organic,581,0.0,1
u0003672,power_user,pro,DE,organic,1052,100.67,0
u0003673,at_risk,enterprise,GB,paid_search,1233,101.17,1
u0003674,new_user,starter,CA,email,1550,128.23,0
u0003675,at_risk,free,US,referral,774,0.0,0
u0003676,casual,starter,CA,social,52,69.63,0
u0003677,power_user,starter,JP,social,1017,48.48,1
u0003678,new_user,free,IN,direct,1338,0.0,0
u0003679,casual,free,US,organic,426,0.0,0
u0003680,at_risk,starter,AU,paid_search,1320,50.96,0
u0003681,power_user,free,DE,direct,1067,0.0,1
u0003682,casual,free,AU,organic,1302,0.0,0
u0003683,casual,pro,US,direct,1055,74.47,1
u0003684,at_risk,starter,US,referral,360,77.24,0
u0003685,casual,free,US,paid_search,447,0.0,1
u0003686,at_risk,free,GB,referral,887,0.0,0
u0003687,at_risk,starter,GB,paid_search,976,147.21,1
u0003688,power_user,pro,GB,organic,577,3.19,0
u0003689,new_user,free,US,email,556,0.0,0
u0003690,casual,free,GB,referral,1743,0.0,0
u0003691,casual,free,JP,organic,1622,0.0,0
u0003692,casual,free,US,organic,608,0.0,0
u0003693,new_user,starter,DE,paid_search,1163,80.92,1
u0003694,at_risk,starter,DE,referral,1531,94.71,1
u0003695,new_user,enterprise,DE,social,43,127.33,1
u0003696,champion,pro,US,direct,1015,85.77,1
u0003697,casual,starter,US,referral,1082,70.04,1
u0003698,at_risk,free,IN,referral,1687,0.0,0
u0003699,at_risk,free,BR,referral,456,0.0,0
u0003700,new_user,starter,FR,social,119,22.52,0
u0003701,at_risk,free,US,referral,660,0.0,1
u0003702,at_risk,free,US,email,1084,0.0,0
u0003703,new_user,free,CA,paid_search,518,0.0,0
u0003704,casual,free,US,social,1247,0.0,1
u0003705,casual,pro,US,paid_search,1720,123.76,0
u0003706,at_risk,starter,CA,referral,1344,47.0,0
u0003707,casual,free,FR,organic,1441,0.0,1
u0003708,casual,free,NL,organic,1133,0.0,1
u0003709,champion,free,GB,paid_search,520,0.0,0
u0003710,casual,free,US,organic,113,0.0,1
u0003711,casual,free,US,referral,1151,0.0,0
u0003712,casual,starter,GB,referral,1677,22.78,0
u0003713,casual,pro,DE,referral,1594,89.69,0
u0003714,new_user,pro,US,social,1331,60.49,0
u0003715,casual,free,DE,paid_search,438,0.0,1
u0003716,at_risk,free,CA,direct,729,0.0,0
u0003717,at_risk,free,GB,direct,823,0.0,1
u0003718,power_user,free,FR,social,1450,0.0,0
u0003719,casual,free,US,referral,1217,0.0,0
u0003720,casual,free,NL,paid_search,1675,0.0,1
u0003721,at_risk,free,NL,email,1350,0.0,0
u0003722,casual,free,NL,social,1559,0.0,0
u0003723,champion,starter,NL,social,1656,100.65,1
u0003724,power_user,pro,NL,paid_search,1424,8.51,1
u0003725,at_risk,free,IN,direct,1070,0.0,1
u0003726,casual,free,US,paid_search,138,0.0,1
u0003727,casual,starter,US,paid_search,31,68.37,0
u0003728,casual,starter,GB,direct,445,95.51,0
u0003729,new_user,starter,US,direct,1031,19.68,0
u0003730,at_risk,free,US,referral,500,0.0,0
u0003731,power_user,starter,US,paid_search,1161,114.76,1
u0003732,champion,starter,JP,paid_search,332,147.11,0
u0003733,at_risk,free,CA,social,126,0.0,1
u0003734,at_risk,enterprise,US,social,384,8.69,0
u0003735,champion,free,US,referral,1361,0.0,0
u0003736,at_risk,free,US,organic,1718,0.0,0
u0003737,at_risk,starter,NL,social,163,44.72,0
u0003738,at_risk,free,GB,organic,707,0.0,1
u0003739,new_user,free,GB,email,411,0.0,1
u0003740,new_user,free,AU,email,43,0.0,0
u0003741,at_risk,free,CA,paid_search,820,0.0,1
u0003742,new_user,free,US,referral,1691,0.0,1
u0003743,casual,pro,DE,email,1023,27.09,1
u0003744,casual,free,US,social,1,0.0,0
u0003745,at_risk,starter,US,paid_search,156,66.28,0
u0003746,casual,free,GB,organic,1479,0.0,1
u0003747,new_user,free,DE,organic,1292,0.0,0
u0003748,power_user,free,FR,organic,830,0.0,0
u0003749,new_user,starter,IN,email,1655,17.53,1
u0003750,at_risk,free,JP,paid_search,650,0.0,0
u0003751,casual,starter,BR,organic,247,117.34,0
u0003752,casual,pro,US,organic,1157,2.38,0
u0003753,champion,free,US,paid_search,1677,0.0,1
u0003754,at_risk,free,US,referral,1533,0.0,1
u0003755,casual,free,DE,social,406,0.0,0
u0003756,at_risk,free,DE,social,575,0.0,0
u0003757,casual,starter,US,organic,1127,38.39,0
u0003758,power_user,free,US,social,818,0.0,0
u0003759,casual,starter,US,paid_search,270,134.56,0
u0003760,at_risk,starter,US,organic,375,70.44,1
u0003761,casual,free,US,organic,890,0.0,1
u0003762,casual,starter,DE,organic,190,146.48,0
u0003763,casual,free,JP,paid_search,1399,0.0,0
u0003764,new_user,free,GB,social,381,0.0,0
u0003765,at_risk,pro,GB,organic,1065,88.24,1
u0003766,power_user,starter,US,referral,864,67.41,0
u0003767,casual,free,US,paid_search,848,0.0,0
u0003768,casual,free,AU,email,55,0.0,1
u0003769,casual,starter,US,paid_search,1201,17.14,0
u0003770,casual,starter,CA,social,720,49.75,1
u0003771,casual,starter,GB,referral,531,138.82,1
u0003772,new_user,free,CA,paid_search,285,0.0,0
u0003773,new_user,free,DE,paid_search,401,0.0,1
u0003774,champion,free,BR,email,398,0.0,0
u0003775,casual,starter,AU,organic,427,139.08,1
u0003776,new_user,free,CA,paid_search,602,0.0,0
u0003777,power_user,enterprise,FR,referral,685,131.57,1
u0003778,at_risk,free,BR,email,273,0.0,0
u0003779,new_user,starter,US,email,1455,145.3,0
u0003780,at_risk,free,US,direct,1727,0.0,0
u0003781,casual,starter,US,referral,1173,52.24,1
u0003782,at_risk,starter,GB,paid_search,1639,141.45,1
u0003783,casual,free,DE,organic,1729,0.0,1
u0003784,casual,pro,GB,organic,229,70.63,1
u0003785,power_user,free,US,email,74,0.0,0
u0003786,casual,free,DE,social,98,0.0,0
u0003787,at_risk,starter,NL,social,1278,78.29,0
u0003788,at_risk,starter,GB,paid_search,1596,41.14,0
u0003789,casual,pro,NL,organic,160,49.02,1
u0003790,at_risk,pro,US,direct,1136,10.38,0
u0003791,at_risk,starter,GB,referral,646,18.08,1
u0003792,casual,starter,US,referral,1306,132.09,1
u0003793,casual,starter,FR,referral,1324,7.47,0
u0003794,casual,free,NL,email,1624,0.0,1
u0003795,casual,free,CA,social,1181,0.0,0
u0003796,power_user,free,US,paid_search,940,0.0,0
u0003797,casual,free,US,email,1310,0.0,0
u0003798,at_risk,free,US,email,1606,0.0,0
u0003799,at_risk,free,US,email,960,0.0,0
u0003800,casual,pro,BR,referral,315,102.09,0
u0003801,new_user,free,US,paid_search,8,0.0,0
u0003802,casual,free,JP,organic,923,0.0,0
u0003803,new_user,starter,US,social,1376,148.18,1
u0003804,casual,pro,AU,referral,1440,139.13,1
u0003805,power_user,free,GB,email,1602,0.0,1
u0003806,casual,enterprise,NL,email,1229,125.87,1
u0003807,casual,free,DE,organic,1350,0.0,1
u0003808,power_user,pro,NL,referral,51,119.57,0
u0003809,power_user,pro,BR,organic,571,9.13,0
u0003810,casual,free,FR,organic,1363,0.0,0
u0003811,casual,starter,JP,paid_search,70,26.87,0
u0003812,casual,free,US,direct,931,0.0,0
u0003813,champion,free,CA,paid_search,1761,0.0,0
u0003814,new_user,free,NL,organic,90,0.0,0
u0003815,at_risk,free,NL,organic,614,0.0,1
u0003816,casual,free,NL,organic,1378,0.0,0
u0003817,at_risk,enterprise,US,email,273,78.21,0
u0003818,new_user,free,DE,direct,1111,0.0,0
u0003819,new_user,pro,GB,email,1781,14.65,1
u0003820,new_user,free,AU,email,1271,0.0,0
u0003821,champion,pro,GB,social,736,112.46,0
u0003822,new_user,free,US,email,1344,0.0,1
u0003823,at_risk,pro,JP,organic,1518,0.18,0
u0003824,casual,free,IN,social,111,0.0,1
u0003825,at_risk,starter,DE,referral,14,125.56,0
u0003826,casual,free,US,email,453,0.0,0
u0003827,casual,starter,NL,referral,835,16.8,1
u0003828,casual,starter,US,paid_search,1485,145.99,1
u0003829,casual,free,US,email,488,0.0,1
u0003830,casual,free,US,paid_search,1076,0.0,1
u0003831,casual,free,AU,email,1381,0.0,0
u0003832,power_user,pro,US,paid_search,267,83.76,1
u0003833,new_user,free,DE,organic,984,0.0,0
u0003834,casual,free,GB,organic,1604,0.0,1
u0003835,new_user,free,US,paid_search,167,0.0,0
u0003836,new_user,free,DE,paid_search,893,0.0,1
u0003837,power_user,pro,US,paid_search,551,45.31,1
u0003838,casual,pro,US,social,1752,117.07,1
u0003839,at_risk,enterprise,US,paid_search,1331,64.71,0
u0003840,new_user,free,US,referral,1142,0.0,1
u0003841,new_user,pro,DE,organic,1798,48.9,0
u0003842,at_risk,pro,US,organic,109,42.53,1
u0003843,new_user,free,US,email,1569,0.0,1
u0003844,casual,pro,US,paid_search,579,2.12,1
u0003845,power_user,pro,DE,email,1160,116.16,1
u0003846,power_user,enterprise,NL,direct,899,103.42,0
u0003847,at_risk,starter,US,paid_search,1297,131.68,0
u0003848,new_user,pro,CA,paid_search,965,145.92,0
u0003849,at_risk,free,AU,direct,737,0.0,0
u0003850,new_user,enterprise,GB,referral,496,88.46,1
u0003851,at_risk,free,GB,paid_search,1691,0.0,1
u0003852,casual,free,BR,organic,1639,0.0,1
u0003853,new_user,enterprise,US,social,14,50.14,0
u0003854,at_risk,free,US,organic,1394,0.0,0
u0003855,casual,free,DE,referral,927,0.0,1
u0003856,new_user,pro,AU,direct,392,104.03,1
u0003857,at_risk,free,CA,email,43,0.0,0
u0003858,new_user,free,CA,social,107,0.0,0
u0003859,power_user,free,BR,referral,1043,0.0,0
u0003860,casual,starter,US,referral,1240,140.85,0
u0003861,at_risk,pro,AU,direct,513,77.07,0
u0003862,casual,pro,US,email,689,10.47,0
u0003863,casual,starter,AU,paid_search,499,90.46,0
u0003864,at_risk,free,US,organic,967,0.0,0
u0003865,casual,enterprise,US,referral,1388,11.15,0
u0003866,at_risk,pro,NL,paid_search,636,128.71,0
u0003867,casual,pro,US,referral,580,47.32,1
u0003868,casual,free,US,paid_search,559,0.0,0
u0003869,at_risk,pro,US,social,191,145.07,0
u0003870,new_user,starter,JP,email,953,101.5,0
u0003871,power_user,free,US,organic,44,0.0,1
u0003872,power_user,starter,NL,referral,841,140.97,1
u0003873,casual,pro,US,organic,624,94.77,0
u0003874,power_user,pro,DE,email,1258,38.31,0
u0003875,casual,free,US,email,1668,0.0,1
u0003876,casual,starter,US,social,1308,87.65,1
u0003877,champion,free,AU,organic,1681,0.0,0
u0003878,casual,free,US,direct,353,0.0,1
u0003879,power_user,starter,US,referral,1776,106.6,0
u0003880,casual,free,US,paid_search,1429,0.0,0
u0003881,casual,enterprise,GB,organic,69,149.92,1
u0003882,new_user,free,FR,social,653,0.0,0
u0003883,casual,pro,US,referral,1462,106.79,0
u0003884,casual,starter,AU,organic,927,7.47,0
u0003885,new_user,free,GB,social,1513,0.0,0
u0003886,casual,free,AU,organic,29,0.0,1
u0003887,power_user,free,GB,referral,1021,0.0,1
u0003888,casual,pro,NL,referral,297,12.82,0
u0003889,new_user,free,GB,organic,688,0.0,0
u0003890,power_user,pro,CA,social,412,106.95,0
u0003891,casual,starter,CA,organic,338,24.16,1
u0003892,champion,free,CA,social,1189,0.0,0
u0003893,new_user,pro,CA,organic,163,131.07,1
u0003894,at_risk,free,JP,organic,182,0.0,1
u0003895,power_user,enterprise,US,organic,1017,97.72,0
u0003896,casual,pro,IN,social,443,73.78,0
u0003897,power_user,starter,US,organic,95,69.33,0
u0003898,casual,free,GB,paid_search,859,0.0,1
u0003899,champion,free,US,paid_search,592,0.0,0
u0003900,at_risk,free,FR,email,662,0.0,1
u0003901,power_user,starter,US,paid_search,1765,134.55,0
u0003902,casual,pro,US,referral,1436,118.31,1
u0003903,at_risk,free,GB,paid_search,1318,0.0,1
u0003904,casual,free,GB,referral,35,0.0,1
u0003905,new_user,pro,US,organic,865,95.66,1
u0003906,new_user,pro,NL,email,1628,29.0,0
u0003907,at_risk,starter,FR,paid_search,601,85.25,0
u0003908,new_user,free,US,organic,1145,0.0,1
u0003909,new_user,free,CA,paid_search,1494,0.0,1
u0003910,new_user,free,CA,referral,949,0.0,0
u0003911,new_user,starter,FR,organic,199,27.17,0
u0003912,at_risk,pro,NL,paid_search,1102,149.61,0
u0003913,casual,starter,CA,email,845,111.62,1
u0003914,power_user,free,US,organic,1754,0.0,1
u0003915,casual,free,US,email,1087,0.0,1
