paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	analyst	notes
UPD1-0310	10.1182/bld.upd1-0309	Ghobrial	Nature Medicine	2013	Fig.8B	0.5912	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #7
UPD1-0311	10.1182/bld.upd1-0310	Carrasco	Science	2007	Fig.4B	0.9341	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #7
UPD1-0312	10.1182/bld.upd1-0311	Ghobrial	Blood	2020	Fig.4C	0.6213	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #7
UPD1-0313	10.1182/bld.upd1-0312	Anderson	Nature Medicine	2010	Fig.1C	0.7703	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #7
UPD1-0314	10.1182/bld.upd1-0313	Carrasco	Cancer Cell	2008	Fig.2C	0.8247	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #7
UPD1-0315	10.1182/bld.upd1-0314	Glimcher	Blood	2011	Fig.7A	0.9233	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0316	10.1182/bld.upd1-0315	Ghobrial	Leukemia	1998	Fig.4B	0.6077	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #7
UPD1-0317	10.1182/bld.upd1-0316	Hahn	Cancer Cell	2021	Fig.6B	0.6994	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #7
UPD1-0318	10.1182/bld.upd1-0317	Anderson	Leukemia	2018	Fig.2C	0.545	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #7
UPD1-0319	10.1182/bld.upd1-0318	Anderson	Nature Medicine	2019	Fig.4A	0.5131	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0320	10.1182/bld.upd1-0319	Carrasco	Cancer Cell	2008	Fig.2A	0.8937	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #7
UPD1-0321	10.1182/bld.upd1-0320	Ghobrial	Science	2018	Fig.8C	0.8415	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #7
UPD1-0322	10.1182/bld.upd1-0321	Hahn	Leukemia	2016	Fig.2A	0.5007	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #7
UPD1-0323	10.1182/bld.upd1-0322	Anderson	Science	2010	Fig.6B	0.9377	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #7
UPD1-0324	10.1182/bld.upd1-0323	Ghobrial	Blood	2008	Fig.2A	0.7309	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #7
UPD1-0325	10.1182/bld.upd1-0324	Carrasco	Blood	2002	Fig.8A	0.5657	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0326	10.1182/bld.upd1-0325	Hahn	Cancer Cell	2006	Fig.8B	0.8725	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #7
UPD1-0327	10.1182/bld.upd1-0326	Glimcher	Nature Medicine	2005	Fig.5B	0.8129	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #7
UPD1-0328	10.1182/bld.upd1-0327	Ghobrial	Blood	2006	Fig.2B	0.8456	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #7
UPD1-0329	10.1182/bld.upd1-0328	Anderson	Leukemia	2010	Fig.1C	0.7907	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #7
UPD1-0330	10.1182/bld.upd1-0329	Hahn	Blood	2012	Fig.2A	0.5407	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #7
UPD1-0331	10.1182/bld.upd1-0330	Ghobrial	Blood	2007	Fig.4B	0.7042	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #7
UPD1-0332	10.1182/bld.upd1-0331	Anderson	Blood	2002	Fig.3C	0.8525	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #7
UPD1-0333	10.1182/bld.upd1-0332	Ghobrial	Science	2020	Fig.4C	0.9155	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #7
UPD1-0334	10.1182/bld.upd1-0333	Anderson	Leukemia	2014	Fig.3C	0.7168	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #7
UPD1-0335	10.1182/bld.upd1-0334	Hahn	Nature Medicine	2009	Fig.1B	0.7505	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #7
UPD1-0336	10.1182/bld.upd1-0335	Glimcher	Blood	2010	Fig.1C	0.9634	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #7
UPD1-0337	10.1182/bld.upd1-0336	Glimcher	Nature Medicine	2022	Fig.5A	0.6731	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #7
UPD1-0338	10.1182/bld.upd1-0337	Anderson	Cancer Cell	2019	Fig.1B	0.9317	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #7
UPD1-0339	10.1182/bld.upd1-0338	Ghobrial	Cancer Cell	2014	Fig.5B	0.725	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #7
UPD1-0340	10.1182/bld.upd1-0339	Anderson	Leukemia	2016	Fig.7C	0.7371	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #7
UPD1-0341	10.1182/bld.upd1-0340	Carrasco	Science	1998	Fig.8B	0.6237	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0342	10.1182/bld.upd1-0341	Glimcher	Blood	2015	Fig.6A	0.9792	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0343	10.1182/bld.upd1-0342	Hahn	Leukemia	2023	Fig.6C	0.7539	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #7
UPD1-0344	10.1182/bld.upd1-0343	Hahn	Nature Medicine	2022	Fig.7A	0.9038	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #7
UPD1-0345	10.1182/bld.upd1-0344	Glimcher	Blood	2002	Fig.4A	0.4755	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #7
UPD1-0346	10.1182/bld.upd1-0345	Glimcher	Nature Medicine	2002	Fig.1C	0.9058	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #7
UPD1-0347	10.1182/bld.upd1-0346	Hahn	Cancer Cell	2012	Fig.5C	0.5568	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #7
UPD1-0348	10.1182/bld.upd1-0347	Anderson	Blood	2004	Fig.4B	0.994	DUPLICATE	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #7
UPD1-0349	10.1182/bld.upd1-0348	Hahn	Blood	2010	Fig.2C	0.8357	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #7
UPD1-0350	10.1182/bld.upd1-0349	Ghobrial	Blood	2001	Fig.4B	0.4788	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #7
UPD1-0351	10.1182/bld.upd1-0350	Hahn	Science	2013	Fig.4B	0.652	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #8
UPD1-0352	10.1182/bld.upd1-0351	Carrasco	Leukemia	2018	Fig.2B	0.4841	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #8
UPD1-0353	10.1182/bld.upd1-0352	Glimcher	Nature Medicine	2003	Fig.7A	0.8283	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #8
UPD1-0354	10.1182/bld.upd1-0353	Ghobrial	Leukemia	2018	Fig.3B	0.4664	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #8
UPD1-0355	10.1182/bld.upd1-0354	Carrasco	Cancer Cell	2014	Fig.2B	0.997	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #8
UPD1-0356	10.1182/bld.upd1-0355	Hahn	Cancer Cell	2020	Fig.5A	0.8907	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #8
UPD1-0357	10.1182/bld.upd1-0356	Anderson	Leukemia	2011	Fig.8C	0.7025	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0358	10.1182/bld.upd1-0357	Ghobrial	Science	1997	Fig.3B	0.6363	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #8
UPD1-0359	10.1182/bld.upd1-0358	Carrasco	Cancer Cell	2001	Fig.6B	0.4815	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #8
UPD1-0360	10.1182/bld.upd1-0359	Glimcher	Nature Medicine	2003	Fig.2A	0.806	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #8
UPD1-0361	10.1182/bld.upd1-0360	Carrasco	Science	1996	Fig.5A	0.7441	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0362	10.1182/bld.upd1-0361	Carrasco	Blood	2016	Fig.7A	0.5211	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #8
UPD1-0363	10.1182/bld.upd1-0362	Glimcher	Blood	2008	Fig.2A	0.8085	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #8
UPD1-0364	10.1182/bld.upd1-0363	Anderson	Nature Medicine	1995	Fig.2B	0.6785	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #8
UPD1-0365	10.1182/bld.upd1-0364	Ghobrial	Blood	2001	Fig.2C	0.8588	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #8
UPD1-0366	10.1182/bld.upd1-0365	Carrasco	Leukemia	2016	Fig.4A	0.9457	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #8
UPD1-0367	10.1182/bld.upd1-0366	Hahn	Nature Medicine	2017	Fig.5A	0.996	DUPLICATE	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #8
UPD1-0368	10.1182/bld.upd1-0367	Ghobrial	Cancer Cell	2002	Fig.4A	0.8383	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0369	10.1182/bld.upd1-0368	Carrasco	Leukemia	2011	Fig.8C	0.5836	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #8
UPD1-0370	10.1182/bld.upd1-0369	Hahn	Cancer Cell	2005	Fig.6B	0.5592	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #8
UPD1-0371	10.1182/bld.upd1-0370	Anderson	Leukemia	1996	Fig.7C	0.7736	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #8
UPD1-0372	10.1182/bld.upd1-0371	Glimcher	Cancer Cell	2008	Fig.5A	0.5512	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #8
UPD1-0373	10.1182/bld.upd1-0372	Glimcher	Science	2012	Fig.7C	0.7892	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #8
UPD1-0374	10.1182/bld.upd1-0373	Anderson	Leukemia	2010	Fig.1A	0.6498	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #8
UPD1-0375	10.1182/bld.upd1-0374	Ghobrial	Science	2016	Fig.4B	0.7116	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #8
UPD1-0376	10.1182/bld.upd1-0375	Anderson	Cancer Cell	2006	Fig.4C	0.4662	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #8
UPD1-0377	10.1182/bld.upd1-0376	Glimcher	Science	1998	Fig.2A	0.8839	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #8
UPD1-0378	10.1182/bld.upd1-0377	Ghobrial	Cancer Cell	2007	Fig.7A	0.5282	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #8
UPD1-0379	10.1182/bld.upd1-0378	Glimcher	Nature Medicine	2023	Fig.2B	0.9071	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #8
UPD1-0380	10.1182/bld.upd1-0379	Glimcher	Cancer Cell	1997	Fig.8B	0.6341	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #8
UPD1-0381	10.1182/bld.upd1-0380	Glimcher	Science	1999	Fig.2C	0.5608	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #8
UPD1-0382	10.1182/bld.upd1-0381	Hahn	Blood	2020	Fig.7A	0.5745	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #8
UPD1-0383	10.1182/bld.upd1-0382	Carrasco	Leukemia	2015	Fig.7B	0.5191	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0384	10.1182/bld.upd1-0383	Anderson	Blood	2007	Fig.3C	0.5987	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #8
UPD1-0385	10.1182/bld.upd1-0384	Glimcher	Blood	2007	Fig.8C	0.495	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0386	10.1182/bld.upd1-0385	Ghobrial	Science	2008	Fig.2A	0.5318	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #8
UPD1-0387	10.1182/bld.upd1-0386	Carrasco	Leukemia	1999	Fig.6B	0.7695	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #8
UPD1-0388	10.1182/bld.upd1-0387	Glimcher	Cancer Cell	1998	Fig.3A	0.4708	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #8
UPD1-0389	10.1182/bld.upd1-0388	Carrasco	Blood	2022	Fig.6B	0.5815	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #8
UPD1-0390	10.1182/bld.upd1-0389	Carrasco	Cancer Cell	2002	Fig.4A	0.8516	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #8
UPD1-0391	10.1182/bld.upd1-0390	Carrasco	Science	2001	Fig.5B	0.8611	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #8
UPD1-0392	10.1182/bld.upd1-0391	Hahn	Science	2012	Fig.7A	0.9349	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #8
UPD1-0393	10.1182/bld.upd1-0392	Carrasco	Science	2010	Fig.2B	0.8373	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #8
UPD1-0394	10.1182/bld.upd1-0393	Ghobrial	Cancer Cell	2001	Fig.5A	0.8583	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #8
UPD1-0395	10.1182/bld.upd1-0394	Hahn	Nature Medicine	2013	Fig.1A	0.5893	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #8
UPD1-0396	10.1182/bld.upd1-0395	Carrasco	Nature Medicine	2016	Fig.3B	0.7214	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #8
UPD1-0397	10.1182/bld.upd1-0396	Glimcher	Leukemia	2023	Fig.8A	0.8339	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #8
UPD1-0398	10.1182/bld.upd1-0397	Hahn	Science	2010	Fig.6B	0.5949	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #8
UPD1-0399	10.1182/bld.upd1-0398	Carrasco	Leukemia	2002	Fig.6A	0.5949	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #8
UPD1-0400	10.1182/bld.upd1-0399	Glimcher	Science	2002	Fig.4A	0.8177	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #8
UPD1-0401	10.1182/bld.upd1-0400	Glimcher	Cancer Cell	2004	Fig.7A	0.4606	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0402	10.1182/bld.upd1-0401	Anderson	Cancer Cell	2000	Fig.7A	0.7939	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0403	10.1182/bld.upd1-0402	Hahn	Nature Medicine	1998	Fig.7C	0.8586	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #9
UPD1-0404	10.1182/bld.upd1-0403	Carrasco	Blood	2011	Fig.6B	0.7917	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #9
UPD1-0405	10.1182/bld.upd1-0404	Hahn	Science	2013	Fig.5C	0.9611	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0406	10.1182/bld.upd1-0405	Hahn	Science	2017	Fig.2C	0.9657	DUPLICATE	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #9
UPD1-0407	10.1182/bld.upd1-0406	Carrasco	Cancer Cell	2005	Fig.3C	0.9166	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0408	10.1182/bld.upd1-0407	Hahn	Leukemia	2001	Fig.8C	0.4671	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0409	10.1182/bld.upd1-0408	Carrasco	Science	1996	Fig.4B	0.7755	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0410	10.1182/bld.upd1-0409	Ghobrial	Nature Medicine	2003	Fig.7C	0.9558	DUPLICATE	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0411	10.1182/bld.upd1-0410	Carrasco	Leukemia	2001	Fig.6C	0.8976	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0412	10.1182/bld.upd1-0411	Carrasco	Cancer Cell	1995	Fig.3A	0.6357	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #9
UPD1-0413	10.1182/bld.upd1-0412	Hahn	Cancer Cell	2016	Fig.5A	0.6085	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #9
UPD1-0414	10.1182/bld.upd1-0413	Glimcher	Science	2010	Fig.6C	0.9804	DUPLICATE	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0415	10.1182/bld.upd1-0414	Hahn	Blood	2004	Fig.1C	0.5412	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0416	10.1182/bld.upd1-0415	Anderson	Nature Medicine	2002	Fig.4A	0.8687	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #9
UPD1-0417	10.1182/bld.upd1-0416	Anderson	Leukemia	2005	Fig.6A	0.5329	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #9
UPD1-0418	10.1182/bld.upd1-0417	Anderson	Blood	2004	Fig.1A	0.6101	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0419	10.1182/bld.upd1-0418	Ghobrial	Science	2014	Fig.8C	0.6508	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #9
UPD1-0420	10.1182/bld.upd1-0419	Carrasco	Cancer Cell	2006	Fig.6A	0.6561	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #9
UPD1-0421	10.1182/bld.upd1-0420	Carrasco	Science	1997	Fig.2C	0.9902	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #9
UPD1-0422	10.1182/bld.upd1-0421	Ghobrial	Cancer Cell	2010	Fig.6A	0.691	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #9
UPD1-0423	10.1182/bld.upd1-0422	Hahn	Science	2015	Fig.8A	0.931	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #9
UPD1-0424	10.1182/bld.upd1-0423	Carrasco	Nature Medicine	2009	Fig.8B	0.6056	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #9
UPD1-0425	10.1182/bld.upd1-0424	Anderson	Leukemia	2013	Fig.7A	0.5571	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #9
UPD1-0426	10.1182/bld.upd1-0425	Hahn	Science	1998	Fig.8A	0.7075	DISTINCT	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0427	10.1182/bld.upd1-0426	Carrasco	Nature Medicine	2022	Fig.6B	0.801	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0428	10.1182/bld.upd1-0427	Anderson	Cancer Cell	2021	Fig.4A	0.802	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #9
UPD1-0429	10.1182/bld.upd1-0428	Ghobrial	Cancer Cell	1999	Fig.7A	0.8326	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #9
UPD1-0430	10.1182/bld.upd1-0429	Ghobrial	Science	1998	Fig.5B	0.9828	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0431	10.1182/bld.upd1-0430	Carrasco	Leukemia	2013	Fig.5C	0.973	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0432	10.1182/bld.upd1-0431	Ghobrial	Science	2000	Fig.7C	0.954	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0433	10.1182/bld.upd1-0432	Glimcher	Leukemia	2014	Fig.1A	0.5555	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0434	10.1182/bld.upd1-0433	Hahn	Nature Medicine	2008	Fig.4B	0.9091	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0435	10.1182/bld.upd1-0434	Anderson	Nature Medicine	2021	Fig.8A	0.7566	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #9
UPD1-0436	10.1182/bld.upd1-0435	Carrasco	Leukemia	2008	Fig.2A	0.8171	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #9
UPD1-0437	10.1182/bld.upd1-0436	Carrasco	Science	1998	Fig.2B	0.7266	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #9
UPD1-0438	10.1182/bld.upd1-0437	Anderson	Blood	2013	Fig.3A	0.7263	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #9
UPD1-0439	10.1182/bld.upd1-0438	Ghobrial	Leukemia	2020	Fig.3A	0.9834	DUPLICATE	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #9
UPD1-0440	10.1182/bld.upd1-0439	Hahn	Leukemia	2010	Fig.7C	0.7782	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #9
UPD1-0441	10.1182/bld.upd1-0440	Hahn	Blood	2010	Fig.6A	0.9807	DUPLICATE	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #9
UPD1-0442	10.1182/bld.upd1-0441	Carrasco	Blood	1998	Fig.5C	0.5294	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0443	10.1182/bld.upd1-0442	Hahn	Nature Medicine	2013	Fig.8C	0.5274	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #9
UPD1-0444	10.1182/bld.upd1-0443	Glimcher	Science	2014	Fig.6B	0.5677	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0445	10.1182/bld.upd1-0444	Glimcher	Blood	2013	Fig.2B	0.7451	DISTINCT	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #9
UPD1-0446	10.1182/bld.upd1-0445	Carrasco	Nature Medicine	2022	Fig.1C	0.9219	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #9
UPD1-0447	10.1182/bld.upd1-0446	Glimcher	Nature Medicine	2023	Fig.1C	0.4894	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #9
UPD1-0448	10.1182/bld.upd1-0447	Glimcher	Nature Medicine	2011	Fig.6A	0.8357	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #9
UPD1-0449	10.1182/bld.upd1-0448	Ghobrial	Science	2015	Fig.4B	0.6737	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #9
UPD1-0450	10.1182/bld.upd1-0449	Anderson	Leukemia	1996	Fig.4C	0.916	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #9
UPD1-0451	10.1182/bld.upd1-0450	Anderson	Blood	2018	Fig.3B	0.7968	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0452	10.1182/bld.upd1-0451	Carrasco	Blood	2010	Fig.6B	0.5479	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0453	10.1182/bld.upd1-0452	Anderson	Nature Medicine	2018	Fig.7B	0.8699	SIMILAR	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #10
UPD1-0454	10.1182/bld.upd1-0453	Anderson	Blood	2011	Fig.2A	0.6606	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #10
UPD1-0455	10.1182/bld.upd1-0454	Glimcher	Nature Medicine	2008	Fig.2C	0.6815	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #10
UPD1-0456	10.1182/bld.upd1-0455	Glimcher	Leukemia	2008	Fig.1C	0.7041	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0457	10.1182/bld.upd1-0456	Anderson	Blood	2001	Fig.5A	0.7627	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #10
UPD1-0458	10.1182/bld.upd1-0457	Ghobrial	Blood	1999	Fig.6C	0.6652	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0459	10.1182/bld.upd1-0458	Ghobrial	Science	2021	Fig.3A	0.8634	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0460	10.1182/bld.upd1-0459	Ghobrial	Nature Medicine	2020	Fig.6B	0.5349	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #10
UPD1-0461	10.1182/bld.upd1-0460	Hahn	Cancer Cell	2015	Fig.5B	0.9938	DUPLICATE	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #10
UPD1-0462	10.1182/bld.upd1-0461	Carrasco	Leukemia	2022	Fig.7C	0.8052	SIMILAR	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #10
UPD1-0463	10.1182/bld.upd1-0462	Ghobrial	Nature Medicine	2008	Fig.3B	0.8094	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #10
UPD1-0464	10.1182/bld.upd1-0463	Glimcher	Nature Medicine	2023	Fig.6B	0.9084	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #10
