paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	researcher_confirmed_identity	review_status	notes
UPD2-0276	10.1182/bld.anderson-0275	Anderson	Blood	2017	Fig.5B	0.9384	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0277	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.3B	0.6723	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0278	10.1182/bld.anderson-0277	Anderson	Blood	2017	Fig.6B	0.5118	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0279	10.1182/bld.anderson-0278	Anderson	Blood	2015	Fig.3A	0.4626	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0280	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2018	Fig.4B	0.8222	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0281	10.1182/bld.anderson-0280	Anderson	Blood	2005	Fig.2C	0.4924	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0282	10.1182/bld.anderson-0281	Anderson	Blood	2022	Fig.4C	0.7332	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0283	10.1038/nm.3867	Anderson	Cancer Cell	2000	Fig.2A	0.5969	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0284	10.1182/bld.anderson-0283	Anderson	Blood	2018	Fig.5A	0.6168	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0285	10.1182/bld.anderson-0284	Anderson	Blood	2015	Fig.2B	0.777	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0286	10.1038/nm.3867	Anderson	Cancer Cell	2021	Fig.1B	0.7405	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0287	10.1182/bld.anderson-0286	Anderson	Blood	2019	Fig.3B	0.7082	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0288	10.1182/bld.anderson-0287	Anderson	Blood	2010	Fig.4B	0.7067	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0289	10.1038/nm.3867	Anderson	Cancer Cell	2005	Fig.6A	0.7849	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0290	10.1182/bld.anderson-0289	Anderson	Blood	2017	Fig.2B	0.5003	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0291	10.1182/bld.anderson-0290	Anderson	Blood	2009	Fig.1A	0.723	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0292	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2007	Fig.5B	0.9249	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0293	10.1182/bld.anderson-0292	Anderson	Blood	2017	Fig.4C	0.9347	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0294	10.1182/bld.anderson-0293	Anderson	Blood	2004	Fig.5B	0.6693	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0295	10.1038/nm.3867	Anderson	Cancer Cell	2015	Fig.2B	0.7391	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0296	10.1182/bld.anderson-0295	Anderson	Blood	2006	Fig.6C	0.6682	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0297	10.1182/bld.anderson-0296	Anderson	Blood	2010	Fig.1C	0.558	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0298	10.1038/nm.3867	Anderson	Cancer Cell	2012	Fig.4B	0.7311	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0299	10.1182/bld.anderson-0298	Anderson	Blood	2021	Fig.6B	0.6151	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0300	10.1182/bld.anderson-0299	Anderson	Blood	2008	Fig.2B	0.5918	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #10
UPD2-0301	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2007	Fig.3C	0.6769	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0302	10.1182/bld.anderson-0301	Anderson	Blood	2011	Fig.6B	0.6004	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0303	10.1182/bld.anderson-0302	Anderson	Blood	2004	Fig.1B	0.5545	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0304	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2005	Fig.1C	0.8845	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0305	10.1182/bld.anderson-0304	Anderson	Blood	2013	Fig.2B	0.5985	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0306	10.1182/bld.anderson-0305	Anderson	Blood	2009	Fig.3A	0.851	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0307	10.1038/nm.3867	Anderson	Cancer Cell	2003	Fig.4A	0.9554	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0308	10.1182/bld.anderson-0307	Anderson	Blood	2015	Fig.3A	0.8805	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0309	10.1182/bld.anderson-0308	Anderson	Blood	2004	Fig.6C	0.8817	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0310	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2008	Fig.6A	0.5813	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0311	10.1182/bld.anderson-0310	Anderson	Blood	2006	Fig.6A	0.8394	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0312	10.1182/bld.anderson-0311	Anderson	Blood	2022	Fig.2A	0.9087	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0313	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2013	Fig.5B	0.5183	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0314	10.1182/bld.anderson-0313	Anderson	Blood	2017	Fig.5B	0.4595	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0315	10.1182/bld.anderson-0314	Anderson	Blood	2000	Fig.6C	0.4572	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0316	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2000	Fig.1A	0.6825	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0317	10.1182/bld.anderson-0316	Anderson	Blood	2007	Fig.3A	0.5125	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0318	10.1182/bld.anderson-0317	Anderson	Blood	2000	Fig.5B	0.772	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0319	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2005	Fig.4B	0.6795	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0320	10.1182/bld.anderson-0319	Anderson	Blood	2001	Fig.1C	0.7155	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0321	10.1182/bld.anderson-0320	Anderson	Blood	2012	Fig.1A	0.693	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0322	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2006	Fig.5C	0.7643	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0323	10.1182/bld.anderson-0322	Anderson	Blood	2001	Fig.6C	0.9195	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0324	10.1182/bld.anderson-0323	Anderson	Blood	2017	Fig.2A	0.9744	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0325	10.1038/nm.3867	Anderson	Cancer Cell	2010	Fig.1C	0.7213	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0326	10.1182/bld.anderson-0325	Anderson	Blood	2022	Fig.3C	0.8898	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0327	10.1182/bld.anderson-0326	Anderson	Blood	2014	Fig.2A	0.9864	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0328	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.5C	0.7893	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0329	10.1182/bld.anderson-0328	Anderson	Blood	2008	Fig.6B	0.6766	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0330	10.1182/bld.anderson-0329	Anderson	Blood	2012	Fig.3A	0.8778	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #11
UPD2-0331	10.1038/nm.3867	Anderson	Cancer Cell	2013	Fig.3B	0.6543	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0332	10.1182/bld.anderson-0331	Anderson	Blood	2012	Fig.1C	0.607	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0333	10.1182/bld.anderson-0332	Anderson	Blood	2022	Fig.4A	0.464	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0334	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2000	Fig.1B	0.9421	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0335	10.1182/bld.anderson-0334	Anderson	Blood	2017	Fig.6C	0.7358	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0336	10.1182/bld.anderson-0335	Anderson	Blood	2014	Fig.6B	0.6863	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0337	10.1038/nm.3867	Anderson	Cancer Cell	2005	Fig.4A	0.6332	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0338	10.1182/bld.anderson-0337	Anderson	Blood	2013	Fig.1C	0.9637	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0339	10.1182/bld.anderson-0338	Anderson	Blood	2000	Fig.3B	0.9348	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0340	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2000	Fig.1B	0.9077	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0341	10.1182/bld.anderson-0340	Anderson	Blood	2014	Fig.1A	0.5532	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0342	10.1182/bld.anderson-0341	Anderson	Blood	2022	Fig.2A	0.8956	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0343	10.1038/nm.3867	Anderson	Cancer Cell	2020	Fig.3C	0.813	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0344	10.1182/bld.anderson-0343	Anderson	Blood	2013	Fig.4C	0.8137	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0345	10.1182/bld.anderson-0344	Anderson	Blood	2010	Fig.5C	0.9366	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0346	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2021	Fig.1B	0.9181	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0347	10.1182/bld.anderson-0346	Anderson	Blood	2002	Fig.4C	0.6352	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0348	10.1182/bld.anderson-0347	Anderson	Blood	2007	Fig.3A	0.7096	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0349	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2012	Fig.6C	0.872	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0350	10.1182/bld.anderson-0349	Anderson	Blood	2016	Fig.2B	0.8387	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0351	10.1182/bld.anderson-0350	Anderson	Blood	2011	Fig.2A	0.5622	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0352	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2003	Fig.5A	0.8389	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0353	10.1182/bld.anderson-0352	Anderson	Blood	2015	Fig.1C	0.4803	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0354	10.1182/bld.anderson-0353	Anderson	Blood	2016	Fig.6C	0.9416	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0355	10.1038/nm.3867	Anderson	Cancer Cell	2015	Fig.5A	0.4859	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0356	10.1182/bld.anderson-0355	Anderson	Blood	2008	Fig.3A	0.8623	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0357	10.1182/bld.anderson-0356	Anderson	Blood	2014	Fig.3B	0.7691	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0358	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2010	Fig.2A	0.4708	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0359	10.1182/bld.anderson-0358	Anderson	Blood	2020	Fig.3C	0.4513	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0360	10.1182/bld.anderson-0359	Anderson	Blood	2012	Fig.5A	0.833	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #12
UPD2-0361	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2016	Fig.1C	0.801	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0362	10.1182/bld.anderson-0361	Anderson	Blood	2010	Fig.3C	0.9104	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0363	10.1182/bld.anderson-0362	Anderson	Blood	2022	Fig.6A	0.5707	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0364	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2006	Fig.1B	0.7102	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0365	10.1182/bld.anderson-0364	Anderson	Blood	2016	Fig.3B	0.4556	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0366	10.1182/bld.anderson-0365	Anderson	Blood	2010	Fig.2B	0.7051	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0367	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2015	Fig.4B	0.8303	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0368	10.1182/bld.anderson-0367	Anderson	Blood	2012	Fig.6A	0.634	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0369	10.1182/bld.anderson-0368	Anderson	Blood	2015	Fig.1B	0.6026	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0370	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2018	Fig.3A	0.6273	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0371	10.1182/bld.anderson-0370	Anderson	Blood	2019	Fig.1C	0.6788	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0372	10.1182/bld.anderson-0371	Anderson	Blood	2012	Fig.5C	0.6653	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0373	10.1038/nm.3867	Anderson	Cancer Cell	2017	Fig.4A	0.9532	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0374	10.1182/bld.anderson-0373	Anderson	Blood	2011	Fig.1C	0.9259	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0375	10.1182/bld.anderson-0374	Anderson	Blood	2019	Fig.1A	0.5678	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0376	10.1038/nm.3867	Anderson	Cancer Cell	2010	Fig.3C	0.917	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0377	10.1182/bld.anderson-0376	Anderson	Blood	2008	Fig.5B	0.5126	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0378	10.1182/bld.anderson-0377	Anderson	Blood	2014	Fig.1C	0.9624	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0379	10.1038/nm.3867	Anderson	Cancer Cell	2019	Fig.5A	0.5226	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0380	10.1182/bld.anderson-0379	Anderson	Blood	2017	Fig.5C	0.7746	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0381	10.1182/bld.anderson-0380	Anderson	Blood	2020	Fig.3B	0.6951	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0382	10.1038/nm.3867	Anderson	Cancer Cell	2005	Fig.6A	0.7336	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0383	10.1182/bld.anderson-0382	Anderson	Blood	2013	Fig.1B	0.8606	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0384	10.1182/bld.anderson-0383	Anderson	Blood	2007	Fig.2B	0.747	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0385	10.1038/nm.3867	Anderson	Cancer Cell	2017	Fig.2B	0.8814	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0386	10.1182/bld.anderson-0385	Anderson	Blood	2015	Fig.6C	0.7565	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0387	10.1182/bld.anderson-0386	Anderson	Blood	2003	Fig.6C	0.7436	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0388	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2014	Fig.1C	0.7434	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0389	10.1182/bld.anderson-0388	Anderson	Blood	2008	Fig.3C	0.6736	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0390	10.1182/bld.anderson-0389	Anderson	Blood	2016	Fig.4B	0.771	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #13
UPD2-0391	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2021	Fig.6C	0.6682	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0392	10.1182/bld.anderson-0391	Anderson	Blood	2016	Fig.2C	0.5089	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0393	10.1182/bld.anderson-0392	Anderson	Blood	2001	Fig.4B	0.4554	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0394	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2004	Fig.2C	0.9363	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0395	10.1182/bld.anderson-0394	Anderson	Blood	2021	Fig.5C	0.7609	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0396	10.1182/bld.anderson-0395	Anderson	Blood	2012	Fig.1C	0.9357	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0397	10.1038/nm.3867	Anderson	Cancer Cell	2002	Fig.6A	0.7326	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0398	10.1182/bld.anderson-0397	Anderson	Blood	2020	Fig.2A	0.6161	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0399	10.1182/bld.anderson-0398	Anderson	Blood	2009	Fig.4C	0.8631	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0400	10.1038/nm.3867	Anderson	Cancer Cell	2003	Fig.5A	0.8748	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0401	10.1182/bld.anderson-0400	Anderson	Blood	2008	Fig.2C	0.8682	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0402	10.1182/bld.anderson-0401	Anderson	Blood	2011	Fig.4C	0.6293	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0403	10.1016/j.ccr.2007.02.015	Anderson	Cancer Cell	2015	Fig.4B	0.8644	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0404	10.1182/bld.anderson-0403	Anderson	Blood	2013	Fig.3A	0.896	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0405	10.1182/bld.anderson-0404	Anderson	Blood	2015	Fig.1C	0.5038	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0406	10.1038/nm.3867	Anderson	Cancer Cell	2014	Fig.1B	0.9743	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0407	10.1182/bld.anderson-0406	Anderson	Blood	2010	Fig.6A	0.4507	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0408	10.1182/bld.anderson-0407	Anderson	Blood	2021	Fig.4B	0.9092	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0409	10.1038/nm.3867	Anderson	Cancer Cell	2009	Fig.6A	0.9616	DUPLICATE	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0410	10.1182/bld.anderson-0409	Anderson	Blood	2010	Fig.5B	0.5225	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0411	10.1182/bld.anderson-0410	Anderson	Blood	2021	Fig.2A	0.4534	DISTINCT	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
UPD2-0412	10.1038/nm.3867	Anderson	Cancer Cell	2008	Fig.4B	0.8058	SIMILAR	ImageTwin_v2.2	Kenneth_C._Anderson	confirmed	Update2 Anderson deep analysis #14
