complaint_id,date,model,lot,failure_mode,outcome,mdr_submitted
CMP-11985,2023-01-02,Nimbus-II-Flex,LOT-4388-2023,system_error,near_miss,N
CMP-11986,2023-04-22,Nimbus-II-EMS,LOT-6446-2023,system_error,no_harm,N
CMP-11987,2021-10-09,Nimbus-PainPro,LOT-4430-2021,system_error,no_harm,N
CMP-11988,2021-01-14,Nimbus-PainPro,LOT-4835-2021,system_error,serious_injury,Y
CMP-11989,2023-03-23,Nimbus-II-Flex,LOT-2360-2023,system_error,no_harm,Y
CMP-11990,2021-02-18,Nimbus-II-EpiD,LOT-2269-2021,system_error,serious_injury,Y
CMP-11991,2023-06-06,Nimbus-PainPro,LOT-7471-2023,system_error,no_harm,N
CMP-11992,2019-09-19,Nimbus-II-EpiD,LOT-5644-2019,system_error,near_miss,N
CMP-11993,2023-05-08,Nimbus-PainPro,LOT-5154-2023,system_error,patient_discomfort,N
CMP-11994,2023-04-21,Nimbus-Flex,LOT-1348-2023,system_error,no_harm,N
CMP-11995,2023-08-13,Nimbus-II-Plus,LOT-1493-2023,system_error,no_harm,N
CMP-11996,2024-07-16,Nimbus-II-EpiD,LOT-4558-2024,system_error,no_harm,Y
CMP-11997,2022-04-10,Nimbus-II-EpiD,LOT-7100-2022,system_error,no_harm,Y
CMP-11998,2022-11-05,Nimbus-PainPro,LOT-5732-2022,system_error,patient_discomfort,N
CMP-11999,2021-04-21,Nimbus-Admin,LOT-5003-2021,system_error,no_harm,N
CMP-12000,2019-03-12,Nimbus-II-Plus,LOT-7773-2019,system_error,no_harm,N
CMP-12001,2024-07-18,Nimbus-II-Plus,LOT-2672-2024,system_error,no_harm,N
CMP-12002,2024-11-17,Nimbus-PainPro,LOT-7213-2024,system_error,no_harm,N
CMP-12003,2023-02-10,Nimbus-Flex,LOT-4181-2023,system_error,no_harm,N
CMP-12004,2024-10-27,Nimbus-Flex,LOT-1562-2024,system_error,serious_injury,Y
CMP-12005,2024-07-24,Nimbus-II-EMS,LOT-8374-2024,system_error,near_miss,Y
CMP-12006,2021-01-07,Nimbus-PainPro,LOT-9345-2021,system_error,no_harm,Y
CMP-12007,2024-08-20,Nimbus-II-Plus,LOT-5061-2024,system_error,patient_discomfort,Y
CMP-12008,2024-01-22,Nimbus-II-EMS,LOT-3780-2024,system_error,no_harm,N
CMP-12009,2023-03-08,Nimbus-PainPro,LOT-7829-2023,system_error,no_harm,N
CMP-12010,2024-05-10,Nimbus-II-Flex,LOT-8071-2024,system_error,no_harm,N
CMP-12011,2020-04-24,Nimbus-II-EpiD,LOT-7593-2020,system_error,serious_injury,Y
CMP-12012,2022-12-22,Nimbus-II-PainPRO,LOT-6960-2022,system_error,no_harm,Y
CMP-12013,2020-04-07,Nimbus-Admin,LOT-7806-2020,system_error,no_harm,N
CMP-12014,2022-12-04,Nimbus-PainPro,LOT-4828-2022,system_error,no_harm,N
CMP-12015,2024-03-27,Nimbus-II-EMS,LOT-6121-2024,system_error,patient_discomfort,N
CMP-12016,2020-11-27,Nimbus-II-PainPRO,LOT-6015-2020,system_error,no_harm,Y
CMP-12017,2020-06-21,Nimbus-II-Plus,LOT-4980-2020,system_error,patient_discomfort,Y
CMP-12018,2019-01-18,Nimbus-II-Plus,LOT-5678-2019,system_error,near_miss,Y
CMP-12019,2019-06-21,Nimbus-II-PainPRO,LOT-1179-2019,system_error,no_harm,N
CMP-12020,2020-06-22,Nimbus-II-EpiD,LOT-6457-2020,system_error,no_harm,N
CMP-12021,2021-01-13,Nimbus-Admin,LOT-1668-2021,system_error,near_miss,Y
CMP-12022,2021-10-08,Nimbus-II-PainPRO,LOT-7644-2021,system_error,no_harm,N
CMP-12023,2024-06-27,Nimbus-PainPro,LOT-9805-2024,system_error,no_harm,N
CMP-12024,2019-03-20,Nimbus-II-Flex,LOT-9376-2019,system_error,no_harm,N
CMP-12025,2024-01-06,Nimbus-Flex,LOT-6696-2024,system_error,no_harm,Y
CMP-12026,2020-05-16,Nimbus-II-Plus,LOT-3011-2020,system_error,serious_injury,Y
CMP-12027,2021-08-16,Nimbus-Admin,LOT-4133-2021,system_error,no_harm,N
CMP-12028,2023-09-12,Nimbus-II-Flex,LOT-1656-2023,system_error,no_harm,Y
CMP-12029,2019-06-05,Nimbus-II-EpiD,LOT-4664-2019,system_error,no_harm,Y
CMP-12030,2023-09-05,Nimbus-II-Flex,LOT-7729-2023,system_error,no_harm,N
CMP-12031,2022-05-28,Nimbus-II-EpiD,LOT-1814-2022,system_error,serious_injury,Y
CMP-12032,2020-09-22,Nimbus-Admin,LOT-8322-2020,system_error,no_harm,N
CMP-12033,2020-09-16,Nimbus-PainPro,LOT-9828-2020,system_error,no_harm,Y
CMP-12034,2023-08-22,Nimbus-Flex,LOT-1234-2023,system_error,no_harm,Y
CMP-12035,2022-04-01,Nimbus-II-EMS,LOT-8208-2022,system_error,no_harm,Y
CMP-12036,2023-12-19,Nimbus-II-PainPRO,LOT-7940-2023,system_error,no_harm,N
CMP-12037,2019-01-10,Nimbus-II-Flex,LOT-8144-2019,system_error,no_harm,Y
CMP-12038,2021-12-24,Nimbus-Flex,LOT-2400-2021,system_error,near_miss,Y
CMP-12039,2024-09-04,Nimbus-Flex,LOT-8965-2024,system_error,no_harm,Y
CMP-12040,2020-09-22,Nimbus-II-EMS,LOT-9433-2020,system_error,no_harm,Y
CMP-12041,2020-03-27,Nimbus-II-PainPRO,LOT-1963-2020,system_error,near_miss,N
CMP-12042,2020-02-18,Nimbus-PainPro,LOT-8545-2020,system_error,near_miss,Y
CMP-12043,2023-08-28,Nimbus-II-EMS,LOT-7209-2023,system_error,no_harm,N
CMP-12044,2020-07-04,Nimbus-II-Flex,LOT-9602-2020,system_error,no_harm,N
CMP-12045,2021-02-04,Nimbus-II-Plus,LOT-9298-2021,system_error,no_harm,N
CMP-12046,2024-07-27,Nimbus-Flex,LOT-7501-2024,system_error,no_harm,Y
CMP-12047,2020-08-10,Nimbus-Admin,LOT-3025-2020,system_error,no_harm,Y
CMP-12048,2021-12-02,Nimbus-II-Plus,LOT-4126-2021,system_error,no_harm,N
CMP-12049,2020-09-13,Nimbus-II-Plus,LOT-9905-2020,system_error,no_harm,Y
CMP-12050,2019-09-10,Nimbus-Flex,LOT-4250-2019,system_error,no_harm,N
CMP-12051,2023-01-23,Nimbus-Flex,LOT-3437-2023,system_error,no_harm,Y
CMP-12052,2023-07-21,Nimbus-II-EMS,LOT-5104-2023,system_error,no_harm,Y
CMP-12053,2024-06-13,Nimbus-Flex,LOT-6445-2024,system_error,no_harm,N
CMP-12054,2019-05-19,Nimbus-II-Flex,LOT-4309-2019,system_error,patient_discomfort,Y
CMP-12055,2022-01-03,Nimbus-II-PainPRO,LOT-2841-2022,system_error,no_harm,N
CMP-12056,2023-08-05,Nimbus-II-EpiD,LOT-2917-2023,system_error,no_harm,Y
CMP-12057,2019-05-21,Nimbus-II-EpiD,LOT-3335-2019,system_error,no_harm,N
CMP-12058,2022-11-20,Nimbus-II-PainPRO,LOT-8596-2022,system_error,no_harm,N
CMP-12059,2023-04-16,Nimbus-II-EMS,LOT-5319-2023,system_error,no_harm,Y
CMP-12060,2023-11-23,Nimbus-Admin,LOT-9175-2023,system_error,patient_discomfort,Y
CMP-12061,2019-02-03,Nimbus-PainPro,LOT-4181-2019,system_error,no_harm,Y
CMP-12062,2021-12-14,Nimbus-II-EpiD,LOT-1863-2021,system_error,no_harm,N
CMP-12063,2020-05-10,Nimbus-II-EMS,LOT-1886-2020,system_error,no_harm,N
CMP-12064,2024-05-09,Nimbus-Flex,LOT-4523-2024,system_error,near_miss,Y
CMP-12065,2021-09-09,Nimbus-Admin,LOT-8521-2021,system_error,near_miss,Y
CMP-12066,2020-11-19,Nimbus-II-EMS,LOT-9837-2020,system_error,no_harm,Y
CMP-12067,2020-11-02,Nimbus-II-PainPRO,LOT-7201-2020,system_error,no_harm,N
CMP-12068,2021-04-10,Nimbus-II-Flex,LOT-6557-2021,system_error,near_miss,N
CMP-12069,2024-08-08,Nimbus-II-Flex,LOT-7799-2024,system_error,no_harm,Y
CMP-12070,2022-04-08,Nimbus-PainPro,LOT-1479-2022,system_error,near_miss,Y
CMP-12071,2019-10-07,Nimbus-PainPro,LOT-9732-2019,system_error,no_harm,Y
CMP-12072,2024-12-27,Nimbus-II-PainPRO,LOT-5545-2024,system_error,no_harm,N
CMP-12073,2024-10-08,Nimbus-II-Flex,LOT-9500-2024,system_error,no_harm,Y
CMP-12074,2022-01-01,Nimbus-II-Plus,LOT-5834-2022,system_error,no_harm,N
CMP-12075,2019-01-05,Nimbus-II-Flex,LOT-8104-2019,system_error,near_miss,Y
CMP-12076,2019-12-09,Nimbus-Flex,LOT-1971-2019,system_error,no_harm,N
CMP-12077,2024-01-19,Nimbus-II-EpiD,LOT-1014-2024,system_error,near_miss,N
CMP-12078,2019-12-25,Nimbus-PainPro,LOT-6566-2019,system_error,no_harm,Y
CMP-12079,2021-03-18,Nimbus-II-PainPRO,LOT-9357-2021,system_error,patient_discomfort,Y
CMP-12080,2021-12-19,Nimbus-PainPro,LOT-1511-2021,system_error,no_harm,N
CMP-12081,2021-11-03,Nimbus-Flex,LOT-8299-2021,system_error,no_harm,Y
CMP-12082,2024-06-21,Nimbus-PainPro,LOT-1279-2024,system_error,no_harm,N
CMP-12083,2019-12-27,Nimbus-Admin,LOT-4912-2019,system_error,near_miss,Y
CMP-12084,2022-10-17,Nimbus-II-PainPRO,LOT-7371-2022,system_error,no_harm,N
CMP-12085,2023-04-01,Nimbus-Admin,LOT-1221-2023,system_error,no_harm,Y
CMP-12086,2019-09-08,Nimbus-II-Plus,LOT-1665-2019,system_error,no_harm,Y
CMP-12087,2019-02-26,Nimbus-II-PainPRO,LOT-7396-2019,system_error,serious_injury,Y
CMP-12088,2022-02-18,Nimbus-II-Plus,LOT-5748-2022,system_error,no_harm,Y
CMP-12089,2024-12-28,Nimbus-II-PainPRO,LOT-7967-2024,system_error,no_harm,Y
CMP-12090,2023-12-06,Nimbus-PainPro,LOT-6891-2023,system_error,no_harm,Y
CMP-12091,2024-10-14,Nimbus-Admin,LOT-8333-2024,system_error,no_harm,Y
CMP-12092,2022-06-01,Nimbus-II-EMS,LOT-2187-2022,system_error,no_harm,Y
CMP-12093,2020-05-01,Nimbus-II-PainPRO,LOT-4903-2020,system_error,no_harm,N
CMP-12094,2020-12-27,Nimbus-II-Flex,LOT-8188-2020,system_error,near_miss,N
CMP-12095,2024-05-10,Nimbus-II-EMS,LOT-2599-2024,system_error,near_miss,N
CMP-12096,2024-09-23,Nimbus-Admin,LOT-7267-2024,system_error,no_harm,Y
CMP-12097,2021-04-24,Nimbus-II-PainPRO,LOT-5504-2021,system_error,no_harm,N
CMP-12098,2022-09-07,Nimbus-Admin,LOT-3558-2022,system_error,no_harm,N
CMP-12099,2020-11-04,Nimbus-II-EMS,LOT-5172-2020,system_error,no_harm,N
CMP-12100,2019-12-06,Nimbus-Admin,LOT-5249-2019,system_error,serious_injury,Y
CMP-12101,2020-01-12,Nimbus-II-EpiD,LOT-5915-2020,system_error,no_harm,Y
CMP-12102,2020-07-07,Nimbus-II-PainPRO,LOT-8135-2020,system_error,no_harm,N
CMP-12103,2023-02-23,Nimbus-II-EMS,LOT-2148-2023,system_error,no_harm,Y
CMP-12104,2019-09-22,Nimbus-II-EpiD,LOT-4548-2019,system_error,near_miss,Y
CMP-12105,2022-12-04,Nimbus-PainPro,LOT-3213-2022,system_error,no_harm,Y
CMP-12106,2020-08-17,Nimbus-II-Plus,LOT-2700-2020,system_error,serious_injury,Y
CMP-12107,2019-12-20,Nimbus-II-EpiD,LOT-3968-2019,system_error,no_harm,N
CMP-12108,2023-06-12,Nimbus-II-EMS,LOT-6837-2023,system_error,no_harm,Y
CMP-12109,2024-12-06,Nimbus-PainPro,LOT-1327-2024,system_error,near_miss,N
CMP-12110,2022-01-09,Nimbus-II-EpiD,LOT-5762-2022,system_error,no_harm,N
CMP-12111,2021-10-08,Nimbus-II-PainPRO,LOT-9852-2021,system_error,no_harm,N
CMP-12112,2021-08-09,Nimbus-Flex,LOT-8459-2021,system_error,near_miss,Y
CMP-12113,2024-10-23,Nimbus-II-EMS,LOT-3139-2024,system_error,no_harm,N
CMP-12114,2021-04-10,Nimbus-II-EMS,LOT-8057-2021,system_error,near_miss,N
CMP-12115,2024-06-05,Nimbus-Admin,LOT-4377-2024,system_error,patient_discomfort,Y
CMP-12116,2023-03-24,Nimbus-II-PainPRO,LOT-8945-2023,system_error,no_harm,Y
CMP-12117,2022-12-27,Nimbus-PainPro,LOT-5844-2022,system_error,no_harm,N
CMP-12118,2022-03-14,Nimbus-II-Plus,LOT-5775-2022,system_error,no_harm,Y
CMP-12119,2023-11-10,Nimbus-II-EpiD,LOT-8605-2023,system_error,no_harm,Y
CMP-12120,2023-02-13,Nimbus-Admin,LOT-7902-2023,system_error,no_harm,Y
CMP-12121,2020-03-21,Nimbus-PainPro,LOT-6935-2020,system_error,near_miss,Y
CMP-12122,2020-03-13,Nimbus-Admin,LOT-9142-2020,system_error,patient_discomfort,N
CMP-12123,2020-06-27,Nimbus-II-PainPRO,LOT-7113-2020,system_error,no_harm,N
CMP-12124,2024-10-20,Nimbus-Flex,LOT-6947-2024,system_error,no_harm,Y
CMP-12125,2021-11-06,Nimbus-II-EpiD,LOT-8165-2021,system_error,no_harm,N
CMP-12126,2024-03-12,Nimbus-Admin,LOT-6851-2024,system_error,no_harm,Y
CMP-12127,2024-03-18,Nimbus-II-EMS,LOT-4364-2024,system_error,no_harm,Y
CMP-12128,2021-05-26,Nimbus-II-EpiD,LOT-5404-2021,system_error,near_miss,Y
CMP-12129,2022-12-26,Nimbus-II-EpiD,LOT-2613-2022,system_error,patient_discomfort,N
CMP-12130,2019-02-10,Nimbus-PainPro,LOT-5179-2019,system_error,no_harm,Y
CMP-12131,2019-01-14,Nimbus-II-EpiD,LOT-5557-2019,system_error,no_harm,Y
CMP-12132,2023-08-07,Nimbus-II-PainPRO,LOT-2081-2023,system_error,no_harm,Y
CMP-12133,2019-03-26,Nimbus-II-Plus,LOT-5346-2019,system_error,patient_discomfort,Y
CMP-12134,2019-10-27,Nimbus-II-Flex,LOT-4404-2019,system_error,no_harm,N
CMP-12135,2022-03-26,Nimbus-Flex,LOT-8068-2022,system_error,no_harm,N
CMP-12136,2023-05-08,Nimbus-II-Flex,LOT-5266-2023,system_error,near_miss,Y
CMP-12137,2023-04-17,Nimbus-II-Plus,LOT-2357-2023,system_error,serious_injury,Y
CMP-12138,2023-09-07,Nimbus-II-EMS,LOT-7040-2023,system_error,near_miss,N
CMP-12139,2022-06-08,Nimbus-PainPro,LOT-9784-2022,system_error,no_harm,Y
CMP-12140,2023-02-17,Nimbus-II-Flex,LOT-9894-2023,system_error,near_miss,N
CMP-12141,2020-12-01,Nimbus-II-Plus,LOT-9979-2020,system_error,near_miss,N
CMP-12142,2023-10-22,Nimbus-II-PainPRO,LOT-5088-2023,system_error,serious_injury,Y
CMP-12143,2020-11-07,Nimbus-II-Flex,LOT-4749-2020,system_error,no_harm,Y
CMP-12144,2022-05-02,Nimbus-II-EMS,LOT-9465-2022,system_error,no_harm,Y
CMP-12145,2023-02-14,Nimbus-II-PainPRO,LOT-3350-2023,system_error,no_harm,N
CMP-12146,2022-05-17,Nimbus-Admin,LOT-4718-2022,system_error,no_harm,N
CMP-12147,2020-10-01,Nimbus-II-Plus,LOT-3716-2020,system_error,no_harm,N
CMP-12148,2024-08-12,Nimbus-II-Flex,LOT-9031-2024,system_error,no_harm,N
CMP-12149,2021-09-04,Nimbus-PainPro,LOT-4939-2021,system_error,no_harm,N
CMP-12150,2022-11-01,Nimbus-PainPro,LOT-7795-2022,system_error,no_harm,Y
CMP-12151,2020-05-19,Nimbus-Admin,LOT-4664-2020,system_error,serious_injury,Y
CMP-12152,2022-10-13,Nimbus-II-Flex,LOT-8092-2022,system_error,no_harm,Y
CMP-12153,2020-11-24,Nimbus-Admin,LOT-2683-2020,system_error,no_harm,Y
CMP-12154,2023-11-11,Nimbus-II-Plus,LOT-3058-2023,system_error,no_harm,Y
CMP-12155,2023-08-05,Nimbus-Flex,LOT-3122-2023,system_error,near_miss,Y
CMP-12156,2022-07-14,Nimbus-Flex,LOT-7340-2022,system_error,no_harm,Y
CMP-12157,2021-02-21,Nimbus-II-Plus,LOT-5384-2021,system_error,no_harm,N
CMP-12158,2021-05-19,Nimbus-II-EpiD,LOT-2123-2021,system_error,no_harm,N
CMP-12159,2020-09-12,Nimbus-II-EMS,LOT-4005-2020,system_error,no_harm,Y
CMP-12160,2023-05-25,Nimbus-II-EpiD,LOT-3646-2023,system_error,no_harm,Y
CMP-12161,2022-08-18,Nimbus-II-EpiD,LOT-9419-2022,system_error,no_harm,N
CMP-12162,2020-01-24,Nimbus-II-Plus,LOT-1847-2020,system_error,no_harm,Y
CMP-12163,2024-04-24,Nimbus-II-Flex,LOT-1385-2024,system_error,no_harm,N
CMP-12164,2024-09-10,Nimbus-Admin,LOT-9591-2024,system_error,no_harm,N
CMP-12165,2021-04-04,Nimbus-II-EpiD,LOT-5017-2021,system_error,no_harm,N
CMP-12166,2022-06-18,Nimbus-II-Flex,LOT-7034-2022,system_error,no_harm,Y
CMP-12167,2019-02-18,Nimbus-II-EpiD,LOT-1278-2019,system_error,no_harm,Y
CMP-12168,2023-04-13,Nimbus-II-EMS,LOT-4503-2023,system_error,serious_injury,Y
CMP-12169,2023-01-26,Nimbus-PainPro,LOT-7558-2023,system_error,no_harm,Y
CMP-12170,2023-12-01,Nimbus-PainPro,LOT-3479-2023,system_error,no_harm,Y
CMP-12171,2021-11-26,Nimbus-II-EMS,LOT-1482-2021,system_error,no_harm,Y
CMP-12172,2020-10-05,Nimbus-PainPro,LOT-8552-2020,system_error,no_harm,N
CMP-12173,2022-02-09,Nimbus-II-Flex,LOT-8251-2022,system_error,no_harm,N
CMP-12174,2023-11-06,Nimbus-Flex,LOT-1700-2023,system_error,near_miss,N
CMP-12175,2024-01-16,Nimbus-II-EpiD,LOT-4583-2024,system_error,serious_injury,Y
CMP-12176,2022-12-27,Nimbus-Flex,LOT-8545-2022,system_error,no_harm,N
CMP-12177,2020-01-03,Nimbus-Flex,LOT-6281-2020,system_error,no_harm,N
CMP-12178,2019-01-13,Nimbus-II-Flex,LOT-3453-2019,system_error,no_harm,N
CMP-12179,2022-02-15,Nimbus-II-EpiD,LOT-1169-2022,system_error,no_harm,N
CMP-12180,2022-03-26,Nimbus-PainPro,LOT-5197-2022,system_error,no_harm,Y
CMP-12181,2020-03-12,Nimbus-Admin,LOT-9366-2020,system_error,no_harm,N
CMP-12182,2019-04-18,Nimbus-PainPro,LOT-8404-2019,system_error,no_harm,Y
CMP-12183,2024-02-17,Nimbus-Flex,LOT-4761-2024,system_error,near_miss,N
CMP-12184,2023-03-23,Nimbus-II-EMS,LOT-9444-2023,system_error,serious_injury,Y
CMP-12185,2020-05-02,Nimbus-II-EpiD,LOT-1813-2020,system_error,no_harm,N
CMP-12186,2024-11-17,Nimbus-II-PainPRO,LOT-4783-2024,system_error,no_harm,Y
CMP-12187,2024-01-08,Nimbus-II-EpiD,LOT-6028-2024,system_error,no_harm,Y
CMP-12188,2022-10-24,Nimbus-II-PainPRO,LOT-4619-2022,system_error,no_harm,Y
CMP-12189,2024-05-19,Nimbus-II-EMS,LOT-1197-2024,system_error,no_harm,N
CMP-12190,2019-01-24,Nimbus-Admin,LOT-8785-2019,system_error,no_harm,Y
CMP-12191,2021-01-24,Nimbus-PainPro,LOT-2239-2021,system_error,no_harm,N
CMP-12192,2024-07-06,Nimbus-Admin,LOT-3789-2024,system_error,no_harm,N
CMP-12193,2019-11-23,Nimbus-II-EpiD,LOT-7774-2019,system_error,no_harm,Y
CMP-12194,2024-12-02,Nimbus-II-Flex,LOT-7466-2024,system_error,near_miss,Y
CMP-12195,2023-10-22,Nimbus-II-Flex,LOT-7027-2023,system_error,no_harm,N
CMP-12196,2019-09-23,Nimbus-II-Plus,LOT-5968-2019,system_error,no_harm,Y
CMP-12197,2021-05-17,Nimbus-II-PainPRO,LOT-1398-2021,system_error,no_harm,N
CMP-12198,2022-04-20,Nimbus-II-EpiD,LOT-5994-2022,system_error,no_harm,Y
CMP-12199,2024-09-01,Nimbus-II-Plus,LOT-1543-2024,system_error,no_harm,N
CMP-12200,2024-01-06,Nimbus-II-PainPRO,LOT-8246-2024,system_error,no_harm,N
CMP-12201,2021-05-23,Nimbus-II-EpiD,LOT-4684-2021,system_error,patient_discomfort,Y
CMP-12202,2019-11-05,Nimbus-Admin,LOT-4596-2019,system_error,no_harm,N
CMP-12203,2024-11-08,Nimbus-II-Flex,LOT-9159-2024,system_error,no_harm,N
CMP-12204,2024-01-18,Nimbus-II-EpiD,LOT-5122-2024,system_error,no_harm,N
CMP-12205,2020-02-07,Nimbus-PainPro,LOT-2605-2020,system_error,no_harm,N
CMP-12206,2022-04-26,Nimbus-Flex,LOT-2870-2022,system_error,no_harm,Y
CMP-12207,2020-03-02,Nimbus-II-Plus,LOT-8797-2020,system_error,no_harm,Y
CMP-12208,2019-04-10,Nimbus-Admin,LOT-7864-2019,system_error,patient_discomfort,N
CMP-12209,2022-09-06,Nimbus-Flex,LOT-7355-2022,system_error,no_harm,Y
CMP-12210,2022-11-27,Nimbus-II-Flex,LOT-2387-2022,system_error,near_miss,Y
CMP-12211,2021-12-19,Nimbus-II-Flex,LOT-2413-2021,system_error,no_harm,N
CMP-12212,2020-12-13,Nimbus-II-EpiD,LOT-2991-2020,system_error,no_harm,Y
CMP-12213,2020-08-25,Nimbus-PainPro,LOT-9499-2020,system_error,patient_discomfort,Y
CMP-12214,2024-07-07,Nimbus-Flex,LOT-7047-2024,system_error,near_miss,Y
CMP-12215,2019-04-27,Nimbus-II-EMS,LOT-9660-2019,system_error,no_harm,Y
CMP-12216,2024-12-21,Nimbus-PainPro,LOT-6389-2024,system_error,no_harm,Y
CMP-12217,2024-12-21,Nimbus-Flex,LOT-9424-2024,system_error,serious_injury,Y
CMP-12218,2023-07-10,Nimbus-Admin,LOT-6233-2023,system_error,no_harm,N
CMP-12219,2020-11-26,Nimbus-II-EpiD,LOT-3798-2020,system_error,no_harm,N
CMP-12220,2021-05-09,Nimbus-II-EMS,LOT-5411-2021,system_error,no_harm,N
CMP-12221,2020-04-06,Nimbus-II-EMS,LOT-5413-2020,system_error,no_harm,N
CMP-12222,2020-01-17,Nimbus-PainPro,LOT-5771-2020,system_error,no_harm,Y
CMP-12223,2023-03-07,Nimbus-II-EpiD,LOT-8292-2023,system_error,no_harm,N
CMP-12224,2019-09-11,Nimbus-II-Plus,LOT-1693-2019,system_error,no_harm,Y
CMP-12225,2021-08-22,Nimbus-II-Flex,LOT-4124-2021,system_error,no_harm,Y
CMP-12226,2021-12-05,Nimbus-II-EpiD,LOT-9908-2021,system_error,patient_discomfort,N
CMP-12227,2023-03-21,Nimbus-II-EMS,LOT-7676-2023,system_error,no_harm,N
CMP-12228,2019-05-03,Nimbus-II-PainPRO,LOT-6077-2019,system_error,no_harm,Y
CMP-12229,2023-02-02,Nimbus-II-EMS,LOT-6854-2023,system_error,no_harm,N
CMP-12230,2023-02-22,Nimbus-II-PainPRO,LOT-9272-2023,system_error,no_harm,Y
CMP-12231,2022-12-24,Nimbus-II-Flex,LOT-2843-2022,system_error,no_harm,Y
CMP-12232,2022-12-13,Nimbus-Flex,LOT-8036-2022,system_error,no_harm,Y
CMP-12233,2024-04-07,Nimbus-II-Flex,LOT-4746-2024,system_error,patient_discomfort,N
CMP-12234,2023-11-12,Nimbus-II-PainPRO,LOT-1316-2023,system_error,near_miss,N
CMP-12235,2024-11-27,Nimbus-II-Plus,LOT-2440-2024,system_error,no_harm,Y
CMP-12236,2021-01-08,Nimbus-II-EMS,LOT-7043-2021,system_error,near_miss,N
CMP-12237,2024-01-02,Nimbus-Flex,LOT-2203-2024,system_error,no_harm,Y
CMP-12238,2019-10-08,Nimbus-Admin,LOT-9766-2019,system_error,no_harm,Y
CMP-12239,2024-07-03,Nimbus-II-Flex,LOT-7095-2024,system_error,no_harm,N
CMP-12240,2022-08-01,Nimbus-II-PainPRO,LOT-1589-2022,system_error,no_harm,Y
CMP-12241,2024-03-27,Nimbus-II-Plus,LOT-3902-2024,system_error,no_harm,Y
CMP-12242,2022-07-03,Nimbus-II-Flex,LOT-8732-2022,system_error,no_harm,Y
CMP-12243,2019-11-14,Nimbus-II-EMS,LOT-1284-2019,system_error,no_harm,Y
CMP-12244,2022-05-20,Nimbus-Flex,LOT-8251-2022,system_error,near_miss,Y
CMP-12245,2023-07-25,Nimbus-II-EMS,LOT-3843-2023,system_error,patient_discomfort,N
CMP-12246,2024-03-18,Nimbus-II-Plus,LOT-5974-2024,system_error,no_harm,Y
CMP-12247,2022-12-28,Nimbus-II-EMS,LOT-9813-2022,system_error,no_harm,Y
CMP-12248,2022-05-09,Nimbus-II-Plus,LOT-3686-2022,system_error,no_harm,N
CMP-12249,2022-11-18,Nimbus-Flex,LOT-8890-2022,system_error,near_miss,Y
CMP-12250,2020-09-15,Nimbus-PainPro,LOT-6442-2020,system_error,serious_injury,Y
CMP-12251,2022-04-01,Nimbus-PainPro,LOT-6852-2022,system_error,no_harm,N
CMP-12252,2024-04-25,Nimbus-Admin,LOT-8900-2024,system_error,no_harm,N
CMP-12253,2020-10-17,Nimbus-II-EpiD,LOT-8687-2020,system_error,no_harm,Y
CMP-12254,2022-08-09,Nimbus-II-EpiD,LOT-5726-2022,system_error,no_harm,Y
CMP-12255,2022-07-12,Nimbus-II-EMS,LOT-5355-2022,system_error,no_harm,Y
CMP-12256,2020-04-07,Nimbus-II-Flex,LOT-5227-2020,system_error,no_harm,N
CMP-12257,2019-04-17,Nimbus-II-Flex,LOT-1996-2019,system_error,no_harm,Y
CMP-12258,2019-06-11,Nimbus-Admin,LOT-3850-2019,system_error,near_miss,N
CMP-12259,2024-03-13,Nimbus-Flex,LOT-4666-2024,system_error,serious_injury,Y
CMP-12260,2021-09-14,Nimbus-Flex,LOT-4495-2021,system_error,no_harm,Y
CMP-12261,2021-11-16,Nimbus-Flex,LOT-1802-2021,system_error,no_harm,N
CMP-12262,2023-03-05,Nimbus-II-Flex,LOT-2303-2023,system_error,no_harm,Y
CMP-12263,2022-07-09,Nimbus-II-EMS,LOT-3910-2022,system_error,no_harm,Y
CMP-12264,2019-04-04,Nimbus-II-PainPRO,LOT-6831-2019,system_error,patient_discomfort,N
CMP-12265,2022-08-07,Nimbus-Admin,LOT-4498-2022,system_error,no_harm,N
CMP-12266,2020-04-05,Nimbus-Flex,LOT-7634-2020,system_error,no_harm,Y
CMP-12267,2023-01-24,Nimbus-Admin,LOT-4358-2023,system_error,no_harm,Y
CMP-12268,2021-05-11,Nimbus-II-PainPRO,LOT-8101-2021,system_error,no_harm,N
CMP-12269,2020-03-01,Nimbus-Flex,LOT-7272-2020,system_error,near_miss,N
CMP-12270,2022-08-26,Nimbus-II-EpiD,LOT-9746-2022,system_error,no_harm,N
CMP-12271,2022-04-18,Nimbus-II-Flex,LOT-3213-2022,system_error,no_harm,Y
CMP-12272,2020-01-13,Nimbus-PainPro,LOT-6368-2020,system_error,serious_injury,Y
CMP-12273,2019-08-02,Nimbus-II-PainPRO,LOT-8595-2019,system_error,serious_injury,Y
CMP-12274,2020-05-10,Nimbus-Admin,LOT-4869-2020,system_error,no_harm,Y
CMP-12275,2024-11-25,Nimbus-Admin,LOT-8408-2024,system_error,no_harm,Y
CMP-12276,2022-07-09,Nimbus-II-EpiD,LOT-9733-2022,system_error,patient_discomfort,N
CMP-12277,2022-11-28,Nimbus-II-EMS,LOT-5227-2022,system_error,near_miss,N
