order_id,symbol,side,quantity,expected_settlement_utc,actual_settlement_utc,closing_price_usd,vwap_usd,price_diff_usd,price_diff_vwap_usd
# Detail record 2465: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2466: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2467: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2468: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2469: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2470: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2471: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2472: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2473: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2474: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2475: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2476: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2477: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2478: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2479: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2480: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2481: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2482: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2483: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2484: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2485: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2486: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2487: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2488: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2489: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2490: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2491: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2492: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2493: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2494: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2495: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2496: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2497: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2498: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2499: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2500: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2501: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2502: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2503: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2504: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2505: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2506: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2507: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2508: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2509: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2510: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2511: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2512: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2513: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2514: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2515: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2516: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2517: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2518: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2519: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2520: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2521: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2522: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2523: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2524: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2525: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2526: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2527: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2528: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2529: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2530: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2531: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2532: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2533: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2534: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2535: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2536: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2537: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2538: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2539: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2540: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2541: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2542: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2543: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2544: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2545: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2546: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2547: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2548: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2549: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2550: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2551: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2552: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2553: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2554: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2555: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2556: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2557: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2558: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2559: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2560: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2561: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2562: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2563: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2564: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2565: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2566: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2567: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2568: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2569: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2570: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2571: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2572: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2573: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2574: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2575: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2576: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2577: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2578: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2579: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2580: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2581: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2582: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2583: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2584: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2585: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2586: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2587: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2588: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2589: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2590: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2591: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2592: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2593: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2594: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2595: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2596: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2597: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2598: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2599: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2600: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2601: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2602: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2603: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2604: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2605: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2606: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2607: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2608: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2609: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2610: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2611: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2612: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2613: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2614: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2615: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2616: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2617: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2618: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2619: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2620: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2621: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2622: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2623: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2624: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2625: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2626: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2627: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2628: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2629: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2630: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2631: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2632: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2633: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2634: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2635: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2636: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2637: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2638: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2639: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2640: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2641: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2642: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2643: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2644: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2645: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2646: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2647: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2648: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2649: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2650: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2651: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2652: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2653: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2654: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2655: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2656: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2657: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2658: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2659: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2660: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2661: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2662: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2663: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2664: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2665: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2666: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2667: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2668: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2669: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2670: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2671: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2672: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2673: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2674: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2675: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2676: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2677: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2678: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2679: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2680: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2681: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2682: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2683: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2684: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2685: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2686: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2687: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2688: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2689: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2690: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2691: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2692: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2693: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2694: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2695: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2696: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2697: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2698: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2699: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2700: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2701: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2702: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2703: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2704: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2705: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2706: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2707: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2708: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2709: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2710: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2711: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2712: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2713: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2714: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2715: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2716: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2717: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2718: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2719: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2720: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2721: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2722: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2723: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2724: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2725: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2726: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2727: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2728: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2729: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2730: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2731: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2732: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2733: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2734: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2735: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2736: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2737: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2738: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2739: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2740: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2741: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2742: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2743: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2744: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2745: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2746: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2747: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2748: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2749: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2750: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2751: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2752: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2753: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2754: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2755: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2756: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2757: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2758: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2759: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2760: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2761: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2762: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2763: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2764: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2765: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2766: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2767: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2768: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2769: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2770: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2771: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2772: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2773: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2774: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2775: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2776: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2777: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2778: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2779: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2780: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2781: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2782: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2783: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2784: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2785: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2786: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2787: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2788: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2789: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2790: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2791: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2792: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2793: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2794: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2795: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2796: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2797: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2798: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2799: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2800: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2801: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2802: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2803: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2804: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2805: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2806: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2807: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2808: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2809: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2810: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2811: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2812: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2813: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2814: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2815: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2816: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2817: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2818: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2819: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2820: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2821: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2822: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2823: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2824: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2825: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2826: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2827: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2828: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2829: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2830: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2831: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2832: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2833: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2834: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2835: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2836: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2837: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2838: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2839: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2840: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2841: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2842: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2843: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2844: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2845: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2846: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2847: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2848: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2849: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2850: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2851: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2852: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2853: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2854: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2855: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2856: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2857: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2858: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2859: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2860: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2861: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2862: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2863: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2864: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2865: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2866: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2867: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2868: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2869: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2870: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2871: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2872: full audit trail entry for SEC submission — ArtemisQ Capital
# Detail record 2873: full audit trail entry for SEC submission — ArtemisQ Capital
