# NetFlow v9 export — period 2026-05-22 18:00 to 2026-05-23 06:00 UTC
# Fields: timestamp|src_ip|dst_ip|src_port|dst_port|proto|bytes|packets|flags
1748016669|10.0.5.92|197.228.132.22|25663|80|TCP|35623|117|SYN-ACK
1748016673|10.0.8.106|45.99.169.200|13575|8443|TCP|33412|202|FIN
1748016685|10.0.5.92|173.28.24.138|52671|8443|UDP|12748|29|FIN
1748016692|10.0.8.106|220.233.63.160|37803|3389|UDP|40105|36|SYN
1748016701|10.0.4.159|161.35.132.177|61969|443|UDP|59058|65|FIN
1748016704|10.0.8.106|43.47.77.53|20308|80|ICMP|35146|89|ACK
1748016716|10.0.10.177|76.190.47.223|20699|25|TCP|12190|15|SYN
1748016721|10.0.5.9|165.172.175.234|52278|443|ICMP|26644|309|SYN-ACK
1748016733|10.0.7.136|62.39.17.103|47250|3389|UDP|47512|265|SYN-ACK
1748016741|10.0.10.177|2.109.142.198|3833|443|TCP|45623|49|RST
1748016749|10.0.1.4|114.204.7.164|60677|53|UDP|48856|202|SYN
1748016757|10.0.10.26|114.204.7.164|65024|443|UDP|35075|43|ACK
1748016764|10.0.8.91|76.109.213.145|36738|3389|UDP|53613|54|ACK
1748016770|10.0.8.111|110.55.148.177|15482|8080|ICMP|51125|97|
1748016781|10.0.5.9|82.33.101.102|26891|22|UDP|32728|21|SYN
1748016786|10.0.7.136|62.167.28.211|49556|8443|UDP|25956|30|FIN
1748016794|10.0.1.175|173.28.24.138|17634|80|ICMP|31845|143|SYN
1748016805|10.0.8.106|2.109.142.198|62821|3389|ICMP|39990|39|SYN
1748016812|10.0.5.9|220.233.63.160|63595|22|UDP|46609|31|FIN
1748016816|10.0.8.124|43.47.77.53|46134|53|UDP|36823|29|
1748016828|10.0.1.4|62.167.28.211|7371|3389|TCP|55386|46|SYN
1748016837|10.0.1.175|43.47.77.53|31700|8443|TCP|44402|62|SYN-ACK
1748016841|10.0.10.111|62.39.17.103|16733|8443|UDP|41684|238|FIN
1748016851|10.0.4.159|31.62.59.131|52439|8080|UDP|65208|262|RST
1748016857|10.0.4.135|31.62.59.131|36794|443|UDP|23760|300|RST
1748016864|10.0.1.151|76.190.47.223|3973|22|TCP|31013|111|ACK
1748016874|10.0.10.177|76.190.47.223|10898|3389|TCP|38848|31|ACK
1748016880|10.0.10.111|73.194.181.104|30409|53|ICMP|53645|42|FIN
1748016892|10.0.10.26|220.233.63.160|20933|25|ICMP|54910|45|ACK
1748016897|10.0.9.14|11.246.171.48|54922|8443|ICMP|24836|48|ACK
1748016905|10.0.5.92|62.167.28.211|41839|25|ICMP|64733|44|FIN
1748016917|10.0.4.8|41.57.18.19|59653|8080|ICMP|36034|33|SYN
1748016925|10.0.10.111|73.194.181.104|17951|8443|UDP|12649|53|RST
1748016932|10.0.5.9|76.109.213.145|22459|8443|ICMP|55656|93|RST
1748016941|10.0.4.27|41.57.18.19|58515|25|ICMP|10828|9|FIN
1748016949|10.0.4.135|161.35.132.177|18792|25|ICMP|53444|140|SYN-ACK
1748016953|10.0.1.175|202.173.110.118|40300|443|UDP|45416|270|
1748016965|10.0.1.4|165.172.175.234|8854|53|TCP|7968|13|ACK
1748016972|10.0.10.26|202.173.110.118|8461|25|ICMP|10066|8|RST
1748016981|10.0.10.177|114.204.7.164|65477|25|ICMP|4647|45|
1748016989|10.0.8.106|33.124.222.177|58623|53|UDP|24937|46|
1748016995|10.0.9.14|218.206.91.157|42436|8080|TCP|38691|36|ACK
1748017001|10.0.3.235|202.173.110.118|10314|22|ICMP|35966|101|SYN
1748017012|10.0.4.27|76.109.213.145|20354|22|ICMP|53360|47|SYN-ACK
1748017017|10.0.5.9|114.204.7.164|65458|22|TCP|1280|1|SYN
1748017025|10.0.7.136|110.55.148.177|64201|25|ICMP|13731|17|ACK
1748017035|10.0.10.68|45.99.169.200|34234|8443|ICMP|54937|45|RST
1748017044|10.0.1.4|41.57.18.19|22045|3389|ICMP|3701|25|RST
1748017050|10.0.8.111|82.33.101.102|29487|8443|TCP|2217|2|FIN
1748017060|10.0.4.135|22.254.171.202|44482|443|UDP|1421|4|RST
1748017064|10.0.8.111|161.35.132.177|21944|80|TCP|30054|61|RST
1748017073|10.0.8.111|114.204.7.164|60112|8443|ICMP|61906|115|RST
1748017084|10.0.9.14|19.74.6.247|44832|8443|TCP|34444|34|SYN
1748017089|10.0.1.175|173.28.24.138|13723|53|UDP|458|1|FIN
1748017101|10.0.5.9|76.190.47.223|64277|80|UDP|20114|22|SYN-ACK
1748017107|10.0.5.92|62.167.28.211|61752|8080|TCP|7335|5|SYN-ACK
1748017114|10.0.4.27|114.204.7.164|49893|25|ICMP|38331|33|SYN-ACK
1748017124|10.0.4.27|64.16.96.112|48747|22|UDP|22600|16|SYN-ACK
1748017130|10.0.10.68|22.254.171.202|61203|25|TCP|35895|36|RST
1748017137|10.0.1.151|173.28.24.138|48678|3389|ICMP|9739|33|ACK
1748017147|10.0.4.8|220.233.63.160|41712|8443|UDP|7482|7|SYN
1748017154|10.0.7.136|173.28.24.138|56334|80|UDP|14255|9|
1748017163|10.0.7.136|62.167.28.211|15434|80|UDP|64138|229|SYN
1748017171|10.0.8.106|202.173.110.118|43312|3389|TCP|41746|65|
1748017179|10.0.10.26|11.246.171.48|63495|53|ICMP|15840|26|RST
1748017184|10.0.5.92|110.55.148.177|27350|25|ICMP|25873|19|SYN-ACK
1748017192|10.0.1.4|76.190.47.223|37932|8443|TCP|61177|148|FIN
1748017203|10.0.7.136|76.109.213.145|29661|80|TCP|41761|28|
1748017212|10.0.4.135|64.16.96.112|24058|22|UDP|44999|127|SYN
1748017220|10.0.4.27|82.33.101.102|60287|3389|TCP|30657|26|
1748017229|10.0.8.124|76.109.213.145|35187|53|ICMP|33147|41|SYN-ACK
1748017234|10.0.8.106|82.33.101.102|16943|443|TCP|8856|7|FIN
1748017243|10.0.8.106|160.201.232.208|62746|8443|TCP|26756|34|FIN
1748017250|10.0.10.26|161.35.132.177|11390|80|ICMP|14725|10|
1748017259|10.0.4.135|73.194.181.104|2591|443|ICMP|24231|65|SYN-ACK
1748017269|10.0.7.136|2.109.142.198|38973|3389|UDP|19229|16|
1748017274|10.0.8.91|45.99.169.200|38684|8443|ICMP|17616|14|SYN-ACK
1748017281|10.0.10.111|2.109.142.198|13125|22|TCP|62893|81|SYN-ACK
1748017289|10.0.7.136|202.173.110.118|12564|443|UDP|65078|141|SYN
1748017297|10.0.5.9|173.28.24.138|52295|8080|UDP|46730|61|ACK
1748017306|10.0.1.151|11.246.171.48|28827|8080|ICMP|46953|113|
1748017312|10.0.1.4|2.109.142.198|58620|25|ICMP|54560|66|
1748017324|10.0.5.92|45.99.169.200|41389|443|UDP|62358|45|FIN
1748017331|10.0.4.159|165.172.175.234|44426|443|UDP|26017|25|SYN-ACK
1748017340|10.0.8.106|102.133.182.72|47944|53|ICMP|42257|62|
1748017348|10.0.4.135|73.194.181.104|25208|22|UDP|35912|43|SYN
1748017354|10.0.1.4|95.215.94.143|24287|8443|ICMP|63430|53|SYN-ACK
1748017364|10.0.3.235|41.57.18.19|6486|8080|TCP|58929|61|
1748017372|10.0.10.26|41.57.18.19|6617|53|UDP|21674|16|SYN
1748017378|10.0.4.27|31.62.59.131|36177|8443|TCP|45641|35|
1748017388|10.0.10.68|31.62.59.131|63906|443|ICMP|37672|100|FIN
1748017392|10.0.8.111|76.190.47.223|40233|3389|ICMP|24226|17|FIN
1748017402|10.0.4.159|160.201.232.208|16039|80|ICMP|29156|37|RST
1748017413|10.0.4.159|160.201.232.208|6894|8443|UDP|21948|16|FIN
1748017420|10.0.8.111|95.215.94.143|24533|8080|UDP|34318|63|
1748017428|10.0.4.8|95.215.94.143|21126|8443|TCP|8113|14|FIN
1748017435|10.0.8.124|95.215.94.143|35580|8080|ICMP|6998|49|
1748017443|10.0.5.92|11.246.171.48|35016|3389|TCP|5386|17|
1748017450|10.0.10.111|45.99.169.200|22165|443|ICMP|13279|11|SYN-ACK
1748017460|10.0.10.177|102.133.182.72|12796|8443|ICMP|10971|49|
1748017468|10.0.1.151|165.172.175.234|60070|80|UDP|55962|68|SYN-ACK
1748017475|10.0.4.135|112.101.43.181|42385|25|ICMP|3006|2|SYN
1748017481|10.0.5.92|76.190.47.223|14040|3389|UDP|10605|9|ACK
1748017489|10.0.10.68|165.172.175.234|20173|8080|ICMP|13235|13|SYN
1748017500|10.0.10.26|11.246.171.48|19134|8080|TCP|26688|25|SYN
1748017504|10.0.7.136|173.28.24.138|44679|25|ICMP|35723|45|
1748017515|10.0.8.111|173.28.24.138|18598|80|UDP|56545|55|RST
1748017522|10.0.1.175|62.167.28.211|49176|22|UDP|8348|7|ACK
1748017532|10.0.1.175|102.133.182.72|47946|53|UDP|34610|26|SYN-ACK
1748017540|10.0.4.8|31.62.59.131|57691|80|TCP|39693|32|SYN-ACK
1748017544|10.0.8.111|82.33.101.102|61962|25|TCP|23322|75|RST
1748017553|10.0.1.4|114.204.7.164|60593|25|UDP|18455|170|SYN-ACK
1748017565|10.0.10.26|43.47.77.53|44108|53|UDP|60044|82|RST
1748017572|10.0.4.135|43.47.77.53|39096|25|ICMP|18553|16|ACK
1748017577|10.0.9.14|45.99.169.200|30861|25|TCP|48397|120|ACK
1748017588|10.0.8.91|76.190.47.223|16089|22|UDP|24559|23|
1748017592|10.0.3.235|41.57.18.19|57018|80|TCP|34829|49|SYN
1748017601|10.0.1.151|95.215.94.143|25657|8080|UDP|43724|32|SYN
1748017613|10.0.3.235|82.33.101.102|33686|8080|UDP|64299|74|FIN
1748017618|10.0.4.8|114.204.7.164|56303|22|TCP|62390|43|ACK
1748017625|10.0.4.27|173.28.24.138|48536|22|UDP|48981|65|FIN
1748017632|10.0.8.111|41.57.18.19|55889|25|ICMP|14011|9|ACK
1748017642|10.0.8.106|165.172.175.234|38881|22|ICMP|30830|27|RST
1748017648|10.0.8.124|82.33.101.102|24436|8443|TCP|17829|12|SYN-ACK
1748017658|10.0.1.151|197.228.132.22|59403|443|UDP|36437|76|SYN
1748017666|10.0.7.136|41.57.18.19|9952|8443|UDP|12868|62|FIN
1748017674|10.0.4.135|73.194.181.104|9652|80|UDP|60018|353|FIN
1748017685|10.0.3.235|2.109.142.198|33003|22|ICMP|884|1|SYN-ACK
1748017688|10.0.1.175|43.47.77.53|11469|443|ICMP|32089|67|
1748017701|10.0.4.27|41.57.18.19|40769|80|UDP|55590|198|RST
1748017707|10.0.1.4|94.30.194.145|17915|443|TCP|6466|34|RST
1748017712|10.0.4.27|110.55.148.177|47833|3389|UDP|36192|24|SYN
1748017722|10.0.8.124|220.233.63.160|24112|25|UDP|61401|44|SYN
1748017729|10.0.10.111|218.206.91.157|23815|53|ICMP|28785|23|
1748017736|10.0.8.91|31.62.59.131|40718|53|UDP|64379|105|ACK
1748017747|10.0.8.106|82.33.101.102|6748|25|TCP|10145|35|ACK
1748017752|10.0.5.92|197.228.132.22|14329|8080|UDP|24141|25|FIN
1748017762|10.0.4.159|110.55.148.177|29403|53|UDP|12742|28|FIN
1748017768|10.0.8.111|218.206.91.157|54906|53|TCP|43558|207|RST
1748017777|10.0.9.14|197.228.132.22|52165|8443|ICMP|32696|32|ACK
1748017786|10.0.1.4|94.30.194.145|48352|8443|TCP|45328|72|ACK
1748017794|10.0.8.91|19.74.6.247|44415|3389|UDP|11747|9|
1748017804|10.0.7.136|220.233.63.160|55812|443|UDP|8164|7|
1748017813|10.0.10.68|62.39.17.103|32615|53|ICMP|18068|22|
1748017818|10.0.1.4|41.57.18.19|17466|8443|ICMP|14234|12|SYN
1748017827|10.0.4.27|95.215.94.143|27177|443|UDP|26830|46|FIN
1748017834|10.0.8.106|95.215.94.143|5610|3389|TCP|14753|25|SYN-ACK
1748017844|10.0.7.136|197.228.132.22|53987|443|UDP|56396|71|SYN
1748017851|10.0.4.27|2.109.142.198|17471|8080|UDP|26670|49|SYN-ACK
1748017859|10.0.1.151|11.246.171.48|5649|53|TCP|12097|24|ACK
1748017865|10.0.5.92|112.101.43.181|54927|53|TCP|10989|11|ACK
1748017877|10.0.10.111|64.16.96.112|37106|25|UDP|56050|345|
1748017884|10.0.10.111|114.204.7.164|14890|22|UDP|59022|119|FIN
1748017889|10.0.8.124|64.16.96.112|12155|25|UDP|63603|48|SYN
1748017898|10.0.1.4|45.99.169.200|25562|3389|TCP|23161|46|FIN
1748017905|10.0.9.14|95.215.94.143|17904|53|ICMP|37621|188|SYN-ACK
1748017915|10.0.3.235|160.201.232.208|1589|8443|UDP|45886|179|RST
1748017922|10.0.3.235|197.228.132.22|58245|22|TCP|61346|73|FIN
1748017929|10.0.5.92|76.109.213.145|47299|8443|ICMP|44230|53|SYN
1748017938|10.0.8.111|19.74.6.247|7736|3389|ICMP|302|1|FIN
1748017947|10.0.8.91|110.55.148.177|54281|8080|ICMP|31387|33|FIN
1748017953|10.0.8.91|202.173.110.118|32204|3389|UDP|64155|73|SYN
1748017961|10.0.8.91|197.228.132.22|21667|8443|TCP|10050|9|ACK
1748017971|10.0.4.27|218.206.91.157|1024|443|ICMP|25489|19|ACK
1748017980|10.0.1.175|11.246.171.48|27999|3389|ICMP|46961|242|ACK
1748017989|10.0.8.106|95.215.94.143|19544|3389|ICMP|11913|10|ACK
1748017992|10.0.1.175|112.101.43.181|38776|53|TCP|8532|5|FIN
1748018003|10.0.4.159|62.39.17.103|61584|80|TCP|53721|102|
1748018008|10.0.4.135|102.133.182.72|43109|22|TCP|13993|29|ACK
1748018018|10.0.8.111|22.254.171.202|44581|443|ICMP|15221|11|
1748018027|10.0.10.26|2.109.142.198|25694|25|TCP|11376|10|
1748018035|10.0.9.14|114.204.7.164|16107|53|UDP|3280|10|SYN
1748018041|10.0.5.9|64.16.96.112|58692|443|ICMP|14465|12|
1748018053|10.0.8.91|220.233.63.160|53281|8080|TCP|14034|14|SYN-ACK
1748018056|10.0.10.68|160.201.232.208|13737|443|UDP|6877|27|
1748018068|10.0.7.136|62.39.17.103|7272|80|ICMP|50268|97|SYN-ACK
1748018074|10.0.1.4|41.57.18.19|34566|25|UDP|44835|370|SYN-ACK
1748018081|10.0.10.26|62.167.28.211|53998|8443|UDP|54898|457|SYN
1748018090|10.0.10.68|161.35.132.177|9525|8443|TCP|53512|53|SYN-ACK
1748018097|10.0.5.92|76.109.213.145|24284|80|UDP|9117|27|RST
1748018105|10.0.3.235|33.124.222.177|5679|443|ICMP|7586|6|
1748018113|10.0.10.26|62.167.28.211|42583|25|TCP|13864|18|SYN
1748018120|10.0.10.68|73.194.181.104|59996|80|ICMP|1996|1|FIN
1748018131|10.0.8.91|218.206.91.157|3719|3389|ICMP|36881|44|ACK
1748018141|10.0.10.68|62.167.28.211|58642|3389|ICMP|50631|52|SYN
1748018148|10.0.5.92|73.194.181.104|47583|25|UDP|5638|3|SYN
1748018154|10.0.8.106|165.172.175.234|49710|443|UDP|60773|515|SYN-ACK
1748018161|10.0.10.26|76.109.213.145|19054|80|TCP|21199|19|ACK
1748018168|10.0.4.159|64.16.96.112|62360|53|TCP|30633|113|SYN-ACK
1748018181|10.0.1.151|62.39.17.103|38219|25|TCP|22820|37|ACK
1748018187|10.0.4.159|173.28.24.138|31080|443|ICMP|63819|65|RST
1748018196|10.0.10.111|110.55.148.177|1787|8080|UDP|46364|33|SYN-ACK
1748018204|10.0.8.91|76.109.213.145|48982|8443|UDP|32441|58|ACK
1748018213|10.0.10.177|220.233.63.160|39960|80|UDP|7669|10|SYN
1748018216|10.0.5.9|2.109.142.198|60119|80|TCP|30394|34|
1748018228|10.0.10.26|102.133.182.72|45549|80|TCP|63155|48|RST
1748018236|10.0.8.111|64.16.96.112|64379|80|TCP|23292|66|FIN
1748018242|10.0.8.91|33.124.222.177|14267|8080|UDP|39264|127|RST
1748018250|10.0.4.27|31.62.59.131|43987|25|TCP|38573|59|ACK
1748018260|10.0.10.68|94.30.194.145|14372|25|ICMP|63029|69|FIN
1748018267|10.0.9.14|22.254.171.202|60722|53|TCP|53550|209|SYN
1748018274|10.0.10.68|160.201.232.208|34639|80|TCP|38276|35|FIN
1748018281|10.0.8.111|62.167.28.211|19107|3389|ICMP|54957|352|SYN
1748018290|10.0.8.111|114.204.7.164|2360|53|TCP|63112|67|SYN
1748018300|10.0.1.151|76.190.47.223|54583|80|TCP|13664|11|RST
1748018304|10.0.5.9|31.62.59.131|15932|3389|UDP|61093|77|RST
1748018314|10.0.10.68|95.215.94.143|65328|8080|ICMP|3666|2|SYN-ACK
1748018320|10.0.8.91|102.133.182.72|65169|25|TCP|43622|54|SYN-ACK
1748018331|10.0.3.235|160.201.232.208|14696|8080|UDP|14924|48|SYN-ACK
1748018341|10.0.10.111|114.204.7.164|12914|8443|TCP|57533|334|ACK
1748018345|10.0.4.135|161.35.132.177|48098|53|ICMP|41089|100|ACK
1748018352|10.0.4.27|45.99.169.200|43206|53|UDP|19761|14|ACK
1748018365|10.0.10.68|165.172.175.234|42463|80|TCP|52563|107|
1748018372|10.0.10.111|94.30.194.145|9387|443|TCP|19873|194|FIN
1748018376|10.0.7.136|33.124.222.177|17055|53|ICMP|58204|70|SYN
1748018387|10.0.10.111|110.55.148.177|22558|53|UDP|45189|31|FIN
1748018395|10.0.5.92|197.228.132.22|3807|8080|TCP|63221|73|RST
1748018404|10.0.1.151|33.124.222.177|33269|8080|ICMP|23893|25|FIN
1748018409|10.0.10.177|76.109.213.145|21108|8443|UDP|22059|15|ACK
1748018420|10.0.10.26|220.233.63.160|44825|8443|TCP|22709|23|FIN
1748018426|10.0.8.106|19.74.6.247|23340|80|UDP|24603|37|FIN
1748018436|10.0.7.136|114.204.7.164|52214|53|UDP|49630|60|FIN
1748018440|10.0.4.8|11.246.171.48|8652|53|TCP|49403|42|RST
1748018449|10.0.9.14|11.246.171.48|64424|22|ICMP|38001|42|SYN
1748018460|10.0.8.91|33.124.222.177|9276|25|ICMP|45020|49|SYN-ACK
1748018464|10.0.4.8|110.55.148.177|4853|80|ICMP|28286|428|FIN
1748018472|10.0.4.159|76.109.213.145|28602|22|ICMP|55938|40|ACK
1748018480|10.0.4.135|62.39.17.103|55558|443|ICMP|55394|39|SYN-ACK
1748018488|10.0.10.111|165.172.175.234|47994|22|TCP|31493|38|RST
1748018501|10.0.4.159|165.172.175.234|29564|8443|TCP|31971|56|ACK
1748018507|10.0.5.92|64.16.96.112|19998|8080|ICMP|42932|69|
1748018517|10.0.10.177|102.133.182.72|30274|22|TCP|2236|3|
1748018522|10.0.10.111|76.190.47.223|57598|3389|UDP|9937|8|
1748018530|10.0.4.135|95.215.94.143|6108|3389|UDP|34656|161|ACK
1748018537|10.0.10.68|82.33.101.102|38660|3389|ICMP|3960|12|SYN-ACK
1748018546|10.0.5.9|76.190.47.223|12409|80|TCP|59390|48|SYN
1748018555|10.0.8.106|220.233.63.160|19999|80|ICMP|17505|19|
1748018565|10.0.8.106|114.204.7.164|58749|80|UDP|6676|4|
1748018571|10.0.8.124|73.194.181.104|60905|80|UDP|23076|16|RST
1748018576|10.0.8.91|22.254.171.202|44172|80|TCP|24904|39|
1748018589|10.0.4.8|102.133.182.72|42946|25|TCP|9475|34|SYN
1748018597|10.0.9.14|76.190.47.223|33313|8080|TCP|44420|30|SYN
1748018604|10.0.8.106|22.254.171.202|28516|8080|UDP|46866|62|SYN-ACK
1748018613|10.0.4.8|43.47.77.53|58969|8080|TCP|13230|12|FIN
1748018619|10.0.10.26|220.233.63.160|36146|25|ICMP|58970|41|FIN
1748018628|10.0.4.159|102.133.182.72|46035|8080|UDP|13827|10|FIN
1748018637|10.0.8.106|76.109.213.145|41136|8080|ICMP|2981|2|SYN-ACK
1748018642|10.0.10.111|114.204.7.164|41753|25|UDP|9445|89|
1748018650|10.0.10.177|161.35.132.177|39538|8443|ICMP|28500|274|ACK
1748018658|10.0.1.175|19.74.6.247|2592|8080|ICMP|29047|33|RST
1748018667|10.0.5.92|112.101.43.181|64718|443|UDP|28041|19|SYN-ACK
1748018676|10.0.3.235|82.33.101.102|47755|53|ICMP|12788|28|SYN-ACK
1748018684|10.0.3.235|33.124.222.177|32322|22|TCP|3802|2|FIN
1748018692|10.0.7.136|62.167.28.211|40331|22|ICMP|57680|108|SYN-ACK
1748018698|10.0.9.14|114.204.7.164|40205|3389|UDP|13470|11|SYN-ACK
1748018706|10.0.9.14|11.246.171.48|50805|3389|TCP|1172|1|RST
1748018713|10.0.4.8|62.39.17.103|49273|8443|UDP|19148|14|ACK
1748018724|10.0.5.92|95.215.94.143|56520|8080|UDP|50737|52|ACK
1748018729|10.0.10.111|22.254.171.202|63943|443|UDP|53629|140|
1748018738|10.0.8.106|64.16.96.112|27347|8443|UDP|22309|47|
1748018747|10.0.8.124|110.55.148.177|30613|80|TCP|29365|25|SYN
1748018754|10.0.8.111|82.33.101.102|22440|22|UDP|30112|28|SYN
1748018765|10.0.10.26|102.133.182.72|17554|53|TCP|57663|117|SYN
1748018770|10.0.1.175|218.206.91.157|64243|22|UDP|37693|39|SYN
1748018781|10.0.8.124|43.47.77.53|32564|8443|ICMP|32914|22|FIN
1748018788|10.0.4.159|33.124.222.177|6294|8080|UDP|62204|61|ACK
1748018794|10.0.10.68|64.16.96.112|63614|80|TCP|43531|41|ACK
1748018801|10.0.4.135|110.55.148.177|59971|25|UDP|30251|30|ACK
1748018811|10.0.4.27|45.99.169.200|61005|22|TCP|62823|66|RST
1748018816|10.0.9.14|41.57.18.19|13214|8080|ICMP|65156|115|SYN
1748018826|10.0.3.235|11.246.171.48|12969|25|ICMP|24399|58|RST
1748018833|10.0.10.177|94.30.194.145|46448|443|ICMP|32117|77|FIN
1748018845|10.0.10.68|82.33.101.102|48037|80|ICMP|54476|72|RST
1748018853|10.0.1.175|95.215.94.143|6154|22|UDP|48367|286|SYN
1748018856|10.0.8.106|102.133.182.72|63384|8443|UDP|4056|7|RST
1748018865|10.0.10.177|19.74.6.247|60786|25|UDP|55138|152|
1748018873|10.0.8.91|94.30.194.145|6664|25|UDP|56335|213|ACK
1748018880|10.0.8.91|41.57.18.19|25557|80|UDP|62219|42|SYN
1748018892|10.0.5.92|2.109.142.198|43559|8443|ICMP|40906|44|SYN-ACK
1748018901|10.0.4.135|102.133.182.72|17046|80|TCP|23082|136|RST
1748018904|10.0.1.175|202.173.110.118|50015|443|TCP|27376|41|SYN-ACK
1748018914|10.0.3.235|22.254.171.202|46624|22|TCP|1370|2|ACK
1748018923|10.0.3.235|19.74.6.247|13081|8443|TCP|52298|53|ACK
1748018930|10.0.3.235|62.39.17.103|62639|8443|ICMP|45913|109|RST
1748018941|10.0.4.135|110.55.148.177|45731|3389|ICMP|2681|16|SYN-ACK
1748018948|10.0.3.235|2.109.142.198|40750|8443|ICMP|22584|18|ACK
1748018952|10.0.10.177|31.62.59.131|2806|3389|ICMP|11355|8|FIN
1748018962|10.0.5.9|33.124.222.177|20153|3389|TCP|40348|36|SYN
1748018968|10.0.8.111|11.246.171.48|47759|443|ICMP|39407|28|RST
1748018977|10.0.10.111|112.101.43.181|55936|80|TCP|35913|27|SYN
1748018989|10.0.8.124|41.57.18.19|42333|3389|UDP|61596|56|SYN
1748018993|10.0.1.175|76.109.213.145|15634|22|ICMP|52781|96|RST
1748019004|10.0.4.159|220.233.63.160|61672|8443|TCP|56970|89|
1748019009|10.0.1.175|95.215.94.143|58583|3389|ICMP|34407|26|SYN-ACK
1748019020|10.0.1.4|202.173.110.118|3469|22|ICMP|8477|95|
1748019028|10.0.8.111|76.109.213.145|59535|8443|UDP|34530|29|RST
1748019036|10.0.1.175|161.35.132.177|53704|3389|TCP|40941|54|SYN
1748019041|10.0.3.235|11.246.171.48|9761|3389|ICMP|30553|195|
1748019051|10.0.8.111|76.190.47.223|41497|3389|UDP|198|2|FIN
1748019060|10.0.1.175|76.190.47.223|48399|80|ICMP|11310|19|FIN
1748019069|10.0.10.177|31.62.59.131|47511|8443|UDP|11389|13|
1748019074|10.0.10.26|218.206.91.157|17592|80|UDP|35426|107|RST
1748019085|10.0.5.92|161.35.132.177|64385|443|ICMP|39592|162|SYN
1748019091|10.0.8.106|45.99.169.200|15387|443|ICMP|40968|102|SYN
1748019096|10.0.3.235|161.35.132.177|1213|53|UDP|55773|58|FIN
1748019106|10.0.1.151|94.30.194.145|43855|25|ICMP|32690|33|SYN
1748019113|10.0.1.4|82.33.101.102|46972|53|ICMP|43281|29|ACK
1748019121|10.0.3.235|76.109.213.145|30557|22|UDP|33541|41|SYN-ACK
1748019132|10.0.1.175|173.28.24.138|20225|80|TCP|42845|42|
1748019141|10.0.1.4|73.194.181.104|23542|8443|UDP|22085|20|SYN
1748019144|10.0.8.91|62.39.17.103|27664|53|UDP|5445|5|FIN
1748019154|10.0.5.9|62.167.28.211|5613|80|UDP|40846|93|SYN
1748019160|10.0.8.91|114.204.7.164|16143|80|ICMP|61491|49|SYN
1748019170|10.0.4.8|76.190.47.223|57016|8080|TCP|57330|92|FIN
1748019179|10.0.8.111|41.57.18.19|19520|8443|ICMP|26199|28|RST
1748019188|10.0.8.111|19.74.6.247|30993|25|UDP|21022|40|RST
1748019197|10.0.10.177|197.228.132.22|10936|443|TCP|138|1|SYN-ACK
1748019205|10.0.10.111|76.109.213.145|3759|443|TCP|57011|99|RST
1748019210|10.0.10.111|76.190.47.223|38165|3389|UDP|17331|22|FIN
1748019216|10.0.1.175|2.109.142.198|7581|53|UDP|55276|76|SYN
1748019227|10.0.5.92|41.57.18.19|18703|8080|UDP|63793|68|FIN
1748019233|10.0.10.26|82.33.101.102|28199|25|UDP|63620|84|RST
1748019242|10.0.10.68|160.201.232.208|55075|22|UDP|15077|21|SYN-ACK
1748019253|10.0.1.4|64.16.96.112|18202|80|UDP|24152|21|SYN-ACK
1748019260|10.0.10.68|95.215.94.143|33418|3389|UDP|65505|109|SYN
1748019268|10.0.4.159|62.167.28.211|1562|22|ICMP|16513|47|SYN-ACK
1748019275|10.0.1.175|218.206.91.157|45773|53|TCP|58518|40|RST
1748019282|10.0.5.9|220.233.63.160|1666|8443|UDP|57070|68|SYN-ACK
1748019288|10.0.1.151|82.33.101.102|5073|8443|UDP|61426|119|
1748019300|10.0.8.91|33.124.222.177|10128|22|UDP|9110|7|
1748019306|10.0.10.26|41.57.18.19|47205|25|TCP|59713|48|ACK
1748019312|10.0.9.14|41.57.18.19|57680|8443|TCP|36091|440|RST
1748019321|10.0.5.92|19.74.6.247|45983|53|ICMP|50736|60|SYN
1748019333|10.0.1.151|110.55.148.177|59039|25|UDP|62236|222|FIN
1748019337|10.0.5.92|218.206.91.157|46381|8080|UDP|21523|18|SYN-ACK
1748019347|10.0.5.92|31.62.59.131|57502|53|TCP|51656|96|FIN
1748019357|10.0.5.9|218.206.91.157|45065|8080|TCP|54461|52|SYN-ACK
1748019363|10.0.4.27|161.35.132.177|64578|22|UDP|38888|571|FIN
1748019368|10.0.8.91|197.228.132.22|28215|25|TCP|58366|39|RST
1748019379|10.0.8.106|110.55.148.177|34855|25|UDP|53483|53|ACK
1748019389|10.0.10.111|62.39.17.103|23309|80|UDP|60532|80|SYN-ACK
1748019396|10.0.5.92|220.233.63.160|18153|80|TCP|21126|14|SYN-ACK
1748019404|10.0.4.8|102.133.182.72|48055|25|ICMP|32953|71|
1748019408|10.0.1.4|95.215.94.143|27827|3389|ICMP|50736|38|RST
1748019417|10.0.8.106|110.55.148.177|19322|22|ICMP|5300|3|SYN
1748019429|10.0.10.111|112.101.43.181|28600|8080|TCP|9221|7|SYN-ACK
1748019437|10.0.4.27|62.39.17.103|32157|25|UDP|52085|723|ACK
1748019440|10.0.4.159|202.173.110.118|42222|53|UDP|18940|31|FIN
1748019452|10.0.4.27|220.233.63.160|19249|53|TCP|15875|10|ACK
