paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	notes
PID-0284	10.1182/bld.9000283	Anderson	Blood	1998	Fig.1D-vs-Fig.4A	0.5675	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-08-15
PID-0285	10.1182/bld.9000284	Ghobrial	Cancer Cell	2003	Fig.5B-vs-Fig.6D	0.5921	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-09-15
PID-0286	10.1182/bld.9000285	Glimcher	Blood	2008	Fig.7A-vs-Fig.6C	0.8242	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-10-15
PID-0287	10.1182/bld.9000286	Glimcher	Nature Medicine	2010	Fig.2C-vs-Fig.7A	0.6617	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-11-15
PID-0288	10.1182/bld.9000287	Glimcher	Molecular Cell	2009	Fig.5D-vs-Fig.3A	0.4963	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-12-15
PID-0289	10.1182/bld.9000288	Glimcher	Molecular Cell	2004	Fig.6D-vs-Fig.5B	0.9075	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-01-15
PID-0290	10.1182/bld.9000289	Anderson	Molecular Cell	2019	Fig.7B-vs-Fig.4B	0.7951	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-02-15
PID-0291	10.1182/bld.9000290	Ghobrial	Cancer Cell	2016	Fig.2A-vs-Fig.5A	0.7826	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-03-15
PID-0292	10.1182/bld.9000291	Glimcher	Nature Medicine	2022	Fig.4B-vs-Fig.4C	0.7016	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-04-15
PID-0293	10.1182/bld.9000292	Glimcher	Cancer Cell	2014	Fig.2A-vs-Fig.1C	0.7075	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-05-15
PID-0294	10.1182/bld.9000293	Ghobrial	Nature Medicine	1999	Fig.6B-vs-Fig.6B	0.5911	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-06-15
PID-0295	10.1182/bld.9000294	Hahn	Leukemia	2003	Fig.2D-vs-Fig.7C	0.8506	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-07-15
PID-0296	10.1182/bld.9000295	Anderson	Molecular Cell	2008	Fig.2B-vs-Fig.2A	0.4609	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-08-15
PID-0297	10.1182/bld.9000296	Anderson	PNAS	2018	Fig.3B-vs-Fig.6A	0.9041	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #6, scan date 2024-09-15
PID-0298	10.1182/bld.9000297	Glimcher	Nature Medicine	2015	Fig.6D-vs-Fig.5C	0.8125	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #6, scan date 2024-10-15
PID-0299	10.1182/bld.9000298	Ghobrial	Nature Medicine	2010	Fig.7C-vs-Fig.3B	0.8784	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #6, scan date 2024-11-15
PID-0300	10.1182/bld.9000299	Glimcher	Molecular Cell	2009	Fig.4B-vs-Fig.7A	0.9431	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #6, scan date 2024-12-15
PID-0301	10.1182/bld.9000300	Ghobrial	PNAS	2006	Fig.3B-vs-Fig.5A	0.7175	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-01-15
PID-0302	10.1182/bld.9000301	Ghobrial	Science	2016	Fig.4D-vs-Fig.1D	0.5428	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-02-15
PID-0303	10.1182/bld.9000302	Glimcher	PNAS	2007	Fig.4A-vs-Fig.2D	0.6922	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-03-15
PID-0304	10.1182/bld.9000303	Anderson	Blood	1999	Fig.5A-vs-Fig.7B	0.4776	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-04-15
PID-0305	10.1182/bld.9000304	Anderson	Oncogene	2021	Fig.5D-vs-Fig.4A	0.8832	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-05-15
PID-0306	10.1182/bld.9000305	Hahn	PNAS	2014	Fig.8D-vs-Fig.8C	0.8632	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-06-15
PID-0307	10.1182/bld.9000306	Anderson	Oncogene	2002	Fig.2A-vs-Fig.3D	0.5256	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-07-15
PID-0308	10.1182/bld.9000307	Ghobrial	Cancer Cell	2016	Fig.5D-vs-Fig.1B	0.5881	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-08-15
PID-0309	10.1182/bld.9000308	Anderson	Cancer Cell	2017	Fig.7D-vs-Fig.5B	0.828	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-09-15
PID-0310	10.1182/bld.9000309	Ghobrial	Cancer Cell	2005	Fig.8C-vs-Fig.4A	0.9863	DUPLICATE	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-10-15
PID-0311	10.1182/bld.9000310	Anderson	Molecular Cell	2017	Fig.2C-vs-Fig.6A	0.6813	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-11-15
PID-0312	10.1182/bld.9000311	Hahn	Molecular Cell	2022	Fig.1B-vs-Fig.3D	0.5095	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-12-15
PID-0313	10.1182/bld.9000312	Anderson	Oncogene	2010	Fig.5C-vs-Fig.7C	0.615	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-01-15
PID-0314	10.1182/bld.9000313	Anderson	Nature Medicine	2019	Fig.5A-vs-Fig.1D	0.9553	DUPLICATE	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-02-15
PID-0315	10.1182/bld.9000314	Glimcher	Blood	2019	Fig.8C-vs-Fig.2B	0.6368	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-03-15
PID-0316	10.1182/bld.9000315	Anderson	Blood	2014	Fig.2B-vs-Fig.8A	0.8482	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-04-15
PID-0317	10.1182/bld.9000316	Anderson	Cancer Cell	2018	Fig.1D-vs-Fig.5C	0.6003	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-05-15
PID-0318	10.1182/bld.9000317	Anderson	Oncogene	2006	Fig.2D-vs-Fig.7B	0.8159	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-06-15
PID-0319	10.1182/bld.9000318	Ghobrial	Blood	2014	Fig.2B-vs-Fig.5D	0.6611	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-07-15
PID-0320	10.1182/bld.9000319	Hahn	Leukemia	2005	Fig.4B-vs-Fig.2B	0.8052	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-08-15
PID-0321	10.1182/bld.9000320	Hahn	Blood	2021	Fig.6A-vs-Fig.2A	0.5891	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-09-15
PID-0322	10.1182/bld.9000321	Glimcher	Nature Medicine	2012	Fig.4A-vs-Fig.8C	0.7401	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-10-15
PID-0323	10.1182/bld.9000322	Hahn	Cancer Cell	2001	Fig.7C-vs-Fig.5B	0.876	SIMILAR	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-11-15
PID-0324	10.1182/bld.9000323	Glimcher	PNAS	1999	Fig.8D-vs-Fig.7D	0.7852	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-12-15
PID-0325	10.1182/bld.9000324	Glimcher	Molecular Cell	2012	Fig.1D-vs-Fig.4C	0.643	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-01-15
PID-0326	10.1182/bld.9000325	Ghobrial	PNAS	2014	Fig.5B-vs-Fig.4D	0.7294	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-02-15
PID-0327	10.1182/bld.9000326	Ghobrial	Leukemia	2004	Fig.5B-vs-Fig.7A	0.9402	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-03-15
PID-0328	10.1182/bld.9000327	Ghobrial	Cancer Cell	2010	Fig.3B-vs-Fig.6C	0.5194	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-04-15
PID-0329	10.1182/bld.9000328	Ghobrial	Oncogene	2001	Fig.6D-vs-Fig.6C	0.6826	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-05-15
PID-0330	10.1182/bld.9000329	Glimcher	Nature Medicine	2019	Fig.8D-vs-Fig.5B	0.9082	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-06-15
PID-0331	10.1182/bld.9000330	Ghobrial	Blood	2014	Fig.1B-vs-Fig.1D	0.7618	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-07-15
PID-0332	10.1182/bld.9000331	Anderson	PNAS	2020	Fig.4B-vs-Fig.6B	0.7674	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-08-15
PID-0333	10.1182/bld.9000332	Anderson	Molecular Cell	2008	Fig.8C-vs-Fig.8B	0.9253	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-09-15
PID-0334	10.1182/bld.9000333	Hahn	Oncogene	2012	Fig.7C-vs-Fig.6D	0.7009	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-10-15
PID-0335	10.1182/bld.9000334	Anderson	PNAS	2011	Fig.4B-vs-Fig.2A	0.961	DUPLICATE	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-11-15
PID-0336	10.1182/bld.9000335	Glimcher	Oncogene	2021	Fig.3A-vs-Fig.6D	0.7107	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-12-15
PID-0337	10.1182/bld.9000336	Glimcher	Leukemia	2021	Fig.4C-vs-Fig.2A	0.8078	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-01-15
PID-0338	10.1182/bld.9000337	Glimcher	Blood	2008	Fig.8D-vs-Fig.1D	0.6192	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-02-15
PID-0339	10.1182/bld.9000338	Ghobrial	Science	2015	Fig.6A-vs-Fig.8B	0.5733	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-03-15
PID-0340	10.1182/bld.9000339	Anderson	Leukemia	2011	Fig.6C-vs-Fig.6A	0.5271	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-04-15
PID-0341	10.1182/bld.9000340	Ghobrial	Molecular Cell	2020	Fig.2D-vs-Fig.6C	0.6412	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-05-15
PID-0342	10.1182/bld.9000341	Hahn	Blood	2015	Fig.6C-vs-Fig.1A	0.8949	SIMILAR	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-06-15
PID-0343	10.1182/bld.9000342	Hahn	PNAS	2013	Fig.7A-vs-Fig.7B	0.6203	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-07-15
PID-0344	10.1182/bld.9000343	Glimcher	Blood	2003	Fig.8B-vs-Fig.3C	0.5079	DISTINCT	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-08-15
PID-0345	10.1182/bld.9000344	Ghobrial	Science	2011	Fig.2C-vs-Fig.1B	0.4618	DISTINCT	ImageTwin_v2.1	pending	Batch analysis #7, scan date 2024-09-15
PID-0346	10.1182/bld.9000345	Hahn	Blood	2022	Fig.7C-vs-Fig.7C	0.9985	DUPLICATE	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-10-15
PID-0347	10.1182/bld.9000346	Anderson	Oncogene	2016	Fig.4B-vs-Fig.6A	0.7444	DISTINCT	ImageTwin_v2.1	confirmed	Batch analysis #7, scan date 2024-11-15
PID-0348	10.1182/bld.9000347	Hahn	PNAS	2004	Fig.1A-vs-Fig.7C	0.522	DISTINCT	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-12-15
PID-0349	10.1182/bld.9000348	Anderson	Blood	2017	Fig.3C-vs-Fig.2B	0.897	SIMILAR	ImageTwin_v2.1	disputed	Batch analysis #7, scan date 2024-01-15
PID-0350	10.1182/bld.9000349	Hahn	Oncogene	2013	Fig.4A-vs-Fig.3A	0.9275	SIMILAR	ImageTwin_v2.1	reviewed	Batch analysis #7, scan date 2024-02-15
