customer_id,signup_date,last_active,plan_type,monthly_spend,support_tickets
CUST003538,2023-09-02,2025-10-06,basic,37.09,1
CUST003539,2023-11-16,2025-10-01,standard,84.06,0
CUST003540,2024-01-15,2026-02-25,premium,0.00,3
CUST003541,2023-09-10,2025-12-05,standard,52.10,9
CUST003542,2023-03-13,2025-12-07,premium,0.00,5
CUST003543,2022-09-22,2025-11-25,basic,16.73,0
CUST003544,2023-05-17,2025-10-09,standard,76.16,5
CUST003545,2023-10-29,2025-10-19,standard,52.01,2
CUST003546,2023-10-09,2025-10-28,basic,0.00,5
CUST003547,2022-01-11,2025-12-30,basic,33.58,11
CUST003548,2022-09-24,2025-10-23,premium,124.38,1
CUST003549,12/5/2022,2026-01-24,basic,43.93,0
CUST003550,2022-08-29,2025-12-27,basic,38.85,1
CUST003551,2022-08-29,2/18/2026,premium,122.10,0
CUST003552,2023-08-22,2026-02-23,basic,0.00,5
CUST003553,11/25/2024,2026-02-23,standard,42.50,0
CUST003554,2022-04-25,2025-12-29,basic,23.64,4
CUST003555,2024-07-04,2026-02-03,standard,63.64,11
CUST003556,2022-08-03,2025-12-22,premium,115.18,5
CUST003557,2023-07-17,2026-02-22,standard,79.06,2
CUST003558,2024-05-07,2025-11-12,standard,69.76,2
CUST003559,2022-09-11,2025-10-31,standard,72.70,10
CUST003560,11/25/2023,2026-03-24,premium,132.17,2
CUST003561,10/29/2023,2026-03-20,standard,46.13,3
CUST003562,2022-02-24,2025-12-04,premium,105.97,11
CUST003563,2024-01-25,2026-01-01,standard,43.50,5
CUST003564,2023-11-07,2026-01-10,standard,77.64,3
CUST003565,2023-08-05,2026-02-25,basic,30.43,2
CUST003566,2024-08-20,2025-10-21,basic,29.80,11
CUST003567,2024-05-02,2025-11-29,premium,144.15,12
CUST003568,2024-05-13,2025-10-10,premium,83.81,4
CUST003569,2024-07-11,2025-12-07,standard,68.08,7
CUST003570,2024-10-02,2026-02-18,standard,57.88,0
CUST003571,2023-02-18,2026-01-16,basic,42.19,0
CUST003572,2023-05-08,2026-01-12,basic,33.67,2
CUST003573,2024-05-18,2025-11-05,premium,124.77,5
CUST003574,2024-04-29,2025-11-17,basic,39.61,0
CUST003575,2022-03-03,2025-11-19,standard,72.29,0
CUST003576,2024-08-23,2025-11-04,basic,19.76,4
CUST003577,2024-02-25,2026-03-16,standard,0.00,12
CUST003578,2024-11-26,2025-11-18,standard,0.00,0
CUST003579,2/8/2023,2025-10-26,basic,18.24,8
CUST003580,2023-01-24,10/3/2025,standard,50.68,4
CUST003581,2022-01-05,2025-10-08,standard,50.63,3
CUST003582,2022-05-09,2025-11-04,standard,49.51,3
CUST003583,2024-07-16,2025-12-07,standard,73.65,1
CUST003584,2022-07-09,2026-02-08,basic,37.29,2
CUST003585,2023-09-21,2026-01-16,premium,94.32,1
CUST003586,2024-06-08,2025-12-13,basic,32.82,4
CUST003587,2023-09-12,2026-01-17,standard,47.59,3
CUST003588,2024-02-26,2025-10-22,basic,38.80,2
CUST003589,2024-06-14,2025-12-14,basic,19.33,0
CUST003590,2022-01-23,2025-11-05,premium,135.39,4
CUST003591,2024-11-29,2026-03-11,premium,84.13,8
CUST003592,2022-10-07,2026-01-18,standard,62.08,0
CUST003593,2023-07-07,2026-03-14,premium,125.66,4
CUST003594,2023-11-01,2025-11-21,standard,42.32,2
CUST003595,2023-10-29,2025-10-06,standard,69.82,5
CUST003596,2024-07-31,2025-11-19,standard,70.47,2
CUST003597,2024-03-21,2025-10-15,standard,69.32,2
CUST003598,2023-04-05,2026-02-13,standard,56.54,3
CUST003599,2022-12-30,2026-03-17,basic,19.53,13
CUST003600,2022-10-09,2026-03-15,basic,17.48,4
CUST003601,2022-02-14,12/30/2025,standard,68.23,2
CUST003602,2022-06-29,2025-10-18,basic,20.63,1
CUST003603,2024-05-16,2025-12-12,standard,49.22,6
CUST003604,2022-07-16,3/27/2026,standard,81.40,7
CUST003605,2022-11-06,2026-02-23,standard,63.79,5
CUST003606,2024-04-12,12/25/2025,standard,40.94,8
CUST003607,2022-08-20,1/12/2026,basic,0.00,1
CUST003608,9/18/2024,2025-11-25,standard,0.00,1
CUST003609,2022-11-10,2026-02-20,basic,31.49,2
CUST003610,2023-08-02,2025-12-03,basic,40.03,1
CUST003611,2022-06-28,2/10/2026,standard,58.51,0
CUST003612,2024-04-27,2025-12-26,basic,15.67,11
CUST003613,2022-10-12,3/14/2026,standard,58.23,8
CUST003614,2023-12-31,10/3/2025,premium,0.00,4
CUST003615,2022-05-26,2026-02-10,basic,30.68,15
CUST003616,2023-01-20,2025-10-31,standard,74.21,11
CUST003617,2023-10-17,2026-03-07,premium,106.40,0
CUST003618,2022-08-10,2025-09-28,standard,41.44,3
CUST003619,11/16/2023,10/18/2025,premium,99.82,0
CUST003620,2022-05-13,2026-01-04,standard,64.50,2
CUST003621,2024-03-12,2025-12-24,standard,0.00,1
CUST003622,9/12/2023,2026-02-06,standard,79.17,4
CUST003623,2023-06-24,2026-01-27,standard,60.20,1
CUST003624,2023-07-07,2025-12-05,basic,39.57,5
CUST003625,2023-04-04,2026-02-01,premium,122.07,3
CUST003626,2024-02-06,2025-12-20,standard,0.00,2
CUST003627,2023-04-30,2025-10-02,standard,50.75,6
CUST003628,2022-06-21,2025-12-21,standard,64.67,5
CUST003629,2/9/2024,2026-01-13,standard,41.26,2
CUST003630,2023-08-30,12/27/2025,premium,148.43,1
CUST003631,2024-10-15,2025-12-20,premium,75.50,1
CUST003632,2023-10-19,2025-12-09,basic,43.25,0
CUST003633,2022-09-21,10/17/2025,standard,75.44,14
CUST003634,8/29/2022,2026-03-21,premium,141.46,6
CUST003635,2022-01-08,2025-11-05,basic,29.02,1
CUST003636,2022-12-11,2025-11-12,basic,42.87,14
CUST003637,2022-04-12,3/6/2026,basic,32.66,3
CUST003638,11/19/2023,2025-12-08,standard,74.78,3
CUST003639,2023-02-19,2025-10-16,basic,32.84,4
CUST003640,2022-11-02,2026-03-18,basic,39.48,27
CUST003641,2024-07-30,1/14/2026,standard,0.00,2
CUST003642,2024-08-14,2026-01-18,premium,129.19,3
CUST003643,2022-08-20,2025-11-22,standard,51.80,2
CUST003644,2023-11-14,2025-10-11,standard,49.73,3
CUST003645,2022-12-30,2025-12-28,basic,16.08,1
CUST003646,2022-09-10,2026-02-17,standard,62.09,4
CUST003647,2024-01-27,2026-01-25,standard,49.58,4
CUST003648,2024-03-16,2025-11-12,basic,38.94,9
CUST003649,2022-12-18,2026-03-14,basic,35.27,24
CUST003650,2022-11-19,2025-12-14,standard,69.90,5
CUST003651,2022-12-05,2026-02-23,basic,21.63,3
CUST003652,2023-05-16,2025-11-02,standard,70.85,6
CUST003653,2024-10-10,2025-11-24,standard,65.31,1
CUST003654,2023-09-11,2025-10-14,basic,25.49,5
CUST003655,3/6/2022,2025-10-28,basic,44.06,4
CUST003656,2024-02-19,2025-10-27,standard,56.79,3
CUST003657,2022-07-25,2025-12-13,standard,80.05,32
CUST003658,2023-07-12,1/28/2026,standard,66.06,7
CUST003659,2022-10-26,2025-11-23,standard,66.69,1
CUST003660,2022-01-03,2026-02-28,premium,134.98,5
CUST003661,2022-08-21,2026-02-01,premium,132.20,11
CUST003662,2023-09-21,2025-11-19,premium,80.82,5
CUST003663,2024-01-27,2025-12-16,basic,17.78,8
CUST003664,2023-10-25,2026-01-14,standard,47.32,23
CUST003665,2022-12-14,2026-02-19,standard,65.63,0
CUST003666,2023-07-20,2025-12-19,standard,42.79,11
CUST003667,2022-04-14,2025-12-11,basic,38.74,7
CUST003668,2022-08-10,2025-12-17,basic,19.00,5
CUST003669,2022-12-05,2026-01-12,standard,61.94,3
CUST003670,2023-06-03,2025-10-08,premium,114.66,7
CUST003671,2024-01-07,2026-03-24,basic,25.22,7
CUST003672,2023-10-17,2025-11-06,basic,34.40,2
CUST003673,2023-11-06,2026-02-10,standard,53.68,0
CUST003674,2022-07-30,2025-10-12,basic,32.11,7
CUST003675,2023-03-20,2025-11-16,premium,127.00,4
CUST003676,12/11/2022,2025-12-12,basic,15.17,1
CUST003677,2022-03-29,2026-02-17,basic,42.07,5
CUST003678,2024-03-11,2025-12-14,basic,23.92,4
CUST003679,2022-09-13,2026-01-23,standard,60.57,4
CUST003680,2023-07-14,10/1/2025,standard,45.57,8
CUST003681,2022-07-14,2026-03-02,basic,30.52,11
CUST003682,2023-04-28,2026-01-12,basic,22.52,8
CUST003683,2023-05-31,2025-12-16,basic,0.00,8
CUST003684,2023-06-03,2026-02-15,basic,27.72,13
CUST003685,2023-02-10,2025-10-12,premium,145.02,4
CUST003686,2024-03-20,11/27/2025,basic,44.14,13
CUST003687,2023-11-24,2026-02-10,standard,77.93,1
CUST003688,2024-01-29,2026-03-09,basic,35.20,13
CUST003689,2022-10-09,2025-12-29,basic,27.97,0
CUST003690,2023-03-01,2025-10-27,basic,44.94,5
CUST003691,2023-10-16,2025-09-29,basic,31.67,4
CUST003692,2024-02-20,10/13/2025,basic,35.12,3
CUST003693,2022-03-23,2026-01-16,basic,41.29,3
CUST003694,1/23/2024,2025-10-30,basic,39.62,15
CUST003695,2023-05-26,1/7/2026,standard,72.40,3
CUST003696,2024-09-08,2025-12-22,basic,31.76,34
CUST003697,2024-03-29,2/5/2026,standard,60.52,5
CUST003698,2022-01-24,2026-01-03,premium,101.88,2
CUST003699,2022-12-17,2026-02-14,premium,118.70,1
CUST003700,2023-11-02,2025-10-22,basic,23.82,1
CUST003701,2022-07-23,2026-03-21,standard,62.40,5
CUST003702,2023-04-15,2025-12-15,standard,73.04,2
CUST003703,2024-10-14,2026-02-19,basic,22.82,5
CUST003704,3/22/2022,2026-02-05,premium,136.95,5
CUST003705,2024-06-22,2026-03-11,premium,140.49,15
CUST003706,2024-06-26,2025-10-04,premium,99.01,0
CUST003707,2024-05-16,2026-01-24,standard,62.41,10
CUST003708,2022-08-04,2026-03-23,premium,112.79,1
CUST003709,2023-06-16,2025-10-06,premium,77.01,14
CUST003710,2/2/2024,2026-03-04,standard,81.30,4
CUST003711,2022-06-28,2025-12-03,basic,30.53,14
CUST003712,2023-01-28,2026-02-08,standard,52.67,3
CUST003713,2022-09-20,2026-03-22,basic,34.33,2
CUST003714,2022-08-02,3/16/2026,standard,42.99,0
CUST003715,2023-08-22,2/27/2026,basic,22.03,5
CUST003716,2024-08-25,2026-02-18,standard,45.76,2
CUST003717,2022-09-25,2025-10-10,basic,26.33,15
CUST003718,2024-10-14,2025-11-06,premium,136.74,3
CUST003719,3/22/2023,2025-11-19,standard,69.53,1
CUST003720,2023-04-03,2025-10-21,standard,68.61,2
CUST003721,8/28/2022,2025-10-28,basic,25.25,4
CUST003722,2024-07-23,2026-01-29,basic,31.16,15
CUST003723,2022-03-24,2026-01-23,standard,75.79,3
CUST003724,2022-08-06,2025-11-09,standard,0.00,1
CUST003725,2023-01-27,2026-01-26,standard,60.16,2
CUST003726,2023-10-06,2025-12-10,premium,75.63,7
CUST003727,2023-07-26,2026-02-08,basic,41.86,5
CUST003728,2023-10-17,2026-01-18,basic,37.78,4
CUST003729,2024-10-27,2025-11-13,standard,76.11,8
CUST003730,2022-03-06,2026-03-18,standard,0.00,2
CUST003731,2022-05-20,2026-02-24,standard,53.28,3
CUST003732,2023-07-27,3/3/2026,premium,76.72,2
CUST003733,2024-05-06,2026-01-21,premium,86.17,2
CUST003734,2023-06-14,2025-11-03,standard,61.15,0
CUST003735,2022-01-29,2026-01-27,basic,24.79,10
CUST003736,2022-10-03,2026-01-08,premium,124.46,15
CUST003737,2022-05-03,2026-02-01,standard,42.57,7
CUST003738,2024-10-21,2025-10-27,standard,0.00,13
CUST003739,2023-01-28,2026-03-12,basic,27.78,9
CUST003740,2024-02-16,2025-12-22,basic,38.61,2
CUST003741,2022-02-14,2026-01-24,basic,42.11,1
CUST003742,2024-08-18,2026-01-11,basic,39.38,9
CUST003743,2022-11-14,2026-02-03,basic,39.65,5
CUST003744,2022-02-25,2025-10-15,basic,26.38,1
CUST003745,2022-03-09,2025-12-25,premium,88.24,8
CUST003746,5/16/2023,2025-12-24,premium,117.04,2
CUST003747,2022-08-11,2025-10-03,basic,37.93,4
CUST003748,2022-06-24,2025-11-11,basic,39.81,3
CUST003749,2022-11-12,2025-12-15,standard,72.39,0
CUST003750,2023-09-29,2026-03-19,basic,20.75,4
CUST003751,4/25/2022,10/1/2025,basic,35.09,8
CUST003752,2024-10-12,2026-01-06,basic,29.91,0
CUST003753,2024-07-12,2026-02-01,basic,38.65,27
CUST003754,2024-09-27,11/24/2025,basic,38.36,3
CUST003755,2024-05-24,2026-01-14,standard,42.20,4
CUST003756,2023-09-02,2025-11-08,standard,83.21,2
CUST003757,4/12/2023,2025-11-04,basic,0.00,3
CUST003758,2023-06-05,3/21/2026,standard,78.69,2
CUST003759,2024-06-08,2026-03-12,standard,84.62,8
CUST003760,2024-06-20,2025-11-03,basic,43.57,0
CUST003761,2024-03-18,2026-03-13,basic,26.15,1
CUST003762,2023-09-01,2026-01-23,standard,66.89,10
CUST003763,2022-11-15,2025-10-03,premium,107.05,10
CUST003764,2023-09-20,2025-10-24,standard,80.31,13
CUST003765,2023-01-31,2/28/2026,standard,79.33,5
CUST003766,2023-04-14,2026-02-22,premium,144.88,0
CUST003767,2022-09-22,11/26/2025,standard,60.78,6
CUST003768,3/8/2024,2025-12-31,standard,44.47,3
CUST003769,2022-02-02,2025-12-28,basic,19.08,15
CUST003770,2023-11-25,2025-10-28,basic,38.79,20
CUST003771,2024-09-13,2026-01-17,basic,33.75,2
CUST003772,2024-07-24,2026-02-06,standard,45.99,1
CUST003773,2022-06-13,2025-12-29,basic,15.36,3
CUST003774,2023-05-30,2025-09-30,standard,83.04,3
CUST003775,10/14/2024,2026-03-10,basic,25.69,0
CUST003776,2/3/2023,2026-03-11,standard,49.99,4
CUST003777,2023-04-23,2025-11-28,standard,77.33,1
CUST003778,2023-07-18,2026-03-06,standard,63.27,1
CUST003779,2024-02-04,10/23/2025,standard,80.28,1
CUST003780,2022-05-01,2025-11-27,basic,15.83,3
CUST003781,2023-07-26,2025-12-29,basic,32.89,2
CUST003782,2023-03-06,3/8/2026,premium,135.80,14
CUST003783,2024-01-09,2025-12-03,standard,41.33,0
CUST003784,2024-06-07,2026-03-27,premium,0.00,2
CUST003785,2022-09-07,2026-01-30,premium,78.53,4
CUST003786,9/19/2024,2026-01-03,basic,31.24,11
CUST003787,2023-08-31,2025-10-20,premium,107.83,15
CUST003788,2024-10-24,2025-12-08,premium,0.00,8
CUST003789,2023-07-08,2025-10-09,basic,16.38,12
CUST003790,2023-02-01,2026-01-11,standard,49.05,2
CUST003791,2024-02-13,2025-12-03,basic,16.01,5
CUST003792,11/12/2024,2025-09-30,premium,146.02,3
CUST003793,2022-04-22,12/16/2025,standard,82.18,1
CUST003794,2024-07-05,10/19/2025,basic,32.37,2
CUST003795,2022-11-24,2026-01-15,standard,79.55,5
CUST003796,10/29/2022,1/20/2026,premium,148.99,0
CUST003797,2023-02-16,2025-12-18,basic,39.05,15
CUST003798,2022-10-13,2026-03-15,premium,133.01,8
CUST003799,2024-10-13,2026-02-25,basic,26.68,1
CUST003800,2022-02-25,2025-11-06,standard,60.60,4
CUST003801,2022-10-18,2025-09-28,basic,0.00,0
CUST003802,2022-01-02,2026-01-01,premium,135.84,5
CUST003803,2023-02-19,2026-01-18,basic,42.31,5
CUST003804,2024-11-21,2026-01-04,standard,82.13,5
CUST003805,2024-06-22,3/20/2026,standard,76.06,0
CUST003806,2023-07-24,2026-01-25,basic,28.35,15
CUST003807,2023-09-25,2026-01-14,basic,31.79,5
CUST003808,2024-10-28,2025-09-29,standard,48.39,2
CUST003809,2022-01-13,2026-01-03,basic,26.24,3
CUST003810,2024-10-19,2026-01-08,basic,20.11,1
CUST003811,2024-10-27,2025-11-19,standard,58.82,8
CUST003812,2023-03-25,10/31/2025,premium,137.59,1
CUST003813,2024-08-02,2025-09-30,premium,90.87,6
CUST003814,2023-12-21,2025-12-10,standard,75.78,5
CUST003815,2024-02-17,2025-12-18,basic,24.47,1
CUST003816,2023-09-28,2025-12-23,standard,58.03,13
CUST003817,2024-08-28,12/7/2025,standard,0.00,3
CUST003818,12/2/2023,2025-10-14,basic,28.07,2
CUST003819,2023-08-12,2025-11-01,standard,63.37,4
CUST003820,2024-01-09,2026-01-10,standard,46.38,0
CUST003821,2024-04-28,2025-10-23,basic,39.81,5
CUST003822,2023-07-19,2026-03-19,basic,39.01,3
CUST003823,2023-05-19,2026-02-14,standard,43.95,1
CUST003824,2023-05-05,2026-01-25,premium,142.26,0
CUST003825,2024-03-31,2025-12-27,basic,30.95,3
CUST003826,2022-11-11,2025-11-02,standard,55.46,3
CUST003827,2023-03-09,2026-01-05,basic,28.59,4
CUST003828,2022-07-02,2025-10-10,basic,25.47,3
CUST003829,2/21/2023,2025-11-09,standard,65.88,12
CUST003830,2022-10-16,2026-01-03,premium,104.03,0
CUST003831,2024-06-04,2026-02-22,basic,27.74,5
CUST003832,2023-02-06,2025-12-17,standard,70.78,1
CUST003833,9/20/2024,2025-10-27,standard,59.53,4
CUST003834,2022-01-09,2026-02-22,standard,81.87,15
CUST003835,10/3/2023,2025-10-05,premium,137.75,5
CUST003836,2024-01-19,2025-10-15,basic,16.24,2
CUST003837,2023-07-09,2025-12-11,standard,46.77,2
CUST003838,2023-03-11,2025-10-05,basic,30.66,5
CUST003839,2022-07-07,2026-01-16,basic,16.61,2
CUST003840,2023-08-05,2026-03-11,standard,80.23,2
CUST003841,2022-04-11,2025-11-23,basic,15.43,9
CUST003842,2024-08-11,3/21/2026,basic,23.09,1
CUST003843,2024-09-18,2026-03-03,standard,47.83,5
CUST003844,2024-09-28,2025-11-26,standard,49.93,2
CUST003845,2024-06-27,2025-12-26,standard,50.14,4
CUST003846,2023-01-04,2025-12-18,standard,44.76,9
CUST003847,2023-06-30,2/10/2026,standard,42.30,0
CUST003848,2023-06-06,2026-01-30,standard,65.62,3
CUST003849,2023-11-08,2025-11-18,basic,23.64,1
CUST003850,9/27/2022,2025-10-24,premium,139.84,0
CUST003851,12/11/2023,2025-10-25,basic,35.90,3
CUST003852,2023-01-06,2026-03-06,standard,0.00,8
CUST003853,2023-10-29,2025-10-25,basic,15.12,2
CUST003854,2023-07-01,2026-01-12,basic,39.71,12
CUST003855,2022-01-16,2025-10-17,basic,33.88,3
CUST003856,2024-08-03,11/17/2025,basic,33.82,33
CUST003857,2023-03-24,2026-02-07,standard,56.75,0
CUST003858,2023-03-10,2025-10-16,premium,100.66,13
CUST003859,2024-01-28,2025-11-06,standard,61.57,2
CUST003860,2023-07-16,2025-12-10,standard,49.91,11
CUST003861,2023-08-07,2026-03-11,basic,37.46,13
CUST003862,2022-05-20,2025-11-16,basic,38.63,15
CUST003863,2024-01-10,2025-10-30,standard,75.51,5
CUST003864,2023-03-25,2025-12-03,standard,46.91,3
CUST003865,2022-06-30,2026-03-25,standard,48.28,10
CUST003866,1/25/2024,2026-02-05,standard,0.00,3
CUST003867,2024-05-29,2026-01-08,basic,20.55,7
CUST003868,2022-10-20,2026-02-24,basic,38.37,1
CUST003869,2022-11-09,2026-02-13,standard,56.62,5
CUST003870,2022-09-30,2025-11-05,basic,28.83,5
CUST003871,2022-04-22,2025-11-08,standard,82.02,5
CUST003872,2022-02-19,2026-03-15,premium,107.87,2
CUST003873,2023-09-25,2025-10-02,standard,59.41,0
CUST003874,2024-11-26,2025-12-13,standard,79.55,16
CUST003875,2024-05-24,2026-02-13,standard,75.67,4
CUST003876,2022-10-20,2026-01-03,standard,76.66,5
CUST003877,2022-12-06,2025-11-26,premium,129.57,1
CUST003878,2023-05-30,12/7/2025,standard,44.74,2
CUST003879,2022-04-09,2025-12-21,premium,104.69,4
CUST003880,2024-08-22,2025-10-21,premium,95.39,2
CUST003881,2024-01-08,3/6/2026,standard,59.23,7
CUST003882,2023-04-12,2025-09-30,standard,0.00,4
CUST003883,2023-07-03,2025-11-27,standard,43.07,1
CUST003884,2023-05-23,2025-10-17,premium,116.33,5
CUST003885,2022-06-07,2025-12-19,basic,0.00,0
CUST003886,2024-01-16,2026-02-17,basic,42.85,3
CUST003887,2023-08-20,2026-03-26,standard,47.98,0
CUST003888,2024-05-23,2025-11-24,basic,40.01,2
CUST003889,7/20/2022,2025-10-09,standard,61.87,4
CUST003890,2022-08-04,2025-10-11,standard,84.90,28
CUST003891,2022-12-23,2026-01-11,premium,114.72,1
CUST003892,2022-08-21,2025-12-22,premium,98.45,15
CUST003893,2024-07-15,2026-03-25,basic,19.22,24
CUST003894,2024-11-30,2026-03-25,premium,115.90,15
CUST003895,2022-08-20,2025-12-20,standard,40.57,4
CUST003896,2022-06-05,2025-11-08,basic,35.50,13
CUST003897,2022-03-29,2026-02-14,basic,18.35,4
CUST003898,2023-03-17,2026-02-13,premium,112.06,5
CUST003899,8/20/2022,2025-12-07,premium,110.12,8
CUST003900,2023-11-14,2/7/2026,standard,79.36,9
CUST003901,2023-09-05,2026-03-06,standard,76.31,6
CUST003902,2023-02-09,2026-03-08,standard,52.65,5
CUST003903,2022-01-06,2025-11-12,basic,24.60,3
CUST003904,2024-10-13,2025-11-18,basic,0.00,5
CUST003905,2022-02-18,2025-10-12,standard,52.27,0
CUST003906,2022-01-16,2026-03-06,standard,47.35,5
CUST003907,2022-10-09,11/7/2025,basic,15.77,9
CUST003908,2022-11-19,3/11/2026,premium,94.17,1
CUST003909,2022-03-22,2025-12-24,basic,24.09,0
CUST003910,2023-07-14,2025-11-26,standard,72.36,5
CUST003911,6/19/2024,2025-11-02,standard,62.96,1
CUST003912,2023-06-06,2026-03-13,standard,69.71,5
CUST003913,2022-09-04,2025-10-31,basic,18.73,24
CUST003914,2024-04-03,2025-11-29,standard,80.60,2
CUST003915,7/17/2022,2025-11-24,basic,19.60,3
CUST003916,2024-08-13,2026-03-17,basic,19.58,0
CUST003917,2023-09-18,2025-12-02,standard,47.30,1
CUST003918,2023-12-25,2025-10-16,standard,71.04,4
CUST003919,2024-10-25,2025-11-20,basic,28.76,4
CUST003920,11/27/2023,2025-09-29,standard,70.80,5
CUST003921,2023-05-13,2025-10-31,standard,69.97,4
CUST003922,2023-08-09,2026-01-18,basic,28.65,1
CUST003923,2023-12-12,2026-02-22,standard,67.13,4
CUST003924,2022-11-15,2025-11-26,basic,44.20,10
CUST003925,2022-04-26,2026-03-01,standard,48.75,0
CUST003926,2024-02-06,2025-12-16,standard,51.49,2
CUST003927,2022-12-17,2025-11-12,standard,48.19,2
CUST003928,1/14/2024,2/25/2026,standard,79.78,10
CUST003929,2023-11-27,2026-01-19,premium,94.87,10
CUST003930,2023-09-05,2026-02-10,premium,132.62,4
CUST003931,2022-08-16,2026-02-24,premium,105.59,8
CUST003932,2024-10-23,2025-12-04,basic,28.23,1
CUST003933,10/12/2024,2025-12-22,standard,65.65,1
CUST003934,2022-09-02,2026-01-20,basic,43.32,4
CUST003935,2022-12-30,2025-10-03,premium,78.65,14
CUST003936,2022-06-06,2026-03-21,standard,44.13,2
CUST003937,2/26/2024,2026-02-12,basic,37.34,10
CUST003938,2024-03-08,2026-02-26,standard,56.99,9
CUST003939,2022-10-29,2026-03-11,standard,62.10,12
CUST003940,2023-06-30,2025-12-05,basic,32.44,1
CUST003941,2022-06-16,2025-12-11,basic,42.29,13
CUST003942,2024-05-01,11/17/2025,premium,122.92,1
CUST003943,2023-08-28,2026-02-19,standard,78.27,3
CUST003944,2024-07-16,2025-11-18,premium,87.29,10
CUST003945,2024-03-14,2026-03-24,standard,50.03,1
CUST003946,2023-12-26,2025-10-30,basic,30.56,15
CUST003947,2023-10-25,10/10/2025,standard,59.66,15
CUST003948,2023-10-06,2025-11-20,standard,61.12,9
CUST003949,2022-07-24,2026-03-17,basic,21.55,5
CUST003950,2023-04-16,2025-11-02,basic,22.09,6
CUST003951,2024-04-19,2025-10-20,standard,57.24,12
CUST003952,3/15/2024,2026-03-23,premium,99.50,1
CUST003953,2024-03-08,2026-02-13,standard,57.09,7
CUST003954,2023-07-23,2025-12-29,standard,42.74,4
CUST003955,2023-11-20,2026-02-15,standard,68.84,3
CUST003956,2024-07-04,2025-12-11,premium,144.49,9
CUST003957,2023-12-24,2026-02-16,basic,20.11,33
CUST003958,2022-04-16,2026-03-06,standard,76.24,13
CUST003959,2023-07-15,2025-11-03,standard,78.14,1
CUST003960,4/19/2022,2026-02-19,basic,0.00,2
CUST003961,2022-07-03,2025-12-30,standard,43.70,1
CUST003962,2023-10-18,2026-01-30,premium,115.75,1
CUST003963,2023-05-23,1/1/2026,basic,23.53,1
CUST003964,2022-05-02,2025-11-17,basic,15.67,12
CUST003965,2024-10-12,2026-02-07,standard,63.46,2
CUST003966,2023-03-24,2025-10-01,standard,52.91,13
CUST003967,2023-05-18,2026-02-04,premium,130.35,0
CUST003968,9/10/2023,2026-01-23,standard,76.20,5
CUST003969,2023-02-12,3/5/2026,basic,42.32,5
CUST003970,2023-05-08,2025-12-11,standard,83.94,13
CUST003971,2023-12-02,2025-12-01,standard,56.07,4
CUST003972,2024-10-29,2/27/2026,standard,76.27,1
CUST003973,4/14/2022,2026-02-20,standard,49.19,1
CUST003974,2022-10-05,2026-02-06,standard,48.49,11
CUST003975,2023-10-07,2025-12-31,standard,41.28,3
CUST003976,2024-05-15,2026-03-24,standard,52.66,5
CUST003977,2024-11-04,2025-11-25,standard,44.83,25
CUST003978,2022-10-06,12/1/2025,standard,77.59,1
CUST003979,2023-11-02,2025-11-25,premium,100.87,1
CUST003980,2024-11-04,2025-10-20,basic,28.86,2
CUST003981,2022-06-23,10/27/2025,standard,77.23,2
CUST003982,2023-11-15,2025-10-19,standard,73.71,12
CUST003983,2023-05-30,2026-01-04,basic,39.74,2
CUST003984,2022-11-16,2025-11-13,standard,64.23,3
CUST003985,2024-08-20,11/23/2025,standard,55.60,5
CUST003986,2023-04-13,12/9/2025,standard,74.14,20
CUST003987,2023-09-27,2025-10-08,basic,29.51,13
CUST003988,2023-05-24,2026-02-28,standard,49.97,5
CUST003989,2022-06-29,2025-12-19,premium,101.25,1
CUST003990,2024-10-26,2025-10-08,premium,140.19,13
CUST003991,2023-12-29,2025-10-04,basic,42.22,4
CUST003992,2023-10-28,2025-12-24,premium,125.80,3
CUST003993,3/30/2022,2025-11-03,basic,43.03,2
CUST003994,2024-01-29,2026-01-06,basic,27.40,9
CUST003995,2022-09-27,2026-01-20,premium,144.83,2
CUST003996,2022-06-16,2026-02-18,standard,59.33,5
CUST003997,2024-03-05,2025-10-30,standard,53.69,4
CUST003998,2022-06-24,2025-11-01,standard,50.10,3
CUST003999,2023-01-11,2026-02-09,standard,76.62,8
CUST004000,2023-07-31,2025-12-14,standard,72.33,3
CUST004001,2022-07-05,2025-11-01,premium,139.67,5
CUST004002,2023-12-10,2026-01-29,premium,75.33,6
CUST004003,2023-12-24,11/22/2025,standard,57.62,15
CUST004004,2023-09-03,2026-03-25,premium,128.25,5
CUST004005,2022-09-19,2026-01-08,standard,47.84,5
CUST004006,2022-09-18,10/4/2025,standard,75.42,14
CUST004007,2023-05-13,2025-11-09,basic,40.29,15
CUST004008,10/12/2022,2025-10-09,basic,25.05,18
CUST004009,2024-10-26,2026-03-07,standard,75.78,1
CUST004010,2024-03-14,2025-10-12,standard,67.75,4
CUST004011,10/31/2023,2025-10-30,standard,55.13,5
CUST004012,2023-07-24,3/20/2026,premium,111.79,5
CUST004013,2023-02-16,2026-02-16,standard,73.28,5
CUST004014,2022-07-20,2025-10-29,standard,42.13,9
CUST004015,2022-05-07,2025-12-01,standard,45.66,8
CUST004016,2022-05-28,2025-11-19,basic,38.98,4
CUST004017,2022-01-09,2026-03-09,basic,23.30,3
CUST004018,2022-06-23,2025-12-13,premium,108.03,8
