hostname,ip,os_version,ssh_version,env,cve_2024_6387_vulnerable,cve_2024_6409_vulnerable,patch_required,errata_applicable
host-p0444-scan.example.com,10.117.127.165,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0445-scan.example.com,10.92.176.181,RHEL 9.4,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0446-scan.example.com,10.102.241.107,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-p0447-scan.example.com,10.107.205.137,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0448-scan.example.com,10.81.239.130,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4312
host-d0449-scan.example.com,10.113.65.212,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-s0450-scan.example.com,10.91.141.7,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4312
host-d0451-scan.example.com,10.88.140.244,RHEL 8.10,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-s0452-scan.example.com,10.110.116.15,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-d0453-scan.example.com,10.94.47.4,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0454-scan.example.com,10.89.196.188,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0455-scan.example.com,10.109.11.173,Ubuntu 22.04,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0456-scan.example.com,10.85.37.110,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-d0457-scan.example.com,10.104.113.184,Ubuntu 22.04,OpenSSH_8.8p1,dev,true,true,true,RHSA-2024:4340
host-s0458-scan.example.com,10.92.170.174,RHEL 8.10,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4340
host-p0459-scan.example.com,10.110.117.138,Ubuntu 22.04,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4312
host-p0460-scan.example.com,10.106.126.44,RHEL 8.10,OpenSSH_9.8p1,prod,false,false,false,N/A
host-d0461-scan.example.com,10.98.213.109,RHEL 9.4,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4312
host-p0462-scan.example.com,10.106.20.233,RHEL 9.4,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4340
host-s0463-scan.example.com,10.95.82.209,Ubuntu 22.04,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4312
host-s0464-scan.example.com,10.97.94.70,RHEL 9.4,OpenSSH_9.8p1,staging,false,false,false,N/A
host-d0465-scan.example.com,10.109.75.221,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-d0466-scan.example.com,10.114.111.11,RHEL 9.4,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4340
host-d0467-scan.example.com,10.100.167.115,Ubuntu 22.04,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-p0468-scan.example.com,10.106.1.212,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-p0469-scan.example.com,10.82.174.247,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-p0470-scan.example.com,10.92.44.93,RHEL 9.4,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0471-scan.example.com,10.89.35.13,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0472-scan.example.com,10.118.136.193,Ubuntu 22.04,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4312
host-d0473-scan.example.com,10.84.228.167,Ubuntu 22.04,OpenSSH_9.6p1,dev,true,false,true,RHSA-2024:4340
host-s0474-scan.example.com,10.86.168.139,RHEL 8.10,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4340
host-s0475-scan.example.com,10.82.250.47,RHEL 8.10,OpenSSH_9.3p2,staging,true,false,true,RHSA-2024:4340
host-s0476-scan.example.com,10.106.41.114,Ubuntu 22.04,OpenSSH_9.8p1,staging,false,false,false,N/A
host-d0477-scan.example.com,10.87.7.169,RHEL 8.10,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4312
host-p0478-scan.example.com,10.117.150.79,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-d0479-scan.example.com,10.107.78.54,Ubuntu 22.04,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0480-scan.example.com,10.88.112.228,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-s0481-scan.example.com,10.87.241.14,RHEL 8.10,OpenSSH_8.8p1,staging,true,true,true,RHSA-2024:4312
host-p0482-scan.example.com,10.104.229.99,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-d0483-scan.example.com,10.112.232.142,RHEL 8.10,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0484-scan.example.com,10.109.133.233,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-p0485-scan.example.com,10.85.48.77,RHEL 9.4,OpenSSH_9.8p1,prod,false,false,false,N/A
host-d0486-scan.example.com,10.96.12.54,RHEL 8.10,OpenSSH_9.3p2,dev,true,false,true,RHSA-2024:4340
host-p0487-scan.example.com,10.87.46.174,RHEL 8.10,OpenSSH_9.3p2,prod,true,false,true,RHSA-2024:4340
host-p0488-scan.example.com,10.117.250.17,RHEL 8.10,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4340
host-d0489-scan.example.com,10.107.171.43,Ubuntu 22.04,OpenSSH_9.8p1,dev,false,false,false,N/A
host-d0490-scan.example.com,10.113.238.218,RHEL 9.4,OpenSSH_8.7p1,dev,true,true,true,RHSA-2024:4340
host-s0491-scan.example.com,10.97.112.73,RHEL 9.4,OpenSSH_9.8p1,staging,false,false,false,N/A
host-d0492-scan.example.com,10.82.227.55,RHEL 9.4,OpenSSH_9.8p1,dev,false,false,false,N/A
host-s0493-scan.example.com,10.92.18.94,RHEL 8.10,OpenSSH_8.7p1,staging,true,true,true,RHSA-2024:4340
host-p0494-scan.example.com,10.91.51.48,Ubuntu 22.04,OpenSSH_8.8p1,prod,true,true,true,RHSA-2024:4312
host-p0495-scan.example.com,10.83.43.107,RHEL 8.10,OpenSSH_8.7p1,prod,true,true,true,RHSA-2024:4340
host-p0496-scan.example.com,10.111.5.132,Ubuntu 22.04,OpenSSH_8.9p1,prod,true,false,true,RHSA-2024:4312
host-s0497-scan.example.com,10.86.105.82,Ubuntu 22.04,OpenSSH_8.9p1,staging,true,false,true,RHSA-2024:4340
host-s0498-scan.example.com,10.96.97.15,RHEL 8.10,OpenSSH_9.6p1,staging,true,false,true,RHSA-2024:4312
host-d0499-scan.example.com,10.111.67.148,RHEL 8.10,OpenSSH_8.9p1,dev,true,false,true,RHSA-2024:4312
host-d0500-scan.example.com,10.94.71.170,RHEL 8.10,OpenSSH_9.8p1,dev,false,false,false,N/A
