date,category,channel,gmv_v1_rmb_million,gmv_v2_rmb_million,delta_rmb_million,delta_pct,is_bug_date,v1_method,v2_method
2025-06-17,electronics,kuaishou,92.394,92.394,0.0,0.0,no,method2,method2
2025-06-17,beauty,tmall,398.252,398.252,0.0,0.0,no,method2,method2
2025-06-17,beauty,jd,153.725,153.725,0.0,0.0,no,method2,method2
2025-06-17,beauty,douyin,143.371,143.371,0.0,0.0,no,method2,method2
2025-06-17,beauty,kuaishou,33.453,33.453,0.0,0.0,no,method2,method2
2025-06-17,home,tmall,274.983,274.983,0.0,0.0,no,method2,method2
2025-06-17,home,jd,106.144,106.144,0.0,0.0,no,method2,method2
2025-06-17,home,douyin,98.994,98.994,0.0,0.0,no,method2,method2
2025-06-17,home,kuaishou,23.099,23.099,0.0,0.0,no,method2,method2
2025-06-17,food,tmall,123.268,123.268,0.0,0.0,no,method2,method2
2025-06-17,food,jd,47.582,47.582,0.0,0.0,no,method2,method2
2025-06-17,food,douyin,44.377,44.377,0.0,0.0,no,method2,method2
2025-06-17,food,kuaishou,10.355,10.355,0.0,0.0,no,method2,method2
2025-06-18,apparel,tmall,532.664,532.664,0.0,0.0,no,method2,method2
2025-06-18,apparel,jd,205.608,205.608,0.0,0.0,no,method2,method2
2025-06-18,apparel,douyin,191.759,191.759,0.0,0.0,no,method2,method2
2025-06-18,apparel,kuaishou,44.744,44.744,0.0,0.0,no,method2,method2
2025-06-18,electronics,tmall,965.454,965.454,0.0,0.0,no,method2,method2
2025-06-18,electronics,jd,372.665,372.665,0.0,0.0,no,method2,method2
2025-06-18,electronics,douyin,347.563,347.563,0.0,0.0,no,method2,method2
2025-06-18,electronics,kuaishou,81.098,81.098,0.0,0.0,no,method2,method2
2025-06-18,beauty,tmall,349.561,349.561,0.0,0.0,no,method2,method2
2025-06-18,beauty,jd,134.93,134.93,0.0,0.0,no,method2,method2
2025-06-18,beauty,douyin,125.842,125.842,0.0,0.0,no,method2,method2
2025-06-18,beauty,kuaishou,29.363,29.363,0.0,0.0,no,method2,method2
2025-06-18,home,tmall,241.363,241.363,0.0,0.0,no,method2,method2
2025-06-18,home,jd,93.166,93.166,0.0,0.0,no,method2,method2
2025-06-18,home,douyin,86.891,86.891,0.0,0.0,no,method2,method2
2025-06-18,home,kuaishou,20.275,20.275,0.0,0.0,no,method2,method2
2025-06-18,food,tmall,108.197,108.197,0.0,0.0,no,method2,method2
2025-06-18,food,jd,41.764,41.764,0.0,0.0,no,method2,method2
2025-06-18,food,douyin,38.951,38.951,0.0,0.0,no,method2,method2
2025-06-18,food,kuaishou,9.089,9.089,0.0,0.0,no,method2,method2
