user_id,segment,plan_type,experiment_id,variant,metric_value,session_count,days_active,revenue_usd,is_converted,cohort_week
u0000711,at_risk,starter,exp002,treatment,0.3886,11,63,39.94,0,2023-W44
u0000712,power_user,free,exp003,control,0.8479,2,75,75.82,0,2023-W40
u0000713,new_user,enterprise,exp001,control,0.6356,2,25,57.58,0,2023-W37
u0000714,at_risk,starter,exp002,control,0.5384,21,20,6.07,1,2023-W40
u0000715,power_user,free,exp002,control,0.6508,7,36,18.58,0,2023-W44
u0000716,at_risk,free,exp003,treatment,0.2065,2,54,58.6,0,2023-W44
u0000717,at_risk,free,exp001,control,0.2048,25,85,85.71,0,2023-W37
u0000718,new_user,free,exp002,treatment,0.6089,13,43,26.64,0,2023-W39
u0000719,casual,free,exp004,treatment,0.8999,17,45,17.91,1,2023-W36
u0000720,new_user,free,exp001,treatment,0.0307,25,70,31.82,1,2023-W46
u0000721,casual,free,exp002,control,0.7859,27,34,89.59,0,2023-W37
u0000722,casual,free,exp002,treatment,0.9381,2,53,31.67,0,2023-W43
u0000723,power_user,free,exp001,control,0.1002,22,79,44.48,0,2023-W40
u0000724,casual,starter,exp001,treatment,0.0453,9,87,79.08,1,2023-W44
u0000725,power_user,enterprise,exp002,treatment,0.7141,5,82,93.05,0,2023-W45
u0000726,power_user,free,exp002,control,0.7084,17,27,98.92,0,2023-W39
u0000727,champion,free,exp003,control,0.3695,3,64,98.07,0,2023-W39
u0000728,casual,starter,exp002,treatment,0.6375,22,83,53.59,0,2023-W46
u0000729,at_risk,starter,exp004,treatment,0.6453,3,30,36.45,0,2023-W43
u0000730,casual,pro,exp004,treatment,0.7441,15,33,111.89,0,2023-W45
u0000731,casual,starter,exp001,treatment,0.6817,20,18,117.57,0,2023-W38
u0000732,casual,free,exp003,treatment,0.5791,2,2,43.7,0,2023-W45
u0000733,at_risk,free,exp002,treatment,0.4845,21,89,81.01,0,2023-W42
u0000734,new_user,starter,exp004,control,0.4106,26,74,35.01,0,2023-W46
u0000735,casual,starter,exp002,control,0.6816,3,23,59.84,0,2023-W41
u0000736,champion,free,exp004,treatment,0.012,2,63,99.63,0,2023-W35
u0000737,champion,free,exp004,control,0.1461,7,74,70.08,0,2023-W43
u0000738,new_user,free,exp001,control,0.8542,30,72,50.93,0,2023-W38
u0000739,casual,free,exp001,treatment,0.7461,19,10,32.56,0,2023-W36
u0000740,at_risk,enterprise,exp002,control,0.509,24,38,3.65,0,2023-W42
u0000741,new_user,free,exp003,treatment,0.2715,8,70,42.69,0,2023-W40
u0000742,new_user,starter,exp001,treatment,0.4527,23,23,15.58,0,2023-W45
u0000743,power_user,free,exp003,treatment,0.6103,28,76,81.25,0,2023-W42
u0000744,at_risk,free,exp002,treatment,0.1236,13,42,62.51,1,2023-W39
u0000745,casual,free,exp002,control,0.1037,30,19,67.21,0,2023-W42
u0000746,casual,pro,exp004,control,0.7438,25,1,75.52,0,2023-W37
u0000747,casual,starter,exp002,treatment,0.1659,27,1,45.11,0,2023-W42
u0000748,at_risk,starter,exp004,treatment,0.6325,8,7,48.03,0,2023-W39
u0000749,casual,free,exp003,treatment,0.5116,5,15,39.63,0,2023-W44
u0000750,new_user,starter,exp002,control,0.3358,27,36,40.18,0,2023-W35
u0000751,power_user,free,exp002,treatment,0.6558,23,65,102.03,0,2023-W44
u0000752,casual,starter,exp002,treatment,0.1442,19,66,30.36,0,2023-W43
u0000753,casual,free,exp003,treatment,0.4684,6,67,99.94,0,2023-W43
u0000754,at_risk,starter,exp004,treatment,0.459,22,80,56.61,0,2023-W35
u0000755,champion,free,exp001,treatment,0.7665,1,23,25.98,0,2023-W46
u0000756,new_user,enterprise,exp004,control,0.5591,3,28,86.25,0,2023-W42
u0000757,power_user,pro,exp002,treatment,0.4491,18,20,30.15,1,2023-W38
u0000758,casual,pro,exp002,control,0.7009,14,81,50.96,1,2023-W40
u0000759,casual,starter,exp003,treatment,0.0315,17,25,115.59,1,2023-W38
u0000760,at_risk,free,exp003,control,0.7748,25,83,68.49,0,2023-W44
u0000761,new_user,free,exp001,control,0.1668,12,77,69.25,0,2023-W37
u0000762,casual,free,exp002,treatment,0.3584,7,2,48.37,0,2023-W44
u0000763,casual,free,exp002,treatment,0.5607,10,17,71.23,0,2023-W35
u0000764,at_risk,free,exp002,control,0.637,5,46,46.58,0,2023-W40
u0000765,power_user,free,exp001,control,0.5928,2,65,31.16,0,2023-W41
u0000766,new_user,starter,exp003,treatment,0.5097,20,18,75.65,0,2023-W35
u0000767,new_user,free,exp003,control,0.3874,9,46,89.91,0,2023-W35
u0000768,casual,pro,exp004,control,0.4674,27,74,57.64,0,2023-W35
u0000769,champion,pro,exp003,control,0.8531,27,22,3.21,0,2023-W36
u0000770,casual,free,exp004,treatment,0.1923,26,53,11.92,0,2023-W38
u0000771,at_risk,starter,exp004,treatment,0.7354,29,67,118.49,0,2023-W45
u0000772,at_risk,starter,exp004,treatment,0.9481,3,45,65.54,0,2023-W39
u0000773,casual,pro,exp002,control,0.0274,26,76,6.97,0,2023-W39
u0000774,casual,starter,exp001,control,0.1809,23,77,101.07,0,2023-W46
u0000775,champion,starter,exp004,control,0.6472,2,85,50.79,1,2023-W42
u0000776,new_user,pro,exp004,treatment,0.1188,28,48,47.51,1,2023-W45
u0000777,casual,free,exp003,control,0.6222,23,43,31.29,1,2023-W35
u0000778,casual,free,exp001,control,0.463,7,51,47.05,0,2023-W36
u0000779,at_risk,free,exp001,treatment,0.7331,21,83,15.54,0,2023-W36
u0000780,at_risk,free,exp002,control,0.0298,20,1,107.7,0,2023-W46
u0000781,new_user,free,exp003,control,0.1436,25,82,74.17,0,2023-W39
u0000782,new_user,starter,exp001,control,0.0377,3,67,93.08,0,2023-W36
u0000783,casual,free,exp003,control,0.1527,9,72,12.28,1,2023-W39
u0000784,at_risk,pro,exp001,control,0.7307,21,86,103.15,0,2023-W42
u0000785,at_risk,starter,exp003,treatment,0.2258,11,18,49.95,1,2023-W46
u0000786,at_risk,free,exp001,control,0.6014,9,87,100.26,0,2023-W45
u0000787,power_user,enterprise,exp001,treatment,0.676,4,14,99.65,0,2023-W35
u0000788,power_user,free,exp003,control,0.6205,11,87,45.05,0,2023-W42
u0000789,new_user,starter,exp001,treatment,0.9356,3,30,44.07,0,2023-W36
u0000790,casual,free,exp003,treatment,0.9378,12,74,31.47,1,2023-W46
u0000791,casual,free,exp001,control,0.5878,13,25,98.89,0,2023-W44
u0000792,at_risk,free,exp002,control,0.0737,26,44,46.72,1,2023-W38
u0000793,casual,free,exp001,treatment,0.1409,25,17,67.46,1,2023-W38
u0000794,casual,pro,exp003,treatment,0.0592,16,43,114.52,1,2023-W44
u0000795,new_user,free,exp004,treatment,0.8933,19,16,5.76,0,2023-W42
u0000796,power_user,free,exp002,control,0.0254,10,14,24.31,1,2023-W41
u0000797,power_user,starter,exp004,control,0.5839,3,40,47.27,0,2023-W41
u0000798,at_risk,free,exp001,control,0.6317,25,46,68.09,0,2023-W37
u0000799,casual,free,exp002,control,0.9027,29,80,79.16,0,2023-W44
u0000800,champion,enterprise,exp003,treatment,0.6909,24,6,1.79,0,2023-W46
u0000801,casual,starter,exp003,treatment,0.6066,26,27,115.57,0,2023-W40
u0000802,power_user,free,exp002,treatment,0.7425,16,62,71.87,0,2023-W46
u0000803,new_user,free,exp001,control,0.1568,25,84,44.74,0,2023-W42
u0000804,casual,free,exp003,control,0.7525,30,23,94.89,0,2023-W40
u0000805,power_user,free,exp002,treatment,0.9419,28,78,79.64,1,2023-W46
u0000806,champion,pro,exp001,treatment,0.3957,1,83,105.73,1,2023-W36
u0000807,casual,pro,exp003,treatment,0.7116,21,83,29.27,0,2023-W42
u0000808,casual,free,exp004,control,0.9029,15,6,54.45,0,2023-W46
u0000809,casual,starter,exp004,control,0.7279,12,21,106.28,0,2023-W35
u0000810,at_risk,free,exp004,control,0.8549,27,34,97.02,0,2023-W35
u0000811,new_user,free,exp002,control,0.499,30,60,35.41,0,2023-W36
u0000812,at_risk,free,exp001,treatment,0.856,9,4,63.97,0,2023-W37
u0000813,power_user,starter,exp003,treatment,0.9378,12,31,62.69,0,2023-W38
u0000814,new_user,free,exp004,treatment,0.1454,12,39,52.86,0,2023-W46
u0000815,power_user,pro,exp004,control,0.2548,16,88,2.54,0,2023-W40
u0000816,at_risk,free,exp003,treatment,0.049,3,6,18.62,0,2023-W44
u0000817,casual,free,exp002,control,0.7607,5,19,115.83,0,2023-W42
u0000818,new_user,pro,exp002,treatment,0.5376,13,17,33.42,0,2023-W35
u0000819,at_risk,pro,exp003,control,0.5713,18,29,43.73,0,2023-W43
u0000820,casual,starter,exp004,treatment,0.1813,11,15,32.79,0,2023-W38
u0000821,power_user,starter,exp001,control,0.1365,30,33,65.37,1,2023-W38
u0000822,at_risk,free,exp002,control,0.4865,13,30,112.15,0,2023-W43
u0000823,power_user,enterprise,exp004,control,0.3381,11,3,17.22,0,2023-W39
u0000824,casual,free,exp001,treatment,0.9378,23,26,93.99,0,2023-W35
u0000825,casual,enterprise,exp002,treatment,0.7911,30,18,59.47,1,2023-W45
u0000826,new_user,pro,exp003,control,0.168,2,24,113.74,0,2023-W40
u0000827,casual,starter,exp003,control,0.1005,3,66,12.44,0,2023-W45
u0000828,new_user,free,exp004,treatment,0.1843,22,32,7.32,0,2023-W38
u0000829,at_risk,pro,exp002,treatment,0.0928,14,87,52.49,0,2023-W44
u0000830,at_risk,free,exp003,control,0.7572,21,39,49.21,0,2023-W37
u0000831,at_risk,starter,exp004,control,0.0199,25,52,73.22,0,2023-W46
u0000832,at_risk,pro,exp004,treatment,0.0136,20,44,67.17,0,2023-W46
u0000833,casual,starter,exp002,control,0.7781,27,73,45.01,0,2023-W39
u0000834,casual,free,exp003,control,0.7784,3,47,118.8,0,2023-W43
u0000835,casual,free,exp004,control,0.0142,16,72,6.37,0,2023-W39
u0000836,casual,free,exp003,treatment,0.2124,27,84,4.94,1,2023-W37
u0000837,at_risk,free,exp003,control,0.7068,18,35,100.97,0,2023-W38
u0000838,new_user,free,exp001,treatment,0.6894,21,26,80.86,0,2023-W45
u0000839,power_user,free,exp002,treatment,0.4286,7,51,74.75,0,2023-W41
u0000840,champion,starter,exp004,control,0.0231,19,9,96.16,0,2023-W39
u0000841,power_user,free,exp003,control,0.3226,12,53,48.49,0,2023-W45
u0000842,casual,free,exp004,control,0.8524,22,55,74.53,0,2023-W40
u0000843,at_risk,free,exp002,control,0.6118,10,56,112.42,0,2023-W45
u0000844,casual,starter,exp002,treatment,0.2863,25,61,118.63,0,2023-W37
u0000845,casual,free,exp003,control,0.0713,25,9,111.21,1,2023-W44
u0000846,casual,pro,exp002,treatment,0.1561,19,39,1.39,0,2023-W37
u0000847,casual,pro,exp002,control,0.8418,21,73,52.64,0,2023-W35
u0000848,casual,free,exp004,control,0.9176,6,31,78.79,0,2023-W43
u0000849,at_risk,free,exp002,treatment,0.1034,6,54,10.17,0,2023-W43
u0000850,at_risk,pro,exp002,treatment,0.2472,19,62,80.36,0,2023-W36
u0000851,casual,pro,exp003,control,0.9418,15,53,70.13,0,2023-W43
u0000852,casual,free,exp004,control,0.0236,26,76,0.31,0,2023-W46
u0000853,new_user,free,exp001,treatment,0.6912,17,2,101.33,0,2023-W39
u0000854,casual,starter,exp004,treatment,0.5644,30,41,14.83,0,2023-W43
u0000855,at_risk,starter,exp002,treatment,0.1964,30,60,65.78,0,2023-W40
u0000856,casual,free,exp001,treatment,0.3272,17,87,81.93,1,2023-W39
u0000857,at_risk,free,exp001,control,0.7213,2,34,24.51,0,2023-W40
u0000858,new_user,free,exp003,treatment,0.8269,30,2,63.84,0,2023-W45
u0000859,at_risk,starter,exp002,treatment,0.7599,30,85,2.5,1,2023-W41
u0000860,at_risk,starter,exp003,control,0.787,18,14,4.92,0,2023-W41
u0000861,casual,pro,exp003,control,0.4166,15,89,93.75,0,2023-W40
u0000862,at_risk,free,exp002,treatment,0.6658,27,88,19.73,0,2023-W36
u0000863,casual,free,exp004,treatment,0.8975,26,65,110.85,0,2023-W45
u0000864,casual,starter,exp003,control,0.8057,12,18,100.79,1,2023-W35
u0000865,new_user,free,exp004,control,0.2626,30,31,45.92,0,2023-W39
u0000866,new_user,enterprise,exp001,control,0.6361,11,4,14.13,0,2023-W44
u0000867,casual,starter,exp004,control,0.6991,26,37,73.69,0,2023-W36
u0000868,at_risk,starter,exp002,control,0.4932,8,52,66.45,0,2023-W40
u0000869,power_user,pro,exp004,control,0.2105,16,62,1.63,0,2023-W41
u0000870,casual,free,exp003,control,0.6035,9,67,28.79,0,2023-W42
u0000871,new_user,free,exp002,control,0.3209,23,74,70.73,0,2023-W44
u0000872,new_user,starter,exp003,control,0.0694,25,75,1.66,0,2023-W41
u0000873,at_risk,free,exp002,control,0.6949,4,22,95.11,0,2023-W41
u0000874,at_risk,enterprise,exp004,control,0.8844,29,22,7.1,0,2023-W43
u0000875,power_user,starter,exp004,treatment,0.7702,23,22,0.13,0,2023-W42
u0000876,new_user,free,exp002,control,0.3599,9,29,106.18,0,2023-W41
u0000877,new_user,free,exp001,treatment,0.7075,11,57,31.57,0,2023-W35
u0000878,casual,free,exp004,treatment,0.4904,19,48,107.3,0,2023-W41
u0000879,casual,free,exp003,treatment,0.649,6,28,81.6,0,2023-W45
u0000880,power_user,free,exp002,treatment,0.306,30,61,50.11,0,2023-W37
u0000881,casual,pro,exp003,control,0.1849,27,75,8.92,1,2023-W46
u0000882,casual,free,exp003,treatment,0.2084,16,7,8.96,0,2023-W38
u0000883,at_risk,free,exp004,control,0.2045,4,6,18.85,0,2023-W36
u0000884,casual,starter,exp002,treatment,0.0817,26,34,66.92,0,2023-W44
u0000885,at_risk,starter,exp001,control,0.6093,4,77,72.49,1,2023-W39
u0000886,casual,free,exp004,treatment,0.204,4,31,20.1,1,2023-W39
u0000887,casual,starter,exp002,treatment,0.1187,9,56,7.45,0,2023-W40
u0000888,new_user,enterprise,exp002,control,0.3985,15,77,97.17,0,2023-W46
u0000889,power_user,pro,exp001,control,0.4145,12,50,30.42,0,2023-W38
u0000890,casual,starter,exp001,treatment,0.1125,7,9,65.09,1,2023-W43
u0000891,at_risk,free,exp004,treatment,0.4056,28,43,11.44,0,2023-W44
u0000892,casual,free,exp002,control,0.1813,17,15,49.71,0,2023-W43
u0000893,casual,free,exp004,treatment,0.677,26,31,67.25,1,2023-W45
u0000894,at_risk,free,exp001,control,0.5493,15,27,113.37,0,2023-W44
u0000895,at_risk,free,exp003,control,0.5239,2,24,104.69,1,2023-W43
u0000896,at_risk,pro,exp003,control,0.1561,8,74,74.94,1,2023-W35
u0000897,casual,pro,exp002,treatment,0.7968,9,4,80.34,0,2023-W41
u0000898,at_risk,starter,exp003,control,0.6241,1,90,88.99,0,2023-W45
u0000899,at_risk,starter,exp002,control,0.1969,18,63,31.87,0,2023-W44
u0000900,new_user,free,exp003,control,0.095,20,55,52.76,0,2023-W46
u0000901,power_user,free,exp003,treatment,0.1146,29,64,84.29,0,2023-W41
u0000902,casual,pro,exp004,treatment,0.3587,19,55,27.02,0,2023-W35
u0000903,power_user,enterprise,exp001,control,0.1966,25,71,58.99,0,2023-W35
u0000904,new_user,starter,exp004,treatment,0.7068,7,80,62.88,1,2023-W43
u0000905,new_user,pro,exp003,treatment,0.5663,13,57,111.31,0,2023-W41
u0000906,casual,free,exp001,control,0.4204,29,1,15.83,1,2023-W36
u0000907,casual,free,exp002,control,0.2351,7,56,60.3,0,2023-W46
u0000908,new_user,free,exp003,control,0.414,10,72,70.74,0,2023-W41
u0000909,casual,free,exp004,control,0.0851,19,56,42.45,1,2023-W39
u0000910,casual,free,exp004,treatment,0.2448,6,64,55.95,0,2023-W39
u0000911,new_user,starter,exp002,control,0.28,5,82,116.23,1,2023-W37
u0000912,new_user,pro,exp003,treatment,0.8216,7,14,26.92,1,2023-W39
u0000913,casual,starter,exp003,control,0.9436,14,40,32.56,1,2023-W36
u0000914,at_risk,free,exp003,treatment,0.1041,11,6,41.32,0,2023-W45
u0000915,new_user,free,exp003,control,0.3169,18,51,61.91,0,2023-W36
u0000916,casual,starter,exp002,treatment,0.0931,12,17,1.28,0,2023-W37
u0000917,casual,pro,exp002,treatment,0.2485,12,61,5.76,0,2023-W43
u0000918,casual,pro,exp003,treatment,0.6379,18,43,3.15,0,2023-W46
u0000919,at_risk,free,exp004,treatment,0.8032,25,15,54.53,0,2023-W35
u0000920,new_user,starter,exp001,treatment,0.8,13,79,0.35,0,2023-W38
u0000921,at_risk,free,exp001,control,0.5632,18,37,71.04,0,2023-W45
u0000922,casual,free,exp003,control,0.3087,15,61,5.7,0,2023-W38
u0000923,at_risk,free,exp001,control,0.2516,24,61,55.49,0,2023-W42
u0000924,champion,free,exp004,treatment,0.0768,25,8,4.94,0,2023-W42
u0000925,at_risk,free,exp001,treatment,0.2846,28,57,116.09,0,2023-W44
u0000926,casual,free,exp004,treatment,0.3382,4,41,114.31,1,2023-W35
u0000927,champion,enterprise,exp003,control,0.1408,19,21,112.53,1,2023-W36
u0000928,power_user,starter,exp002,control,0.6366,19,43,25.75,1,2023-W44
u0000929,casual,pro,exp001,treatment,0.6521,5,5,58.67,0,2023-W40
u0000930,casual,free,exp004,treatment,0.8533,28,82,10.93,0,2023-W36
u0000931,at_risk,free,exp003,treatment,0.8051,2,14,109.56,0,2023-W43
u0000932,casual,pro,exp003,treatment,0.7104,29,90,31.9,0,2023-W46
u0000933,casual,starter,exp002,control,0.0583,15,37,80.38,0,2023-W35
u0000934,power_user,free,exp004,control,0.4374,8,5,48.33,0,2023-W41
u0000935,power_user,starter,exp003,treatment,0.9224,10,28,65.25,0,2023-W45
u0000936,casual,starter,exp003,control,0.5745,26,21,58.18,0,2023-W38
u0000937,power_user,free,exp004,control,0.7081,9,35,105.76,0,2023-W46
u0000938,at_risk,enterprise,exp002,control,0.4877,15,22,113.69,0,2023-W43
u0000939,power_user,starter,exp004,treatment,0.8683,19,62,3.06,0,2023-W39
u0000940,champion,free,exp003,treatment,0.8855,19,33,39.95,1,2023-W43
u0000941,at_risk,free,exp003,control,0.5209,5,8,37.08,0,2023-W40
u0000942,power_user,free,exp004,control,0.7118,3,35,1.58,0,2023-W45
u0000943,casual,enterprise,exp003,treatment,0.268,10,43,24.13,0,2023-W37
u0000944,new_user,starter,exp004,control,0.0378,2,84,13.1,0,2023-W45
u0000945,new_user,starter,exp002,treatment,0.7861,6,63,3.33,0,2023-W36
u0000946,new_user,starter,exp001,treatment,0.3891,23,35,84.66,0,2023-W37
u0000947,casual,free,exp003,treatment,0.3049,25,88,97.52,0,2023-W46
u0000948,new_user,free,exp004,treatment,0.9101,7,27,33.38,0,2023-W39
u0000949,casual,free,exp003,control,0.655,22,44,7.24,0,2023-W35
u0000950,casual,pro,exp001,treatment,0.0835,19,44,101.12,0,2023-W37
u0000951,power_user,free,exp003,treatment,0.285,3,52,32.86,0,2023-W42
u0000952,casual,free,exp004,control,0.5185,18,7,5.8,0,2023-W37
u0000953,casual,enterprise,exp001,treatment,0.0633,16,26,103.34,1,2023-W43
u0000954,champion,pro,exp003,control,0.8403,15,70,8.19,0,2023-W37
u0000955,casual,starter,exp004,treatment,0.0608,15,76,31.29,0,2023-W38
u0000956,casual,enterprise,exp003,control,0.9387,15,34,92.93,0,2023-W37
u0000957,at_risk,free,exp002,control,0.4634,15,34,116.23,0,2023-W40
u0000958,power_user,free,exp003,control,0.7047,2,32,50.56,0,2023-W35
u0000959,casual,free,exp004,treatment,0.6281,14,31,24.68,0,2023-W46
u0000960,new_user,starter,exp003,control,0.9496,25,13,115.26,0,2023-W36
u0000961,power_user,starter,exp001,treatment,0.5018,5,53,60.11,1,2023-W43
u0000962,new_user,starter,exp002,control,0.692,1,29,61.9,0,2023-W36
u0000963,new_user,free,exp004,control,0.3259,10,50,54.9,0,2023-W35
u0000964,casual,starter,exp002,treatment,0.9406,12,22,53.9,0,2023-W43
u0000965,casual,free,exp003,treatment,0.5217,22,21,3.21,0,2023-W38
u0000966,new_user,pro,exp001,control,0.7367,13,44,51.48,0,2023-W40
u0000967,at_risk,enterprise,exp001,treatment,0.1569,9,24,37.82,0,2023-W37
u0000968,casual,free,exp001,treatment,0.3625,27,39,56.88,0,2023-W41
u0000969,casual,starter,exp003,treatment,0.4727,11,30,27.58,0,2023-W46
u0000970,new_user,free,exp003,treatment,0.2691,18,45,78.5,0,2023-W43
u0000971,at_risk,free,exp004,treatment,0.5283,7,54,5.23,0,2023-W42
u0000972,power_user,free,exp003,control,0.3718,24,59,119.66,0,2023-W43
u0000973,at_risk,free,exp001,treatment,0.7154,22,76,79.19,0,2023-W36
u0000974,casual,starter,exp002,treatment,0.3194,16,56,63.29,0,2023-W41
u0000975,new_user,free,exp001,treatment,0.9139,22,90,0.77,0,2023-W40
u0000976,at_risk,free,exp001,control,0.7768,4,79,77.55,1,2023-W37
u0000977,at_risk,pro,exp004,treatment,0.1376,25,85,39.78,0,2023-W37
u0000978,casual,free,exp001,treatment,0.6271,28,79,114.54,0,2023-W38
u0000979,new_user,free,exp004,treatment,0.5757,4,28,62.94,1,2023-W37
u0000980,at_risk,starter,exp001,treatment,0.0292,27,44,21.23,0,2023-W45
u0000981,at_risk,free,exp003,control,0.1874,25,85,71.29,1,2023-W43
u0000982,at_risk,starter,exp003,control,0.1858,1,26,105.12,0,2023-W38
u0000983,new_user,free,exp002,control,0.6198,24,51,31.15,0,2023-W41
u0000984,casual,pro,exp004,control,0.1415,10,23,11.39,0,2023-W44
u0000985,casual,pro,exp002,treatment,0.102,27,40,21.19,0,2023-W43
u0000986,new_user,free,exp002,control,0.8172,13,48,90.6,1,2023-W44
u0000987,at_risk,free,exp003,treatment,0.0627,30,13,81.9,0,2023-W40
u0000988,power_user,starter,exp001,control,0.4933,1,55,1.15,0,2023-W39
u0000989,new_user,starter,exp002,treatment,0.3355,14,58,89.06,1,2023-W40
u0000990,casual,free,exp004,control,0.0702,27,7,9.64,0,2023-W36
u0000991,at_risk,free,exp002,treatment,0.2502,28,32,115.56,0,2023-W46
u0000992,new_user,starter,exp002,control,0.3878,15,71,89.17,0,2023-W39
u0000993,new_user,pro,exp004,control,0.6771,6,26,117.71,0,2023-W38
u0000994,at_risk,free,exp003,control,0.849,17,76,67.53,0,2023-W44
u0000995,power_user,free,exp001,treatment,0.4904,2,59,88.41,0,2023-W43
u0000996,casual,pro,exp002,treatment,0.6933,3,2,56.84,1,2023-W43
u0000997,power_user,enterprise,exp001,control,0.5028,18,3,61.3,1,2023-W37
u0000998,at_risk,free,exp001,treatment,0.0509,1,61,112.45,0,2023-W41
u0000999,at_risk,free,exp003,control,0.5984,17,26,54.15,1,2023-W36
u0001000,at_risk,free,exp001,control,0.8563,4,36,31.32,0,2023-W45
u0001001,at_risk,free,exp002,control,0.1582,12,43,21.37,0,2023-W41
u0001002,casual,starter,exp003,treatment,0.7156,4,83,81.03,0,2023-W41
u0001003,power_user,free,exp003,treatment,0.2238,17,56,16.78,0,2023-W43
u0001004,casual,pro,exp001,control,0.6262,2,88,8.57,0,2023-W43
u0001005,new_user,starter,exp003,control,0.7917,6,69,36.44,0,2023-W41
u0001006,casual,starter,exp003,control,0.1314,2,22,109.39,0,2023-W36
u0001007,casual,starter,exp001,control,0.7945,27,61,19.54,0,2023-W46
u0001008,at_risk,starter,exp002,control,0.6563,12,86,75.14,0,2023-W44
u0001009,power_user,enterprise,exp004,control,0.4683,19,65,29.45,0,2023-W39
u0001010,casual,starter,exp004,control,0.6435,22,46,110.0,0,2023-W42
u0001011,new_user,pro,exp001,treatment,0.1167,23,86,52.1,0,2023-W44
u0001012,casual,free,exp001,control,0.8679,12,60,105.95,0,2023-W43
u0001013,at_risk,starter,exp002,control,0.7012,30,55,28.33,0,2023-W46
u0001014,power_user,free,exp002,control,0.7904,22,53,70.16,1,2023-W40
u0001015,power_user,free,exp003,control,0.4503,23,2,51.06,0,2023-W45
u0001016,casual,pro,exp003,treatment,0.5465,25,1,2.98,0,2023-W44
u0001017,champion,pro,exp003,control,0.9371,7,31,24.01,0,2023-W44
u0001018,casual,pro,exp001,control,0.3008,20,44,104.69,0,2023-W36
u0001019,power_user,pro,exp001,control,0.6315,6,4,108.12,0,2023-W44
u0001020,power_user,starter,exp004,treatment,0.9112,10,30,77.27,0,2023-W35
u0001021,new_user,free,exp004,treatment,0.8982,1,19,57.25,0,2023-W37
u0001022,new_user,free,exp002,treatment,0.4842,19,13,44.55,1,2023-W39
u0001023,power_user,free,exp003,treatment,0.8725,14,37,50.29,0,2023-W38
u0001024,power_user,starter,exp001,control,0.5626,3,33,42.92,1,2023-W44
u0001025,power_user,starter,exp004,treatment,0.3878,14,85,89.65,0,2023-W36
u0001026,at_risk,free,exp003,control,0.7276,4,37,92.46,0,2023-W40
u0001027,new_user,free,exp004,control,0.6457,8,30,102.48,0,2023-W35
u0001028,casual,enterprise,exp002,treatment,0.6351,22,75,35.84,0,2023-W41
u0001029,casual,starter,exp001,control,0.6309,20,69,119.26,0,2023-W46
u0001030,new_user,pro,exp001,control,0.2029,18,37,36.26,0,2023-W35
u0001031,casual,free,exp002,treatment,0.2808,18,59,114.57,1,2023-W35
u0001032,casual,starter,exp002,treatment,0.5109,8,26,6.13,1,2023-W41
u0001033,new_user,free,exp002,treatment,0.0831,27,53,103.2,0,2023-W44
u0001034,casual,free,exp001,control,0.1564,11,75,47.45,0,2023-W40
u0001035,at_risk,free,exp003,treatment,0.7852,2,84,51.0,0,2023-W35
u0001036,at_risk,free,exp002,treatment,0.0556,2,6,67.06,0,2023-W37
u0001037,casual,pro,exp002,treatment,0.6052,2,32,17.11,0,2023-W44
u0001038,power_user,free,exp001,treatment,0.3291,14,41,119.26,0,2023-W46
u0001039,casual,free,exp003,control,0.446,4,36,76.29,1,2023-W37
u0001040,at_risk,enterprise,exp002,control,0.5236,15,90,4.7,0,2023-W37
u0001041,casual,pro,exp003,control,0.7078,23,10,93.94,0,2023-W46
u0001042,casual,pro,exp001,control,0.0792,26,52,30.61,0,2023-W43
u0001043,at_risk,free,exp002,treatment,0.6255,28,37,94.69,0,2023-W37
u0001044,at_risk,free,exp004,control,0.8566,14,60,47.93,0,2023-W35
u0001045,power_user,starter,exp002,control,0.7518,17,71,17.27,0,2023-W45
u0001046,new_user,pro,exp004,treatment,0.2732,21,85,80.83,0,2023-W35
u0001047,new_user,pro,exp001,control,0.7613,8,22,15.17,0,2023-W37
u0001048,casual,free,exp004,control,0.355,13,41,51.43,0,2023-W44
u0001049,casual,free,exp004,control,0.9088,7,84,32.57,1,2023-W44
u0001050,power_user,starter,exp003,control,0.4703,6,42,114.9,0,2023-W45
u0001051,casual,starter,exp004,treatment,0.9034,24,55,52.23,0,2023-W36
u0001052,casual,pro,exp003,treatment,0.1076,25,45,83.94,0,2023-W41
u0001053,casual,free,exp003,control,0.5494,21,41,26.05,0,2023-W46
u0001054,new_user,free,exp002,treatment,0.6969,17,9,52.05,0,2023-W45
u0001055,power_user,pro,exp003,control,0.1798,1,11,38.06,0,2023-W45
u0001056,new_user,starter,exp001,treatment,0.0669,21,54,56.25,0,2023-W44
u0001057,power_user,free,exp004,control,0.0186,23,41,49.68,0,2023-W35
u0001058,casual,starter,exp003,treatment,0.3965,11,69,56.26,1,2023-W35
u0001059,casual,free,exp004,treatment,0.2631,10,35,99.29,0,2023-W36
u0001060,casual,starter,exp001,control,0.8016,4,82,6.29,0,2023-W38
u0001061,casual,free,exp003,treatment,0.0289,16,79,117.97,0,2023-W38
u0001062,new_user,free,exp002,control,0.5321,22,68,14.34,0,2023-W42
u0001063,new_user,free,exp002,control,0.2403,16,74,2.58,0,2023-W39
u0001064,at_risk,enterprise,exp004,control,0.3131,26,42,39.88,0,2023-W38
