step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
122,CASH-IN,137077.06,C7392321,3400041.78,3262964.72,C8494185,606482.53,743559.59,0,0
467,TRANSFER,478185.31,C6824379,4554965.35,4076780.04,C2095256,482882.17,961067.48,0,1
226,CASH-IN,114475.53,C5711964,200125.95,85650.42,C1924417,1411723.51,1526199.04,0,0
743,CASH-OUT,253994.9,C6298123,869303.86,615308.96,C1606656,991316.41,1245311.31,0,0
61,PAYMENT,231938.2,C3842875,3683940.93,3452002.73,M246142,1405880.54,1637818.74,0,0
440,CASH-OUT,473262.2,C3061284,273727.65,0,C8733446,1402426.62,1875688.82,0,0
358,PAYMENT,194199.56,C4244122,2917908.82,2723709.26,M780924,566039.58,760239.14,0,0
132,CASH-OUT,624431.95,C8616174,4922421.76,4297989.81,C3195058,1249425.31,1873857.26,0,0
302,CASH-OUT,19380.45,C1039602,4612286.32,4592905.87,C7023868,1525057.28,1544437.73,0,0
330,CASH-OUT,86320.6,C8710301,927432.24,841111.64,C9486454,530078.07,616398.67,0,0
572,PAYMENT,9450.6,C1332361,529327.22,519876.62,M151747,1236077.16,1245527.76,0,0
624,CASH-OUT,90294.42,C8202103,697151.32,606856.9,C3123989,1790768.04,1881062.46,0,0
604,CASH-IN,36796.97,C5508321,3926205.37,3889408.4,C4901653,1760683.13,1797480.1,0,0
267,CASH-IN,126128.01,C2266891,1367644.27,1241516.26,C9719286,1756550.9,1882678.91,0,0
737,CASH-IN,67.67,C6394227,4963567.05,4963499.38,C7864239,1045074.97,1045142.64,0,0
308,CASH-IN,130332.82,C4855439,862742.24,732409.42,C2775309,1185086.35,1315419.17,0,0
452,CASH-IN,113359.81,C8519202,1077293.82,963934.01,C3287814,415973.92,529333.73,0,0
116,CASH-OUT,1486366.15,C6164437,3115427.77,1629061.62,C9005276,671240.21,2157606.36,0,0
680,TRANSFER,285615.27,C2570006,722544.19,436928.92,C6462129,1859630.11,2145245.38,0,1
170,DEBIT,259445.94,C3302278,3253782.0,2994336.06,C5736571,227715.64,487161.58,0,0
410,CASH-IN,69369.88,C8186464,1714770.3,1645400.42,C7062814,571337.23,640707.11,0,0
635,CASH-OUT,606981.98,C5684639,248403.85,0,C2554927,318423.49,925405.47,0,0
185,PAYMENT,15391.17,C2572863,221516.36,206125.19,M772403,1705356.79,1720747.96,0,0
668,PAYMENT,150186.87,C2879908,3334534.25,3184347.38,M839444,72672.2,222859.07,0,0
736,CASH-OUT,44160.39,C6567349,4795287.19,4751126.8,C9086232,1223106.04,1267266.43,0,0
322,CASH-IN,416979.89,C2530963,2567828.53,2150848.64,C8977238,364113.4,781093.29,0,0
606,PAYMENT,98464.96,C6726529,715040.2,616575.24,M546218,754290.74,852755.7,0,0
378,CASH-IN,81763.63,C9965917,3900680.87,3818917.24,C9487257,1235149.38,1316913.01,0,0
707,CASH-IN,240610.28,C9933429,3886039.84,3645429.56,C6265625,1161278.28,1401888.56,0,0
337,CASH-IN,25016.22,C5225462,1393672.11,1368655.89,C9594826,416313.42,441329.64,0,0
463,PAYMENT,358566.82,C8869359,1888615.36,1530048.54,M241770,1454007.87,1812574.69,0,0
163,PAYMENT,71013.18,C6242982,3744168.09,3673154.91,M494971,553606.78,624619.96,0,0
507,CASH-OUT,25031.09,C2960645,4445550.74,4420519.65,C6005490,1747594.29,1772625.38,0,0
84,CASH-OUT,464010.01,C1276955,965012.75,501002.74,C2565895,36862.27,500872.28,0,0
405,TRANSFER,116578.22,C3809425,356287.48,239709.26,C2738956,1288419.55,1404997.77,0,0
640,CASH-IN,108158.37,C6185550,1931626.24,1823467.87,C6376901,1592153.28,1700311.65,0,0
74,CASH-OUT,83689.36,C2504842,2551687.07,2467997.71,C3049341,691864.35,775553.71,0,0
191,CASH-IN,5762.11,C6973121,2865616.9,2859854.79,C4454484,1852715.07,1858477.18,0,0
49,CASH-OUT,193653.76,C5467380,3375374.58,3181720.82,C5438397,758234.01,951887.77,0,0
466,CASH-IN,121043.33,C3990561,1736043.48,1615000.15,C3658478,454292.63,575335.96,0,0
517,CASH-IN,55246.65,C8235326,3322789.35,3267542.7,C6244621,733644.84,788891.49,0,0
180,TRANSFER,183232.19,C8252663,2487711.9,2304479.71,C7113849,992249.74,992249.74,1,0
425,CASH-OUT,79839.97,C8616393,171200.88,91360.91,C6257716,507760.5,587600.47,0,0
9,CASH-OUT,81094.52,C1551934,4064525.81,3983431.29,C3515069,963664.95,963664.95,1,0
472,CASH-IN,122704.14,C4415545,1229182.65,1106478.51,C7562181,176480.2,299184.34,0,0
89,CASH-OUT,31755.26,C4121909,808668.62,776913.36,C1527464,1435022.6,1466777.86,0,0
365,CASH-IN,306019.73,C8985363,3272860.72,2966840.99,C7096327,941202.38,1247222.11,0,0
218,PAYMENT,16608.69,C2426088,527668.78,511060.09,M944370,707246.69,723855.38,0,0
730,PAYMENT,99080.1,C5326688,228819.72,129739.62,M643547,905269.48,1004349.58,0,0
544,PAYMENT,768.23,C6984689,1347951.94,1347183.71,M859824,190463.94,191232.17,0,0
103,PAYMENT,59838.33,C2139367,1424561.62,1364723.29,M804973,880801.8,940640.13,0,0
654,CASH-IN,517394.59,C6134359,1220162.31,702767.72,C1288599,1237751.97,1755146.56,0,0
300,TRANSFER,250000.0,C9999001,300000.0,50000.0,C9999002,0.0,0.0,1,1
450,CASH-OUT,189500.0,C8888001,200000.0,10500.0,C8888002,50000.0,50000.0,1,0
