transaction_id,customer_id,date,order_value
TXN00024579,CUST005600,2024-03-21,67.96
TXN00024580,CUST003270,2023-11-05,102.76
TXN00024581,CUST003346,2023-03-19,88.07
TXN00024582,CUST005568,2024-06-24,35.05
TXN00024583,CUST002113,2024-12-05,56.40
TXN00024584,CUST007746,2024-10-18,84.84
TXN00024585,CUST002815,2024-06-03,87.02
TXN00024586,CUST003194,2024-01-12,37.56
TXN00024587,CUST004797,2023-11-25,87.67
TXN00024588,CUST005123,2024-05-11,204.97
TXN00024589,CUST003631,2024-02-20,107.19
TXN00024590,CUST004139,2023-06-02,216.33
TXN00024591,CUST003345,2024-05-23,172.41
TXN00024592,CUST001798,2023-05-15,134.09
TXN00024593,CUST005064,2023-02-27,25.69
TXN00024594,CUST000266,2023-05-04,178.94
TXN00024595,CUST005856,2023-10-04,153.51
TXN00024596,CUST002892,2024-03-30,443.37
TXN00024597,CUST003888,2023-11-12,191.26
TXN00024598,CUST005354,2023-01-28,110.27
TXN00024599,CUST003586,2023-02-19,27.39
TXN00024600,CUST001645,2024-07-15,293.30
TXN00024601,CUST008404,2024-07-11,131.26
TXN00024602,CUST002645,2023-11-06,464.76
TXN00024603,CUST004817,2024-08-19,46.55
TXN00024604,CUST005229,2023-05-21,39.48
TXN00024605,CUST001854,2023-04-01,142.23
TXN00024606,CUST002632,2023-11-06,26.24
TXN00024607,CUST006299,2023-03-15,281.92
TXN00024608,CUST003969,2024-11-15,362.79
TXN00024609,CUST000158,2023-09-27,378.33
TXN00024610,CUST003080,2024-12-11,191.89
TXN00024611,CUST004862,2023-11-13,475.97
TXN00024612,CUST006935,12/8/2024,46.08
TXN00024613,CUST001115,2024-06-02,186.71
TXN00024614,CUST002897,2023-05-08,185.78
TXN00024615,CUST006667,2023-04-10,167.14
TXN00024616,CUST005279,2023-01-25,359.05
TXN00024617,CUST002356,2023-10-07,85.83
TXN00024618,CUST004566,2024-12-04,28.75
TXN00024619,CUST006740,2023-11-12,49.27
TXN00024620,CUST001462,2024-07-09,193.51
TXN00024621,CUST000873,2024-08-14,349.54
TXN00024622,CUST002941,11/29/2023,199.32
TXN00024623,CUST003371,2023-06-16,164.66
TXN00024624,CUST000033,2024-05-17,128.67
TXN00024625,CUST004164,12/18/2024,1241.12
TXN00024626,CUST008155,2024-05-16,102.44
TXN00024627,CUST004685,2024-04-15,196.41
TXN00024628,CUST008372,2024-03-22,162.65
TXN00024629,CUST006587,2024-04-18,199.30
TXN00024630,CUST005301,2023-05-04,122.48
TXN00024631,CUST006308,2023-01-03,148.47
TXN00024632,CUST006818,2023-10-16,497.28
TXN00024633,CUST006163,2023-02-17,210.73
TXN00024634,CUST004858,2023-05-02,321.50
TXN00024635,CUST002504,2024-05-13,25.44
TXN00024636,CUST006164,2023-12-24,11.02
TXN00024637,CUST001391,2023-06-11,153.97
TXN00024638,CUST006021,2023-01-27,58.16
TXN00024639,CUST001025,2023-05-18,189.73
TXN00024640,CUST002447,2024-08-20,42.18
TXN00024641,CUST006848,9/9/2024,94.48
TXN00024642,CUST008195,2023-04-18,50.36
TXN00024643,CUST006830,2023-06-02,157.28
TXN00024644,CUST002951,2024-10-18,127.38
TXN00024645,CUST004310,2024-11-12,13.95
TXN00024646,CUST000570,2024-11-21,336.25
TXN00024647,CUST006058,2023-10-23,86.86
TXN00024648,CUST004778,8/12/2023,80.08
TXN00024649,CUST001671,2023-01-16,180.61
TXN00024650,CUST007764,2023-11-27,70.99
TXN00024651,CUST004645,2024-12-13,68.40
TXN00024652,CUST007142,2023-07-22,334.97
TXN00024653,CUST002377,2023-09-30,134.02
TXN00024654,CUST006818,3/27/2024,220.91
TXN00024655,CUST002269,2024-03-24,68.96
TXN00024656,CUST007667,2024-03-14,139.40
TXN00024657,CUST001518,2024-06-20,127.01
TXN00024658,CUST005182,2023-06-09,32.75
TXN00024659,CUST005729,2023-06-29,53.25
TXN00024660,CUST005189,2023-07-11,51.09
TXN00024661,CUST002367,2024-12-16,99.88
TXN00024662,CUST006707,2024-09-30,118.20
TXN00024663,CUST003738,2023-10-29,195.03
TXN00024664,CUST000373,2023-09-28,122.58
TXN00024665,CUST001228,2024-02-23,41.69
TXN00024666,CUST002578,2023-07-03,48.73
TXN00024667,CUST002397,2023-05-22,174.44
TXN00024668,CUST007276,1/4/2023,92.28
TXN00024669,CUST002108,2023-04-21,52.69
TXN00024670,CUST006820,2023-10-06,119.09
TXN00024671,CUST003948,2023-04-03,117.72
TXN00024672,CUST005341,2024-03-21,111.39
TXN00024673,CUST001101,2024-07-15,198.98
TXN00024674,CUST005793,2024-08-05,53.15
TXN00024675,CUST006760,2023-06-15,189.49
TXN00024676,CUST002043,2024-01-03,104.03
TXN00024677,CUST000094,2023-11-30,141.16
TXN00024678,CUST007030,2024-06-13,474.97
TXN00024679,CUST005525,2024-03-05,165.95
TXN00024680,CUST008071,2023-10-02,130.95
TXN00024681,CUST004333,3/30/2024,56.32
TXN00024682,CUST003816,2023-03-28,22.38
TXN00024683,CUST002840,2024-04-08,24.89
TXN00024684,CUST000293,2024-02-27,417.33
TXN00024685,CUST007046,2024-03-14,179.80
TXN00024686,CUST008084,2024-11-17,173.59
TXN00024687,CUST007971,2023-12-21,10.98
TXN00024688,CUST007453,12/28/2023,163.56
TXN00024689,CUST002758,2024-11-15,120.06
TXN00024690,CUST008133,2023-08-27,151.80
TXN00024691,CUST006329,2023-10-01,72.51
TXN00024692,CUST005507,2023-01-31,77.16
TXN00024693,CUST006550,2023-08-10,282.98
TXN00024694,CUST001770,2024-11-02,47.28
TXN00024695,CUST002044,2023-08-21,18.44
TXN00024696,CUST001988,2023-11-04,185.97
TXN00024697,CUST004772,2023-10-13,48.69
TXN00024698,CUST004446,2023-03-26,31.82
TXN00024699,CUST006712,2023-11-22,147.48
TXN00024700,CUST001449,2024-04-06,335.81
TXN00024701,CUST004625,2024-06-04,105.97
TXN00024702,CUST001352,2023-01-15,28.81
TXN00024703,CUST005332,2023-09-19,36.50
TXN00024704,CUST005768,2023-10-03,143.52
TXN00024705,CUST004398,2024-02-02,143.59
TXN00024706,CUST007074,2023-11-27,429.76
TXN00024707,CUST000282,2024-02-13,66.79
TXN00024708,CUST008102,2024-03-18,32.20
TXN00024709,CUST005803,2023-10-06,270.69
TXN00024710,CUST007585,2024-02-21,120.18
TXN00024711,CUST000119,2023-09-20,42.75
TXN00024712,CUST008254,2024-01-14,40.30
TXN00024713,CUST005926,2023-04-06,41.94
TXN00024714,CUST000841,2024-10-03,195.98
TXN00024715,CUST001510,2024-08-10,27.80
TXN00024716,CUST006905,2023-12-26,65.03
TXN00024717,CUST001670,7/24/2024,61.24
TXN00024718,CUST001089,12/7/2024,164.72
TXN00024719,CUST001262,2023-09-25,189.02
TXN00024720,CUST006288,2023-05-22,61.44
TXN00024721,CUST001376,2024-08-15,39.77
TXN00024722,CUST000598,3/13/2023,75.76
TXN00024723,CUST003194,2024-12-03,66.55
TXN00024724,CUST006477,2023-08-06,48.86
TXN00024725,CUST008341,2024-01-28,193.60
TXN00024726,CUST002349,2024-08-31,11.24
TXN00024727,CUST005929,2023-11-26,111.09
TXN00024728,CUST000542,2023-03-14,95.27
TXN00024729,CUST007430,2023-06-26,99.09
TXN00024730,CUST001927,2024-02-01,87.26
TXN00024731,CUST003482,2023-09-24,50.96
TXN00024732,CUST008031,2023-08-02,130.46
TXN00024733,CUST007382,2023-05-15,93.35
TXN00024734,CUST000523,2024-02-09,182.57
TXN00024735,CUST008279,2023-06-05,17.47
TXN00024736,CUST004074,2024-01-08,463.51
TXN00024737,CUST000500,2023-04-25,79.39
TXN00024738,CUST007538,9/26/2024,179.66
TXN00024739,CUST002478,2024-11-09,173.20
TXN00024740,CUST000924,2023-03-10,42.81
TXN00024741,CUST004611,2024-02-16,37.03
TXN00024742,CUST007655,2024-11-24,153.02
TXN00024743,CUST000980,1/14/2024,167.70
TXN00024744,CUST005661,6/17/2023,109.01
TXN00024745,CUST002376,2024-01-14,103.21
TXN00024746,CUST001858,2023-11-28,66.44
TXN00024747,CUST002106,2023-09-10,98.60
TXN00024748,CUST000482,2024-11-13,132.89
TXN00024749,CUST001993,2023-02-09,107.95
TXN00024750,CUST008345,2023-03-29,32.23
TXN00024751,CUST007730,2024-12-03,18.97
TXN00024752,CUST003698,2023-04-03,485.16
TXN00024753,CUST000079,2023-12-17,138.70
TXN00024754,CUST006074,2024-12-19,76.29
TXN00024755,CUST006336,2023-07-27,110.92
TXN00024756,CUST000299,2023-04-10,82.32
TXN00024757,CUST000111,2023-02-26,27.37
TXN00024758,CUST006621,2024-07-27,11.94
TXN00024759,CUST000687,2023-06-03,171.44
TXN00024760,CUST004278,2024-05-03,26.03
TXN00024761,CUST003538,2024-05-05,176.71
TXN00024762,CUST007220,2023-07-27,145.02
TXN00024763,CUST004642,2023-03-12,15.28
TXN00024764,CUST007682,2023-06-18,189.58
TXN00024765,CUST004363,2024-04-21,55.93
TXN00024766,CUST001182,2023-07-01,123.56
TXN00024767,CUST000084,2024-11-24,161.78
TXN00024768,CUST003541,2023-11-17,300.30
TXN00024769,CUST001517,2024-11-04,146.52
TXN00024770,CUST002705,2023-04-20,118.98
TXN00024771,CUST008362,2023-05-12,11.41
TXN00024772,CUST007327,2024-04-11,10.79
TXN00024773,CUST005209,2024-06-09,156.72
TXN00024774,CUST004179,2024-05-27,47.79
TXN00024775,CUST006371,2023-10-07,1476.84
TXN00024776,CUST001765,2024-08-30,131.23
TXN00024777,CUST002148,2023-10-14,356.90
TXN00024778,CUST008003,2023-09-27,66.55
TXN00024779,CUST001305,2023-01-04,42.49
TXN00024780,CUST005764,2024-11-19,65.37
TXN00024781,CUST005289,2023-01-01,31.20
TXN00024782,CUST005930,2024-02-19,353.41
TXN00024783,CUST000453,2024-08-07,155.96
TXN00024784,CUST001835,2024-03-11,180.10
TXN00024785,CUST004804,2024-10-31,118.17
TXN00024786,CUST000061,2023-06-13,194.74
TXN00024787,CUST007911,2023-07-03,166.48
TXN00024788,CUST001680,2024-03-17,81.54
TXN00024789,CUST001738,2024-03-20,50.63
TXN00024790,CUST001437,2023-06-17,86.93
TXN00024791,CUST003173,2024-11-18,189.88
TXN00024792,CUST004083,2024-12-08,467.25
TXN00024793,CUST003387,2023-04-10,36.84
TXN00024794,CUST002938,2024-06-05,171.47
TXN00024795,CUST004312,2023-09-10,364.97
TXN00024796,CUST007218,2024-01-30,97.07
TXN00024797,CUST007928,2023-06-27,162.91
TXN00024798,CUST003143,2023-07-28,142.82
TXN00024799,CUST000930,2023-02-18,164.34
TXN00024800,CUST005642,2023-10-25,48.26
TXN00024801,CUST000944,2023-11-03,99.95
TXN00024802,CUST007024,2024-04-02,153.10
TXN00024803,CUST002112,2023-08-28,176.10
TXN00024804,CUST008304,2024-06-14,14.81
TXN00024805,CUST007115,2024-06-04,179.23
TXN00024806,CUST006922,2024-10-17,140.60
TXN00024807,CUST003988,2024-07-15,25.89
TXN00024808,CUST007075,2024-11-20,30.47
TXN00024809,CUST006675,2023-06-05,65.09
TXN00024810,CUST002734,2023-09-25,177.15
TXN00024811,CUST004140,2023-05-31,162.04
TXN00024812,CUST008185,2024-09-26,303.36
TXN00024813,CUST000214,2023-11-08,199.21
TXN00024814,CUST002676,2024-10-11,118.16
TXN00024815,CUST001178,2024-07-29,55.43
TXN00024816,CUST005868,3/8/2023,39.61
TXN00024817,CUST004454,2024-03-07,132.31
TXN00024818,CUST006663,2023-04-26,112.59
TXN00024819,CUST007110,2023-08-05,183.96
TXN00024820,CUST003494,2024-08-10,157.76
TXN00024821,CUST002892,2024-08-27,38.79
TXN00024822,CUST004347,2024-11-14,132.59
TXN00024823,CUST005127,2024-06-16,181.16
TXN00024824,CUST001788,2023-01-26,19.01
TXN00024825,CUST003626,2023-08-13,43.59
TXN00024826,CUST006982,2023-06-22,198.57
TXN00024827,CUST000170,2023-02-23,118.34
TXN00024828,CUST002511,2024-02-26,194.40
TXN00024829,CUST001084,6/30/2024,326.49
TXN00024830,CUST001385,2023-05-25,176.85
TXN00024831,CUST004354,2024-02-02,346.25
TXN00024832,CUST007341,2023-05-20,44.51
TXN00024833,CUST007118,2023-02-14,93.70
TXN00024834,CUST002667,2024-01-23,109.00
TXN00024835,CUST004161,2023-07-26,179.47
TXN00024836,CUST006339,2024-08-12,117.11
TXN00024837,CUST007480,2024-04-23,90.78
TXN00024838,CUST006271,2024-10-16,73.69
TXN00024839,CUST007574,2023-08-11,76.12
TXN00024840,CUST008256,2023-01-23,33.21
TXN00024841,CUST005516,1/4/2023,133.65
TXN00024842,CUST007398,2023-06-16,123.42
TXN00024843,CUST006720,2023-02-18,189.50
TXN00024844,CUST000705,2023-05-29,30.96
TXN00024845,CUST002623,1/1/2023,110.78
TXN00024846,CUST008348,2023-03-05,162.26
TXN00024847,CUST006339,3/26/2023,33.89
TXN00024848,CUST000013,7/28/2024,75.10
TXN00024849,CUST007336,2024-12-16,189.79
TXN00024850,CUST002238,2024-10-28,153.05
TXN00024851,CUST002105,2023-05-29,101.02
TXN00024852,CUST002421,2024-10-12,47.00
TXN00024853,CUST002590,2024-10-06,126.32
TXN00024854,CUST007206,2024-04-01,174.49
TXN00024855,CUST002753,2024-09-18,113.76
TXN00024856,CUST004324,2023-07-10,41.82
TXN00024857,CUST005623,2024-03-22,189.56
TXN00024858,CUST003249,2023-02-12,206.45
TXN00024859,CUST006820,2024-04-17,159.99
TXN00024860,CUST001119,2023-04-19,138.13
TXN00024861,CUST001974,2024-08-25,177.54
TXN00024862,CUST000566,2023-10-03,30.47
TXN00024863,CUST003391,2024-02-20,86.99
TXN00024864,CUST001571,2024-10-04,151.53
TXN00024865,CUST001941,2024-05-02,68.19
TXN00024866,CUST002056,2024-05-14,80.21
TXN00024867,CUST002149,2023-10-11,57.81
TXN00024868,CUST000157,2023-11-27,82.32
TXN00024869,CUST003988,2023-04-18,65.52
TXN00024870,CUST001981,2023-12-06,301.35
TXN00024871,CUST001208,2024-01-29,317.01
TXN00024872,CUST007936,2024-01-10,199.14
TXN00024873,CUST005538,2023-10-25,232.48
TXN00024874,CUST003867,2024-01-12,80.80
TXN00024875,CUST003968,2024-04-05,111.51
TXN00024876,CUST004865,2023-12-30,43.13
TXN00024877,CUST007655,2023-03-02,96.38
TXN00024878,CUST003956,2024-01-25,77.89
TXN00024879,CUST008366,7/30/2023,161.08
TXN00024880,CUST005598,2024-02-14,85.11
TXN00024881,CUST007696,2024-03-15,150.63
TXN00024882,CUST003575,2024-05-29,16.24
TXN00024883,CUST003377,2024-10-24,32.72
TXN00024884,CUST004038,2023-03-01,143.40
TXN00024885,CUST007515,2023-12-10,204.72
TXN00024886,CUST003051,2024-08-29,132.67
TXN00024887,CUST000466,2023-06-01,176.34
TXN00024888,CUST007101,2023-02-07,1601.44
TXN00024889,CUST008396,2023-08-01,196.95
TXN00024890,CUST007656,2024-03-27,106.95
TXN00024891,CUST001518,2024-04-06,193.55
TXN00024892,CUST001967,2023-07-01,473.14
TXN00024893,CUST001705,2024-09-29,199.10
TXN00024894,CUST006200,2024-04-26,122.40
TXN00024895,CUST000596,2023-06-29,69.45
TXN00024896,CUST005755,2023-01-03,107.86
TXN00024897,CUST002404,2023-11-08,109.64
TXN00024898,CUST007037,2024-11-05,91.08
TXN00024899,CUST008299,2024-06-18,292.68
TXN00024900,CUST000173,2024-07-03,11.57
TXN00024901,CUST001253,2023-08-06,25.24
TXN00024902,CUST004714,2023-08-12,171.85
TXN00024903,CUST000443,2024-07-22,284.08
TXN00024904,CUST002025,3/14/2023,178.11
TXN00024905,CUST005537,2023-08-19,77.49
TXN00024906,CUST007401,2023-12-24,394.07
TXN00024907,CUST003741,2023-05-18,27.14
TXN00024908,CUST005477,2023-06-01,197.28
TXN00024909,CUST005751,2023-07-14,56.70
TXN00024910,CUST001277,2023-08-02,80.07
TXN00024911,CUST004983,2023-08-21,352.49
TXN00024912,CUST003115,2024-06-17,10.48
TXN00024913,CUST002839,2023-11-12,10.74
TXN00024914,CUST004246,2023-04-20,170.31
TXN00024915,CUST005984,2023-10-10,153.73
TXN00024916,CUST000401,2023-03-18,122.55
TXN00024917,CUST005977,2023-01-08,180.49
TXN00024918,CUST002674,2024-08-23,134.99
TXN00024919,CUST004149,2024-08-13,50.88
TXN00024920,CUST001833,2024-07-05,26.14
TXN00024921,CUST001008,2023-02-23,150.53
TXN00024922,CUST004010,2023-05-19,159.88
TXN00024923,CUST002001,2023-10-20,77.03
TXN00024924,CUST004476,2024-07-20,89.74
TXN00024925,CUST001757,2024-06-14,165.29
TXN00024926,CUST000824,2024-06-14,315.44
TXN00024927,CUST001270,2023-03-23,129.78
TXN00024928,CUST004841,2023-01-03,119.23
TXN00024929,CUST004568,2023-02-01,1195.95
TXN00024930,CUST003621,2024-08-29,203.07
TXN00024931,CUST002004,2024-06-22,19.97
TXN00024932,CUST007966,2023-01-12,51.99
TXN00024933,CUST005335,2023-08-26,95.04
TXN00024934,CUST003192,2023-07-20,152.44
TXN00024935,CUST006326,2024-06-11,262.96
TXN00024936,CUST004699,2023-02-24,132.11
TXN00024937,CUST008028,2023-08-15,91.61
TXN00024938,CUST003555,2024-05-08,115.10
TXN00024939,CUST001611,2024-08-20,60.39
TXN00024940,CUST005850,5/31/2023,95.22
TXN00024941,CUST001500,2023-03-08,45.06
TXN00024942,CUST003230,2023-07-21,36.04
TXN00024943,CUST007221,2024-10-13,27.72
TXN00024944,CUST001528,2024-09-30,49.82
TXN00024945,CUST000925,9/22/2024,79.33
TXN00024946,CUST003636,2023-10-22,288.38
TXN00024947,CUST006262,2023-10-01,149.82
TXN00024948,CUST003738,2023-06-25,185.24
TXN00024949,CUST007598,2023-03-27,95.20
TXN00024950,CUST008341,2023-01-22,36.77
TXN00024951,CUST000133,2024-12-05,76.03
TXN00024952,CUST001009,2023-04-29,137.18
TXN00024953,CUST003680,2023-08-22,102.30
TXN00024954,CUST005224,2023-03-12,57.66
TXN00024955,CUST007721,2024-03-18,71.51
TXN00024956,CUST004192,2024-02-14,118.13
TXN00024957,CUST000403,2023-11-21,120.35
TXN00024958,CUST005176,2023-06-07,75.02
TXN00024959,CUST001033,2023-12-26,319.47
TXN00024960,CUST003874,2023-06-09,11.06
TXN00024961,CUST003654,2023-07-28,130.12
TXN00024962,CUST004302,2023-12-31,60.08
TXN00024963,CUST001120,2024-02-21,14.87
TXN00024964,CUST001808,2023-10-25,131.08
TXN00024965,CUST003501,2024-10-01,55.43
TXN00024966,CUST006148,2023-08-07,399.18
TXN00024967,CUST005618,2023-06-28,29.05
TXN00024968,CUST000116,4/19/2023,131.21
TXN00024969,CUST008397,2024-02-05,136.06
TXN00024970,CUST001739,2023-03-27,127.21
TXN00024971,CUST008397,2024-07-16,110.65
TXN00024972,CUST007290,2024-11-04,141.32
TXN00024973,CUST006866,2023-10-30,211.60
TXN00024974,CUST007246,2024-09-06,195.67
TXN00024975,CUST002098,2023-03-24,348.73
TXN00024976,CUST006765,2024-12-11,281.54
TXN00024977,CUST001312,2023-01-06,152.18
TXN00024978,CUST001045,2023-04-09,59.35
TXN00024979,CUST000691,2024-07-11,79.80
TXN00024980,CUST007073,2024-09-26,157.49
TXN00024981,CUST000208,2023-11-28,488.10
TXN00024982,CUST002707,2023-05-12,153.05
TXN00024983,CUST008064,2023-03-16,38.79
TXN00024984,CUST001510,2023-04-19,23.86
TXN00024985,CUST002543,2024-07-15,31.72
TXN00024986,CUST002405,2024-04-01,188.32
TXN00024987,CUST004072,2023-11-18,142.36
TXN00024988,CUST005717,2023-01-17,101.67
TXN00024989,CUST006682,2024-06-27,75.41
TXN00024990,CUST008408,2024-01-31,154.96
TXN00024991,CUST008026,2024-10-04,189.05
TXN00024992,CUST006345,2024-11-22,187.09
TXN00024993,CUST006078,2023-06-16,35.44
TXN00024994,CUST002299,2023-05-03,117.85
TXN00024995,CUST005793,2024-02-19,12.16
TXN00024996,CUST003400,2023-04-09,65.05
TXN00024997,CUST002487,2024-01-02,118.36
TXN00024998,CUST003302,2024-04-07,350.97
TXN00024999,CUST004872,12/16/2024,18.45
TXN00025000,CUST004360,2023-12-14,49.77
TXN00025001,CUST000778,2023-04-04,254.25
TXN00025002,CUST007821,2023-07-06,79.24
TXN00025003,CUST005855,2023-11-03,194.32
TXN00025004,CUST001625,2023-06-06,466.28
TXN00025005,CUST008125,2023-10-11,107.65
TXN00025006,CUST000858,2023-04-12,113.36
TXN00025007,CUST000268,2023-06-11,276.06
TXN00025008,CUST004102,11/23/2023,178.12
TXN00025009,CUST005277,2023-06-15,41.81
TXN00025010,CUST000561,2024-07-01,11.12
TXN00025011,CUST006210,2023-06-28,166.76
TXN00025012,CUST003244,2023-11-15,323.20
TXN00025013,CUST003632,2023-02-25,413.15
TXN00025014,CUST006510,8/1/2024,58.73
TXN00025015,CUST006770,2024-09-29,146.34
TXN00025016,CUST000076,2023-03-16,107.64
TXN00025017,CUST002604,2024-10-27,102.78
TXN00025018,CUST004811,2024-11-19,157.83
TXN00025019,CUST007867,2024-06-03,131.90
TXN00025020,CUST004515,2024-11-03,165.65
TXN00025021,CUST003797,2023-02-23,485.33
TXN00025022,CUST007496,2024-10-17,106.91
TXN00025023,CUST000455,2023-10-05,167.60
TXN00025024,CUST003432,2024-06-19,483.38
TXN00025025,CUST004471,2023-12-16,96.48
TXN00025026,CUST006823,2023-06-03,11.40
TXN00025027,CUST006607,2023-09-29,96.33
TXN00025028,CUST008125,2024-08-13,56.69
TXN00025029,CUST005006,2023-10-17,12.57
TXN00025030,CUST005505,2023-10-25,20.47
TXN00025031,CUST002164,2023-03-12,1290.07
TXN00025032,CUST002238,2024-01-26,492.12
TXN00025033,CUST006526,2023-06-01,149.36
TXN00025034,CUST003161,2024-04-06,49.73
TXN00025035,CUST001175,2024-05-30,88.41
TXN00025036,CUST002093,2023-10-03,101.15
TXN00025037,CUST004002,2023-10-18,152.47
TXN00025038,CUST003019,7/27/2024,127.00
TXN00025039,CUST004965,2023-10-03,417.06
TXN00025040,CUST000327,2023-01-08,167.78
TXN00025041,CUST004022,2023-11-18,86.33
TXN00025042,CUST005273,2023-08-29,102.05
TXN00025043,CUST001329,2023-11-28,125.48
TXN00025044,CUST003075,2024-06-01,184.23
TXN00025045,CUST004452,2024-11-13,443.10
TXN00025046,CUST006076,3/25/2024,196.81
TXN00025047,CUST001382,2023-04-11,163.27
TXN00025048,CUST006286,2024-12-05,90.73
TXN00025049,CUST003351,2024-03-27,352.40
TXN00025050,CUST007142,2023-01-08,98.49
TXN00025051,CUST007252,2023-07-10,100.50
TXN00025052,CUST004262,2024-06-23,77.49
TXN00025053,CUST004277,2024-08-24,109.65
TXN00025054,CUST000067,2024-10-11,67.25
TXN00025055,CUST002515,2023-10-06,12.68
TXN00025056,CUST003649,2024-05-16,102.20
TXN00025057,CUST000545,2024-11-18,169.61
TXN00025058,CUST000149,2023-06-30,127.58
TXN00025059,CUST001499,2024-09-13,143.29
TXN00025060,CUST002642,2023-07-24,180.31
TXN00025061,CUST000262,2024-08-22,62.63
TXN00025062,CUST000757,2024-04-28,194.42
TXN00025063,CUST004733,2024-01-17,99.64
TXN00025064,CUST003547,2023-03-31,71.19
TXN00025065,CUST001021,5/16/2023,15.35
TXN00025066,CUST000535,2024-08-18,41.68
TXN00025067,CUST001347,2023-04-03,195.08
TXN00025068,CUST007306,2024-03-08,172.69
TXN00025069,CUST001589,2023-04-12,142.41
TXN00025070,CUST003863,2023-05-22,138.63
TXN00025071,CUST002817,8/4/2024,100.66
TXN00025072,CUST004959,2024-06-12,233.44
TXN00025073,CUST003115,2023-10-13,101.59
TXN00025074,CUST001932,2024-10-10,28.37
TXN00025075,CUST003649,2024-02-28,173.27
TXN00025076,CUST003477,2023-12-12,34.14
TXN00025077,CUST003838,2023-07-05,241.27
TXN00025078,CUST005918,2023-10-31,160.84
TXN00025079,CUST004268,2024-06-10,111.28
TXN00025080,CUST007423,2024-10-01,167.16
TXN00025081,CUST000288,2024-06-19,112.03
TXN00025082,CUST003076,2024-11-18,29.07
TXN00025083,CUST001078,2023-05-24,186.49
TXN00025084,CUST001007,6/20/2023,122.51
TXN00025085,CUST002211,2023-03-22,87.01
TXN00025086,CUST003922,2024-11-14,19.28
TXN00025087,CUST000651,2/7/2024,106.14
TXN00025088,CUST001832,2024-11-11,50.83
TXN00025089,CUST005680,2024-06-24,53.95
TXN00025090,CUST006797,2024-07-21,92.37
TXN00025091,CUST006245,2023-08-10,178.63
TXN00025092,CUST008193,2023-03-05,152.85
TXN00025093,CUST003657,2023-06-05,168.27
TXN00025094,CUST001630,2024-12-05,82.02
TXN00025095,CUST006790,7/3/2023,44.25
TXN00025096,CUST006992,2023-09-21,11.11
TXN00025097,CUST001578,2023-02-12,186.47
TXN00025098,CUST005418,2023-09-18,295.21
TXN00025099,CUST002397,2023-10-15,84.99
TXN00025100,CUST001747,2023-06-13,116.08
TXN00025101,CUST000954,2024-09-08,100.41
TXN00025102,CUST000345,2023-10-27,90.25
TXN00025103,CUST003047,10/20/2023,126.20
TXN00025104,CUST008263,2023-08-15,193.90
TXN00025105,CUST001923,2023-01-09,129.84
TXN00025106,CUST001794,2023-05-01,175.76
TXN00025107,CUST002211,2023-10-12,115.66
TXN00025108,CUST008129,2023-01-31,47.72
TXN00025109,CUST008337,2024-09-20,196.62
TXN00025110,CUST005504,2023-08-06,175.81
TXN00025111,CUST006820,2023-09-23,151.94
TXN00025112,CUST006733,2023-03-12,169.95
TXN00025113,CUST000920,2023-06-06,75.56
TXN00025114,CUST004936,2023-06-01,83.10
TXN00025115,CUST007494,2023-10-08,135.14
TXN00025116,CUST006309,2024-09-21,170.39
TXN00025117,CUST006048,2024-06-29,174.89
TXN00025118,CUST008023,2024-05-12,86.64
TXN00025119,CUST007663,2023-02-13,25.63
TXN00025120,CUST001189,2023-08-11,102.15
TXN00025121,CUST005646,2023-01-30,163.63
TXN00025122,CUST000782,2023-06-17,111.73
TXN00025123,CUST007405,2024-02-03,25.95
TXN00025124,CUST005269,2024-08-19,81.00
TXN00025125,CUST006236,2023-10-24,143.77
TXN00025126,CUST001499,2024-12-06,281.22
TXN00025127,CUST008350,2023-01-06,91.80
TXN00025128,CUST007655,3/20/2024,163.89
TXN00025129,CUST003100,2023-09-17,146.69
TXN00025130,CUST002262,2023-04-20,183.26
TXN00025131,CUST003952,2023-10-25,10.26
TXN00025132,CUST008401,5/14/2024,123.76
TXN00025133,CUST002116,2024-04-20,421.58
TXN00025134,CUST007276,3/9/2023,55.57
TXN00025135,CUST004412,2023-07-30,185.43
TXN00025136,CUST008094,2023-02-24,155.43
TXN00025137,CUST000600,2023-04-17,86.61
TXN00025138,CUST000841,2024-04-02,479.20
TXN00025139,CUST002097,2024-10-29,22.99
TXN00025140,CUST003570,2023-10-21,321.78
TXN00025141,CUST005208,2024-10-20,45.93
TXN00025142,CUST001515,2024-08-24,113.55
TXN00025143,CUST001099,2024-08-14,97.47
TXN00025144,CUST002550,2024-04-10,83.14
TXN00025145,CUST002604,2023-02-04,43.39
TXN00025146,CUST002360,2024-12-03,37.54
TXN00025147,CUST004829,2023-03-17,197.76
TXN00025148,CUST007824,2024-10-12,164.51
TXN00025149,CUST004607,2023-08-27,117.27
TXN00025150,CUST000428,2023-01-09,109.34
TXN00025151,CUST003117,2023-02-09,18.71
TXN00025152,CUST000051,10/18/2023,104.82
TXN00025153,CUST008029,7/6/2023,94.28
TXN00025154,CUST001587,2023-06-20,484.22
TXN00025155,CUST004234,2023-09-19,167.66
TXN00025156,CUST000005,2024-02-06,12.51
TXN00025157,CUST003703,2024-01-03,141.97
TXN00025158,CUST003074,2023-11-24,150.82
TXN00025159,CUST007923,2023-04-03,426.44
TXN00025160,CUST005161,2023-01-09,35.21
