study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S1701,10.1073/pnas.1209746109,treatment_a,P01701,5.611,1.917,4.78,46,F,MA,2019-06-03,1707658,0,combined_row_1701
S1702,10.1177/0956797614520714,control,P01702,3.348,2.463,4.49,18,F,HS,2019-09-11,1541271,0,combined_row_1702
S1703,10.1037/pspa0000226,treatment_b,P01703,3.898,2.414,4.46,32,M,HS,2019-02-15,2308652,0,combined_row_1703
S1704,10.1073/pnas.1209746109,treatment_b,P01704,3.096,3.976,4.99,39,F,PhD,2019-11-13,406422,0,combined_row_1704
S1705,10.1177/0956797614520714,control,P01705,3.683,3.115,3.7,38,F,HS,2019-11-06,182726,0,combined_row_1705
S1706,10.1177/0956797614520714,control,P01706,2.644,3.078,5.26,54,F,HS,2019-01-06,1931880,0,combined_row_1706
S1707,10.1073/pnas.1209746109,control,P01707,4.04,4.54,6.2,40,NB,Other,2019-05-15,1605158,1,combined_row_1707
S1708,10.1177/0956797615575277,control,P01708,2.396,4.808,4.74,46,NB,BA,2019-03-15,387691,0,combined_row_1708
S1709,10.1177/0956797615575277,treatment_b,P01709,5.355,3.914,5.0,18,M,MA,2019-11-20,1086941,0,combined_row_1709
S1710,10.1073/pnas.1209746109,control,P01710,4.057,3.364,4.02,18,F,MA,2019-03-02,1079732,0,combined_row_1710
S1711,10.1177/0956797615575277,control,P01711,5.411,4.132,4.73,32,NB,MA,2019-10-20,910909,0,combined_row_1711
S1712,10.1177/0956797615575277,treatment_a,P01712,4.152,3.842,4.4,41,NB,Other,2019-06-05,371699,0,combined_row_1712
S1713,10.1073/pnas.1209746109,control,P01713,7.379,4.644,4.05,59,M,PhD,2019-10-14,426582,1,combined_row_1713
S1714,10.1037/pspa0000226,treatment_b,P01714,3.835,3.148,5.23,62,F,PhD,2019-09-09,705573,0,combined_row_1714
S1715,10.1177/0956797614520714,treatment_b,P01715,5.305,5.44,4.57,41,F,HS,2019-01-13,2238465,0,combined_row_1715
S1716,10.1177/0956797614520714,treatment_a,P01716,6.242,3.503,5.49,58,F,HS,2019-02-16,1071359,0,combined_row_1716
S1717,10.1177/0956797615575277,treatment_a,P01717,5.318,4.454,4.8,34,F,Other,2019-01-21,963370,0,combined_row_1717
S1718,10.1177/0956797614520714,control,P01718,5.797,3.989,4.33,24,M,HS,2019-12-26,314000,0,combined_row_1718
S1719,10.1037/pspa0000226,treatment_b,P01719,5.36,3.994,3.68,53,M,Other,2019-05-08,238487,0,combined_row_1719
S1720,10.1073/pnas.1209746109,control,P01720,2.197,3.072,5.58,26,F,HS,2019-05-22,1583043,0,combined_row_1720
S1721,10.1037/pspa0000226,treatment_a,P01721,4.606,0.809,2.87,46,F,Other,2019-03-03,897192,0,combined_row_1721
S1722,10.1037/pspa0000226,treatment_a,P01722,3.318,3.938,5.21,33,M,BA,2019-01-23,773348,0,combined_row_1722
S1723,10.1177/0956797615575277,treatment_b,P01723,4.858,4.438,6.67,62,F,BA,2019-01-15,660392,0,combined_row_1723
S1724,10.1177/0956797615575277,control,P01724,4.236,4.029,6.32,18,F,BA,2019-07-23,885685,0,combined_row_1724
S1725,10.1177/0956797614520714,control,P01725,2.916,5.38,5.22,49,NB,HS,2019-11-12,576207,0,combined_row_1725
S1726,10.1073/pnas.1209746109,treatment_b,P01726,3.078,2.773,5.38,39,F,Other,2019-02-24,1492596,0,combined_row_1726
S1727,10.1037/pspa0000226,treatment_b,P01727,5.216,3.707,4.71,51,M,HS,2019-06-08,2188023,0,combined_row_1727
S1728,10.1177/0956797614520714,control,P01728,3.404,2.965,4.77,27,F,Other,2019-08-06,2315171,0,combined_row_1728
S1729,10.1177/0956797615575277,control,P01729,2.334,1.332,5.83,48,F,HS,2019-01-06,1076538,0,combined_row_1729
S1730,10.1177/0956797614520714,treatment_b,P01730,5.966,6.046,4.01,26,NB,BA,2019-01-09,551953,0,combined_row_1730
S1731,10.1037/pspa0000226,treatment_a,P01731,3.405,2.594,6.41,65,M,HS,2019-07-12,1003270,0,combined_row_1731
S1732,10.1177/0956797614520714,treatment_b,P01732,3.413,3.698,4.91,20,NB,BA,2019-01-09,806074,0,combined_row_1732
S1733,10.1177/0956797614520714,control,P01733,4.209,2.766,5.25,24,F,MA,2019-12-07,353765,0,combined_row_1733
S1734,10.1177/0956797614520714,treatment_b,P01734,3.995,4.477,5.4,21,M,MA,2019-07-07,192104,0,combined_row_1734
S1735,10.1073/pnas.1209746109,treatment_a,P01735,4.151,2.619,5.79,47,F,PhD,2019-10-04,1120551,0,combined_row_1735
S1736,10.1073/pnas.1209746109,treatment_b,P01736,3.986,4.329,5.07,56,M,PhD,2019-11-27,490493,0,combined_row_1736
S1737,10.1037/pspa0000226,treatment_b,P01737,7.294,4.35,3.26,31,M,HS,2019-05-08,1337232,1,combined_row_1737
S1738,10.1037/pspa0000226,treatment_a,P01738,3.023,4.411,5.88,30,M,PhD,2019-08-01,2281712,1,combined_row_1738
S1739,10.1037/pspa0000226,treatment_b,P01739,6.868,2.23,3.16,43,M,HS,2019-07-08,1832560,0,combined_row_1739
S1740,10.1073/pnas.1209746109,treatment_b,P01740,6.069,2.902,4.94,41,M,MA,2019-10-10,1248439,0,combined_row_1740
S1741,10.1073/pnas.1209746109,treatment_a,P01741,5.668,3.606,5.23,30,NB,BA,2019-10-14,1621959,1,combined_row_1741
S1742,10.1037/pspa0000226,control,P01742,5.468,3.346,5.12,28,M,BA,2019-07-27,672709,0,combined_row_1742
S1743,10.1177/0956797614520714,treatment_a,P01743,4.758,4.705,5.98,39,NB,Other,2019-12-11,1298012,0,combined_row_1743
S1744,10.1073/pnas.1209746109,treatment_b,P01744,6.214,2.725,4.91,20,F,PhD,2019-10-22,591402,0,combined_row_1744
S1745,10.1037/pspa0000226,control,P01745,3.267,2.69,6.05,60,F,Other,2019-11-13,1285910,0,combined_row_1745
S1746,10.1177/0956797615575277,control,P01746,3.461,4.891,4.17,36,M,BA,2019-06-22,421605,0,combined_row_1746
S1747,10.1177/0956797614520714,control,P01747,4.582,5.997,5.2,62,F,HS,2019-02-23,1714462,0,combined_row_1747
S1748,10.1037/pspa0000226,treatment_a,P01748,4.4,6.281,5.39,35,F,PhD,2019-12-13,1306434,0,combined_row_1748
S1749,10.1037/pspa0000226,treatment_a,P01749,2.322,2.809,5.19,58,F,BA,2019-06-08,2011174,0,combined_row_1749
S1750,10.1037/pspa0000226,treatment_a,P01750,3.593,2.171,6.15,56,F,PhD,2019-02-14,1055022,0,combined_row_1750
S1751,10.1177/0956797614520714,control,P01751,4.935,4.462,6.23,18,F,MA,2019-10-10,2310897,0,combined_row_1751
S1752,10.1177/0956797615575277,control,P01752,4.757,3.879,3.93,38,F,Other,2019-07-13,1447044,0,combined_row_1752
S1753,10.1177/0956797614520714,control,P01753,5.037,3.27,2.85,26,F,MA,2019-12-19,677710,0,combined_row_1753
S1754,10.1037/pspa0000226,control,P01754,5.478,4.474,4.73,60,F,Other,2019-10-07,1219400,0,combined_row_1754
S1755,10.1177/0956797614520714,treatment_a,P01755,4.913,3.104,4.72,63,M,PhD,2019-10-14,1102791,0,combined_row_1755
S1756,10.1037/pspa0000226,control,P01756,5.442,5.357,6.06,19,M,Other,2019-11-22,691629,0,combined_row_1756
S1757,10.1177/0956797615575277,control,P01757,4.881,4.155,4.32,23,F,MA,2019-06-06,1057092,0,combined_row_1757
S1758,10.1177/0956797615575277,treatment_b,P01758,5.615,4.562,4.48,50,M,MA,2019-05-28,2268995,1,combined_row_1758
S1759,10.1037/pspa0000226,control,P01759,4.053,3.379,4.12,19,NB,Other,2019-07-26,1612091,0,combined_row_1759
S1760,10.1177/0956797614520714,control,P01760,2.73,4.63,4.5,26,F,PhD,2019-07-22,1538592,0,combined_row_1760
S1761,10.1177/0956797614520714,treatment_a,P01761,5.47,3.816,6.39,58,NB,MA,2019-03-27,2022676,0,combined_row_1761
S1762,10.1073/pnas.1209746109,control,P01762,5.354,4.574,4.66,59,F,HS,2019-01-01,817463,0,combined_row_1762
S1763,10.1177/0956797614520714,treatment_b,P01763,5.216,4.358,4.5,30,M,PhD,2019-01-20,1443005,0,combined_row_1763
S1764,10.1073/pnas.1209746109,control,P01764,6.101,3.891,4.02,58,NB,HS,2019-08-06,327145,0,combined_row_1764
S1765,10.1177/0956797614520714,treatment_a,P01765,3.698,3.218,5.78,29,NB,HS,2019-10-21,962183,0,combined_row_1765
S1766,10.1037/pspa0000226,control,P01766,6.21,3.002,6.06,57,F,BA,2019-04-05,888736,0,combined_row_1766
S1767,10.1037/pspa0000226,control,P01767,4.256,3.245,3.92,18,F,MA,2019-08-23,1111385,0,combined_row_1767
S1768,10.1177/0956797614520714,control,P01768,4.272,3.939,5.83,50,F,HS,2019-08-13,564357,0,combined_row_1768
S1769,10.1037/pspa0000226,control,P01769,3.312,3.736,2.97,50,F,BA,2019-07-02,593853,1,combined_row_1769
S1770,10.1073/pnas.1209746109,control,P01770,4.541,3.13,5.45,53,F,Other,2019-11-18,947075,0,combined_row_1770
S1771,10.1037/pspa0000226,treatment_b,P01771,4.96,2.578,6.2,52,F,PhD,2019-08-07,1540262,0,combined_row_1771
S1772,10.1177/0956797615575277,control,P01772,3.555,5.338,6.77,31,NB,BA,2019-03-06,2312209,1,combined_row_1772
S1773,10.1073/pnas.1209746109,treatment_b,P01773,3.428,6.773,3.62,65,F,BA,2019-12-27,952307,0,combined_row_1773
S1774,10.1177/0956797615575277,treatment_a,P01774,7.511,4.336,5.18,57,F,BA,2019-06-21,386816,0,combined_row_1774
S1775,10.1177/0956797614520714,treatment_b,P01775,4.844,2.805,5.09,59,M,Other,2019-01-09,1844382,0,combined_row_1775
S1776,10.1037/pspa0000226,treatment_a,P01776,4.075,4.323,5.36,49,NB,MA,2019-04-28,1458803,0,combined_row_1776
S1777,10.1177/0956797615575277,control,P01777,6.256,3.912,5.15,43,NB,HS,2019-09-26,1383026,0,combined_row_1777
S1778,10.1177/0956797614520714,treatment_b,P01778,5.663,4.281,4.2,41,M,HS,2019-06-24,1341188,0,combined_row_1778
S1779,10.1073/pnas.1209746109,treatment_a,P01779,3.851,4.861,5.57,60,M,MA,2019-02-14,1302681,1,combined_row_1779
S1780,10.1177/0956797615575277,treatment_a,P01780,1.814,3.65,5.06,60,M,Other,2019-12-13,1067179,0,combined_row_1780
S1781,10.1037/pspa0000226,treatment_b,P01781,2.331,3.834,6.34,26,M,MA,2019-03-14,843940,0,combined_row_1781
S1782,10.1073/pnas.1209746109,treatment_b,P01782,5.299,4.506,4.3,26,NB,HS,2019-03-10,487407,0,combined_row_1782
S1783,10.1177/0956797614520714,treatment_b,P01783,1.871,4.728,4.19,59,M,PhD,2019-01-19,2374543,0,combined_row_1783
S1784,10.1073/pnas.1209746109,control,P01784,5.342,2.097,5.76,32,M,Other,2019-03-05,2016472,0,combined_row_1784
S1785,10.1073/pnas.1209746109,treatment_a,P01785,6.29,3.448,5.96,48,NB,Other,2019-07-12,1175020,0,combined_row_1785
S1786,10.1177/0956797614520714,treatment_b,P01786,4.166,3.032,3.42,62,NB,MA,2019-04-04,564598,0,combined_row_1786
S1787,10.1037/pspa0000226,treatment_a,P01787,4.392,4.01,3.72,55,NB,MA,2019-03-08,702984,0,combined_row_1787
S1788,10.1177/0956797614520714,control,P01788,4.349,3.081,4.62,19,F,PhD,2019-07-09,1366100,0,combined_row_1788
S1789,10.1037/pspa0000226,treatment_a,P01789,2.624,3.978,5.84,53,M,PhD,2019-05-10,2005606,0,combined_row_1789
S1790,10.1177/0956797615575277,treatment_b,P01790,4.509,2.868,5.28,37,M,PhD,2019-04-13,1637766,0,combined_row_1790
S1791,10.1073/pnas.1209746109,treatment_a,P01791,4.695,3.618,4.38,62,F,PhD,2019-04-02,1799508,0,combined_row_1791
S1792,10.1037/pspa0000226,treatment_b,P01792,5.119,4.191,5.82,23,M,Other,2019-11-12,756101,0,combined_row_1792
S1793,10.1037/pspa0000226,control,P01793,4.335,4.059,4.38,18,F,MA,2019-06-04,857430,0,combined_row_1793
S1794,10.1037/pspa0000226,treatment_a,P01794,5.474,3.366,4.25,33,M,MA,2019-10-10,2379997,0,combined_row_1794
S1795,10.1177/0956797615575277,treatment_b,P01795,2.371,5.063,4.27,37,F,MA,2019-05-24,1108646,0,combined_row_1795
S1796,10.1177/0956797615575277,control,P01796,5.16,3.999,4.34,25,M,Other,2019-10-19,1205877,0,combined_row_1796
S1797,10.1177/0956797614520714,treatment_b,P01797,5.373,3.563,4.42,54,F,PhD,2019-05-01,2385467,0,combined_row_1797
S1798,10.1177/0956797614520714,control,P01798,4.036,3.992,6.06,50,M,BA,2019-10-24,2180800,0,combined_row_1798
S1799,10.1177/0956797614520714,treatment_b,P01799,3.778,2.83,5.13,35,M,BA,2019-03-04,213454,0,combined_row_1799
S1800,10.1037/pspa0000226,control,P01800,3.053,4.315,5.19,48,M,PhD,2019-06-10,2355049,0,combined_row_1800
S1801,10.1177/0956797615575277,treatment_b,P01801,4.19,2.901,4.26,26,F,HS,2019-04-01,359980,0,combined_row_1801
S1802,10.1037/pspa0000226,treatment_a,P01802,6.342,3.559,5.2,64,F,BA,2019-10-02,294864,0,combined_row_1802
S1803,10.1177/0956797615575277,control,P01803,4.888,4.136,4.91,43,F,Other,2019-12-20,1822515,0,combined_row_1803
S1804,10.1177/0956797615575277,treatment_b,P01804,3.172,3.353,4.19,18,F,PhD,2019-02-19,1096039,0,combined_row_1804
S1805,10.1177/0956797615575277,treatment_b,P01805,3.854,4.382,4.96,42,F,HS,2019-02-08,1736030,1,combined_row_1805
S1806,10.1177/0956797614520714,treatment_a,P01806,5.567,4.251,4.67,44,F,BA,2019-01-28,1222959,0,combined_row_1806
S1807,10.1037/pspa0000226,treatment_a,P01807,5.0,4.639,4.91,32,NB,PhD,2019-12-19,1923510,0,combined_row_1807
S1808,10.1037/pspa0000226,treatment_b,P01808,4.306,3.913,4.82,59,F,BA,2019-10-28,1356836,0,combined_row_1808
S1809,10.1073/pnas.1209746109,control,P01809,5.819,2.94,3.7,46,F,HS,2019-08-09,969886,0,combined_row_1809
S1810,10.1177/0956797615575277,control,P01810,1.941,3.97,4.77,32,F,MA,2019-01-06,859422,0,combined_row_1810
S1811,10.1177/0956797615575277,treatment_a,P01811,3.913,4.16,5.01,28,F,BA,2019-03-17,823062,0,combined_row_1811
S1812,10.1177/0956797614520714,control,P01812,2.559,4.117,5.32,43,F,HS,2019-04-07,221778,0,combined_row_1812
S1813,10.1177/0956797614520714,control,P01813,4.469,4.812,6.12,60,M,PhD,2019-06-27,224904,0,combined_row_1813
S1814,10.1037/pspa0000226,control,P01814,5.26,4.0,3.92,40,F,BA,2019-12-02,907966,0,combined_row_1814
S1815,10.1177/0956797615575277,control,P01815,7.184,4.54,5.27,55,F,MA,2019-08-06,1165610,1,combined_row_1815
S1816,10.1177/0956797615575277,treatment_b,P01816,5.27,5.188,4.3,20,F,Other,2019-05-15,465637,0,combined_row_1816
S1817,10.1073/pnas.1209746109,control,P01817,3.813,3.952,5.74,36,M,MA,2019-01-15,1914710,0,combined_row_1817
S1818,10.1177/0956797615575277,treatment_b,P01818,6.334,4.544,4.4,24,M,PhD,2019-06-27,1272406,0,combined_row_1818
S1819,10.1177/0956797614520714,treatment_a,P01819,5.578,4.063,4.04,46,F,PhD,2019-11-05,1603875,0,combined_row_1819
S1820,10.1073/pnas.1209746109,control,P01820,4.115,4.48,5.9,55,NB,MA,2019-07-13,1361734,0,combined_row_1820
S1821,10.1177/0956797614520714,control,P01821,2.821,3.915,3.69,22,F,HS,2019-03-03,540511,0,combined_row_1821
S1822,10.1073/pnas.1209746109,treatment_b,P01822,5.118,2.757,5.25,33,NB,MA,2019-12-18,1924531,0,combined_row_1822
S1823,10.1073/pnas.1209746109,treatment_b,P01823,7.335,2.566,6.41,49,F,HS,2019-11-08,813552,0,combined_row_1823
S1824,10.1177/0956797615575277,treatment_b,P01824,5.557,3.055,5.85,65,M,PhD,2019-02-06,916112,0,combined_row_1824
S1825,10.1037/pspa0000226,treatment_a,P01825,4.491,3.118,4.53,19,F,MA,2019-03-05,653901,0,combined_row_1825
S1826,10.1037/pspa0000226,treatment_b,P01826,4.231,3.096,6.32,55,NB,PhD,2019-04-07,186323,0,combined_row_1826
S1827,10.1177/0956797614520714,control,P01827,5.491,3.688,3.38,19,F,Other,2019-09-16,2313116,0,combined_row_1827
S1828,10.1177/0956797615575277,control,P01828,5.415,3.776,5.16,28,M,MA,2019-10-22,1763446,0,combined_row_1828
S1829,10.1177/0956797615575277,control,P01829,2.635,2.612,5.45,49,F,Other,2019-12-06,1846233,0,combined_row_1829
S1830,10.1177/0956797614520714,control,P01830,6.186,4.949,4.65,38,M,BA,2019-05-06,2077295,0,combined_row_1830
S1831,10.1037/pspa0000226,treatment_a,P01831,4.697,3.289,4.71,44,M,PhD,2019-06-18,531125,0,combined_row_1831
S1832,10.1177/0956797614520714,control,P01832,5.038,3.135,4.14,28,F,Other,2019-05-04,479204,0,combined_row_1832
S1833,10.1037/pspa0000226,control,P01833,6.05,4.114,4.52,55,M,BA,2019-07-08,2123105,0,combined_row_1833
S1834,10.1177/0956797614520714,treatment_b,P01834,6.125,2.385,5.81,64,F,BA,2019-01-14,1761182,1,combined_row_1834
S1835,10.1177/0956797615575277,treatment_b,P01835,2.777,3.683,4.66,31,NB,HS,2019-04-21,349649,1,combined_row_1835
S1836,10.1177/0956797614520714,treatment_b,P01836,4.328,4.002,4.77,59,M,BA,2019-03-04,905177,0,combined_row_1836
S1837,10.1177/0956797615575277,treatment_b,P01837,3.995,5.072,5.94,52,F,PhD,2019-09-14,2275069,0,combined_row_1837
S1838,10.1177/0956797615575277,control,P01838,3.235,4.745,5.64,51,F,MA,2019-09-18,425314,0,combined_row_1838
S1839,10.1177/0956797615575277,control,P01839,5.435,2.65,5.76,54,F,PhD,2019-08-21,2379566,0,combined_row_1839
S1840,10.1177/0956797615575277,treatment_b,P01840,4.815,3.114,6.16,42,NB,PhD,2019-05-28,1854767,0,combined_row_1840
S1841,10.1073/pnas.1209746109,treatment_b,P01841,3.92,3.987,4.86,57,F,PhD,2019-03-06,495007,0,combined_row_1841
S1842,10.1073/pnas.1209746109,treatment_a,P01842,5.225,3.699,4.77,28,F,MA,2019-09-07,652982,0,combined_row_1842
S1843,10.1037/pspa0000226,treatment_b,P01843,5.849,3.219,6.04,23,M,Other,2019-08-05,1883941,0,combined_row_1843
S1844,10.1177/0956797615575277,treatment_b,P01844,2.665,3.652,4.66,28,F,BA,2019-02-24,263476,1,combined_row_1844
S1845,10.1037/pspa0000226,treatment_a,P01845,2.844,4.59,4.96,21,M,MA,2019-04-24,856514,0,combined_row_1845
S1846,10.1177/0956797614520714,treatment_b,P01846,2.623,2.348,5.99,18,F,HS,2019-06-26,932711,0,combined_row_1846
S1847,10.1177/0956797614520714,treatment_b,P01847,3.798,1.761,4.55,44,F,BA,2019-11-25,441924,1,combined_row_1847
S1848,10.1037/pspa0000226,treatment_b,P01848,4.266,3.626,4.55,47,M,BA,2019-04-06,1047420,0,combined_row_1848
S1849,10.1037/pspa0000226,treatment_b,P01849,5.249,1.589,5.2,65,M,Other,2019-06-21,658338,0,combined_row_1849
S1850,10.1037/pspa0000226,control,P01850,5.846,3.461,5.23,45,F,MA,2019-02-01,491995,0,combined_row_1850
S1851,10.1177/0956797614520714,control,P01851,6.043,2.96,5.69,50,NB,BA,2019-06-06,2113937,0,combined_row_1851
S1852,10.1073/pnas.1209746109,treatment_b,P01852,5.967,2.402,5.18,65,NB,HS,2019-07-16,2247826,0,combined_row_1852
S1853,10.1073/pnas.1209746109,treatment_a,P01853,4.567,2.358,5.22,58,F,Other,2019-02-28,1297366,0,combined_row_1853
S1854,10.1073/pnas.1209746109,treatment_b,P01854,3.855,4.656,5.78,44,M,PhD,2019-09-23,644179,0,combined_row_1854
S1855,10.1037/pspa0000226,treatment_b,P01855,5.541,2.77,4.35,60,M,BA,2019-12-22,249777,0,combined_row_1855
S1856,10.1177/0956797614520714,treatment_b,P01856,4.242,3.132,5.49,43,F,PhD,2019-03-20,1664372,0,combined_row_1856
S1857,10.1073/pnas.1209746109,control,P01857,4.138,4.344,4.2,28,F,MA,2019-04-20,1324326,0,combined_row_1857
S1858,10.1073/pnas.1209746109,treatment_a,P01858,3.423,3.661,3.34,55,F,HS,2019-08-09,2173047,0,combined_row_1858
S1859,10.1037/pspa0000226,treatment_a,P01859,1.049,2.151,5.79,57,M,PhD,2019-01-18,196136,0,combined_row_1859
S1860,10.1037/pspa0000226,treatment_a,P01860,4.996,3.386,4.14,53,F,Other,2019-10-10,1881327,0,combined_row_1860
S1861,10.1177/0956797614520714,treatment_b,P01861,5.246,2.148,5.68,36,M,Other,2019-11-11,1045108,0,combined_row_1861
S1862,10.1073/pnas.1209746109,treatment_a,P01862,5.368,3.482,6.02,19,F,MA,2019-06-01,879044,0,combined_row_1862
S1863,10.1037/pspa0000226,control,P01863,4.16,4.288,6.2,28,M,BA,2019-08-02,1843912,0,combined_row_1863
S1864,10.1073/pnas.1209746109,control,P01864,1.475,4.103,4.58,52,F,MA,2019-09-04,1108784,1,combined_row_1864
S1865,10.1177/0956797614520714,treatment_b,P01865,4.861,3.041,4.5,53,F,Other,2019-10-24,2166954,0,combined_row_1865
S1866,10.1073/pnas.1209746109,treatment_b,P01866,6.573,2.307,6.88,33,M,BA,2019-08-26,1734232,0,combined_row_1866
S1867,10.1073/pnas.1209746109,control,P01867,4.919,5.121,4.75,43,M,Other,2019-10-12,1032726,1,combined_row_1867
S1868,10.1177/0956797615575277,treatment_a,P01868,2.509,3.495,5.99,54,F,PhD,2019-09-22,1413921,0,combined_row_1868
S1869,10.1073/pnas.1209746109,treatment_b,P01869,4.686,1.811,5.99,51,M,BA,2019-07-21,326462,1,combined_row_1869
S1870,10.1177/0956797614520714,treatment_a,P01870,3.585,2.845,5.88,21,F,MA,2019-05-10,1237237,0,combined_row_1870
S1871,10.1073/pnas.1209746109,treatment_a,P01871,2.734,3.934,5.98,43,F,BA,2019-05-02,1764733,0,combined_row_1871
S1872,10.1177/0956797614520714,control,P01872,4.069,3.431,5.66,56,M,PhD,2019-03-11,1964551,0,combined_row_1872
S1873,10.1177/0956797614520714,control,P01873,4.607,3.88,5.16,59,NB,MA,2019-08-26,303310,0,combined_row_1873
S1874,10.1177/0956797615575277,treatment_a,P01874,7.271,4.422,4.6,36,NB,MA,2019-06-20,1114647,0,combined_row_1874
S1875,10.1177/0956797615575277,control,P01875,6.339,4.755,5.07,18,M,HS,2019-03-10,1576774,0,combined_row_1875
S1876,10.1177/0956797614520714,control,P01876,5.352,4.65,6.3,56,M,HS,2019-12-08,1834176,0,combined_row_1876
S1877,10.1177/0956797614520714,control,P01877,4.908,3.657,4.81,58,F,PhD,2019-08-06,1965090,0,combined_row_1877
S1878,10.1177/0956797614520714,treatment_b,P01878,3.172,3.349,5.58,61,F,Other,2019-06-06,938936,0,combined_row_1878
S1879,10.1177/0956797615575277,control,P01879,4.037,3.046,4.84,43,M,Other,2019-06-16,1724524,0,combined_row_1879
S1880,10.1037/pspa0000226,control,P01880,3.489,5.687,5.6,51,NB,HS,2019-06-10,569005,0,combined_row_1880
S1881,10.1037/pspa0000226,treatment_a,P01881,4.395,4.446,4.63,27,F,PhD,2019-09-24,1420660,0,combined_row_1881
S1882,10.1037/pspa0000226,control,P01882,5.122,3.329,5.53,54,M,BA,2019-05-10,1032175,1,combined_row_1882
S1883,10.1177/0956797614520714,treatment_a,P01883,4.203,3.785,5.33,44,M,HS,2019-12-07,1185147,0,combined_row_1883
S1884,10.1177/0956797614520714,treatment_a,P01884,5.888,4.794,4.63,50,F,BA,2019-09-03,1659022,0,combined_row_1884
S1885,10.1037/pspa0000226,treatment_b,P01885,4.335,3.819,5.4,38,NB,HS,2019-06-06,692657,0,combined_row_1885
S1886,10.1177/0956797615575277,treatment_a,P01886,3.366,3.186,6.04,38,NB,BA,2019-08-26,2326887,1,combined_row_1886
S1887,10.1073/pnas.1209746109,treatment_a,P01887,3.281,4.267,4.57,49,M,PhD,2019-08-24,1769221,0,combined_row_1887
S1888,10.1037/pspa0000226,treatment_b,P01888,6.835,6.214,4.03,32,F,PhD,2019-03-19,1257737,0,combined_row_1888
S1889,10.1037/pspa0000226,treatment_a,P01889,5.579,3.654,4.19,19,NB,HS,2019-02-02,1607255,0,combined_row_1889
S1890,10.1073/pnas.1209746109,treatment_b,P01890,3.502,5.213,4.16,61,NB,MA,2019-03-04,536450,0,combined_row_1890
S1891,10.1037/pspa0000226,treatment_b,P01891,1.924,3.53,5.32,35,NB,Other,2019-09-10,2100241,0,combined_row_1891
S1892,10.1037/pspa0000226,control,P01892,5.38,2.092,4.39,49,F,Other,2019-06-25,2360615,0,combined_row_1892
S1893,10.1073/pnas.1209746109,treatment_b,P01893,5.133,3.959,4.01,64,F,Other,2019-11-22,490289,0,combined_row_1893
S1894,10.1177/0956797615575277,treatment_b,P01894,5.075,2.556,4.71,46,M,PhD,2019-01-11,2399293,0,combined_row_1894
S1895,10.1177/0956797615575277,treatment_a,P01895,5.291,2.325,5.15,49,F,Other,2019-07-17,619609,0,combined_row_1895
S1896,10.1177/0956797614520714,treatment_b,P01896,3.717,4.884,5.18,39,M,Other,2019-02-25,523580,0,combined_row_1896
S1897,10.1037/pspa0000226,treatment_b,P01897,7.037,4.843,4.94,19,NB,Other,2019-11-28,880129,0,combined_row_1897
S1898,10.1037/pspa0000226,treatment_a,P01898,4.655,3.034,4.64,27,F,PhD,2019-07-19,1051265,0,combined_row_1898
S1899,10.1177/0956797615575277,control,P01899,3.282,2.852,4.97,19,NB,PhD,2019-12-01,1515537,0,combined_row_1899
S1900,10.1037/pspa0000226,control,P01900,3.009,3.789,4.59,54,F,Other,2019-02-01,1222786,0,combined_row_1900
S1901,10.1177/0956797614520714,treatment_b,P01901,5.524,3.726,4.58,25,F,PhD,2019-01-19,427760,0,combined_row_1901
S1902,10.1177/0956797615575277,treatment_b,P01902,3.67,4.322,3.5,63,M,HS,2019-05-11,435838,0,combined_row_1902
S1903,10.1177/0956797615575277,control,P01903,4.32,3.203,5.66,62,F,PhD,2019-04-13,1866349,0,combined_row_1903
S1904,10.1037/pspa0000226,control,P01904,4.967,3.971,5.72,64,F,PhD,2019-10-08,1056549,0,combined_row_1904
S1905,10.1073/pnas.1209746109,treatment_b,P01905,5.581,3.836,4.29,45,M,MA,2019-11-10,2068958,0,combined_row_1905
S1906,10.1073/pnas.1209746109,treatment_b,P01906,6.698,3.351,5.68,42,F,Other,2019-08-19,959877,0,combined_row_1906
S1907,10.1073/pnas.1209746109,control,P01907,3.843,4.264,6.06,60,F,Other,2019-04-16,2219098,0,combined_row_1907
S1908,10.1073/pnas.1209746109,control,P01908,4.054,2.895,4.77,59,M,PhD,2019-01-11,1225950,0,combined_row_1908
S1909,10.1073/pnas.1209746109,treatment_a,P01909,4.825,3.152,5.5,22,M,HS,2019-10-23,2117043,0,combined_row_1909
S1910,10.1177/0956797615575277,treatment_b,P01910,2.84,4.431,4.55,58,F,PhD,2019-05-02,1745754,0,combined_row_1910
S1911,10.1073/pnas.1209746109,control,P01911,3.767,2.81,6.48,18,F,BA,2019-08-14,1054640,0,combined_row_1911
S1912,10.1073/pnas.1209746109,treatment_a,P01912,7.025,2.898,4.1,47,M,Other,2019-10-08,1509546,0,combined_row_1912
S1913,10.1073/pnas.1209746109,treatment_b,P01913,2.677,4.646,4.29,62,NB,Other,2019-11-23,195073,0,combined_row_1913
S1914,10.1177/0956797614520714,treatment_b,P01914,5.097,2.068,4.64,57,F,PhD,2019-05-28,1521762,0,combined_row_1914
