# contamination_rate: 23.0%
# original_record_count: 51203
# clean_record_count: 39426
# duplicate_count: 11777
# date_range: 2025-01-15 to 2025-02-28
duplicate_id,original_transaction_id,detected_date,affected_date_range
DUP000963,TXN021604,2025-02-06,2025-01-31 to 2025-02-06
DUP001051,TXN013619,2025-02-06,2025-01-31 to 2025-02-06
DUP001085,TXN027723,2025-02-06,2025-02-04 to 2025-02-06
DUP001179,TXN026503,2025-02-06,2025-02-02 to 2025-02-06
DUP001190,TXN013280,2025-02-06,2025-02-05 to 2025-02-06
DUP001278,TXN021635,2025-02-06,2025-01-30 to 2025-02-06
DUP001281,TXN025609,2025-02-06,2025-02-02 to 2025-02-06
DUP001310,TXN010737,2025-02-06,2025-02-03 to 2025-02-06
DUP001431,TXN001158,2025-02-06,2025-01-30 to 2025-02-06
DUP001485,TXN022971,2025-02-06,2025-02-02 to 2025-02-06
DUP001486,TXN015968,2025-02-06,2025-02-04 to 2025-02-06
DUP001506,TXN024547,2025-02-06,2025-02-02 to 2025-02-06
DUP001517,TXN028693,2025-02-06,2025-01-30 to 2025-02-06
DUP001536,TXN002245,2025-02-06,2025-02-02 to 2025-02-06
DUP001602,TXN015727,2025-02-06,2025-02-05 to 2025-02-06
DUP001673,TXN037920,2025-02-06,2025-02-04 to 2025-02-06
DUP001688,TXN036117,2025-02-06,2025-02-05 to 2025-02-06
DUP001962,TXN003553,2025-02-06,2025-02-03 to 2025-02-06
DUP002088,TXN016320,2025-02-06,2025-02-03 to 2025-02-06
DUP002091,TXN018744,2025-02-06,2025-02-01 to 2025-02-06
DUP002204,TXN003506,2025-02-06,2025-02-01 to 2025-02-06
DUP002288,TXN027998,2025-02-06,2025-02-05 to 2025-02-06
DUP002429,TXN005164,2025-02-06,2025-02-03 to 2025-02-06
DUP002433,TXN006828,2025-02-06,2025-01-31 to 2025-02-06
DUP002619,TXN006786,2025-02-06,2025-02-02 to 2025-02-06
DUP002638,TXN025010,2025-02-06,2025-02-01 to 2025-02-06
DUP002645,TXN007841,2025-02-06,2025-01-31 to 2025-02-06
DUP002675,TXN029346,2025-02-06,2025-02-02 to 2025-02-06
DUP002696,TXN025235,2025-02-06,2025-02-01 to 2025-02-06
DUP002739,TXN038939,2025-02-06,2025-02-02 to 2025-02-06
DUP002789,TXN008790,2025-02-06,2025-01-31 to 2025-02-06
DUP002888,TXN035409,2025-02-06,2025-02-02 to 2025-02-06
DUP002899,TXN033015,2025-02-06,2025-02-01 to 2025-02-06
DUP002901,TXN010259,2025-02-06,2025-02-03 to 2025-02-06
DUP002922,TXN015870,2025-02-06,2025-02-04 to 2025-02-06
DUP002948,TXN023158,2025-02-06,2025-02-01 to 2025-02-06
DUP002955,TXN030544,2025-02-06,2025-02-01 to 2025-02-06
DUP002971,TXN039259,2025-02-06,2025-01-30 to 2025-02-06
DUP003039,TXN037391,2025-02-06,2025-02-02 to 2025-02-06
DUP003045,TXN024407,2025-02-06,2025-01-31 to 2025-02-06
DUP003055,TXN002671,2025-02-06,2025-02-01 to 2025-02-06
DUP003208,TXN037199,2025-02-06,2025-02-01 to 2025-02-06
DUP003232,TXN009966,2025-02-06,2025-02-03 to 2025-02-06
DUP003252,TXN030634,2025-02-06,2025-02-05 to 2025-02-06
DUP003281,TXN026172,2025-02-06,2025-02-04 to 2025-02-06
DUP003341,TXN021631,2025-02-06,2025-02-01 to 2025-02-06
DUP003359,TXN038965,2025-02-06,2025-02-04 to 2025-02-06
DUP003369,TXN033987,2025-02-06,2025-01-30 to 2025-02-06
DUP003395,TXN019940,2025-02-06,2025-02-03 to 2025-02-06
DUP003463,TXN004559,2025-02-06,2025-02-05 to 2025-02-06
DUP003480,TXN002295,2025-02-06,2025-01-31 to 2025-02-06
DUP003572,TXN038578,2025-02-06,2025-02-03 to 2025-02-06
DUP003606,TXN006320,2025-02-06,2025-02-04 to 2025-02-06
DUP003613,TXN014382,2025-02-06,2025-02-01 to 2025-02-06
DUP003684,TXN006698,2025-02-06,2025-02-05 to 2025-02-06
DUP003741,TXN006451,2025-02-06,2025-01-31 to 2025-02-06
DUP003767,TXN029040,2025-02-06,2025-02-04 to 2025-02-06
DUP003800,TXN015383,2025-02-06,2025-02-02 to 2025-02-06
DUP003842,TXN023130,2025-02-06,2025-02-02 to 2025-02-06
DUP003906,TXN009980,2025-02-06,2025-02-05 to 2025-02-06
DUP003959,TXN018016,2025-02-06,2025-02-01 to 2025-02-06
DUP003963,TXN020344,2025-02-06,2025-01-31 to 2025-02-06
DUP004003,TXN000819,2025-02-06,2025-01-31 to 2025-02-06
DUP004034,TXN012324,2025-02-06,2025-02-04 to 2025-02-06
DUP004105,TXN035613,2025-02-06,2025-01-30 to 2025-02-06
DUP004161,TXN001238,2025-02-06,2025-01-31 to 2025-02-06
DUP004210,TXN016756,2025-02-06,2025-02-05 to 2025-02-06
DUP004225,TXN011553,2025-02-06,2025-01-31 to 2025-02-06
DUP004290,TXN025643,2025-02-06,2025-02-02 to 2025-02-06
DUP004320,TXN020782,2025-02-06,2025-02-02 to 2025-02-06
DUP004381,TXN016654,2025-02-06,2025-02-03 to 2025-02-06
DUP004409,TXN023213,2025-02-06,2025-01-31 to 2025-02-06
DUP004418,TXN017700,2025-02-06,2025-01-31 to 2025-02-06
DUP004434,TXN003677,2025-02-06,2025-01-31 to 2025-02-06
DUP004446,TXN007306,2025-02-06,2025-02-03 to 2025-02-06
DUP004458,TXN026708,2025-02-06,2025-02-05 to 2025-02-06
DUP004488,TXN038912,2025-02-06,2025-02-03 to 2025-02-06
DUP004494,TXN017087,2025-02-06,2025-02-04 to 2025-02-06
DUP004497,TXN031719,2025-02-06,2025-02-01 to 2025-02-06
DUP004502,TXN024436,2025-02-06,2025-01-31 to 2025-02-06
DUP004589,TXN021182,2025-02-06,2025-01-30 to 2025-02-06
DUP004605,TXN025677,2025-02-06,2025-01-31 to 2025-02-06
DUP004683,TXN030760,2025-02-06,2025-01-30 to 2025-02-06
DUP004736,TXN001205,2025-02-06,2025-01-30 to 2025-02-06
DUP004785,TXN027187,2025-02-06,2025-01-31 to 2025-02-06
DUP004862,TXN021316,2025-02-06,2025-02-04 to 2025-02-06
DUP004931,TXN016323,2025-02-06,2025-02-02 to 2025-02-06
DUP004957,TXN006630,2025-02-06,2025-02-03 to 2025-02-06
DUP005091,TXN034739,2025-02-06,2025-02-03 to 2025-02-06
DUP005100,TXN028087,2025-02-06,2025-01-30 to 2025-02-06
DUP005146,TXN019775,2025-02-06,2025-02-01 to 2025-02-06
DUP005213,TXN022208,2025-02-06,2025-02-05 to 2025-02-06
DUP005254,TXN009487,2025-02-06,2025-02-04 to 2025-02-06
DUP005278,TXN022327,2025-02-06,2025-01-30 to 2025-02-06
DUP005347,TXN011740,2025-02-06,2025-02-01 to 2025-02-06
DUP005349,TXN006189,2025-02-06,2025-02-03 to 2025-02-06
DUP005354,TXN028267,2025-02-06,2025-02-01 to 2025-02-06
DUP005408,TXN015017,2025-02-06,2025-02-05 to 2025-02-06
DUP005461,TXN024347,2025-02-06,2025-01-30 to 2025-02-06
DUP005479,TXN014321,2025-02-06,2025-02-03 to 2025-02-06
DUP005517,TXN025188,2025-02-06,2025-02-01 to 2025-02-06
DUP005615,TXN007728,2025-02-06,2025-01-30 to 2025-02-06
DUP005651,TXN000201,2025-02-06,2025-01-31 to 2025-02-06
DUP005666,TXN037605,2025-02-06,2025-01-31 to 2025-02-06
DUP005676,TXN022899,2025-02-06,2025-02-04 to 2025-02-06
DUP005770,TXN009958,2025-02-06,2025-02-05 to 2025-02-06
DUP005823,TXN009156,2025-02-06,2025-02-03 to 2025-02-06
DUP005841,TXN038143,2025-02-06,2025-01-30 to 2025-02-06
DUP005844,TXN038376,2025-02-06,2025-02-04 to 2025-02-06
DUP005897,TXN004913,2025-02-06,2025-02-03 to 2025-02-06
DUP005905,TXN024676,2025-02-06,2025-02-03 to 2025-02-06
DUP006000,TXN016993,2025-02-06,2025-02-04 to 2025-02-06
DUP006031,TXN022517,2025-02-06,2025-02-04 to 2025-02-06
DUP006036,TXN004470,2025-02-06,2025-02-02 to 2025-02-06
DUP006077,TXN038741,2025-02-06,2025-02-03 to 2025-02-06
DUP006104,TXN011411,2025-02-06,2025-02-02 to 2025-02-06
DUP006122,TXN009728,2025-02-06,2025-02-01 to 2025-02-06
DUP006173,TXN028206,2025-02-06,2025-01-31 to 2025-02-06
DUP006207,TXN019618,2025-02-06,2025-02-05 to 2025-02-06
DUP006242,TXN037057,2025-02-06,2025-01-31 to 2025-02-06
DUP006250,TXN010773,2025-02-06,2025-02-05 to 2025-02-06
DUP006258,TXN033734,2025-02-06,2025-02-02 to 2025-02-06
DUP006312,TXN022279,2025-02-06,2025-02-03 to 2025-02-06
DUP006360,TXN002343,2025-02-06,2025-02-02 to 2025-02-06
DUP006378,TXN002702,2025-02-06,2025-01-30 to 2025-02-06
DUP006394,TXN003830,2025-02-06,2025-01-30 to 2025-02-06
DUP006404,TXN034149,2025-02-06,2025-02-02 to 2025-02-06
DUP006498,TXN028545,2025-02-06,2025-02-05 to 2025-02-06
DUP006533,TXN019587,2025-02-06,2025-02-04 to 2025-02-06
DUP006539,TXN012819,2025-02-06,2025-02-04 to 2025-02-06
DUP006561,TXN012457,2025-02-06,2025-01-31 to 2025-02-06
DUP006574,TXN002859,2025-02-06,2025-01-31 to 2025-02-06
DUP006624,TXN004438,2025-02-06,2025-02-03 to 2025-02-06
DUP006653,TXN034222,2025-02-06,2025-02-05 to 2025-02-06
DUP006669,TXN012911,2025-02-06,2025-01-30 to 2025-02-06
DUP006872,TXN038515,2025-02-06,2025-02-04 to 2025-02-06
DUP006908,TXN000977,2025-02-06,2025-01-31 to 2025-02-06
DUP006963,TXN020714,2025-02-06,2025-02-05 to 2025-02-06
DUP006999,TXN016983,2025-02-06,2025-01-31 to 2025-02-06
DUP007016,TXN031132,2025-02-06,2025-02-02 to 2025-02-06
DUP007107,TXN010693,2025-02-06,2025-01-31 to 2025-02-06
DUP007131,TXN014383,2025-02-06,2025-02-01 to 2025-02-06
DUP007257,TXN026534,2025-02-06,2025-02-03 to 2025-02-06
DUP007258,TXN002079,2025-02-06,2025-01-31 to 2025-02-06
DUP007330,TXN002944,2025-02-06,2025-02-05 to 2025-02-06
DUP007520,TXN030636,2025-02-06,2025-02-04 to 2025-02-06
DUP007525,TXN008568,2025-02-06,2025-02-01 to 2025-02-06
DUP007531,TXN019603,2025-02-06,2025-02-01 to 2025-02-06
DUP007546,TXN022538,2025-02-06,2025-02-05 to 2025-02-06
DUP007572,TXN039235,2025-02-06,2025-01-31 to 2025-02-06
DUP007596,TXN006035,2025-02-06,2025-01-31 to 2025-02-06
DUP007624,TXN015739,2025-02-06,2025-02-04 to 2025-02-06
DUP007682,TXN014324,2025-02-06,2025-01-31 to 2025-02-06
DUP007688,TXN027004,2025-02-06,2025-02-02 to 2025-02-06
DUP007753,TXN007308,2025-02-06,2025-02-05 to 2025-02-06
DUP007833,TXN001850,2025-02-06,2025-02-04 to 2025-02-06
DUP007891,TXN016636,2025-02-06,2025-02-05 to 2025-02-06
DUP007913,TXN021395,2025-02-06,2025-02-01 to 2025-02-06
DUP007972,TXN019713,2025-02-06,2025-02-05 to 2025-02-06
DUP008166,TXN030531,2025-02-06,2025-01-31 to 2025-02-06
DUP008248,TXN034380,2025-02-06,2025-02-03 to 2025-02-06
DUP008300,TXN012424,2025-02-06,2025-01-30 to 2025-02-06
DUP008353,TXN016215,2025-02-06,2025-02-02 to 2025-02-06
DUP008379,TXN022193,2025-02-06,2025-02-03 to 2025-02-06
DUP008502,TXN023207,2025-02-06,2025-02-02 to 2025-02-06
DUP008518,TXN032701,2025-02-06,2025-02-04 to 2025-02-06
DUP008523,TXN020989,2025-02-06,2025-02-03 to 2025-02-06
DUP008579,TXN000870,2025-02-06,2025-02-05 to 2025-02-06
DUP008582,TXN018466,2025-02-06,2025-02-05 to 2025-02-06
DUP008620,TXN027629,2025-02-06,2025-02-05 to 2025-02-06
DUP008623,TXN006075,2025-02-06,2025-02-01 to 2025-02-06
DUP008769,TXN028857,2025-02-06,2025-02-03 to 2025-02-06
DUP008786,TXN003973,2025-02-06,2025-02-03 to 2025-02-06
DUP008848,TXN033204,2025-02-06,2025-01-30 to 2025-02-06
DUP008876,TXN035337,2025-02-06,2025-02-02 to 2025-02-06
DUP008881,TXN015393,2025-02-06,2025-01-30 to 2025-02-06
DUP008923,TXN021533,2025-02-06,2025-01-30 to 2025-02-06
DUP008928,TXN018406,2025-02-06,2025-02-01 to 2025-02-06
DUP009003,TXN013541,2025-02-06,2025-01-30 to 2025-02-06
DUP009044,TXN010464,2025-02-06,2025-02-01 to 2025-02-06
DUP009052,TXN023118,2025-02-06,2025-02-01 to 2025-02-06
DUP009121,TXN020126,2025-02-06,2025-01-31 to 2025-02-06
DUP009130,TXN015445,2025-02-06,2025-02-04 to 2025-02-06
DUP009166,TXN025791,2025-02-06,2025-02-01 to 2025-02-06
DUP009192,TXN032574,2025-02-06,2025-02-02 to 2025-02-06
DUP009229,TXN029695,2025-02-06,2025-01-30 to 2025-02-06
DUP009277,TXN035727,2025-02-06,2025-02-03 to 2025-02-06
DUP009362,TXN019340,2025-02-06,2025-01-30 to 2025-02-06
DUP009368,TXN008641,2025-02-06,2025-01-31 to 2025-02-06
DUP009394,TXN027593,2025-02-06,2025-01-31 to 2025-02-06
DUP009399,TXN035205,2025-02-06,2025-02-04 to 2025-02-06
DUP009437,TXN032131,2025-02-06,2025-01-31 to 2025-02-06
DUP009475,TXN006097,2025-02-06,2025-02-01 to 2025-02-06
DUP009548,TXN008157,2025-02-06,2025-01-31 to 2025-02-06
DUP009605,TXN011872,2025-02-06,2025-01-30 to 2025-02-06
DUP009675,TXN010016,2025-02-06,2025-01-31 to 2025-02-06
DUP009788,TXN022424,2025-02-06,2025-02-05 to 2025-02-06
DUP009817,TXN025487,2025-02-06,2025-02-02 to 2025-02-06
DUP009859,TXN022680,2025-02-06,2025-02-02 to 2025-02-06
DUP009864,TXN007766,2025-02-06,2025-02-04 to 2025-02-06
DUP009872,TXN008171,2025-02-06,2025-02-03 to 2025-02-06
DUP009876,TXN028668,2025-02-06,2025-02-04 to 2025-02-06
DUP009888,TXN004156,2025-02-06,2025-01-30 to 2025-02-06
DUP009919,TXN014692,2025-02-06,2025-02-05 to 2025-02-06
DUP009927,TXN037947,2025-02-06,2025-02-01 to 2025-02-06
DUP009947,TXN028295,2025-02-06,2025-01-30 to 2025-02-06
DUP009953,TXN030450,2025-02-06,2025-01-31 to 2025-02-06
DUP009969,TXN007238,2025-02-06,2025-01-31 to 2025-02-06
DUP010088,TXN015380,2025-02-06,2025-01-31 to 2025-02-06
DUP010120,TXN001334,2025-02-06,2025-01-30 to 2025-02-06
DUP010204,TXN024611,2025-02-06,2025-01-31 to 2025-02-06
DUP010274,TXN025426,2025-02-06,2025-02-01 to 2025-02-06
DUP010282,TXN028781,2025-02-06,2025-01-31 to 2025-02-06
DUP010391,TXN011845,2025-02-06,2025-02-04 to 2025-02-06
DUP010453,TXN000697,2025-02-06,2025-02-04 to 2025-02-06
DUP010470,TXN037308,2025-02-06,2025-02-04 to 2025-02-06
DUP010520,TXN005157,2025-02-06,2025-02-01 to 2025-02-06
DUP010531,TXN024650,2025-02-06,2025-02-05 to 2025-02-06
DUP010587,TXN032423,2025-02-06,2025-02-03 to 2025-02-06
DUP010639,TXN015497,2025-02-06,2025-01-30 to 2025-02-06
DUP010705,TXN029919,2025-02-06,2025-01-30 to 2025-02-06
DUP010765,TXN034183,2025-02-06,2025-02-02 to 2025-02-06
DUP010768,TXN027723,2025-02-06,2025-02-05 to 2025-02-06
DUP010846,TXN030395,2025-02-06,2025-01-30 to 2025-02-06
DUP010937,TXN004934,2025-02-06,2025-02-04 to 2025-02-06
DUP010950,TXN009085,2025-02-06,2025-02-02 to 2025-02-06
DUP011036,TXN012302,2025-02-06,2025-01-30 to 2025-02-06
DUP011090,TXN028004,2025-02-06,2025-02-01 to 2025-02-06
DUP011100,TXN024661,2025-02-06,2025-02-05 to 2025-02-06
DUP011123,TXN012625,2025-02-06,2025-01-31 to 2025-02-06
DUP011214,TXN017866,2025-02-06,2025-02-01 to 2025-02-06
DUP011337,TXN000308,2025-02-06,2025-01-30 to 2025-02-06
DUP011344,TXN038745,2025-02-06,2025-01-31 to 2025-02-06
DUP011377,TXN037570,2025-02-06,2025-02-01 to 2025-02-06
DUP011386,TXN029603,2025-02-06,2025-02-03 to 2025-02-06
DUP011390,TXN016476,2025-02-06,2025-01-30 to 2025-02-06
DUP011416,TXN006161,2025-02-06,2025-02-01 to 2025-02-06
DUP011510,TXN006099,2025-02-06,2025-02-03 to 2025-02-06
DUP011547,TXN018949,2025-02-06,2025-02-01 to 2025-02-06
DUP011608,TXN008893,2025-02-06,2025-02-01 to 2025-02-06
DUP011615,TXN006793,2025-02-06,2025-01-31 to 2025-02-06
DUP011625,TXN006177,2025-02-06,2025-02-01 to 2025-02-06
DUP011632,TXN015776,2025-02-06,2025-01-30 to 2025-02-06
DUP011656,TXN009928,2025-02-06,2025-02-04 to 2025-02-06
DUP000101,TXN010029,2025-02-07,2025-02-03 to 2025-02-07
DUP000162,TXN024785,2025-02-07,2025-02-05 to 2025-02-07
DUP000188,TXN012054,2025-02-07,2025-02-05 to 2025-02-07
DUP000206,TXN033975,2025-02-07,2025-02-04 to 2025-02-07
DUP000231,TXN020224,2025-02-07,2025-02-06 to 2025-02-07
DUP000246,TXN005185,2025-02-07,2025-01-31 to 2025-02-07
DUP000319,TXN012929,2025-02-07,2025-02-04 to 2025-02-07
DUP000323,TXN001813,2025-02-07,2025-02-05 to 2025-02-07
DUP000355,TXN009028,2025-02-07,2025-02-05 to 2025-02-07
DUP000408,TXN018644,2025-02-07,2025-02-03 to 2025-02-07
DUP000413,TXN004307,2025-02-07,2025-02-06 to 2025-02-07
DUP000473,TXN039040,2025-02-07,2025-02-01 to 2025-02-07
DUP000513,TXN024968,2025-02-07,2025-02-06 to 2025-02-07
DUP000582,TXN038754,2025-02-07,2025-01-31 to 2025-02-07
DUP000622,TXN029854,2025-02-07,2025-02-06 to 2025-02-07
DUP000634,TXN022244,2025-02-07,2025-02-06 to 2025-02-07
DUP000646,TXN021510,2025-02-07,2025-02-05 to 2025-02-07
DUP000722,TXN007182,2025-02-07,2025-02-06 to 2025-02-07
DUP000737,TXN037600,2025-02-07,2025-02-05 to 2025-02-07
DUP000845,TXN001940,2025-02-07,2025-02-03 to 2025-02-07
DUP000853,TXN005803,2025-02-07,2025-02-06 to 2025-02-07
DUP000876,TXN028505,2025-02-07,2025-02-02 to 2025-02-07
DUP000907,TXN018442,2025-02-07,2025-02-02 to 2025-02-07
DUP000920,TXN032294,2025-02-07,2025-01-31 to 2025-02-07
DUP000983,TXN035160,2025-02-07,2025-02-03 to 2025-02-07
DUP001067,TXN006547,2025-02-07,2025-02-02 to 2025-02-07
DUP001151,TXN024746,2025-02-07,2025-02-02 to 2025-02-07
DUP001153,TXN017167,2025-02-07,2025-02-04 to 2025-02-07
DUP001184,TXN022193,2025-02-07,2025-02-02 to 2025-02-07
DUP001214,TXN032202,2025-02-07,2025-02-05 to 2025-02-07
DUP001238,TXN006175,2025-02-07,2025-02-03 to 2025-02-07
DUP001256,TXN024248,2025-02-07,2025-02-06 to 2025-02-07
DUP001365,TXN013061,2025-02-07,2025-02-01 to 2025-02-07
DUP001388,TXN024947,2025-02-07,2025-02-02 to 2025-02-07
DUP001570,TXN034670,2025-02-07,2025-02-06 to 2025-02-07
DUP001580,TXN023258,2025-02-07,2025-02-01 to 2025-02-07
DUP001583,TXN038438,2025-02-07,2025-02-03 to 2025-02-07
DUP001629,TXN034520,2025-02-07,2025-02-05 to 2025-02-07
DUP001642,TXN000030,2025-02-07,2025-01-31 to 2025-02-07
DUP001645,TXN034402,2025-02-07,2025-02-06 to 2025-02-07
DUP001649,TXN032289,2025-02-07,2025-02-05 to 2025-02-07
DUP001651,TXN032286,2025-02-07,2025-01-31 to 2025-02-07
DUP001660,TXN019857,2025-02-07,2025-02-01 to 2025-02-07
DUP001707,TXN008228,2025-02-07,2025-02-01 to 2025-02-07
DUP001715,TXN016267,2025-02-07,2025-01-31 to 2025-02-07
DUP001753,TXN020152,2025-02-07,2025-02-06 to 2025-02-07
DUP001807,TXN025380,2025-02-07,2025-01-31 to 2025-02-07
DUP001926,TXN002251,2025-02-07,2025-01-31 to 2025-02-07
DUP001950,TXN010860,2025-02-07,2025-02-03 to 2025-02-07
DUP002014,TXN024660,2025-02-07,2025-02-05 to 2025-02-07
DUP002015,TXN030363,2025-02-07,2025-02-01 to 2025-02-07
DUP002022,TXN038342,2025-02-07,2025-02-03 to 2025-02-07
DUP002087,TXN034527,2025-02-07,2025-02-06 to 2025-02-07
DUP002105,TXN021915,2025-02-07,2025-02-05 to 2025-02-07
DUP002109,TXN008616,2025-02-07,2025-02-02 to 2025-02-07
DUP002124,TXN007538,2025-02-07,2025-02-06 to 2025-02-07
DUP002155,TXN019429,2025-02-07,2025-02-03 to 2025-02-07
DUP002176,TXN038529,2025-02-07,2025-02-06 to 2025-02-07
DUP002182,TXN006922,2025-02-07,2025-02-04 to 2025-02-07
DUP002237,TXN027480,2025-02-07,2025-02-05 to 2025-02-07
DUP002277,TXN029761,2025-02-07,2025-02-06 to 2025-02-07
DUP002292,TXN029631,2025-02-07,2025-02-04 to 2025-02-07
DUP002318,TXN008162,2025-02-07,2025-02-04 to 2025-02-07
DUP002365,TXN010374,2025-02-07,2025-02-02 to 2025-02-07
DUP002375,TXN036100,2025-02-07,2025-02-06 to 2025-02-07
DUP002413,TXN000765,2025-02-07,2025-02-06 to 2025-02-07
DUP002435,TXN003001,2025-02-07,2025-01-31 to 2025-02-07
DUP002450,TXN018442,2025-02-07,2025-02-05 to 2025-02-07
DUP002456,TXN014444,2025-02-07,2025-02-02 to 2025-02-07
DUP002485,TXN001167,2025-02-07,2025-01-31 to 2025-02-07
DUP002542,TXN034570,2025-02-07,2025-02-04 to 2025-02-07
DUP002561,TXN034820,2025-02-07,2025-02-02 to 2025-02-07
DUP002720,TXN019170,2025-02-07,2025-02-01 to 2025-02-07
DUP002760,TXN024124,2025-02-07,2025-02-01 to 2025-02-07
DUP002954,TXN034375,2025-02-07,2025-02-04 to 2025-02-07
DUP003053,TXN034055,2025-02-07,2025-01-31 to 2025-02-07
DUP003086,TXN026876,2025-02-07,2025-02-02 to 2025-02-07
DUP003162,TXN021678,2025-02-07,2025-01-31 to 2025-02-07
DUP003170,TXN023174,2025-02-07,2025-02-02 to 2025-02-07
DUP003185,TXN024882,2025-02-07,2025-02-03 to 2025-02-07
DUP003259,TXN018998,2025-02-07,2025-02-04 to 2025-02-07
DUP003317,TXN022375,2025-02-07,2025-02-01 to 2025-02-07
DUP003332,TXN013406,2025-02-07,2025-02-05 to 2025-02-07
DUP003377,TXN025337,2025-02-07,2025-02-03 to 2025-02-07
DUP003387,TXN029941,2025-02-07,2025-02-05 to 2025-02-07
DUP003421,TXN018833,2025-02-07,2025-02-05 to 2025-02-07
DUP003437,TXN024932,2025-02-07,2025-02-05 to 2025-02-07
DUP003521,TXN031401,2025-02-07,2025-02-01 to 2025-02-07
DUP003526,TXN032924,2025-02-07,2025-02-01 to 2025-02-07
DUP003550,TXN038294,2025-02-07,2025-01-31 to 2025-02-07
DUP003577,TXN038562,2025-02-07,2025-02-04 to 2025-02-07
DUP003641,TXN002116,2025-02-07,2025-02-04 to 2025-02-07
DUP003657,TXN029816,2025-02-07,2025-02-01 to 2025-02-07
DUP003687,TXN018997,2025-02-07,2025-02-05 to 2025-02-07
DUP003749,TXN019826,2025-02-07,2025-01-31 to 2025-02-07
DUP003841,TXN037354,2025-02-07,2025-02-03 to 2025-02-07
DUP003855,TXN017298,2025-02-07,2025-02-04 to 2025-02-07
DUP003921,TXN036500,2025-02-07,2025-01-31 to 2025-02-07
DUP003932,TXN020226,2025-02-07,2025-02-04 to 2025-02-07
DUP003945,TXN002018,2025-02-07,2025-02-04 to 2025-02-07
DUP003990,TXN032661,2025-02-07,2025-02-04 to 2025-02-07
DUP004019,TXN023281,2025-02-07,2025-02-02 to 2025-02-07
DUP004030,TXN016196,2025-02-07,2025-01-31 to 2025-02-07
DUP004061,TXN014408,2025-02-07,2025-02-05 to 2025-02-07
DUP004091,TXN012134,2025-02-07,2025-02-01 to 2025-02-07
DUP004108,TXN021409,2025-02-07,2025-02-03 to 2025-02-07
DUP004169,TXN038063,2025-02-07,2025-02-06 to 2025-02-07
DUP004192,TXN022277,2025-02-07,2025-02-05 to 2025-02-07
DUP004219,TXN013343,2025-02-07,2025-01-31 to 2025-02-07
DUP004230,TXN004394,2025-02-07,2025-02-01 to 2025-02-07
DUP004244,TXN029698,2025-02-07,2025-01-31 to 2025-02-07
DUP004308,TXN019742,2025-02-07,2025-01-31 to 2025-02-07
DUP004369,TXN018749,2025-02-07,2025-02-01 to 2025-02-07
DUP004375,TXN019371,2025-02-07,2025-02-01 to 2025-02-07
DUP004398,TXN021611,2025-02-07,2025-01-31 to 2025-02-07
DUP004439,TXN025874,2025-02-07,2025-02-03 to 2025-02-07
DUP004544,TXN006927,2025-02-07,2025-02-02 to 2025-02-07
DUP004713,TXN033515,2025-02-07,2025-02-04 to 2025-02-07
DUP004761,TXN032923,2025-02-07,2025-02-02 to 2025-02-07
DUP004769,TXN026518,2025-02-07,2025-01-31 to 2025-02-07
DUP004892,TXN009356,2025-02-07,2025-02-03 to 2025-02-07
DUP004903,TXN028740,2025-02-07,2025-02-04 to 2025-02-07
DUP004954,TXN018747,2025-02-07,2025-02-03 to 2025-02-07
DUP005025,TXN013229,2025-02-07,2025-02-03 to 2025-02-07
DUP005125,TXN009131,2025-02-07,2025-02-02 to 2025-02-07
DUP005205,TXN037023,2025-02-07,2025-01-31 to 2025-02-07
DUP005302,TXN006851,2025-02-07,2025-02-04 to 2025-02-07
DUP005308,TXN013893,2025-02-07,2025-02-06 to 2025-02-07
DUP005317,TXN032019,2025-02-07,2025-02-05 to 2025-02-07
DUP005372,TXN021236,2025-02-07,2025-02-03 to 2025-02-07
DUP005460,TXN007598,2025-02-07,2025-02-02 to 2025-02-07
DUP005468,TXN024410,2025-02-07,2025-02-04 to 2025-02-07
DUP005541,TXN032402,2025-02-07,2025-02-06 to 2025-02-07
DUP005553,TXN030051,2025-02-07,2025-02-04 to 2025-02-07
DUP005629,TXN026868,2025-02-07,2025-02-05 to 2025-02-07
DUP005633,TXN009338,2025-02-07,2025-02-01 to 2025-02-07
DUP005641,TXN017754,2025-02-07,2025-02-02 to 2025-02-07
DUP005658,TXN002843,2025-02-07,2025-02-02 to 2025-02-07
DUP005706,TXN002476,2025-02-07,2025-02-04 to 2025-02-07
DUP005855,TXN000528,2025-02-07,2025-02-03 to 2025-02-07
DUP006035,TXN037770,2025-02-07,2025-02-01 to 2025-02-07
DUP006089,TXN029879,2025-02-07,2025-02-02 to 2025-02-07
DUP006118,TXN035739,2025-02-07,2025-01-31 to 2025-02-07
DUP006143,TXN031513,2025-02-07,2025-01-31 to 2025-02-07
DUP006151,TXN003956,2025-02-07,2025-02-05 to 2025-02-07
DUP006209,TXN038363,2025-02-07,2025-01-31 to 2025-02-07
DUP006268,TXN008135,2025-02-07,2025-01-31 to 2025-02-07
DUP006272,TXN005892,2025-02-07,2025-02-02 to 2025-02-07
DUP006300,TXN014125,2025-02-07,2025-02-05 to 2025-02-07
DUP006487,TXN015750,2025-02-07,2025-01-31 to 2025-02-07
DUP006615,TXN024116,2025-02-07,2025-02-01 to 2025-02-07
DUP006807,TXN005222,2025-02-07,2025-02-04 to 2025-02-07
DUP006822,TXN025543,2025-02-07,2025-02-04 to 2025-02-07
