order_id,event_time_utc,instrument,side,qty,price,venue,settlement_date_system,settlement_date_correct,utc_offset_system,utc_offset_correct
ORD-0020241103000397,2024-11-03T14:19:51Z,ESZ4,SELL,1,4588.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000398,2024-11-03T14:19:54Z,ESZ4,SELL,2,4578.0,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000399,2024-11-03T14:19:57Z,ESZ4,BUY,3,4567.6,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000400,2024-11-03T14:20:00Z,NQZ4,SELL,1,4570.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000401,2024-11-03T14:20:03Z,ESZ4,BUY,6,4570.95,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000402,2024-11-03T14:20:06Z,NQZ4,BUY,8,4584.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000403,2024-11-03T14:20:09Z,NQZ4,SELL,1,4588.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000404,2024-11-03T14:20:12Z,ESZ4,BUY,3,4567.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000405,2024-11-03T14:20:15Z,NQZ4,SELL,2,4554.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000406,2024-11-03T14:20:18Z,ESZ4,SELL,8,4584.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000407,2024-11-03T14:20:21Z,NQZ4,SELL,7,4558.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000408,2024-11-03T14:20:24Z,ESZ4,SELL,10,4541.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000409,2024-11-03T14:20:27Z,ESZ4,BUY,8,4561.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000410,2024-11-03T14:20:30Z,NQZ4,SELL,3,4587.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000411,2024-11-03T14:20:33Z,ESZ4,SELL,2,4577.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000412,2024-11-03T14:20:36Z,NQZ4,BUY,3,4572.12,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000413,2024-11-03T14:20:39Z,ESZ4,BUY,3,4585.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000414,2024-11-03T14:20:42Z,ESZ4,BUY,1,4573.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000415,2024-11-03T14:20:45Z,ESZ4,BUY,1,4544.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000416,2024-11-03T14:20:48Z,ESZ4,BUY,9,4551.28,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000417,2024-11-03T14:20:51Z,NQZ4,SELL,9,4542.96,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000418,2024-11-03T14:20:54Z,NQZ4,SELL,1,4582.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000419,2024-11-03T14:20:57Z,ESZ4,BUY,9,4549.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000420,2024-11-03T14:21:00Z,ESZ4,SELL,8,4543.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000421,2024-11-03T14:21:03Z,NQZ4,SELL,3,4574.83,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000422,2024-11-03T14:21:06Z,NQZ4,SELL,3,4557.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000423,2024-11-03T14:21:09Z,ESZ4,BUY,4,4546.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000424,2024-11-03T14:21:12Z,ESZ4,SELL,6,4577.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000425,2024-11-03T14:21:15Z,ESZ4,SELL,6,4570.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000426,2024-11-03T14:21:18Z,NQZ4,BUY,8,4544.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000427,2024-11-03T14:21:21Z,ESZ4,SELL,2,4550.88,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000428,2024-11-03T14:21:24Z,ESZ4,BUY,4,4544.79,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000429,2024-11-03T14:21:27Z,NQZ4,BUY,5,4585.53,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000430,2024-11-03T14:21:30Z,NQZ4,SELL,6,4551.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000431,2024-11-03T14:21:33Z,ESZ4,SELL,8,4549.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000432,2024-11-03T14:21:36Z,NQZ4,SELL,8,4572.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000433,2024-11-03T14:21:39Z,ESZ4,BUY,4,4543.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000434,2024-11-03T14:21:42Z,ESZ4,BUY,7,4544.19,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000435,2024-11-03T14:21:45Z,NQZ4,SELL,7,4582.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000436,2024-11-03T14:21:48Z,ESZ4,BUY,2,4568.31,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000437,2024-11-03T14:21:51Z,NQZ4,SELL,5,4575.78,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000438,2024-11-03T14:21:54Z,ESZ4,BUY,9,4563.95,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000439,2024-11-03T14:21:57Z,ESZ4,SELL,7,4576.31,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000440,2024-11-03T14:22:00Z,ESZ4,SELL,5,4557.23,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000441,2024-11-03T14:22:03Z,ESZ4,SELL,6,4577.62,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000442,2024-11-03T14:22:06Z,NQZ4,SELL,4,4577.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000443,2024-11-03T14:22:09Z,ESZ4,BUY,2,4547.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000444,2024-11-03T14:22:12Z,ESZ4,SELL,8,4585.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000445,2024-11-03T14:22:15Z,NQZ4,BUY,1,4584.87,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000446,2024-11-03T14:22:18Z,ESZ4,BUY,3,4588.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000447,2024-11-03T14:22:21Z,ESZ4,SELL,9,4542.64,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000448,2024-11-03T14:22:24Z,NQZ4,BUY,4,4582.22,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000449,2024-11-03T14:22:27Z,ESZ4,SELL,10,4588.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000450,2024-11-03T14:22:30Z,NQZ4,BUY,6,4563.4,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000451,2024-11-03T14:22:33Z,ESZ4,SELL,9,4559.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000452,2024-11-03T14:22:36Z,ESZ4,SELL,6,4566.21,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000453,2024-11-03T14:22:39Z,NQZ4,SELL,4,4560.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000454,2024-11-03T14:22:42Z,NQZ4,SELL,2,4542.89,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000455,2024-11-03T14:22:45Z,ESZ4,BUY,5,4551.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000456,2024-11-03T14:22:48Z,ESZ4,BUY,9,4576.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000457,2024-11-03T14:22:51Z,NQZ4,BUY,8,4571.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000458,2024-11-03T14:22:54Z,NQZ4,BUY,8,4541.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000459,2024-11-03T14:22:57Z,ESZ4,SELL,10,4553.14,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000460,2024-11-03T14:23:00Z,ESZ4,BUY,5,4582.96,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000461,2024-11-03T14:23:03Z,NQZ4,SELL,4,4552.5,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000462,2024-11-03T14:23:06Z,NQZ4,BUY,1,4575.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000463,2024-11-03T14:23:09Z,ESZ4,SELL,4,4582.46,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000464,2024-11-03T14:23:12Z,ESZ4,BUY,1,4546.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000465,2024-11-03T14:23:15Z,NQZ4,BUY,5,4541.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000466,2024-11-03T14:23:18Z,ESZ4,BUY,6,4550.61,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000467,2024-11-03T14:23:21Z,NQZ4,BUY,8,4562.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000468,2024-11-03T14:23:24Z,ESZ4,SELL,7,4563.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000469,2024-11-03T14:23:27Z,NQZ4,SELL,9,4553.96,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000470,2024-11-03T14:23:30Z,ESZ4,SELL,2,4578.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000471,2024-11-03T14:23:33Z,ESZ4,SELL,8,4546.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000472,2024-11-03T14:23:36Z,ESZ4,SELL,3,4588.89,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000473,2024-11-03T14:23:39Z,ESZ4,SELL,2,4569.36,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000474,2024-11-03T14:23:42Z,NQZ4,SELL,8,4566.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000475,2024-11-03T14:23:45Z,NQZ4,SELL,1,4572.95,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000476,2024-11-03T14:23:48Z,NQZ4,BUY,7,4574.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000477,2024-11-03T14:23:51Z,NQZ4,SELL,10,4545.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000478,2024-11-03T14:23:54Z,NQZ4,BUY,6,4551.86,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000479,2024-11-03T14:23:57Z,NQZ4,SELL,1,4543.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000480,2024-11-03T14:24:00Z,NQZ4,SELL,2,4552.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000481,2024-11-03T14:24:03Z,ESZ4,SELL,10,4573.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000482,2024-11-03T14:24:06Z,NQZ4,SELL,10,4567.42,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000483,2024-11-03T14:24:09Z,ESZ4,BUY,1,4587.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000484,2024-11-03T14:24:12Z,NQZ4,SELL,2,4544.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000485,2024-11-03T14:24:15Z,NQZ4,SELL,7,4540.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000486,2024-11-03T14:24:18Z,ESZ4,BUY,9,4576.11,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000487,2024-11-03T14:24:21Z,NQZ4,BUY,5,4583.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000488,2024-11-03T14:24:24Z,NQZ4,SELL,5,4580.77,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000489,2024-11-03T14:24:27Z,ESZ4,SELL,2,4542.75,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000490,2024-11-03T14:24:30Z,NQZ4,BUY,3,4542.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000491,2024-11-03T14:24:33Z,NQZ4,BUY,3,4544.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000492,2024-11-03T14:24:36Z,NQZ4,SELL,4,4552.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000493,2024-11-03T14:24:39Z,ESZ4,BUY,2,4566.6,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000494,2024-11-03T14:24:42Z,ESZ4,BUY,9,4587.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000495,2024-11-03T14:24:45Z,ESZ4,BUY,6,4544.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000496,2024-11-03T14:24:48Z,NQZ4,BUY,2,4561.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000497,2024-11-03T14:24:51Z,NQZ4,BUY,7,4557.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000498,2024-11-03T14:24:54Z,NQZ4,BUY,8,4586.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000499,2024-11-03T14:24:57Z,ESZ4,BUY,4,4552.46,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000500,2024-11-03T14:25:00Z,NQZ4,BUY,5,4553.0,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000501,2024-11-03T14:25:03Z,ESZ4,SELL,2,4542.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000502,2024-11-03T14:25:06Z,NQZ4,BUY,2,4553.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000503,2024-11-03T14:25:09Z,ESZ4,SELL,10,4551.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000504,2024-11-03T14:25:12Z,ESZ4,BUY,3,4556.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000505,2024-11-03T14:25:15Z,ESZ4,BUY,8,4543.53,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000506,2024-11-03T14:25:18Z,NQZ4,BUY,8,4563.87,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000507,2024-11-03T14:25:21Z,NQZ4,BUY,8,4583.31,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000508,2024-11-03T14:25:24Z,NQZ4,BUY,3,4547.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000509,2024-11-03T14:25:27Z,NQZ4,SELL,3,4575.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000510,2024-11-03T14:25:30Z,ESZ4,SELL,5,4587.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000511,2024-11-03T14:25:33Z,NQZ4,BUY,4,4560.43,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000512,2024-11-03T14:25:36Z,ESZ4,BUY,8,4545.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000513,2024-11-03T14:25:39Z,NQZ4,SELL,6,4589.78,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000514,2024-11-03T14:25:42Z,ESZ4,BUY,4,4586.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000515,2024-11-03T14:25:45Z,NQZ4,BUY,2,4585.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000516,2024-11-03T14:25:48Z,NQZ4,SELL,4,4589.68,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000517,2024-11-03T14:25:51Z,NQZ4,SELL,2,4589.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000518,2024-11-03T14:25:54Z,ESZ4,BUY,3,4545.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000519,2024-11-03T14:25:57Z,ESZ4,SELL,1,4585.19,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000520,2024-11-03T14:26:00Z,ESZ4,SELL,2,4564.46,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000521,2024-11-03T14:26:03Z,ESZ4,BUY,8,4549.12,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000522,2024-11-03T14:26:06Z,NQZ4,SELL,7,4571.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000523,2024-11-03T14:26:09Z,ESZ4,SELL,1,4547.7,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000524,2024-11-03T14:26:12Z,ESZ4,SELL,10,4575.02,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000525,2024-11-03T14:26:15Z,NQZ4,BUY,5,4551.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000526,2024-11-03T14:26:18Z,ESZ4,BUY,9,4555.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000527,2024-11-03T14:26:21Z,ESZ4,SELL,4,4573.22,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000528,2024-11-03T14:26:24Z,ESZ4,BUY,2,4563.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000529,2024-11-03T14:26:27Z,NQZ4,BUY,4,4566.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000530,2024-11-03T14:26:30Z,NQZ4,BUY,1,4587.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000531,2024-11-03T14:26:33Z,ESZ4,SELL,4,4584.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000532,2024-11-03T14:26:36Z,ESZ4,BUY,4,4576.34,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000533,2024-11-03T14:26:39Z,NQZ4,BUY,9,4558.26,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000534,2024-11-03T14:26:42Z,NQZ4,SELL,2,4570.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000535,2024-11-03T14:26:45Z,NQZ4,SELL,6,4559.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000536,2024-11-03T14:26:48Z,ESZ4,BUY,1,4558.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000537,2024-11-03T14:26:51Z,ESZ4,SELL,6,4570.91,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000538,2024-11-03T14:26:54Z,ESZ4,SELL,3,4586.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000539,2024-11-03T14:26:57Z,ESZ4,SELL,4,4553.91,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000540,2024-11-03T14:27:00Z,NQZ4,BUY,7,4557.91,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000541,2024-11-03T14:27:03Z,ESZ4,SELL,3,4563.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000542,2024-11-03T14:27:06Z,NQZ4,SELL,1,4550.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000543,2024-11-03T14:27:09Z,NQZ4,BUY,9,4554.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000544,2024-11-03T14:27:12Z,NQZ4,SELL,8,4543.59,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000545,2024-11-03T14:27:15Z,ESZ4,BUY,1,4561.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000546,2024-11-03T14:27:18Z,NQZ4,SELL,1,4568.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000547,2024-11-03T14:27:21Z,ESZ4,BUY,3,4573.37,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000548,2024-11-03T14:27:24Z,ESZ4,SELL,8,4558.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000549,2024-11-03T14:27:27Z,ESZ4,BUY,5,4586.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000550,2024-11-03T14:27:30Z,ESZ4,BUY,3,4556.6,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000551,2024-11-03T14:27:33Z,ESZ4,SELL,2,4553.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000552,2024-11-03T14:27:36Z,ESZ4,SELL,2,4552.42,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000553,2024-11-03T14:27:39Z,NQZ4,SELL,7,4582.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000554,2024-11-03T14:27:42Z,ESZ4,SELL,4,4549.39,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000555,2024-11-03T14:27:45Z,NQZ4,BUY,4,4564.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000556,2024-11-03T14:27:48Z,NQZ4,SELL,8,4565.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000557,2024-11-03T14:27:51Z,ESZ4,BUY,4,4549.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000558,2024-11-03T14:27:54Z,NQZ4,BUY,9,4562.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000559,2024-11-03T14:27:57Z,NQZ4,BUY,1,4571.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000560,2024-11-03T14:28:00Z,ESZ4,SELL,2,4570.64,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000561,2024-11-03T14:28:03Z,NQZ4,SELL,7,4584.91,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000562,2024-11-03T14:28:06Z,ESZ4,SELL,8,4551.44,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000563,2024-11-03T14:28:09Z,ESZ4,BUY,2,4579.76,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000564,2024-11-03T14:28:12Z,NQZ4,SELL,10,4546.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000565,2024-11-03T14:28:15Z,ESZ4,BUY,4,4585.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000566,2024-11-03T14:28:18Z,ESZ4,BUY,4,4589.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000567,2024-11-03T14:28:21Z,ESZ4,BUY,1,4581.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000568,2024-11-03T14:28:24Z,ESZ4,SELL,6,4566.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000569,2024-11-03T14:28:27Z,ESZ4,SELL,4,4570.65,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000570,2024-11-03T14:28:30Z,NQZ4,SELL,3,4561.6,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000571,2024-11-03T14:28:33Z,ESZ4,BUY,10,4585.78,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000572,2024-11-03T14:28:36Z,NQZ4,BUY,3,4560.63,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000573,2024-11-03T14:28:39Z,NQZ4,BUY,6,4574.83,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000574,2024-11-03T14:28:42Z,NQZ4,SELL,2,4589.62,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000575,2024-11-03T14:28:45Z,NQZ4,BUY,7,4555.45,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000576,2024-11-03T14:28:48Z,ESZ4,SELL,10,4567.73,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000577,2024-11-03T14:28:51Z,NQZ4,SELL,1,4574.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000578,2024-11-03T14:28:54Z,NQZ4,SELL,9,4543.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000579,2024-11-03T14:28:57Z,ESZ4,SELL,6,4542.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000580,2024-11-03T14:29:00Z,ESZ4,BUY,10,4582.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000581,2024-11-03T14:29:03Z,NQZ4,SELL,9,4544.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000582,2024-11-03T14:29:06Z,ESZ4,SELL,4,4570.36,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000583,2024-11-03T14:29:09Z,NQZ4,SELL,6,4588.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000584,2024-11-03T14:29:12Z,ESZ4,SELL,5,4541.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000585,2024-11-03T14:29:15Z,NQZ4,BUY,2,4563.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000586,2024-11-03T14:29:18Z,ESZ4,BUY,10,4583.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000587,2024-11-03T14:29:21Z,NQZ4,SELL,2,4573.96,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000588,2024-11-03T14:29:24Z,NQZ4,SELL,5,4582.78,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000589,2024-11-03T14:29:27Z,ESZ4,BUY,6,4553.65,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000590,2024-11-03T14:29:30Z,ESZ4,SELL,3,4546.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000591,2024-11-03T14:29:33Z,NQZ4,BUY,7,4581.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000592,2024-11-03T14:29:36Z,ESZ4,SELL,9,4541.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000593,2024-11-03T14:29:39Z,NQZ4,BUY,7,4575.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000594,2024-11-03T14:29:42Z,NQZ4,BUY,3,4569.79,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000595,2024-11-03T14:29:45Z,NQZ4,SELL,6,4544.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
