audit_id,user_id,detection_date,variant,assigned_group,detection_method,bot_score,request_rate_per_min,session_duration_sec,page_views_per_session,ip_address_hash,user_agent_type,is_datacenter_ip,headless_browser_detected,cookie_consistency_score,mouse_movement_score,click_pattern_score,referrer_type,action_taken,final_disposition
AUDIT-EXP003-00256,u_exp003_ctrl_000256,2023-10-06,control,control,behavioral_analysis,0.8139,136.07,6,1,ip_0912f,headless_chrome,1,1,0.1186,0.2159,0.1285,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00257,u_exp003_ctrl_000257,2023-09-17,control,control,honeypot_trigger,0.9485,169.7,7,4,ip_062e8,scrapy,1,0,0.3551,0.0538,0.1783,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00258,u_exp003_ctrl_000258,2023-10-02,control,control,captcha_fail,0.9678,240.13,6,4,ip_1790c,python_requests,1,0,0.091,0.2728,0.2156,organic_search,flagged_pending,confirmed_bot
AUDIT-EXP003-00259,u_exp003_ctrl_000259,2023-09-30,control,control,rate_limiting,0.8547,375.97,6,1,ip_0db91,scrapy,1,0,0.1456,0.126,0.1246,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00260,u_exp003_ctrl_000260,2023-10-14,control,control,rate_limiting,0.7807,178.62,11,2,ip_157f0,unknown_bot,0,0,0.2537,0.3185,0.3128,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00261,u_exp003_ctrl_000261,2023-09-30,control,control,rate_limiting,0.8837,112.29,3,3,ip_117b1,unknown_bot,0,0,0.3016,0.1511,0.1961,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00262,u_exp003_ctrl_000262,2023-09-20,control,control,honeypot_trigger,0.9044,121.93,2,1,ip_053a2,curl,1,0,0.2276,0.0833,0.3897,direct,removed,confirmed_bot
AUDIT-EXP003-00263,u_exp003_ctrl_000263,2023-10-22,control,control,captcha_fail,0.877,143.61,7,4,ip_0ed47,unknown_bot,0,0,0.1814,0.14,0.1915,email,removed,confirmed_bot
AUDIT-EXP003-00264,u_exp003_ctrl_000264,2023-10-17,control,control,captcha_fail,0.7201,324.05,9,3,ip_02710,python_requests,1,0,0.1385,0.1862,0.3652,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00265,u_exp003_ctrl_000265,2023-09-24,control,control,ml_classifier,0.9569,200.2,10,3,ip_0dd68,headless_chrome,1,1,0.2817,0.1326,0.2935,organic_search,flagged_pending,likely_bot
AUDIT-EXP003-00266,u_exp003_ctrl_000266,2023-10-30,control,control,rate_limiting,0.7451,127.0,10,4,ip_0587e,headless_chrome,1,1,0.1518,0.1887,0.3916,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00267,u_exp003_ctrl_000267,2023-09-30,control,control,rate_limiting,0.9714,356.48,4,1,ip_152ff,scrapy,1,0,0.3272,0.2607,0.3119,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00268,u_exp003_ctrl_000268,2023-09-26,control,control,rate_limiting,0.9677,301.01,6,4,ip_05812,legitimate_browser,0,0,0.4418,0.2999,0.3674,paid_ads,quarantined,confirmed_bot
AUDIT-EXP003-00269,u_exp003_ctrl_000269,2023-11-08,control,control,captcha_fail,0.828,370.95,11,2,ip_109ef,headless_chrome,1,1,0.3851,0.3419,0.0822,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00270,u_exp003_ctrl_000270,2023-10-15,control,control,ml_classifier,0.7256,291.48,8,1,ip_15156,curl,1,0,0.1517,0.339,0.1052,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00271,u_exp003_ctrl_000271,2023-09-21,control,control,ml_classifier,0.971,227.68,1,4,ip_06d30,headless_chrome,1,1,0.2366,0.3096,0.1773,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00272,u_exp003_ctrl_000272,2023-09-17,control,control,honeypot_trigger,0.7425,305.86,8,4,ip_11a68,headless_chrome,1,1,0.2139,0.3291,0.1341,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00273,u_exp003_ctrl_000273,2023-10-25,control,control,behavioral_analysis,0.8904,110.21,8,4,ip_0431d,python_requests,1,0,0.3957,0.0328,0.2197,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00274,u_exp003_ctrl_000274,2023-09-15,control,control,honeypot_trigger,0.7877,255.85,1,3,ip_169d9,unknown_bot,0,0,0.0574,0.2517,0.1278,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00275,u_exp003_ctrl_000275,2023-10-14,control,control,honeypot_trigger,0.9744,358.07,5,3,ip_0ae84,scrapy,1,0,0.1585,0.1344,0.3069,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00276,u_exp003_ctrl_000276,2023-10-08,control,control,rate_limiting,0.9163,64.43,5,1,ip_07b03,unknown_bot,0,0,0.4273,0.3308,0.1148,direct,removed,confirmed_bot
AUDIT-EXP003-00277,u_exp003_ctrl_000277,2023-10-30,control,control,rate_limiting,0.9308,359.58,2,4,ip_0404d,python_requests,1,0,0.3209,0.1379,0.2186,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00278,u_exp003_ctrl_000278,2023-11-05,control,control,ml_classifier,0.7467,68.02,7,1,ip_11202,headless_chrome,1,1,0.274,0.0642,0.1801,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00279,u_exp003_ctrl_000279,2023-09-29,control,control,ml_classifier,0.764,82.52,4,4,ip_0b1b7,unknown_bot,0,0,0.1553,0.1724,0.2336,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00280,u_exp003_ctrl_000280,2023-09-24,control,control,honeypot_trigger,0.9214,353.66,8,2,ip_15abc,python_requests,1,0,0.1665,0.1792,0.1365,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00281,u_exp003_ctrl_000281,2023-11-01,control,control,ml_classifier,0.8099,350.17,12,1,ip_06cb2,curl,1,0,0.107,0.3334,0.3977,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00282,u_exp003_ctrl_000282,2023-10-18,control,control,ml_classifier,0.9305,362.84,5,1,ip_1391f,scrapy,1,0,0.1894,0.3322,0.3607,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00283,u_exp003_ctrl_000283,2023-11-01,control,control,captcha_fail,0.8902,125.71,1,1,ip_0f865,legitimate_browser,0,0,0.3316,0.2395,0.1428,social,flagged_pending,confirmed_bot
AUDIT-EXP003-00284,u_exp003_ctrl_000284,2023-10-05,control,control,rate_limiting,0.8782,219.09,3,4,ip_07120,headless_chrome,1,1,0.1181,0.1432,0.295,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00285,u_exp003_ctrl_000285,2023-10-18,control,control,honeypot_trigger,0.8925,75.8,4,4,ip_0dd71,scrapy,1,0,0.107,0.0755,0.32,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00286,u_exp003_ctrl_000286,2023-10-22,control,control,rate_limiting,0.9576,52.41,1,2,ip_02802,curl,1,0,0.1097,0.151,0.2703,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00287,u_exp003_ctrl_000287,2023-10-28,control,control,ml_classifier,0.8608,314.29,3,4,ip_04116,python_requests,1,0,0.3395,0.2833,0.3172,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00288,u_exp003_ctrl_000288,2023-10-14,control,control,ml_classifier,0.7842,175.38,12,1,ip_10e82,curl,1,0,0.3349,0.2748,0.246,email,removed,confirmed_bot
AUDIT-EXP003-00289,u_exp003_ctrl_000289,2023-09-19,control,control,rate_limiting,0.8636,186.05,12,1,ip_047b4,headless_chrome,1,1,0.0602,0.228,0.3137,social,removed,confirmed_bot
AUDIT-EXP003-00290,u_exp003_ctrl_000290,2023-10-04,control,control,ml_classifier,0.7339,221.57,6,4,ip_15bc3,unknown_bot,0,0,0.0587,0.1799,0.2464,bot_farm,removed,likely_bot
AUDIT-EXP003-00291,u_exp003_ctrl_000291,2023-11-10,control,control,ml_classifier,0.8987,169.2,10,4,ip_09efa,headless_chrome,1,1,0.3398,0.0253,0.4015,bot_farm,removed,likely_bot
AUDIT-EXP003-00292,u_exp003_ctrl_000292,2023-10-17,control,control,ml_classifier,0.7664,99.07,11,1,ip_0e57c,headless_chrome,1,1,0.1188,0.2211,0.2806,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00293,u_exp003_ctrl_000293,2023-10-24,control,control,honeypot_trigger,0.7659,360.73,7,4,ip_14bad,python_requests,1,0,0.0665,0.1839,0.2676,direct,removed,confirmed_bot
AUDIT-EXP003-00294,u_exp003_ctrl_000294,2023-09-23,control,control,rate_limiting,0.851,352.75,5,2,ip_14628,curl,1,0,0.0614,0.3493,0.2614,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00295,u_exp003_ctrl_000295,2023-10-11,control,control,ml_classifier,0.7273,351.95,1,2,ip_11db9,python_requests,1,0,0.1192,0.3191,0.3167,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00296,u_exp003_ctrl_000296,2023-10-01,control,control,ml_classifier,0.9633,236.4,5,3,ip_172da,curl,1,0,0.0695,0.2614,0.3415,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00297,u_exp003_ctrl_000297,2023-09-23,control,control,ip_reputation,0.7836,273.06,1,2,ip_08a49,curl,1,0,0.296,0.2017,0.0882,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00298,u_exp003_ctrl_000298,2023-10-11,control,control,captcha_fail,0.7625,318.14,4,4,ip_058ae,scrapy,1,0,0.3611,0.2888,0.4153,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00299,u_exp003_ctrl_000299,2023-09-18,control,control,ip_reputation,0.9845,227.23,8,3,ip_0c2e0,python_requests,1,0,0.0591,0.3392,0.1296,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00300,u_exp003_ctrl_000300,2023-10-29,control,control,captcha_fail,0.8935,262.75,11,4,ip_080dd,scrapy,1,0,0.1009,0.1662,0.3953,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00301,u_exp003_ctrl_000301,2023-10-30,control,control,ml_classifier,0.8022,305.41,7,4,ip_08de6,curl,1,0,0.354,0.0678,0.4055,direct,quarantined,confirmed_bot
AUDIT-EXP003-00302,u_exp003_ctrl_000302,2023-10-07,control,control,ml_classifier,0.9204,305.59,10,3,ip_170bd,unknown_bot,0,0,0.0642,0.0565,0.1136,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00303,u_exp003_ctrl_000303,2023-10-31,control,control,ml_classifier,0.9063,98.0,11,3,ip_12891,scrapy,1,0,0.186,0.0246,0.37,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00304,u_exp003_ctrl_000304,2023-11-10,control,control,rate_limiting,0.7649,322.36,3,1,ip_12f73,unknown_bot,0,0,0.3558,0.1987,0.2312,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00305,u_exp003_ctrl_000305,2023-09-15,control,control,ml_classifier,0.9504,62.19,1,4,ip_0d82a,headless_chrome,1,1,0.3313,0.2282,0.3175,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00306,u_exp003_ctrl_000306,2023-11-08,control,control,ml_classifier,0.9686,123.45,5,4,ip_10e37,scrapy,1,0,0.1347,0.2194,0.2883,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00307,u_exp003_ctrl_000307,2023-09-28,control,control,captcha_fail,0.8869,324.55,10,1,ip_07d4e,scrapy,1,0,0.3708,0.0224,0.2491,bot_farm,quarantined,confirmed_bot
AUDIT-EXP003-00308,u_exp003_ctrl_000308,2023-10-29,control,control,honeypot_trigger,0.7505,362.26,6,1,ip_12f3b,scrapy,1,0,0.0884,0.0913,0.2336,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00309,u_exp003_ctrl_000309,2023-10-11,control,control,ml_classifier,0.9131,68.19,4,3,ip_15aff,curl,1,0,0.179,0.2996,0.2584,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00310,u_exp003_ctrl_000310,2023-10-29,control,control,captcha_fail,0.7979,369.5,9,3,ip_171b1,curl,1,0,0.4253,0.2756,0.3453,direct,removed,false_positive_reversed
AUDIT-EXP003-00311,u_exp003_ctrl_000311,2023-11-01,control,control,ml_classifier,0.8796,350.34,7,3,ip_0569d,unknown_bot,0,0,0.1782,0.0285,0.1822,bot_farm,removed,likely_bot
AUDIT-EXP003-00312,u_exp003_ctrl_000312,2023-10-17,control,control,ml_classifier,0.8938,182.26,4,2,ip_0b525,scrapy,1,0,0.3313,0.2912,0.1485,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00313,u_exp003_ctrl_000313,2023-11-01,control,control,ml_classifier,0.819,316.87,1,2,ip_03ecc,headless_chrome,1,1,0.4463,0.0629,0.3178,social,removed,confirmed_bot
AUDIT-EXP003-00314,u_exp003_ctrl_000314,2023-09-21,control,control,behavioral_analysis,0.7777,336.86,10,3,ip_0fe0d,scrapy,1,0,0.0986,0.1403,0.227,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00315,u_exp003_ctrl_000315,2023-09-15,control,control,ml_classifier,0.7654,178.17,7,2,ip_0c245,unknown_bot,0,0,0.089,0.1672,0.2544,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00316,u_exp003_ctrl_000316,2023-09-17,control,control,captcha_fail,0.9296,244.26,4,3,ip_13586,headless_chrome,1,1,0.3943,0.0696,0.2806,social,removed,confirmed_bot
AUDIT-EXP003-00317,u_exp003_ctrl_000317,2023-10-10,control,control,ml_classifier,0.9167,225.59,12,3,ip_0f437,unknown_bot,0,0,0.4335,0.054,0.3224,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00318,u_exp003_ctrl_000318,2023-10-22,control,control,ip_reputation,0.9559,121.41,12,2,ip_17deb,unknown_bot,0,0,0.2524,0.1033,0.3022,bot_farm,flagged_pending,false_positive_reversed
AUDIT-EXP003-00319,u_exp003_ctrl_000319,2023-09-26,control,control,behavioral_analysis,0.964,241.73,9,2,ip_03598,headless_chrome,1,1,0.0597,0.1118,0.2901,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00320,u_exp003_ctrl_000320,2023-10-07,control,control,ml_classifier,0.7514,334.87,11,3,ip_04a9d,headless_chrome,1,1,0.2724,0.0332,0.3842,bot_farm,removed,false_positive_reversed
AUDIT-EXP003-00321,u_exp003_ctrl_000321,2023-11-01,control,control,ml_classifier,0.9563,74.76,12,3,ip_0aaa2,headless_chrome,1,1,0.2038,0.0543,0.1678,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00322,u_exp003_ctrl_000322,2023-11-06,control,control,ml_classifier,0.8015,272.07,11,4,ip_18551,legitimate_browser,0,0,0.4406,0.0642,0.4115,email,removed,confirmed_bot
AUDIT-EXP003-00323,u_exp003_ctrl_000323,2023-10-13,control,control,captcha_fail,0.9711,200.4,8,1,ip_16269,scrapy,1,0,0.2436,0.0298,0.3092,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00324,u_exp003_ctrl_000324,2023-10-14,control,control,ml_classifier,0.7965,45.47,10,4,ip_050f0,headless_chrome,1,1,0.4379,0.3144,0.0886,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00325,u_exp003_ctrl_000325,2023-10-15,control,control,ip_reputation,0.9328,192.41,12,3,ip_12687,headless_chrome,1,1,0.1123,0.1743,0.1335,social,removed,confirmed_bot
AUDIT-EXP003-00326,u_exp003_ctrl_000326,2023-10-28,control,control,behavioral_analysis,0.9203,148.57,4,2,ip_0e1be,curl,1,0,0.1578,0.1411,0.1359,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00327,u_exp003_ctrl_000327,2023-10-28,control,control,captcha_fail,0.805,277.6,6,3,ip_0deba,headless_chrome,1,1,0.2539,0.3136,0.2452,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00328,u_exp003_ctrl_000328,2023-09-17,control,control,behavioral_analysis,0.7279,254.94,10,4,ip_05e1a,python_requests,1,0,0.3546,0.212,0.2832,direct,removed,confirmed_bot
AUDIT-EXP003-00329,u_exp003_ctrl_000329,2023-10-26,control,control,ml_classifier,0.8378,334.49,1,4,ip_153d1,curl,1,0,0.1428,0.3113,0.1244,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00330,u_exp003_ctrl_000330,2023-11-04,control,control,ip_reputation,0.8438,216.27,3,3,ip_120e7,headless_chrome,1,1,0.4294,0.2737,0.2059,email,removed,likely_bot
AUDIT-EXP003-00331,u_exp003_ctrl_000331,2023-09-27,control,control,captcha_fail,0.8821,342.91,6,3,ip_0bb2f,unknown_bot,0,0,0.3039,0.2814,0.2665,email,quarantined,confirmed_bot
AUDIT-EXP003-00332,u_exp003_ctrl_000332,2023-10-23,control,control,ip_reputation,0.848,127.38,12,2,ip_0ad45,legitimate_browser,0,0,0.2749,0.0521,0.3546,email,removed,confirmed_bot
AUDIT-EXP003-00333,u_exp003_ctrl_000333,2023-11-08,control,control,rate_limiting,0.8406,187.23,7,3,ip_055b0,unknown_bot,0,0,0.3788,0.1555,0.1455,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00334,u_exp003_ctrl_000334,2023-09-21,control,control,captcha_fail,0.8409,90.36,7,4,ip_0fb8a,scrapy,1,0,0.2642,0.1704,0.2588,organic_search,quarantined,confirmed_bot
AUDIT-EXP003-00335,u_exp003_ctrl_000335,2023-10-25,control,control,ml_classifier,0.8221,249.22,4,1,ip_17b38,headless_chrome,1,1,0.3857,0.0536,0.1657,direct,removed,likely_bot
AUDIT-EXP003-00336,u_exp003_ctrl_000336,2023-10-28,control,control,ml_classifier,0.9013,341.1,3,2,ip_043ea,headless_chrome,1,1,0.0601,0.1162,0.2367,organic_search,removed,confirmed_bot
AUDIT-EXP003-00337,u_exp003_ctrl_000337,2023-09-22,control,control,ml_classifier,0.8089,58.68,3,4,ip_1031a,unknown_bot,0,0,0.3545,0.1666,0.3192,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00338,u_exp003_ctrl_000338,2023-09-27,control,control,captcha_fail,0.7528,93.19,3,1,ip_0ef98,scrapy,1,0,0.4281,0.201,0.2586,email,removed,confirmed_bot
AUDIT-EXP003-00339,u_exp003_ctrl_000339,2023-10-04,control,control,honeypot_trigger,0.8039,256.68,4,2,ip_134b4,curl,1,0,0.2595,0.1576,0.0805,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00340,u_exp003_ctrl_000340,2023-09-21,control,control,ml_classifier,0.7699,60.86,11,2,ip_09b6b,headless_chrome,1,1,0.3629,0.1724,0.2598,paid_ads,removed,confirmed_bot
AUDIT-EXP003-00341,u_exp003_ctrl_000341,2023-11-05,control,control,ml_classifier,0.9735,251.88,12,2,ip_0e639,headless_chrome,1,1,0.4025,0.0726,0.2707,bot_farm,removed,likely_bot
AUDIT-EXP003-00342,u_exp003_ctrl_000342,2023-09-30,control,control,rate_limiting,0.9726,363.11,6,4,ip_1475e,headless_chrome,1,1,0.3039,0.1334,0.4001,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00343,u_exp003_ctrl_000343,2023-09-26,control,control,behavioral_analysis,0.9132,153.7,6,2,ip_15896,unknown_bot,0,0,0.2551,0.2528,0.389,direct,removed,confirmed_bot
AUDIT-EXP003-00344,u_exp003_ctrl_000344,2023-11-02,control,control,captcha_fail,0.9224,300.98,1,2,ip_139f0,legitimate_browser,0,0,0.4339,0.2809,0.1494,bot_farm,removed,likely_bot
AUDIT-EXP003-00345,u_exp003_ctrl_000345,2023-10-21,control,control,ml_classifier,0.9143,46.62,11,4,ip_169ae,scrapy,1,0,0.1908,0.2756,0.2081,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00346,u_exp003_ctrl_000346,2023-09-19,control,control,captcha_fail,0.8501,169.21,4,4,ip_0c526,scrapy,1,0,0.1305,0.2564,0.2665,bot_farm,removed,likely_bot
AUDIT-EXP003-00347,u_exp003_ctrl_000347,2023-09-15,control,control,captcha_fail,0.8675,181.1,10,4,ip_13fff,curl,1,0,0.3891,0.1042,0.257,organic_search,removed,confirmed_bot
AUDIT-EXP003-00348,u_exp003_ctrl_000348,2023-09-19,control,control,ml_classifier,0.9296,339.55,10,3,ip_10999,curl,1,0,0.0593,0.2554,0.2746,bot_farm,flagged_pending,confirmed_bot
AUDIT-EXP003-00349,u_exp003_ctrl_000349,2023-10-28,control,control,behavioral_analysis,0.8501,49.07,11,3,ip_0c070,headless_chrome,1,1,0.1929,0.2767,0.1402,bot_farm,removed,confirmed_bot
AUDIT-EXP003-00350,u_exp003_ctrl_000350,2023-09-21,control,control,ml_classifier,0.9199,375.03,9,3,ip_17e4c,scrapy,1,0,0.4238,0.264,0.3492,social,removed,confirmed_bot
