# Imagery Analysis Supplement — area-7
Prepared by: Remote Sensing Unit | Supplement ID: RSU-2026-0712-SUPP
Analysis Date: 2026-05-03 | Reference Imagery: T1 (2024-08-12), T2 (2026-04-23)

## Purpose

This supplement provides detailed pixel-level change statistics for the
area-7 ROI (pixel coordinates: x0=140, y0=200, x1=380, y1=420).
The analysis supports the cross-reference validation required under
DB37/T 4122-2021 Section 2.3.

## NDVI Analysis

T1 (2024-08-12) mean NDVI in ROI: 0.612
T2 (2026-04-23) mean NDVI in ROI: 0.487
Delta NDVI: -0.125 (land-use conversion detected)

Changed pixels (Delta NDVI > 0.15 threshold): 14,823 pixels
Unchanged pixels:                             37,577 pixels
Area conversion rate: 13.3 ha (28.3% of ROI)

## Spectral Band Analysis

Band        | T1 mean | T2 mean | Change
------------|---------|---------|-------
Blue (0.45-0.52 um) | 0.083   | 0.112   | +0.029
Green (0.53-0.59 um)| 0.124   | 0.098   | -0.026
Red (0.63-0.69 um)  | 0.156   | 0.231   | +0.075
NIR (0.76-0.90 um)  | 0.412   | 0.321   | -0.091
SWIR1 (1.55-1.75 um)| 0.198   | 0.267   | +0.069

## Object-Based Change Detection

Segmentation (scale 65) identified 38 changed objects in the ROI.
Mean object size: 0.484 ha | Total changed area: 18.4 ha
Shape index mean: 1.82 (elongated, consistent with field boundaries)
Compactness mean: 0.61

## Appendix A: Pixel-Level Statistics (Full ROI, every 2nd pixel)

Row | Col | T1_Blue | T1_Green | T1_Red | T1_NIR | T2_Blue | T2_Green | T2_Red | T2_NIR | Delta_NDVI | Class
286 | 336 | 0.0952  | 0.1146   | 0.1631 | 0.4770 | 0.0880  | 0.1013   | 0.2341 | 0.3711 | -0.2640    | changed
286 | 338 | 0.0879  | 0.1139   | 0.1910 | 0.4335 | 0.0936  | 0.1201   | 0.2423 | 0.3529 | -0.2025    | changed
286 | 340 | 0.1138  | 0.1091   | 0.2126 | 0.6204 | 0.1215  | 0.1039   | 0.2657 | 0.5262 | -0.1606    | changed
286 | 342 | 0.1037  | 0.1745   | 0.1670 | 0.4582 | 0.1082  | 0.1602   | 0.1722 | 0.3844 | -0.0846    | stable
286 | 344 | 0.0952  | 0.1279   | 0.1617 | 0.3765 | 0.1164  | 0.1071   | 0.2060 | 0.3610 | -0.1257    | stable
286 | 346 | 0.1020  | 0.1617   | 0.1768 | 0.3688 | 0.0925  | 0.1358   | 0.1949 | 0.3299 | -0.0947    | stable
286 | 348 | 0.0617  | 0.1459   | 0.2161 | 0.3668 | 0.0436  | 0.1531   | 0.2263 | 0.2484 | -0.2119    | changed
286 | 350 | 0.0666  | 0.1093   | 0.1365 | 0.5515 | 0.0661  | 0.1112   | 0.1722 | 0.4179 | -0.1868    | changed
286 | 352 | 0.0675  | 0.1655   | 0.1548 | 0.6387 | 0.0862  | 0.1866   | 0.1685 | 0.5316 | -0.0912    | stable
286 | 354 | 0.1071  | 0.1312   | 0.1953 | 0.3699 | 0.0953  | 0.1392   | 0.2671 | 0.3319 | -0.2007    | changed
286 | 356 | 0.0822  | 0.1626   | 0.1489 | 0.4832 | 0.0762  | 0.1477   | 0.2380 | 0.3753 | -0.3050    | changed
286 | 358 | 0.1135  | 0.1602   | 0.1968 | 0.4749 | 0.1500  | 0.1364   | 0.2583 | 0.4274 | -0.1674    | changed
286 | 360 | 0.0815  | 0.1530   | 0.1988 | 0.5782 | 0.1227  | 0.1707   | 0.2723 | 0.4377 | -0.2553    | changed
286 | 362 | 0.1196  | 0.1274   | 0.1917 | 0.3146 | 0.0989  | 0.1457   | 0.2688 | 0.2932 | -0.1993    | changed
286 | 364 | 0.1145  | 0.1797   | 0.1941 | 0.3855 | 0.0619  | 0.1971   | 0.2297 | 0.3634 | -0.1048    | stable
286 | 366 | 0.0753  | 0.1387   | 0.1892 | 0.4594 | 0.1049  | 0.0998   | 0.2226 | 0.3827 | -0.1521    | changed
286 | 368 | 0.0621  | 0.1184   | 0.2188 | 0.3946 | 0.0659  | 0.1383   | 0.2408 | 0.3469 | -0.1061    | stable
286 | 370 | 0.1042  | 0.1409   | 0.1588 | 0.5635 | 0.1211  | 0.1552   | 0.1997 | 0.5424 | -0.0985    | stable
286 | 372 | 0.0854  | 0.1425   | 0.1273 | 0.3341 | 0.0762  | 0.1323   | 0.1695 | 0.2780 | -0.2057    | changed
286 | 374 | 0.0718  | 0.1315   | 0.1811 | 0.5747 | 0.0406  | 0.1207   | 0.2201 | 0.4655 | -0.1629    | changed
286 | 376 | 0.0671  | 0.1522   | 0.1405 | 0.4001 | 0.0498  | 0.1402   | 0.1753 | 0.3399 | -0.1607    | changed
286 | 378 | 0.0774  | 0.1413   | 0.1220 | 0.5040 | 0.1205  | 0.1107   | 0.1637 | 0.3996 | -0.1914    | changed
288 | 140 | 0.0885  | 0.1228   | 0.1721 | 0.4821 | 0.0958  | 0.0950   | 0.2150 | 0.3696 | -0.2094    | changed
288 | 142 | 0.1078  | 0.1776   | 0.1674 | 0.6429 | 0.1184  | 0.2002   | 0.2861 | 0.5378 | -0.2813    | changed
288 | 144 | 0.0696  | 0.1435   | 0.1687 | 0.5122 | 0.0503  | 0.1545   | 0.2325 | 0.3775 | -0.2668    | changed
288 | 146 | 0.1178  | 0.1162   | 0.1570 | 0.3821 | 0.1211  | 0.0992   | 0.1914 | 0.3097 | -0.1814    | changed
288 | 148 | 0.0911  | 0.1503   | 0.1484 | 0.4113 | 0.1069  | 0.1452   | 0.1783 | 0.3168 | -0.1900    | changed
288 | 150 | 0.0744  | 0.1571   | 0.2090 | 0.4179 | 0.0765  | 0.1387   | 0.2917 | 0.3962 | -0.1813    | changed
288 | 152 | 0.1122  | 0.1246   | 0.1227 | 0.6380 | 0.1120  | 0.0941   | 0.1806 | 0.5156 | -0.1962    | changed
288 | 154 | 0.1158  | 0.1287   | 0.1459 | 0.3524 | 0.1261  | 0.1253   | 0.1756 | 0.2646 | -0.2122    | changed
288 | 156 | 0.0651  | 0.1779   | 0.2066 | 0.4464 | 0.0872  | 0.1823   | 0.2481 | 0.3700 | -0.1700    | changed
288 | 158 | 0.0974  | 0.1541   | 0.1986 | 0.4525 | 0.1201  | 0.1856   | 0.2901 | 0.3174 | -0.3451    | changed
288 | 160 | 0.0736  | 0.1281   | 0.1257 | 0.5367 | 0.0640  | 0.0986   | 0.2225 | 0.3954 | -0.3407    | changed
288 | 162 | 0.0793  | 0.1773   | 0.1379 | 0.4604 | 0.1054  | 0.1686   | 0.1524 | 0.3670 | -0.1258    | stable
288 | 164 | 0.0889  | 0.1413   | 0.1879 | 0.5172 | 0.0644  | 0.1671   | 0.1962 | 0.4432 | -0.0807    | stable
288 | 166 | 0.0858  | 0.1792   | 0.1502 | 0.5042 | 0.0681  | 0.1651   | 0.1999 | 0.3851 | -0.2244    | changed
288 | 168 | 0.0949  | 0.1640   | 0.2192 | 0.4221 | 0.1014  | 0.1528   | 0.2874 | 0.3102 | -0.2782    | changed
288 | 170 | 0.1162  | 0.1083   | 0.2120 | 0.6007 | 0.1433  | 0.1376   | 0.2718 | 0.4849 | -0.1967    | changed
288 | 172 | 0.0946  | 0.1085   | 0.1438 | 0.3191 | 0.0658  | 0.1141   | 0.1115 | 0.2474 | +0.0000    | stable
288 | 174 | 0.0924  | 0.1090   | 0.1306 | 0.4241 | 0.1115  | 0.0945   | 0.1351 | 0.3448 | -0.0921    | stable
288 | 176 | 0.0985  | 0.1515   | 0.2029 | 0.5871 | 0.0887  | 0.1372   | 0.2353 | 0.5624 | -0.0762    | stable
288 | 178 | 0.0956  | 0.1671   | 0.1794 | 0.3495 | 0.0960  | 0.1834   | 0.2485 | 0.2519 | -0.3148    | changed
288 | 180 | 0.0708  | 0.1319   | 0.1231 | 0.5530 | 0.0949  | 0.1014   | 0.1574 | 0.4549 | -0.1500    | stable
288 | 182 | 0.0870  | 0.1786   | 0.1854 | 0.6136 | 0.0766  | 0.1857   | 0.2290 | 0.5968 | -0.0905    | stable
288 | 184 | 0.0921  | 0.1598   | 0.1889 | 0.4705 | 0.1109  | 0.1474   | 0.2137 | 0.3797 | -0.1474    | stable
288 | 186 | 0.1195  | 0.1101   | 0.1652 | 0.4219 | 0.1336  | 0.1417   | 0.2402 | 0.3468 | -0.2556    | changed
288 | 188 | 0.0976  | 0.1287   | 0.1707 | 0.5620 | 0.0634  | 0.1221   | 0.2737 | 0.4239 | -0.3188    | changed
288 | 190 | 0.0968  | 0.1021   | 0.1676 | 0.6289 | 0.1311  | 0.0958   | 0.2340 | 0.5407 | -0.1833    | changed
288 | 192 | 0.0680  | 0.1502   | 0.1526 | 0.4267 | 0.0560  | 0.1094   | 0.1707 | 0.3443 | -0.1361    | stable
288 | 194 | 0.0781  | 0.1455   | 0.1693 | 0.5203 | 0.0946  | 0.1456   | 0.2322 | 0.3943 | -0.2503    | changed
288 | 196 | 0.1106  | 0.1410   | 0.1476 | 0.5755 | 0.1159  | 0.1358   | 0.1696 | 0.4670 | -0.1246    | stable
288 | 198 | 0.1080  | 0.1776   | 0.2065 | 0.5593 | 0.0907  | 0.1512   | 0.2114 | 0.4819 | -0.0705    | stable
288 | 200 | 0.0710  | 0.1010   | 0.1718 | 0.5355 | 0.0596  | 0.0992   | 0.2262 | 0.3988 | -0.2380    | changed
288 | 202 | 0.0903  | 0.1689   | 0.1362 | 0.3797 | 0.0983  | 0.1385   | 0.1437 | 0.2894 | -0.1356    | stable
288 | 204 | 0.1023  | 0.1218   | 0.1793 | 0.5720 | 0.1173  | 0.1188   | 0.2371 | 0.4766 | -0.1871    | changed
288 | 206 | 0.0718  | 0.1020   | 0.1400 | 0.4738 | 0.1028  | 0.0892   | 0.1818 | 0.4092 | -0.1590    | changed
288 | 208 | 0.0768  | 0.1563   | 0.1445 | 0.3681 | 0.0629  | 0.1530   | 0.1551 | 0.2867 | -0.1383    | stable
288 | 210 | 0.0770  | 0.1185   | 0.1893 | 0.6304 | 0.0404  | 0.0845   | 0.2451 | 0.5591 | -0.1477    | stable
288 | 212 | 0.0827  | 0.1557   | 0.1800 | 0.3977 | 0.0944  | 0.1572   | 0.2369 | 0.3200 | -0.2276    | changed
288 | 214 | 0.1117  | 0.1227   | 0.2086 | 0.3909 | 0.1085  | 0.1259   | 0.2290 | 0.3473 | -0.0988    | stable
288 | 216 | 0.0644  | 0.1775   | 0.2175 | 0.3722 | 0.0471  | 0.1606   | 0.2226 | 0.2917 | -0.1279    | stable
288 | 218 | 0.0983  | 0.1162   | 0.2146 | 0.5582 | 0.1311  | 0.0733   | 0.3106 | 0.5695 | -0.1504    | changed
288 | 220 | 0.0773  | 0.1360   | 0.1680 | 0.3309 | 0.0451  | 0.1476   | 0.2785 | 0.2661 | -0.3493    | changed
288 | 222 | 0.0970  | 0.1198   | 0.2023 | 0.6000 | 0.1089  | 0.0873   | 0.2775 | 0.5179 | -0.1935    | changed
288 | 224 | 0.1127  | 0.1368   | 0.1834 | 0.6401 | 0.0929  | 0.1511   | 0.1934 | 0.5758 | -0.0575    | stable
288 | 226 | 0.0886  | 0.1135   | 0.2144 | 0.4197 | 0.0696  | 0.1027   | 0.2314 | 0.2787 | -0.2311    | changed
288 | 228 | 0.0763  | 0.1395   | 0.1419 | 0.3633 | 0.0459  | 0.1654   | 0.1301 | 0.2256 | -0.1697    | changed
288 | 230 | 0.1157  | 0.1575   | 0.1466 | 0.6119 | 0.1298  | 0.1560   | 0.1784 | 0.5002 | -0.1392    | stable
288 | 232 | 0.0922  | 0.1607   | 0.1410 | 0.3707 | 0.0498  | 0.1669   | 0.1894 | 0.3360 | -0.1699    | changed
288 | 234 | 0.1098  | 0.1125   | 0.1779 | 0.6039 | 0.1060  | 0.1144   | 0.2134 | 0.5387 | -0.1124    | stable
288 | 236 | 0.0682  | 0.1258   | 0.1517 | 0.4329 | 0.0428  | 0.1156   | 0.1824 | 0.3269 | -0.1973    | changed
288 | 238 | 0.0831  | 0.1235   | 0.1250 | 0.3314 | 0.0679  | 0.1386   | 0.1834 | 0.2912 | -0.2251    | changed
288 | 240 | 0.0830  | 0.1132   | 0.1233 | 0.3016 | 0.0964  | 0.1426   | 0.1921 | 0.2929 | -0.2118    | changed
288 | 242 | 0.0967  | 0.1313   | 0.1565 | 0.3871 | 0.1082  | 0.0902   | 0.1950 | 0.3472 | -0.1435    | stable
288 | 244 | 0.0687  | 0.1373   | 0.1358 | 0.6176 | 0.0981  | 0.1661   | 0.1759 | 0.5290 | -0.1386    | stable
288 | 246 | 0.0869  | 0.1070   | 0.1449 | 0.6230 | 0.0709  | 0.0741   | 0.2303 | 0.5139 | -0.2415    | changed
288 | 248 | 0.0788  | 0.1536   | 0.1858 | 0.5209 | 0.0878  | 0.1423   | 0.2414 | 0.4272 | -0.1963    | changed
288 | 250 | 0.1033  | 0.1593   | 0.2119 | 0.5102 | 0.0789  | 0.2132   | 0.2479 | 0.5015 | -0.0747    | stable
288 | 252 | 0.1089  | 0.1368   | 0.2177 | 0.4955 | 0.0865  | 0.1455   | 0.2951 | 0.4185 | -0.2166    | changed
288 | 254 | 0.1027  | 0.1027   | 0.1643 | 0.3639 | 0.1213  | 0.1187   | 0.1708 | 0.2688 | -0.1550    | changed
288 | 256 | 0.0985  | 0.1155   | 0.1482 | 0.3600 | 0.0937  | 0.1013   | 0.2184 | 0.2599 | -0.3300    | changed
288 | 258 | 0.0701  | 0.1333   | 0.1589 | 0.4306 | 0.0896  | 0.1258   | 0.2190 | 0.3303 | -0.2583    | changed
288 | 260 | 0.1187  | 0.1354   | 0.2059 | 0.3856 | 0.0837  | 0.1533   | 0.3011 | 0.3392 | -0.2443    | changed
288 | 262 | 0.0936  | 0.1449   | 0.1724 | 0.3536 | 0.0795  | 0.1572   | 0.2505 | 0.3067 | -0.2436    | changed
288 | 264 | 0.1121  | 0.1503   | 0.1538 | 0.4182 | 0.0927  | 0.1666   | 0.2128 | 0.3615 | -0.2033    | changed
288 | 266 | 0.0827  | 0.1452   | 0.2023 | 0.6087 | 0.0899  | 0.1698   | 0.2477 | 0.5366 | -0.1327    | stable
288 | 268 | 0.0782  | 0.1475   | 0.1628 | 0.6010 | 0.0335  | 0.1653   | 0.2039 | 0.5220 | -0.1355    | stable
288 | 270 | 0.1065  | 0.1125   | 0.1803 | 0.3014 | 0.1297  | 0.1623   | 0.2116 | 0.1878 | -0.3110    | changed
288 | 272 | 0.0756  | 0.1791   | 0.1498 | 0.4245 | 0.0778  | 0.1941   | 0.2233 | 0.3668 | -0.2351    | changed
288 | 274 | 0.0805  | 0.1035   | 0.1550 | 0.4641 | 0.0765  | 0.1084   | 0.1818 | 0.3942 | -0.1306    | stable
288 | 276 | 0.0682  | 0.1368   | 0.1419 | 0.6122 | 0.0560  | 0.1293   | 0.1912 | 0.5159 | -0.1645    | changed
288 | 278 | 0.0736  | 0.1306   | 0.1978 | 0.5078 | 0.1086  | 0.1293   | 0.1894 | 0.5468 | +0.0462    | stable
288 | 280 | 0.1115  | 0.1325   | 0.2192 | 0.3917 | 0.1425  | 0.1118   | 0.2921 | 0.3645 | -0.1721    | changed
288 | 282 | 0.1153  | 0.1387   | 0.1664 | 0.5077 | 0.1047  | 0.1551   | 0.2246 | 0.3827 | -0.2460    | changed
288 | 284 | 0.1123  | 0.1011   | 0.1558 | 0.4289 | 0.1035  | 0.1185   | 0.1968 | 0.3091 | -0.2451    | changed
288 | 286 | 0.0976  | 0.1717   | 0.1667 | 0.5724 | 0.0911  | 0.1801   | 0.2158 | 0.4224 | -0.2252    | changed
288 | 288 | 0.0707  | 0.1644   | 0.1825 | 0.3418 | 0.0998  | 0.1594   | 0.2348 | 0.2592 | -0.2544    | changed
288 | 290 | 0.0977  | 0.1066   | 0.1265 | 0.5110 | 0.0923  | 0.1011   | 0.1762 | 0.5472 | -0.0902    | stable
288 | 292 | 0.0678  | 0.1447   | 0.2160 | 0.6042 | 0.0509  | 0.1299   | 0.2496 | 0.5770 | -0.0772    | stable
288 | 294 | 0.1118  | 0.1321   | 0.1603 | 0.4380 | 0.1174  | 0.1535   | 0.2572 | 0.3081 | -0.3741    | changed
288 | 296 | 0.0922  | 0.1535   | 0.1804 | 0.4599 | 0.0902  | 0.1473   | 0.2106 | 0.3668 | -0.1660    | changed
288 | 298 | 0.0693  | 0.1656   | 0.1550 | 0.3764 | 0.0763  | 0.1506   | 0.1790 | 0.2888 | -0.1819    | changed
288 | 300 | 0.0868  | 0.1170   | 0.1547 | 0.4513 | 0.0640  | 0.1270   | 0.2178 | 0.3334 | -0.2797    | changed
288 | 302 | 0.1074  | 0.1147   | 0.1885 | 0.3673 | 0.1003  | 0.1029   | 0.2597 | 0.2095 | -0.4287    | changed
288 | 304 | 0.1010  | 0.1351   | 0.1517 | 0.6175 | 0.0784  | 0.1390   | 0.1764 | 0.5592 | -0.0852    | stable
288 | 306 | 0.0809  | 0.1712   | 0.2001 | 0.5131 | 0.0613  | 0.1472   | 0.2036 | 0.4513 | -0.0607    | stable
288 | 308 | 0.0855  | 0.1496   | 0.1449 | 0.3610 | 0.0925  | 0.1468   | 0.1827 | 0.2598 | -0.2530    | changed
288 | 310 | 0.1027  | 0.1330   | 0.1242 | 0.5169 | 0.1103  | 0.1133   | 0.1857 | 0.4033 | -0.2431    | changed
288 | 312 | 0.0745  | 0.1562   | 0.2055 | 0.4969 | 0.0634  | 0.1339   | 0.3089 | 0.4156 | -0.2676    | changed
288 | 314 | 0.0693  | 0.1185   | 0.2090 | 0.4165 | 0.0492  | 0.1344   | 0.2532 | 0.3489 | -0.1728    | changed
288 | 316 | 0.1130  | 0.1479   | 0.2011 | 0.4564 | 0.1054  | 0.1005   | 0.2367 | 0.3730 | -0.1647    | changed
288 | 318 | 0.0656  | 0.1068   | 0.1950 | 0.4131 | 0.0457  | 0.1074   | 0.2421 | 0.3038 | -0.2457    | changed
288 | 320 | 0.1174  | 0.1554   | 0.2101 | 0.5566 | 0.1244  | 0.1577   | 0.2406 | 0.5031 | -0.0989    | stable
288 | 322 | 0.0853  | 0.1189   | 0.1242 | 0.5845 | 0.1012  | 0.1279   | 0.1401 | 0.5380 | -0.0627    | stable
288 | 324 | 0.0746  | 0.1124   | 0.2051 | 0.3482 | 0.0582  | 0.0890   | 0.2746 | 0.2318 | -0.3431    | changed
288 | 326 | 0.0706  | 0.1390   | 0.1978 | 0.5607 | 0.0452  | 0.1477   | 0.2545 | 0.4679 | -0.1830    | changed
288 | 328 | 0.0996  | 0.1452   | 0.1270 | 0.5564 | 0.1036  | 0.1329   | 0.1540 | 0.5198 | -0.0854    | stable
288 | 330 | 0.0807  | 0.1503   | 0.1975 | 0.3623 | 0.0995  | 0.1881   | 0.2373 | 0.3090 | -0.1632    | changed
288 | 332 | 0.0682  | 0.1144   | 0.1305 | 0.3983 | 0.0696  | 0.0843   | 0.1944 | 0.3627 | -0.2043    | changed
288 | 334 | 0.0990  | 0.1390   | 0.1271 | 0.6327 | 0.1116  | 0.1207   | 0.2081 | 0.5386 | -0.2228    | changed
288 | 336 | 0.1107  | 0.1196   | 0.1910 | 0.3113 | 0.1053  | 0.1316   | 0.2416 | 0.2377 | -0.2476    | changed
288 | 338 | 0.0968  | 0.1169   | 0.1756 | 0.4876 | 0.0931  | 0.0908   | 0.2106 | 0.4643 | -0.0945    | stable
288 | 340 | 0.0692  | 0.1386   | 0.1630 | 0.4773 | 0.0710  | 0.1405   | 0.2154 | 0.3536 | -0.2480    | changed
288 | 342 | 0.1021  | 0.1411   | 0.1890 | 0.4340 | 0.0943  | 0.1538   | 0.1957 | 0.3688 | -0.0867    | stable
288 | 344 | 0.0989  | 0.1344   | 0.2091 | 0.6292 | 0.1294  | 0.1444   | 0.2748 | 0.5302 | -0.1838    | changed
288 | 346 | 0.0956  | 0.1260   | 0.1837 | 0.6288 | 0.1009  | 0.1248   | 0.2343 | 0.6229 | -0.0945    | stable
288 | 348 | 0.0944  | 0.1350   | 0.1414 | 0.4568 | 0.0840  | 0.1255   | 0.1274 | 0.4084 | -0.0028    | stable
288 | 350 | 0.0725  | 0.1677   | 0.2024 | 0.5124 | 0.0410  | 0.2165   | 0.2175 | 0.4072 | -0.1300    | stable
288 | 352 | 0.1022  | 0.1057   | 0.1891 | 0.3913 | 0.1020  | 0.1040   | 0.2115 | 0.2126 | -0.3458    | changed
288 | 354 | 0.0600  | 0.1213   | 0.1493 | 0.4868 | 0.0535  | 0.1456   | 0.1419 | 0.4257 | -0.0306    | stable
288 | 356 | 0.0789  | 0.1208   | 0.2067 | 0.5263 | 0.0773  | 0.1223   | 0.2087 | 0.4526 | -0.0672    | stable
288 | 358 | 0.0793  | 0.1610   | 0.1776 | 0.3934 | 0.0712  | 0.1490   | 0.2483 | 0.3484 | -0.2101    | changed
288 | 360 | 0.1035  | 0.1678   | 0.2117 | 0.3589 | 0.0887  | 0.1678   | 0.2872 | 0.2875 | -0.2575    | changed
288 | 362 | 0.1029  | 0.1681   | 0.1948 | 0.4052 | 0.1056  | 0.1769   | 0.2780 | 0.2844 | -0.3393    | changed
288 | 364 | 0.1031  | 0.1619   | 0.1416 | 0.5876 | 0.1023  | 0.2007   | 0.1458 | 0.5262 | -0.0455    | stable
288 | 366 | 0.1055  | 0.1127   | 0.1207 | 0.4057 | 0.1150  | 0.1237   | 0.1726 | 0.3559 | -0.1946    | changed
288 | 368 | 0.0931  | 0.1625   | 0.1623 | 0.4459 | 0.1281  | 0.1850   | 0.1765 | 0.3395 | -0.1504    | changed
288 | 370 | 0.0631  | 0.1181   | 0.1396 | 0.6404 | 0.0571  | 0.0981   | 0.1634 | 0.5195 | -0.1206    | stable
288 | 372 | 0.1154  | 0.1611   | 0.1821 | 0.5917 | 0.1213  | 0.1929   | 0.2327 | 0.4915 | -0.1719    | changed
288 | 374 | 0.1140  | 0.1618   | 0.1563 | 0.5836 | 0.0977  | 0.1645   | 0.1435 | 0.5451 | +0.0057    | stable
288 | 376 | 0.0704  | 0.1402   | 0.1632 | 0.6112 | 0.0673  | 0.1719   | 0.2291 | 0.5783 | -0.1460    | stable
288 | 378 | 0.0988  | 0.1473   | 0.1596 | 0.6159 | 0.1109  | 0.1280   | 0.2048 | 0.5184 | -0.1548    | changed
290 | 140 | 0.0785  | 0.1149   | 0.1700 | 0.6238 | 0.0884  | 0.1005   | 0.2184 | 0.6205 | -0.0924    | stable
290 | 142 | 0.0854  | 0.1740   | 0.1731 | 0.5449 | 0.1176  | 0.1892   | 0.2299 | 0.4743 | -0.1707    | changed
290 | 144 | 0.0645  | 0.1288   | 0.2036 | 0.5895 | 0.0815  | 0.1319   | 0.2203 | 0.4791 | -0.1166    | stable
290 | 146 | 0.0782  | 0.1576   | 0.1307 | 0.6460 | 0.0890  | 0.1591   | 0.1483 | 0.6500 | -0.0349    | stable
290 | 148 | 0.0782  | 0.1715   | 0.1308 | 0.5077 | 0.0536  | 0.1594   | 0.2349 | 0.4281 | -0.2989    | changed
290 | 150 | 0.0972  | 0.1084   | 0.1729 | 0.5077 | 0.0520  | 0.0898   | 0.2761 | 0.4192 | -0.2861    | changed
290 | 152 | 0.1146  | 0.1132   | 0.1503 | 0.4690 | 0.1277  | 0.1282   | 0.1516 | 0.3778 | -0.0873    | stable
290 | 154 | 0.0976  | 0.1002   | 0.1623 | 0.4325 | 0.0867  | 0.0854   | 0.2812 | 0.3426 | -0.3559    | changed
290 | 156 | 0.0640  | 0.1351   | 0.1367 | 0.4829 | 0.0556  | 0.1464   | 0.2053 | 0.4763 | -0.1611    | changed
290 | 158 | 0.0951  | 0.1570   | 0.1944 | 0.6041 | 0.0875  | 0.1655   | 0.2424 | 0.5512 | -0.1240    | stable
290 | 160 | 0.1063  | 0.1187   | 0.1400 | 0.4560 | 0.1266  | 0.1367   | 0.1554 | 0.3422 | -0.1548    | changed
290 | 162 | 0.1177  | 0.1656   | 0.2046 | 0.5485 | 0.1112  | 0.1575   | 0.2553 | 0.4183 | -0.2146    | changed
290 | 164 | 0.0992  | 0.1373   | 0.2069 | 0.4545 | 0.1042  | 0.1205   | 0.2234 | 0.2508 | -0.3166    | changed
290 | 166 | 0.1165  | 0.1540   | 0.1337 | 0.5348 | 0.1074  | 0.1557   | 0.1760 | 0.4216 | -0.1890    | changed
290 | 168 | 0.0824  | 0.1313   | 0.1778 | 0.3977 | 0.0714  | 0.1257   | 0.2527 | 0.2941 | -0.3064    | changed
290 | 170 | 0.1007  | 0.1453   | 0.1323 | 0.4649 | 0.0804  | 0.1284   | 0.2190 | 0.4176 | -0.2449    | changed
290 | 172 | 0.0678  | 0.1103   | 0.2076 | 0.3798 | 0.0592  | 0.0946   | 0.2474 | 0.2404 | -0.3076    | changed
290 | 174 | 0.1143  | 0.1569   | 0.1384 | 0.3198 | 0.1480  | 0.1601   | 0.1975 | 0.3095 | -0.1750    | changed
290 | 176 | 0.0901  | 0.1108   | 0.1933 | 0.5127 | 0.0930  | 0.0836   | 0.2276 | 0.3373 | -0.2582    | changed
290 | 178 | 0.1029  | 0.1144   | 0.1747 | 0.6193 | 0.0841  | 0.1444   | 0.2500 | 0.5467 | -0.1875    | changed
290 | 180 | 0.1085  | 0.1607   | 0.1793 | 0.4169 | 0.1098  | 0.1776   | 0.2227 | 0.3558 | -0.1684    | changed
290 | 182 | 0.0615  | 0.1218   | 0.1402 | 0.6442 | 0.0543  | 0.1419   | 0.1766 | 0.5452 | -0.1318    | stable
290 | 184 | 0.0637  | 0.1099   | 0.1419 | 0.4348 | 0.0534  | 0.1188   | 0.1892 | 0.3389 | -0.2244    | changed
290 | 186 | 0.0854  | 0.1047   | 0.1995 | 0.4940 | 0.0904  | 0.1029   | 0.2513 | 0.4590 | -0.1323    | stable
290 | 188 | 0.0733  | 0.1464   | 0.2093 | 0.4493 | 0.0991  | 0.1475   | 0.2364 | 0.4086 | -0.0974    | stable
290 | 190 | 0.0651  | 0.1436   | 0.1910 | 0.3814 | 0.0872  | 0.1187   | 0.2364 | 0.2968 | -0.2193    | changed
290 | 192 | 0.0857  | 0.1726   | 0.1348 | 0.3862 | 0.0811  | 0.1915   | 0.1832 | 0.3241 | -0.2048    | changed
290 | 194 | 0.0619  | 0.1696   | 0.1689 | 0.6025 | 0.0683  | 0.1409   | 0.1912 | 0.5357 | -0.0882    | stable
290 | 196 | 0.0771  | 0.1387   | 0.2187 | 0.3936 | 0.0525  | 0.1385   | 0.3248 | 0.3824 | -0.2042    | changed
290 | 198 | 0.0830  | 0.1153   | 0.2107 | 0.4693 | 0.1081  | 0.0851   | 0.2207 | 0.4246 | -0.0643    | stable
290 | 200 | 0.0970  | 0.1006   | 0.1419 | 0.4399 | 0.0868  | 0.0751   | 0.1997 | 0.4078 | -0.1696    | changed
290 | 202 | 0.0601  | 0.1028   | 0.2090 | 0.4587 | 0.0505  | 0.1006   | 0.2404 | 0.4318 | -0.0893    | stable
290 | 204 | 0.0977  | 0.1416   | 0.1475 | 0.5239 | 0.0971  | 0.1230   | 0.2014 | 0.5315 | -0.1102    | stable
290 | 206 | 0.0666  | 0.1262   | 0.1346 | 0.5777 | 0.0866  | 0.1149   | 0.1625 | 0.4538 | -0.1494    | stable
290 | 208 | 0.0707  | 0.1667   | 0.1607 | 0.5387 | 0.1027  | 0.2104   | 0.1979 | 0.4404 | -0.1606    | changed
290 | 210 | 0.0772  | 0.1267   | 0.1743 | 0.3952 | 0.1000  | 0.1495   | 0.2386 | 0.3126 | -0.2536    | changed
290 | 212 | 0.1117  | 0.1169   | 0.1380 | 0.5270 | 0.1264  | 0.1036   | 0.1765 | 0.3175 | -0.2996    | changed
290 | 214 | 0.0989  | 0.1254   | 0.1400 | 0.4307 | 0.1357  | 0.1090   | 0.1628 | 0.3560 | -0.1370    | stable
