# Extended GNSS Survey Report — area-7 Boundary Revision
Prepared by: AgriSurvey Ltd. | Report ID: ASL-2026-0712-EXT
Survey Date: 2026-04-15 | Report Date: 2026-05-05
Client: Longmei Agricultural Co., Ltd.

## Executive Summary

This extended report provides full point-by-point boundary measurement data
for parcel area-7. The survey confirms a net area expansion of 18.1 hectares
relative to the 2024-01-10 cadastral baseline (142.30 ha).
Revised total area: 160.4 ha. This delta (18.1 ha) is within 0.3 ha of the
satellite-derived delta (18.4 ha), which is well within the applicable
tolerance of 0.5 ha under Provincial Standard DB37/T 4122-2021.

## Methodology

Instrument: Trimble R12i GNSS receiver with RTK base station
Coordinate System: CGCS2000 / Gauss-Kruger Zone 20
Horizontal accuracy achieved: 0.018 m (1-sigma)
Vertical accuracy achieved: 0.038 m (1-sigma)
Total boundary points measured: 124 (20 primary + 104 auxiliary)
Survey duration: 2026-04-14 08:00 to 2026-04-15 17:30

## Point-by-Point Data (Primary Boundary, 20 points)

Point ID | Lat        | Lon        | Elev (m) | Acc (m) | Timestamp
 1027 | G27 |   64 |   28 | 40.1 | 112555765.860 | 87714708.335 | 23957851.708 | 23962643.278 | RTK_FIX
 1028 | G09 |   54 |  310 | 39.3 | 129203174.815 | 100688034.133 | 21776702.713 | 21781058.054 | RTK_FIX
 1029 | G05 |   65 |   78 | 44.4 | 123625441.942 | 96341306.905 | 23271864.037 | 23276518.410 | RTK_FIX
 1030 | G07 |   65 |  263 | 49.6 | 129448728.391 | 100879394.035 | 24902423.869 | 24907404.354 | RTK_FIX
 1031 | G10 |   71 |   99 | 39.2 | 122904785.079 | 95779699.012 | 23417110.247 | 23421793.669 | RTK_FIX
 1032 | G17 |   82 |   79 | 41.0 | 123081315.524 | 95917269.188 | 24473151.310 | 24478045.940 | RTK_FIX
 1033 | G28 |   50 |  233 | 50.9 | 129923882.451 | 101249681.594 | 21960943.416 | 21965335.605 | RTK_FIX
 1034 | G16 |   72 |   42 | 36.1 | 125704192.156 | 97961276.947 | 23769701.093 | 23774455.033 | RTK_FIX
 1035 | G09 |   58 |  199 | 36.5 | 101721319.082 | 79271423.961 | 23861415.494 | 23866187.777 | RTK_FIX
 1036 | G06 |   29 |  155 | 51.7 | 129662588.664 | 101046055.346 | 23899747.102 | 23904527.051 | RTK_FIX
 1037 | G10 |   74 |   14 | 48.5 | 107479553.623 | 83758816.138 | 22346307.526 | 22350776.788 | RTK_FIX
 1038 | G20 |   20 |   44 | 41.9 | 105151743.051 | 81944753.360 | 21371146.218 | 21375420.447 | RTK_FIX
 1039 | G02 |   60 |  330 | 44.7 | 118990572.241 | 92729352.947 | 24984392.836 | 24989389.715 | RTK_FIX
 1040 | G24 |   29 |  240 | 48.6 | 100555378.804 | 78362806.702 | 23676592.130 | 23681327.448 | RTK_FIX
 1041 | G32 |   78 |  237 | 38.2 | 109931522.029 | 85669635.117 | 20340451.123 | 20344519.213 | RTK_FIX
 1042 | G20 |   33 |   53 | 44.9 | 118162954.872 | 92084390.732 | 22390132.296 | 22394610.322 | RTK_FIX
 1043 | G16 |   61 |  173 | 51.0 | 110891503.583 | 86417748.742 | 24300175.882 | 24305035.917 | RTK_FIX
 1044 | G24 |   57 |  164 | 48.4 | 110276308.882 | 85938327.512 | 23364497.821 | 23369170.721 | RTK_FIX
 1045 | G03 |   48 |  109 | 47.4 | 104504371.799 | 81440256.943 | 23008605.925 | 23013207.646 | RTK_FIX
 1046 | G16 |   47 |  217 | 50.5 | 118854246.328 | 92623114.163 | 24769840.440 | 24774794.408 | RTK_FIX
 1047 | G15 |   17 |  145 | 39.3 | 103643664.401 | 80769507.668 | 22065995.804 | 22070409.003 | RTK_FIX
 1048 | G24 |   78 |   51 | 51.5 | 124010412.851 | 96641314.735 | 23965840.435 | 23970633.603 | RTK_FIX
 1049 | G07 |   31 |  214 | 47.3 | 124471915.403 | 97000963.674 | 20083594.471 | 20087611.190 | RTK_FIX
 1050 | G27 |   56 |  291 | 44.9 | 106986622.065 | 83374674.575 | 22867795.604 | 22872369.163 | RTK_FIX
 1051 | G27 |   84 |  302 | 47.2 | 119254044.838 | 92934677.142 | 22532083.843 | 22536590.260 | RTK_FIX
 1052 | G28 |   79 |  149 | 44.0 | 106256099.324 | 82805378.203 | 24519403.313 | 24524307.194 | RTK_FIX
 1053 | G21 |   33 |  326 | 46.0 | 106489544.547 | 82987302.065 | 23947353.174 | 23952142.645 | RTK_FIX
 1054 | G22 |   29 |  136 | 42.2 | 106832659.921 | 83254691.876 | 20992282.166 | 20996480.622 | RTK_FIX
 1055 | G24 |   21 |   32 | 39.9 | 107245416.376 | 83576352.982 | 24835215.419 | 24840182.462 | RTK_FIX
 1056 | G02 |   59 |  106 | 49.6 | 111399188.344 | 86813387.476 | 23890796.882 | 23895575.041 | RTK_FIX
 1057 | G01 |   38 |  118 | 41.0 | 119997803.141 | 93514287.988 | 20316748.977 | 20320812.327 | RTK_FIX
 1058 | G11 |   58 |   65 | 35.7 | 121571681.779 | 94740811.610 | 24214001.104 | 24218843.904 | RTK_FIX
 1059 | G10 |   46 |  104 | 50.3 | 119891929.536 | 93431780.687 | 23879082.535 | 23883858.352 | RTK_FIX
 1060 | G05 |   29 |  144 | 42.0 | 129084790.992 | 100595777.620 | 23194789.455 | 23199428.413 | RTK_FIX
 1061 | G02 |   63 |  100 | 39.1 | 114451331.225 | 89191922.424 | 20112002.858 | 20116025.259 | RTK_FIX
 1062 | G26 |   40 |   41 | 46.3 | 115674186.393 | 90144893.456 | 21520727.459 | 21525031.604 | RTK_FIX
 1063 | G25 |   47 |    6 | 49.4 | 127307088.001 | 99210413.679 | 22079385.220 | 22083801.097 | RTK_FIX
 1064 | G14 |   30 |   12 | 44.1 | 110677881.289 | 86251272.889 | 21660330.307 | 21664662.373 | RTK_FIX
 1065 | G21 |   41 |  144 | 37.5 | 126020043.865 | 98207420.184 | 23319164.999 | 23323828.832 | FLOAT
 1066 | G28 |   24 |  313 | 46.2 | 113658169.298 | 88573811.334 | 22085946.850 | 22090364.039 | RTK_FIX
 1067 | G29 |   84 |   38 | 50.3 | 123284559.613 | 96075657.306 | 20733835.539 | 20737982.306 | RTK_FIX
 1068 | G02 |   83 |  142 | 36.3 | 126140206.391 | 98301062.841 | 22719663.048 | 22724206.981 | RTK_FIX
 1069 | G25 |   18 |  210 | 51.2 | 115159211.859 | 89743573.802 | 20039278.401 | 20043286.257 | RTK_FIX
 1070 | G32 |   57 |   37 | 37.9 | 101720538.884 | 79270815.952 | 24423330.160 | 24428214.826 | FLOAT
 1071 | G27 |   51 |  123 | 49.5 | 123852697.521 | 96518407.178 | 24582566.576 | 24587483.089 | RTK_FIX
 1072 | G06 |   30 |   42 | 38.9 | 117581168.418 | 91631004.548 | 23688562.535 | 23693300.248 | RTK_FIX
 1073 | G31 |   47 |  218 | 40.6 | 123051170.691 | 95893777.319 | 20682221.499 | 20686357.943 | RTK_FIX
 1074 | G20 |   50 |  136 | 36.7 | 111593015.098 | 86964436.666 | 20555378.531 | 20559489.607 | RTK_FIX
 1075 | G21 |   59 |   21 | 51.8 | 103442689.978 | 80612888.300 | 23691294.884 | 23696033.143 | RTK_FIX
 1076 | G08 |   31 |  227 | 36.5 | 107977058.641 | 84146521.799 | 20555876.250 | 20559987.425 | RTK_FIX
 1077 | G01 |   20 |    0 | 47.6 | 119545073.552 | 93161475.819 | 22795313.735 | 22799872.798 | RTK_FIX
 1078 | G10 |   21 |  190 | 44.9 | 107705685.586 | 83935040.777 | 23705878.716 | 23710619.892 | RTK_FIX
 1079 | G14 |   63 |  294 | 44.8 | 126216030.895 | 98360152.876 | 22879885.297 | 22884461.274 | RTK_FIX
 1080 | G16 |   67 |   84 | 37.8 | 120408481.275 | 93834329.458 | 22064836.180 | 22069249.147 | RTK_FIX
 1081 | G03 |   79 |  104 | 40.0 | 122019491.941 | 95089790.070 | 22265822.523 | 22270275.688 | RTK_FIX
 1082 | G28 |   37 |  320 | 50.1 | 108837681.325 | 84817205.057 | 23012485.453 | 23017087.950 | RTK_FIX
 1083 | G23 |   39 |   25 | 40.9 | 119802278.752 | 93361915.831 | 24893627.196 | 24898605.921 | RTK_FIX
 1084 | G28 |   29 |   62 | 41.1 | 105049463.041 | 81865046.548 | 20384804.531 | 20388881.492 | RTK_FIX
 1085 | G16 |   79 |   33 | 48.8 | 129129225.144 | 100630405.155 | 22900407.591 | 22904987.673 | RTK_FIX
 1086 | G07 |   66 |  122 | 45.5 | 115614839.699 | 90098644.577 | 21399964.684 | 21404244.677 | RTK_FIX
 1087 | G22 |   64 |   10 | 42.3 | 112136449.255 | 87387934.904 | 20841042.292 | 20845210.500 | RTK_FIX
 1088 | G26 |   30 |  207 | 39.8 | 110901159.698 | 86425273.753 | 21200171.870 | 21204411.904 | FLOAT
 1089 | G24 |   39 |   86 | 39.9 | 101055357.313 | 78752439.954 | 23451721.931 | 23456412.275 | RTK_FIX
 1090 | G19 |   62 |  225 | 35.7 | 123389263.657 | 96157253.168 | 22306540.784 | 22311002.092 | RTK_FIX
 1091 | G05 |   74 |  223 | 43.1 | 107470727.949 | 83751938.291 | 23263850.739 | 23268503.509 | RTK_FIX
 1092 | G16 |   21 |  295 | 44.2 | 113161632.138 | 88186859.925 | 22519860.138 | 22524364.110 | RTK_FIX
 1093 | G20 |   33 |    6 | 35.9 | 108823616.358 | 84806244.228 | 24454008.497 | 24458899.299 | RTK_FIX
 1094 | G30 |   58 |    2 | 48.2 | 111925889.513 | 87223845.697 | 21087062.793 | 21091280.206 | RTK_FIX
 1095 | G29 |   52 |  288 | 44.8 | 110714770.666 | 86280020.780 | 20554450.221 | 20558561.111 | RTK_FIX
 1096 | G12 |   23 |  306 | 42.6 | 116087982.386 | 90467364.673 | 20272733.038 | 20276787.585 | RTK_FIX
 1097 | G28 |   39 |  150 | 43.9 | 119049967.763 | 92775639.878 | 24075830.705 | 24080645.871 | RTK_FIX
 1098 | G03 |   18 |  303 | 44.2 | 117470170.005 | 91544503.485 | 21610090.934 | 21614412.952 | FLOAT
 1099 | G29 |   52 |  191 | 40.9 | 128826500.283 | 100394491.671 | 20949463.235 | 20953653.128 | RTK_FIX
 1100 | G11 |   73 |  234 | 39.8 | 110184686.313 | 85866926.044 | 24016684.458 | 24021487.795 | RTK_FIX
 1101 | G14 |   17 |  128 | 39.6 | 123414900.473 | 96177231.939 | 23476197.914 | 23480893.154 | RTK_FIX
 1102 | G24 |   72 |  342 | 42.8 | 114690099.996 | 89377994.927 | 24709879.153 | 24714821.129 | RTK_FIX
 1103 | G27 |   34 |   43 | 50.9 | 122948064.856 | 95813426.942 | 22259866.788 | 22264318.761 | RTK_FIX
 1104 | G28 |   65 |  348 | 51.9 | 128276714.165 | 99966043.349 | 22089123.344 | 22093541.169 | RTK_FIX
 1105 | G24 |   63 |  320 | 46.0 | 115241443.365 | 89807656.814 | 23398214.570 | 23402894.213 | RTK_FIX
 1106 | G07 |   33 |  206 | 46.8 | 111473558.638 | 86871344.247 | 24150487.819 | 24155317.917 | RTK_FIX
 1107 | G05 |   23 |  293 | 37.1 | 126610852.418 | 98667837.289 | 22415321.054 | 22419804.118 | RTK_FIX
 1108 | G27 |   41 |  326 | 47.1 | 110676343.168 | 86250074.231 | 20789986.772 | 20794144.769 | RTK_FIX
 1109 | G08 |   38 |  252 | 38.3 | 119230399.649 | 92916250.446 | 20908409.774 | 20912591.456 | RTK_FIX
 1110 | G31 |   51 |  141 | 37.4 | 100087847.568 | 77998459.610 | 21375195.303 | 21379470.342 | RTK_FIX
 1111 | G19 |   40 |  347 | 42.4 | 105432874.171 | 82163838.841 | 20064545.939 | 20068558.848 | RTK_FIX
 1112 | G12 |   26 |  295 | 43.4 | 106026852.265 | 82626725.970 | 22847065.094 | 22851634.507 | RTK_FIX
 1113 | G02 |   31 |  157 | 50.6 | 121067902.014 | 94348216.040 | 24907559.303 | 24912540.815 | RTK_FIX
 1114 | G22 |   38 |    0 | 41.5 | 100645958.412 | 78433395.390 | 20184877.974 | 20188914.950 | RTK_FIX
 1115 | G04 |   78 |  119 | 46.1 | 106069617.742 | 82660053.106 | 21217666.225 | 21221909.758 | RTK_FIX
 1116 | G22 |   70 |  106 | 37.6 | 101775192.095 | 79313407.200 | 23422824.576 | 23427509.141 | RTK_FIX
 1117 | G06 |   40 |  106 | 44.4 | 107887238.736 | 84076525.147 | 21777317.251 | 21781672.714 | RTK_FIX
 1118 | G17 |   48 |   43 | 43.6 | 121147007.453 | 94409862.908 | 20577195.528 | 20581310.967 | RTK_FIX
 1119 | G32 |   79 |  139 | 36.5 | 119352153.886 | 93011133.523 | 24106725.795 | 24111547.140 | RTK_FIX
 1120 | G19 |   25 |   34 | 46.7 | 115562143.863 | 90057578.712 | 24418992.579 | 24423876.378 | RTK_FIX
 1121 | G22 |   16 |  337 | 45.8 | 113937504.395 | 88791497.175 | 23142420.301 | 23147048.785 | RTK_FIX
 1122 | G09 |   25 |  313 | 39.4 | 119049036.833 | 92774914.404 | 23680290.633 | 23685026.691 | RTK_FIX
 1123 | G18 |   41 |  124 | 35.4 | 126499241.000 | 98580858.511 | 24044503.271 | 24049312.172 | RTK_FIX
 1124 | G16 |   62 |  259 | 35.3 | 122710056.647 | 95627947.145 | 24255764.009 | 24260615.162 | RTK_FIX
 1125 | G22 |   59 |  356 | 40.8 | 113536401.267 | 88478917.507 | 24617172.411 | 24622095.845 | RTK_FIX
 1126 | G21 |   22 |  264 | 42.8 | 108043046.345 | 84197946.017 | 23870775.206 | 23875549.361 | RTK_FIX
 1127 | G15 |   47 |  320 | 41.5 | 126867396.403 | 98867762.017 | 20813329.861 | 20817492.527 | RTK_FIX
 1128 | G15 |   32 |  342 | 47.7 | 100430318.062 | 78265346.866 | 24696063.894 | 24701003.107 | RTK_FIX
 1129 | G16 |   36 |   86 | 46.9 | 103542215.922 | 80690448.868 | 20348153.875 | 20352223.506 | RTK_FIX
 1130 | G10 |   46 |   35 | 44.9 | 101112498.190 | 78796969.839 | 23578374.101 | 23583089.776 | RTK_FIX
 1131 | G04 |   19 |  129 | 46.0 | 123789194.117 | 96468918.975 | 20411667.259 | 20415749.592 | RTK_FIX
 1132 | G24 |   85 |   66 | 44.5 | 126223204.933 | 98365743.604 | 20510516.165 | 20514618.268 | RTK_FIX
 1133 | G19 |   81 |  200 | 48.1 | 100297634.793 | 78161946.794 | 24562501.363 | 24567413.863 | RTK_FIX
 1134 | G25 |   36 |   72 | 51.6 | 103579415.433 | 80719438.447 | 21102383.296 | 21106603.773 | RTK_FIX
 1135 | G02 |   18 |   36 | 38.6 | 103569342.730 | 80711588.789 | 22852417.838 | 22856988.322 | RTK_FIX
 1136 | G32 |   78 |   81 | 43.3 | 101645163.205 | 79212075.686 | 23409081.175 | 23413762.991 | RTK_FIX
 1137 | G16 |   73 |  117 | 41.6 | 103182245.218 | 80409923.698 | 24731116.734 | 24736062.957 | RTK_FIX
 1138 | G31 |   77 |  206 | 42.3 | 105202672.977 | 81984443.051 | 22557826.377 | 22562337.942 | RTK_FIX
 1139 | G06 |   28 |  138 | 45.4 | 104246676.184 | 81239434.750 | 20493961.254 | 20498060.046 | RTK_FIX
 1140 | G11 |   52 |   27 | 51.6 | 104234944.745 | 81230292.440 | 23702829.997 | 23707570.563 | RTK_FIX
 1141 | G16 |   83 |  244 | 50.0 | 126587612.230 | 98649726.211 | 22465488.496 | 22469981.594 | RTK_FIX
 1142 | G18 |   63 |  203 | 39.3 | 119596343.768 | 93201430.698 | 20578362.496 | 20582478.168 | RTK_FIX
 1143 | G15 |   74 |  121 | 41.3 | 100257070.434 | 78130334.989 | 20337066.754 | 20341134.167 | RTK_FIX
 1144 | G10 |   18 |   78 | 51.7 | 110129254.597 | 85823728.107 | 23769752.701 | 23774506.652 | RTK_FIX
 1145 | G09 |   43 |  161 | 45.7 | 116511028.918 | 90797044.836 | 24510211.665 | 24515113.707 | RTK_FIX
 1146 | G22 |   35 |  318 | 45.0 | 102575326.342 | 79936951.818 | 21194172.949 | 21198411.784 | RTK_FIX
 1147 | G23 |   30 |  288 | 38.0 | 103103309.542 | 80348409.126 | 24985043.076 | 24990040.085 | RTK_FIX
 1148 | G04 |   30 |  217 | 48.7 | 129092037.915 | 100601425.147 | 20637900.572 | 20642028.152 | RTK_FIX
 1149 | G09 |   59 |  331 | 46.9 | 126387257.320 | 98493589.629 | 21610767.358 | 21615089.511 | RTK_FIX
 1150 | G10 |   49 |   42 | 45.3 | 112572733.554 | 87727931.259 | 24852711.454 | 24857681.996 | RTK_FIX
 1151 | G02 |   48 |  310 | 36.7 | 118979086.515 | 92720402.121 | 21636751.901 | 21641079.251 | RTK_FIX
 1152 | G02 |   15 |  260 | 49.9 | 100551779.358 | 78360001.654 | 22544018.610 | 22548527.414 | RTK_FIX
 1153 | G30 |   21 |  285 | 40.9 | 105040195.604 | 81857824.434 | 20150618.747 | 20154648.871 | RTK_FIX
 1154 | G05 |   85 |  291 | 51.7 | 112628566.812 | 87771442.117 | 21831614.620 | 21835980.943 | RTK_FIX
 1155 | G24 |   19 |  248 | 46.3 | 121330403.764 | 94552783.653 | 24309458.160 | 24314320.052 | RTK_FIX
 1156 | G31 |   25 |   65 | 41.1 | 111751840.082 | 87088208.976 | 21218430.355 | 21222674.041 | RTK_FIX
 1157 | G32 |   51 |   47 | 37.9 | 113862729.355 | 88733224.986 | 23609764.746 | 23614486.699 | RTK_FIX
 1158 | G18 |   51 |  230 | 48.6 | 121590244.038 | 94755277.179 | 21739640.857 | 21743988.785 | RTK_FIX
 1159 | G06 |   58 |   16 | 44.2 | 107241220.069 | 83573082.800 | 23084111.591 | 23088728.413 | RTK_FIX
 1160 | G06 |   72 |  174 | 35.8 | 116588499.209 | 90857417.434 | 20946507.405 | 20950696.706 | RTK_FIX
 1161 | G29 |   77 |  156 | 41.3 | 110901516.708 | 86425551.971 | 23139694.827 | 23144322.766 | RTK_FIX
 1162 | G20 |   56 |  138 | 41.8 | 106682640.925 | 83137782.073 | 22773102.364 | 22777656.984 | RTK_FIX
 1163 | G22 |   71 |   21 | 36.1 | 111513898.810 | 86902781.343 | 20992104.488 | 20996302.909 | RTK_FIX
 1164 | G02 |   72 |  241 | 51.6 | 118402727.098 | 92271245.227 | 20474234.662 | 20478329.509 | RTK_FIX
 1165 | G24 |   75 |    8 | 49.1 | 117264750.025 | 91384419.694 | 21021092.148 | 21025296.366 | RTK_FIX
 1166 | G31 |   83 |  350 | 43.8 | 126824002.723 | 98833945.322 | 21394264.818 | 21398543.671 | RTK_FIX
 1167 | G17 |   84 |  116 | 43.9 | 100881149.674 | 78616679.941 | 22351892.504 | 22356362.883 | RTK_FIX
 1168 | G22 |   65 |  146 | 47.6 | 117571566.670 | 91623521.906 | 20740608.860 | 20744756.982 | RTK_FIX
 1169 | G23 |   60 |  165 | 41.4 | 118566075.217 | 92398542.417 | 20737807.603 | 20741955.165 | RTK_FIX
 1170 | G13 |   22 |  165 | 45.7 | 116944086.567 | 91134526.662 | 22834120.376 | 22838687.200 | RTK_FIX
 1171 | G08 |   30 |  300 | 39.8 | 103402415.755 | 80581502.598 | 22050194.827 | 22054604.866 | RTK_FIX
 1172 | G18 |   18 |    6 | 36.8 | 101123896.278 | 78805852.369 | 21903208.176 | 21907588.818 | RTK_FIX
 1173 | G04 |   65 |  201 | 50.2 | 100267425.030 | 78138404.326 | 20360796.687 | 20364868.846 | RTK_FIX
 1174 | G15 |   59 |    1 | 35.1 | 119550346.797 | 93165585.259 | 21967220.511 | 21971613.955 | RTK_FIX
 1175 | G17 |   35 |  231 | 51.4 | 126137333.011 | 98298823.615 | 21238542.656 | 21242790.365 | RTK_FIX
 1176 | G18 |   45 |   45 | 43.7 | 112128646.776 | 87381854.433 | 21030800.921 | 21035007.081 | RTK_FIX
 1177 | G19 |   30 |  244 | 40.9 | 123032754.749 | 95879425.776 | 21781389.812 | 21785746.090 | RTK_FIX
 1178 | G19 |   73 |  164 | 43.3 | 107696458.543 | 83927850.143 | 22862829.884 | 22867402.450 | RTK_FIX
 1179 | G08 |   61 |   92 | 45.2 | 117032237.435 | 91203222.633 | 21312572.120 | 21316834.634 | RTK_FIX
 1180 | G08 |   77 |  268 | 40.4 | 123247424.937 | 96046718.253 | 24428424.588 | 24433310.273 | RTK_FIX
 1181 | G08 |   44 |  183 | 51.5 | 106161864.964 | 82731941.366 | 20749887.244 | 20754037.221 | RTK_FIX
 1182 | G04 |   28 |  235 | 51.4 | 110608191.558 | 86196963.681 | 23863428.765 | 23868201.451 | RTK_FIX
 1183 | G18 |   37 |   14 | 35.2 | 103510011.181 | 80665351.713 | 24166408.000 | 24171241.282 | RTK_FIX
 1184 | G30 |   28 |   89 | 47.3 | 126206388.550 | 98352638.597 | 21410574.098 | 21414856.213 | RTK_FIX
 1185 | G19 |   46 |  344 | 42.6 | 106190193.116 | 82754017.495 | 23572180.225 | 23576894.661 | RTK_FIX
 1186 | G05 |   57 |   19 | 38.9 | 118179811.448 | 92097527.061 | 20303446.909 | 20307507.598 | RTK_FIX
 1187 | G29 |   61 |  203 | 45.5 | 120124373.707 | 93612924.430 | 20404745.944 | 20408826.893 | RTK_FIX
 1188 | G10 |   55 |  323 | 51.0 | 108856504.957 | 84831874.313 | 24399845.101 | 24404725.070 | RTK_FIX
 1189 | G14 |   37 |  255 | 39.3 | 102119059.912 | 79581383.389 | 24535208.905 | 24540115.947 | RTK_FIX
 1190 | G03 |   56 |   93 | 35.8 | 108742130.269 | 84742742.119 | 23226231.205 | 23230876.451 | RTK_FIX
 1191 | G28 |   67 |  130 | 45.1 | 126035042.658 | 98219108.743 | 23887081.705 | 23891859.121 | RTK_FIX
 1192 | G32 |   42 |  270 | 50.6 | 117880611.418 | 91864360.478 | 22348728.331 | 22353198.077 | RTK_FIX
 1193 | G27 |   37 |  337 | 50.4 | 107843882.102 | 84042737.322 | 20731368.837 | 20735515.111 | RTK_FIX
 1194 | G02 |   20 |  129 | 49.4 | 110042660.659 | 85756245.452 | 20987845.434 | 20992043.003 | RTK_FIX
 1195 | G28 |   62 |  102 | 40.8 | 118800903.944 | 92581544.444 | 21719559.563 | 21723903.475 | RTK_FIX
 1196 | G03 |   20 |  233 | 44.2 | 104927851.561 | 81770274.721 | 22247491.918 | 22251941.416 | RTK_FIX
 1197 | G30 |   44 |   52 | 35.2 | 124586916.047 | 97090583.675 | 22347550.957 | 22352020.467 | RTK_FIX
 1198 | G04 |   43 |  308 | 50.1 | 128251097.132 | 99946079.995 | 23989899.368 | 23994697.348 | RTK_FIX
 1199 | G14 |   36 |  251 | 43.9 | 115136665.630 | 89726003.525 | 20195762.104 | 20199801.256 | RTK_FIX
 1200 | G20 |   55 |  123 | 38.6 | 116683454.029 | 90931415.725 | 22934315.155 | 22938902.018 | RTK_FIX
 1201 | G13 |   77 |  158 | 46.7 | 112474919.661 | 87651704.892 | 23268063.133 | 23272716.746 | RTK_FIX
 1202 | G03 |   70 |   15 | 35.1 | 115202134.395 | 89777023.334 | 24115195.491 | 24120018.530 | RTK_FIX
 1203 | G22 |   76 |  293 | 38.4 | 113159217.948 | 88184978.547 | 23667770.884 | 23672504.438 | RTK_FIX
 1204 | G09 |   81 |   21 | 45.5 | 129988320.982 | 101299898.541 | 23148726.608 | 23153356.353 | RTK_FIX
 1205 | G02 |   35 |  356 | 48.8 | 104094209.328 | 81120617.329 | 21524329.134 | 21528634.000 | RTK_FIX
 1206 | G20 |   82 |   91 | 44.2 | 117139535.662 | 91286840.141 | 20196344.379 | 20200383.648 | RTK_FIX
 1207 | G07 |   32 |  297 | 43.2 | 118981482.652 | 92722269.431 | 21215373.819 | 21219616.894 | RTK_FIX
 1208 | G19 |   55 |    7 | 35.9 | 117768476.389 | 91776973.650 | 20382148.369 | 20386224.799 | RTK_FIX
 1209 | G14 |   68 |  179 | 51.8 | 118270922.002 | 92168529.516 | 23629921.027 | 23634647.011 | RTK_FIX
 1210 | G28 |   82 |  241 | 35.4 | 119874936.785 | 93418538.237 | 20747484.470 | 20751633.967 | RTK_FIX
 1211 | G15 |   84 |  314 | 43.1 | 124308759.724 | 96873816.453 | 21963183.029 | 21967575.666 | RTK_FIX
 1212 | G19 |   32 |  320 | 49.3 | 110724840.740 | 86287868.389 | 21637284.481 | 21641611.938 | RTK_FIX
 1213 | G06 |   61 |   40 | 35.8 | 103824769.452 | 80910642.834 | 23768789.636 | 23773543.394 | RTK_FIX
 1214 | G11 |   15 |  194 | 38.2 | 121259700.786 | 94497684.823 | 24824506.995 | 24829471.896 | RTK_FIX
 1215 | G25 |   56 |  321 | 50.4 | 127993521.032 | 99745350.940 | 24266224.488 | 24271077.733 | RTK_FIX
 1216 | G12 |   56 |  264 | 36.6 | 119138015.493 | 92844255.474 | 21952418.942 | 21956809.426 | RTK_FIX
 1217 | G11 |   18 |  184 | 37.5 | 110600427.338 | 86190913.025 | 21586477.703 | 21590794.999 | RTK_FIX
 1218 | G01 |   45 |  133 | 38.0 | 106595756.703 | 83070073.199 | 22458762.148 | 22463253.900 | RTK_FIX
 1219 | G18 |   47 |    6 | 48.5 | 112165469.131 | 87410550.094 | 21402878.550 | 21407159.126 | RTK_FIX
 1220 | G01 |   28 |  316 | 35.1 | 128884898.918 | 100440001.727 | 22001818.460 | 22006218.824 | RTK_FIX
 1221 | G26 |   79 |  344 | 47.3 | 110268425.365 | 85932183.887 | 22553608.053 | 22558118.775 | RTK_FIX
 1222 | G17 |   70 |  330 | 37.2 | 118898991.127 | 92657983.785 | 20671237.591 | 20675371.839 | FLOAT
 1223 | G10 |   40 |   26 | 41.4 | 103410876.046 | 80588095.703 | 22396243.055 | 22400722.304 | RTK_FIX
 1224 | G23 |   54 |  258 | 36.4 | 126865552.717 | 98866325.232 | 20229367.542 | 20233413.416 | RTK_FIX
 1225 | G28 |   23 |  105 | 47.7 | 101657669.749 | 79221822.035 | 22860988.244 | 22865560.442 | RTK_FIX
 1226 | G22 |   56 |  141 | 46.3 | 107192482.256 | 83535101.422 | 21622843.977 | 21627168.546 | RTK_FIX
 1227 | G10 |   51 |  149 | 40.6 | 104249990.843 | 81242017.864 | 23159104.385 | 23163736.206 | RTK_FIX
 1228 | G14 |   46 |  157 | 35.3 | 129032605.124 | 100555109.173 | 24094376.310 | 24099195.185 | RTK_FIX
 1229 | G14 |   73 |  289 | 41.6 | 107172036.365 | 83519167.939 | 24511914.088 | 24516816.471 | RTK_FIX
 1230 | G08 |   76 |  334 | 39.7 | 103953126.406 | 81010671.408 | 23276135.441 | 23280790.668 | RTK_FIX
 1231 | G03 |   63 |  220 | 40.4 | 117226059.263 | 91354267.984 | 22881716.712 | 22886293.055 | RTK_FIX
 1232 | G23 |   55 |   69 | 50.2 | 128841281.912 | 100406010.994 | 22340080.079 | 22344548.095 | RTK_FIX
 1233 | G32 |   81 |  291 | 35.0 | 117870939.010 | 91856822.770 | 22725876.560 | 22730421.735 | RTK_FIX
 1234 | G06 |   56 |   76 | 44.1 | 123011808.228 | 95863102.152 | 22895986.673 | 22900565.870 | RTK_FIX
 1235 | G04 |   78 |  107 | 51.0 | 106775891.947 | 83210452.594 | 24924335.515 | 24929320.382 | RTK_FIX
 1236 | G24 |   56 |   85 | 45.8 | 102133580.436 | 79592699.234 | 21608708.258 | 21613030.000 | RTK_FIX
 1237 | G04 |   82 |  122 | 49.6 | 127715707.540 | 99528850.886 | 24982717.509 | 24987714.053 | RTK_FIX
 1238 | G11 |   48 |  251 | 43.2 | 115890238.811 | 90313263.105 | 24743578.034 | 24748526.750 | RTK_FIX
 1239 | G08 |   66 |   41 | 48.6 | 112690712.001 | 87819871.862 | 22300857.197 | 22305317.368 | RTK_FIX
 1240 | G21 |   41 |  145 | 46.7 | 103198729.656 | 80422770.021 | 24270489.568 | 24275343.666 | RTK_FIX
