snapshot_time_utc,symbol,bid_price,ask_price,bid_size,ask_size,last_price,volume,tz_offset_used,tz_offset_correct
2024-11-03T14:23:00Z,RTY,5191.87,5192.74,268,351,5192.31,1221,-04:00,-05:00
2024-11-03T17:18:00Z,YM,4571.79,4572.37,40,145,4572.08,3965,-04:00,-05:00
2024-11-03T20:53:00Z,ES,5026.74,5027.5599999999995,490,290,5027.15,5230,-04:00,-05:00
2024-11-03T18:28:00Z,YM,5177.46,5178.11,289,212,5177.78,4626,-04:00,-05:00
2024-11-03T17:28:00Z,NQ,5232.38,5233.01,193,208,5232.69,7258,-04:00,-05:00
2024-11-03T18:59:00Z,YM,5290.31,5291.06,170,457,5290.69,5570,-04:00,-05:00
2024-11-03T14:16:00Z,RTY,5672.01,5672.3,400,411,5672.16,3201,-04:00,-05:00
2024-11-03T21:19:00Z,YM,5098.77,5099.43,308,384,5099.1,9071,-04:00,-05:00
2024-11-03T19:44:00Z,YM,5102.64,5102.92,148,365,5102.78,5478,-04:00,-05:00
2024-11-03T21:50:00Z,NQ,5539.31,5539.580000000001,215,164,5539.45,6176,-04:00,-05:00
2024-11-03T19:36:00Z,RTY,4817.8,4818.49,379,358,4818.15,8697,-04:00,-05:00
2024-11-03T19:20:00Z,RTY,4710.18,4710.51,125,338,4710.35,7793,-04:00,-05:00
2024-11-03T17:00:00Z,NQ,4626.61,4626.96,218,106,4626.78,9730,-04:00,-05:00
2024-11-03T16:14:00Z,RTY,4666.59,4667.25,155,225,4666.92,9354,-04:00,-05:00
2024-11-03T20:56:00Z,YM,5057.45,5057.91,452,235,5057.68,9893,-04:00,-05:00
2024-11-03T18:36:00Z,NQ,5622.26,5622.93,350,452,5622.6,1998,-04:00,-05:00
2024-11-03T14:58:00Z,RTY,4579.28,4579.88,189,237,4579.58,1626,-04:00,-05:00
2024-11-03T15:24:00Z,RTY,5329.78,5330.58,339,333,5330.18,710,-04:00,-05:00
2024-11-03T17:32:00Z,ES,5279.02,5279.290000000001,238,450,5279.16,5718,-04:00,-05:00
2024-11-03T21:36:00Z,NQ,5667.01,5667.33,313,145,5667.17,5699,-04:00,-05:00
2024-11-03T17:34:00Z,NQ,4742.05,4742.49,313,60,4742.27,6052,-04:00,-05:00
2024-11-03T19:53:00Z,RTY,5407.66,5408.55,426,276,5408.1,1288,-04:00,-05:00
2024-11-03T15:24:00Z,YM,5136.07,5136.4,264,350,5136.23,3125,-04:00,-05:00
2024-11-03T20:03:00Z,ES,4812.76,4813.17,349,391,4812.97,9603,-04:00,-05:00
2024-11-03T20:47:00Z,ES,4834.95,4835.59,411,272,4835.27,6507,-04:00,-05:00
2024-11-03T16:12:00Z,ES,5702.36,5703.13,345,247,5702.74,5461,-04:00,-05:00
2024-11-03T15:00:00Z,NQ,5331.1,5331.660000000001,86,17,5331.38,5415,-04:00,-05:00
2024-11-03T15:42:00Z,RTY,4765.85,4766.34,363,32,4766.1,3876,-04:00,-05:00
2024-11-03T16:48:00Z,YM,4928.43,4929.37,83,402,4928.9,5031,-04:00,-05:00
2024-11-03T18:50:00Z,ES,5323.77,5324.660000000001,67,376,5324.22,5621,-04:00,-05:00
2024-11-03T15:59:00Z,ES,5561.87,5562.67,60,334,5562.27,1616,-04:00,-05:00
2024-11-03T17:12:00Z,RTY,5103.17,5104.16,435,61,5103.66,6280,-04:00,-05:00
2024-11-03T18:01:00Z,RTY,5249.24,5249.83,190,88,5249.53,853,-04:00,-05:00
2024-11-03T21:08:00Z,RTY,4739.54,4740.42,312,357,4739.98,8746,-04:00,-05:00
2024-11-03T17:47:00Z,YM,4601.2,4601.58,49,137,4601.39,1293,-04:00,-05:00
2024-11-03T14:59:00Z,RTY,4632.41,4632.7,364,233,4632.56,2580,-04:00,-05:00
2024-11-03T21:53:00Z,ES,5481.08,5481.83,295,87,5481.45,6350,-04:00,-05:00
2024-11-03T14:26:00Z,NQ,5756.54,5756.92,103,141,5756.73,3703,-04:00,-05:00
2024-11-03T20:41:00Z,NQ,5274.67,5275.34,86,65,5275.01,4012,-04:00,-05:00
2024-11-03T21:05:00Z,ES,4766.13,4766.88,494,10,4766.51,8786,-04:00,-05:00
2024-11-03T14:44:00Z,NQ,5160.69,5161.65,430,169,5161.17,4669,-04:00,-05:00
2024-11-03T20:46:00Z,RTY,5729.62,5730.33,427,98,5729.98,5466,-04:00,-05:00
2024-11-03T14:47:00Z,ES,5398.17,5399.11,161,177,5398.64,140,-04:00,-05:00
2024-11-03T14:23:00Z,YM,4671.49,4672.16,437,166,4671.82,9584,-04:00,-05:00
2024-11-03T14:05:00Z,RTY,4682.62,4683.099999999999,481,305,4682.86,1202,-04:00,-05:00
2024-11-03T18:19:00Z,YM,5476.64,5477.13,262,68,5476.89,1344,-04:00,-05:00
2024-11-03T19:09:00Z,YM,4878.96,4879.41,260,336,4879.18,2584,-04:00,-05:00
2024-11-03T20:01:00Z,NQ,4933.65,4934.23,135,407,4933.94,7635,-04:00,-05:00
2024-11-03T15:08:00Z,RTY,4630.3,4631.0,144,17,4630.65,1387,-04:00,-05:00
2024-11-03T17:30:00Z,ES,5074.62,5074.87,119,442,5074.74,1927,-04:00,-05:00
2024-11-03T21:07:00Z,YM,5558.47,5558.900000000001,484,100,5558.69,4725,-04:00,-05:00
2024-11-03T19:15:00Z,NQ,5713.29,5714.2699999999995,464,13,5713.78,1360,-04:00,-05:00
2024-11-03T16:46:00Z,YM,5223.55,5224.46,362,27,5224.01,6286,-04:00,-05:00
2024-11-03T17:18:00Z,NQ,4995.59,4996.42,322,448,4996.01,9509,-04:00,-05:00
2024-11-03T18:17:00Z,ES,5643.59,5644.2300000000005,25,154,5643.91,9211,-04:00,-05:00
2024-11-03T15:55:00Z,RTY,5624.55,5625.13,209,262,5624.84,9763,-04:00,-05:00
2024-11-03T14:21:00Z,YM,5373.87,5374.57,339,167,5374.22,3440,-04:00,-05:00
2024-11-03T14:45:00Z,NQ,4815.16,4815.72,111,21,4815.44,787,-04:00,-05:00
2024-11-03T21:40:00Z,NQ,5550.83,5551.79,436,88,5551.31,1525,-04:00,-05:00
2024-11-03T21:53:00Z,YM,4927.47,4927.900000000001,158,373,4927.69,634,-04:00,-05:00
2024-11-03T18:55:00Z,RTY,4624.92,4625.36,217,203,4625.14,6453,-04:00,-05:00
2024-11-03T16:25:00Z,NQ,4756.35,4757.26,125,146,4756.81,3337,-04:00,-05:00
2024-11-03T19:32:00Z,RTY,4926.21,4926.57,41,473,4926.39,2144,-04:00,-05:00
2024-11-03T17:06:00Z,NQ,4707.97,4708.780000000001,106,114,4708.38,2177,-04:00,-05:00
2024-11-03T14:51:00Z,YM,4891.98,4892.82,70,149,4892.4,2185,-04:00,-05:00
2024-11-03T18:06:00Z,YM,4864.72,4865.21,30,159,4864.97,8286,-04:00,-05:00
2024-11-03T18:42:00Z,ES,4791.19,4791.94,159,391,4791.56,9995,-04:00,-05:00
2024-11-03T20:07:00Z,RTY,5036.44,5037.389999999999,346,328,5036.91,1753,-04:00,-05:00
2024-11-03T21:04:00Z,ES,4688.38,4688.64,417,72,4688.51,6512,-04:00,-05:00
2024-11-03T21:42:00Z,NQ,5733.5,5734.24,13,256,5733.87,2660,-04:00,-05:00
2024-11-03T19:28:00Z,YM,5035.68,5036.12,138,154,5035.9,3651,-04:00,-05:00
2024-11-03T18:53:00Z,YM,4616.61,4617.19,336,236,4616.9,6386,-04:00,-05:00
2024-11-03T14:22:00Z,YM,5176.4,5177.259999999999,210,351,5176.83,1428,-04:00,-05:00
2024-11-03T20:52:00Z,RTY,4898.47,4898.87,466,165,4898.67,3798,-04:00,-05:00
2024-11-03T18:39:00Z,RTY,5337.05,5337.7,38,498,5337.38,2640,-04:00,-05:00
2024-11-03T17:19:00Z,RTY,5022.29,5023.24,310,81,5022.76,3160,-04:00,-05:00
2024-11-03T19:28:00Z,RTY,4561.16,4561.51,13,99,4561.34,9240,-04:00,-05:00
2024-11-03T14:50:00Z,RTY,5315.87,5316.38,228,290,5316.12,2367,-04:00,-05:00
2024-11-03T15:30:00Z,NQ,5738.05,5738.38,369,246,5738.22,1974,-04:00,-05:00
2024-11-03T14:40:00Z,YM,4673.12,4673.45,109,58,4673.28,6846,-04:00,-05:00
2024-11-03T19:46:00Z,NQ,4759.68,4760.530000000001,185,416,4760.11,4718,-04:00,-05:00
2024-11-03T18:59:00Z,NQ,5525.03,5525.53,29,465,5525.28,6661,-04:00,-05:00
2024-11-03T19:21:00Z,RTY,5257.83,5258.64,155,258,5258.24,8278,-04:00,-05:00
2024-11-03T19:44:00Z,ES,5498.48,5499.339999999999,59,174,5498.91,7165,-04:00,-05:00
2024-11-03T16:25:00Z,YM,4900.38,4900.92,491,325,4900.65,5913,-04:00,-05:00
2024-11-03T20:52:00Z,RTY,5289.09,5289.46,29,163,5289.27,6709,-04:00,-05:00
2024-11-03T21:57:00Z,YM,4968.49,4969.3,138,294,4968.9,6629,-04:00,-05:00
2024-11-03T14:44:00Z,NQ,5414.36,5414.78,391,435,5414.57,4644,-04:00,-05:00
2024-11-03T16:10:00Z,NQ,5723.98,5724.36,415,381,5724.17,8656,-04:00,-05:00
2024-11-03T15:53:00Z,YM,5536.94,5537.4,414,10,5537.17,7206,-04:00,-05:00
2024-11-03T20:42:00Z,RTY,4932.87,4933.16,131,402,4933.01,2241,-04:00,-05:00
2024-11-03T14:39:00Z,NQ,5742.08,5742.78,162,18,5742.43,5399,-04:00,-05:00
2024-11-03T18:19:00Z,ES,5216.08,5216.38,429,154,5216.23,4710,-04:00,-05:00
2024-11-03T16:47:00Z,NQ,4707.54,4708.46,251,486,4708.0,6031,-04:00,-05:00
2024-11-03T14:55:00Z,ES,4769.97,4770.4400000000005,167,487,4770.2,5288,-04:00,-05:00
2024-11-03T17:56:00Z,NQ,5259.87,5260.75,27,133,5260.31,8285,-04:00,-05:00
2024-11-03T21:34:00Z,RTY,5187.51,5187.77,372,88,5187.64,1276,-04:00,-05:00
2024-11-03T15:14:00Z,NQ,5739.68,5740.530000000001,53,262,5740.11,2730,-04:00,-05:00
2024-11-03T18:10:00Z,RTY,4767.1,4767.8,330,245,4767.45,4673,-04:00,-05:00
2024-11-03T18:18:00Z,ES,5071.83,5072.54,332,446,5072.18,5979,-04:00,-05:00
2024-11-03T15:05:00Z,RTY,5268.26,5269.0,176,211,5268.63,8992,-04:00,-05:00
2024-11-03T16:12:00Z,YM,5437.27,5437.93,47,331,5437.6,2675,-04:00,-05:00
2024-11-03T20:48:00Z,ES,5284.41,5285.21,311,440,5284.81,5026,-04:00,-05:00
2024-11-03T16:11:00Z,YM,4887.17,4888.0,160,66,4887.59,5509,-04:00,-05:00
2024-11-03T18:55:00Z,RTY,5026.26,5026.610000000001,343,291,5026.44,6698,-04:00,-05:00
2024-11-03T16:07:00Z,NQ,5143.61,5144.17,256,285,5143.89,1521,-04:00,-05:00
2024-11-03T19:00:00Z,NQ,5265.95,5266.75,144,424,5266.35,662,-04:00,-05:00
2024-11-03T18:25:00Z,YM,5206.63,5207.1900000000005,163,226,5206.91,1028,-04:00,-05:00
2024-11-03T18:31:00Z,YM,5243.17,5244.11,38,378,5243.64,415,-04:00,-05:00
2024-11-03T21:09:00Z,YM,5389.89,5390.38,462,39,5390.14,4215,-04:00,-05:00
2024-11-03T18:48:00Z,RTY,5367.01,5367.39,44,408,5367.2,7142,-04:00,-05:00
2024-11-03T19:47:00Z,ES,5204.81,5205.1,500,190,5204.95,3866,-04:00,-05:00
2024-11-03T16:34:00Z,YM,5637.7,5638.59,139,320,5638.15,7004,-04:00,-05:00
2024-11-03T17:28:00Z,RTY,4549.53,4550.33,101,382,4549.93,6154,-04:00,-05:00
2024-11-03T19:24:00Z,YM,4810.55,4811.34,96,272,4810.94,7112,-04:00,-05:00
2024-11-03T19:49:00Z,ES,5304.75,5305.57,186,475,5305.16,2318,-04:00,-05:00
2024-11-03T15:51:00Z,RTY,5359.14,5359.52,454,420,5359.33,4432,-04:00,-05:00
2024-11-03T14:45:00Z,YM,5664.29,5665.14,299,436,5664.72,1007,-04:00,-05:00
2024-11-03T15:55:00Z,ES,5228.67,5229.12,430,421,5228.9,9578,-04:00,-05:00
2024-11-03T17:55:00Z,NQ,4852.36,4852.969999999999,333,444,4852.66,6609,-04:00,-05:00
2024-11-03T18:30:00Z,RTY,5746.56,5746.9800000000005,403,203,5746.77,9399,-04:00,-05:00
2024-11-03T14:59:00Z,NQ,5527.35,5528.280000000001,439,449,5527.82,3159,-04:00,-05:00
2024-11-03T21:56:00Z,NQ,4948.5,4949.24,487,435,4948.87,3000,-04:00,-05:00
2024-11-03T14:05:00Z,ES,4619.35,4620.14,431,69,4619.75,2617,-04:00,-05:00
2024-11-03T16:50:00Z,NQ,5573.22,5573.860000000001,479,194,5573.54,7876,-04:00,-05:00
2024-11-03T16:31:00Z,ES,5312.52,5313.0,380,400,5312.76,2578,-04:00,-05:00
2024-11-03T20:26:00Z,YM,5324.74,5325.48,173,50,5325.11,5203,-04:00,-05:00
2024-11-03T14:12:00Z,ES,4778.19,4778.75,290,377,4778.47,9758,-04:00,-05:00
2024-11-03T15:35:00Z,NQ,5031.23,5031.889999999999,37,478,5031.56,1416,-04:00,-05:00
2024-11-03T14:25:00Z,ES,5215.64,5216.530000000001,266,169,5216.09,8363,-04:00,-05:00
2024-11-03T21:52:00Z,ES,4730.76,4731.1,136,305,4730.93,9471,-04:00,-05:00
2024-11-03T15:05:00Z,RTY,5396.74,5397.34,266,162,5397.04,4893,-04:00,-05:00
2024-11-03T17:23:00Z,NQ,4511.11,4511.929999999999,286,93,4511.52,9665,-04:00,-05:00
2024-11-03T18:28:00Z,RTY,4900.28,4900.5599999999995,214,295,4900.42,7010,-04:00,-05:00
2024-11-03T19:56:00Z,RTY,5296.63,5297.43,179,123,5297.03,6416,-04:00,-05:00
2024-11-03T18:19:00Z,ES,5349.36,5350.04,327,153,5349.7,8268,-04:00,-05:00
2024-11-03T14:36:00Z,ES,4981.71,4982.55,421,485,4982.13,3318,-04:00,-05:00
2024-11-03T21:57:00Z,YM,5781.43,5782.42,500,212,5781.93,6316,-04:00,-05:00
2024-11-03T18:40:00Z,ES,5155.85,5156.490000000001,223,344,5156.17,8673,-04:00,-05:00
2024-11-03T14:22:00Z,NQ,5384.52,5385.05,25,351,5384.78,8761,-04:00,-05:00
2024-11-03T20:47:00Z,NQ,5360.89,5361.81,51,462,5361.35,1157,-04:00,-05:00
2024-11-03T21:58:00Z,ES,5501.91,5502.45,298,323,5502.18,5128,-04:00,-05:00
2024-11-03T20:50:00Z,NQ,5434.12,5434.73,243,315,5434.42,4941,-04:00,-05:00
2024-11-03T21:51:00Z,NQ,5397.99,5398.45,17,59,5398.22,9861,-04:00,-05:00
2024-11-03T16:56:00Z,YM,4591.57,4592.15,414,133,4591.86,2565,-04:00,-05:00
2024-11-03T14:44:00Z,NQ,4500.28,4500.59,479,153,4500.43,8695,-04:00,-05:00
2024-11-03T20:31:00Z,ES,4861.05,4861.96,86,469,4861.51,8992,-04:00,-05:00
2024-11-03T20:51:00Z,ES,4727.69,4728.04,370,26,4727.86,2936,-04:00,-05:00
2024-11-03T15:49:00Z,ES,5340.53,5341.12,333,309,5340.82,7666,-04:00,-05:00
2024-11-03T16:34:00Z,RTY,5682.62,5683.5,342,49,5683.06,9377,-04:00,-05:00
2024-11-03T21:44:00Z,ES,5136.69,5137.33,377,281,5137.01,4303,-04:00,-05:00
2024-11-03T20:04:00Z,ES,5539.65,5540.19,352,353,5539.92,8707,-04:00,-05:00
2024-11-03T15:03:00Z,ES,5365.16,5365.44,181,209,5365.3,5305,-04:00,-05:00
2024-11-03T19:10:00Z,YM,5418.23,5418.849999999999,209,426,5418.54,9811,-04:00,-05:00
2024-11-03T19:23:00Z,RTY,5475.47,5476.08,173,364,5475.77,2453,-04:00,-05:00
2024-11-03T17:47:00Z,ES,5242.79,5243.76,301,306,5243.27,7495,-04:00,-05:00
2024-11-03T15:53:00Z,YM,5135.1,5135.4400000000005,383,465,5135.27,2047,-04:00,-05:00
2024-11-03T15:47:00Z,YM,5285.08,5285.58,61,335,5285.33,3270,-04:00,-05:00
2024-11-03T19:57:00Z,RTY,5730.44,5731.259999999999,206,274,5730.85,7843,-04:00,-05:00
2024-11-03T14:24:00Z,YM,4890.76,4891.110000000001,485,42,4890.94,9612,-04:00,-05:00
2024-11-03T20:35:00Z,RTY,4503.95,4504.73,302,236,4504.34,8563,-04:00,-05:00
2024-11-03T14:22:00Z,YM,5788.52,5789.4400000000005,203,232,5788.98,8439,-04:00,-05:00
2024-11-03T21:08:00Z,ES,4837.82,4838.799999999999,378,128,4838.31,4261,-04:00,-05:00
2024-11-03T14:06:00Z,NQ,5730.75,5731.42,292,78,5731.09,9298,-04:00,-05:00
2024-11-03T21:48:00Z,RTY,5550.6,5551.4400000000005,39,160,5551.02,4322,-04:00,-05:00
2024-11-03T21:35:00Z,RTY,5640.47,5640.87,380,454,5640.67,2852,-04:00,-05:00
2024-11-03T15:09:00Z,ES,4853.38,4854.13,172,209,4853.76,4562,-04:00,-05:00
2024-11-03T20:45:00Z,ES,5762.3,5762.66,322,394,5762.48,5332,-04:00,-05:00
2024-11-03T14:01:00Z,YM,5240.1,5240.7300000000005,493,411,5240.42,8164,-04:00,-05:00
2024-11-03T17:18:00Z,ES,4514.65,4515.099999999999,216,45,4514.88,6472,-04:00,-05:00
2024-11-03T18:56:00Z,ES,4895.91,4896.26,485,432,4896.09,7075,-04:00,-05:00
2024-11-03T17:43:00Z,YM,5051.67,5052.51,480,307,5052.09,959,-04:00,-05:00
2024-11-03T14:30:00Z,NQ,4998.55,4999.52,105,147,4999.03,2709,-04:00,-05:00
2024-11-03T15:06:00Z,NQ,5721.4,5722.4,403,390,5721.9,5945,-04:00,-05:00
2024-11-03T20:51:00Z,ES,5065.61,5066.54,368,392,5066.07,8581,-04:00,-05:00
2024-11-03T15:44:00Z,YM,5554.63,5555.04,217,27,5554.84,5662,-04:00,-05:00
2024-11-03T20:22:00Z,NQ,4647.26,4648.030000000001,354,345,4647.65,5878,-04:00,-05:00
2024-11-03T17:34:00Z,NQ,5142.02,5142.64,147,224,5142.33,5474,-04:00,-05:00
2024-11-03T15:16:00Z,ES,4948.26,4948.99,450,494,4948.62,6546,-04:00,-05:00
2024-11-03T16:47:00Z,ES,4855.62,4855.87,436,52,4855.74,6917,-04:00,-05:00
2024-11-03T20:28:00Z,YM,5143.71,5144.21,220,493,5143.96,4166,-04:00,-05:00
2024-11-03T19:43:00Z,ES,4634.15,4634.589999999999,73,494,4634.37,6339,-04:00,-05:00
2024-11-03T14:02:00Z,ES,5480.1,5481.01,181,197,5480.56,5226,-04:00,-05:00
2024-11-03T20:10:00Z,NQ,5585.79,5586.15,102,15,5585.97,4277,-04:00,-05:00
2024-11-03T15:29:00Z,YM,4685.57,4686.28,488,359,4685.92,9259,-04:00,-05:00
2024-11-03T17:13:00Z,RTY,5265.46,5266.12,10,150,5265.79,8374,-04:00,-05:00
2024-11-03T16:41:00Z,NQ,5299.92,5300.47,394,230,5300.19,8449,-04:00,-05:00
2024-11-03T20:04:00Z,RTY,4925.03,4926.0199999999995,169,246,4925.52,2193,-04:00,-05:00
2024-11-03T19:36:00Z,RTY,4909.33,4910.04,169,382,4909.68,5423,-04:00,-05:00
2024-11-03T21:33:00Z,NQ,4708.14,4708.8,125,320,4708.47,1580,-04:00,-05:00
2024-11-03T21:17:00Z,RTY,4911.39,4911.820000000001,147,172,4911.61,7898,-04:00,-05:00
2024-11-03T14:41:00Z,RTY,4846.86,4847.679999999999,284,414,4847.27,3962,-04:00,-05:00
2024-11-03T17:54:00Z,YM,4657.03,4657.54,25,190,4657.28,9596,-04:00,-05:00
2024-11-03T21:57:00Z,RTY,5140.35,5141.25,252,187,5140.8,8647,-04:00,-05:00
2024-11-03T20:21:00Z,YM,4998.52,4999.330000000001,481,396,4998.93,2908,-04:00,-05:00
2024-11-03T15:46:00Z,NQ,5668.93,5669.280000000001,121,285,5669.11,1847,-04:00,-05:00
2024-11-03T15:22:00Z,ES,5476.24,5477.0,365,193,5476.62,9734,-04:00,-05:00
2024-11-03T18:51:00Z,ES,4563.43,4564.1,268,312,4563.77,1631,-04:00,-05:00
2024-11-03T18:09:00Z,RTY,5398.51,5399.38,202,273,5398.94,4406,-04:00,-05:00
2024-11-03T16:07:00Z,RTY,5600.85,5601.25,157,319,5601.05,6403,-04:00,-05:00
2024-11-03T19:34:00Z,ES,5381.3,5381.85,391,107,5381.58,9822,-04:00,-05:00
2024-11-03T21:20:00Z,NQ,5458.21,5459.18,331,56,5458.69,1875,-04:00,-05:00
2024-11-03T14:01:00Z,ES,5292.23,5292.75,499,486,5292.49,2443,-04:00,-05:00
2024-11-03T19:07:00Z,NQ,4942.1,4942.9400000000005,320,393,4942.52,467,-04:00,-05:00
2024-11-03T20:28:00Z,RTY,5078.02,5078.76,221,200,5078.39,659,-04:00,-05:00
2024-11-03T21:53:00Z,ES,5325.58,5326.05,227,439,5325.82,7816,-04:00,-05:00
2024-11-03T17:45:00Z,NQ,5438.41,5439.4,60,147,5438.9,3306,-04:00,-05:00
2024-11-03T21:17:00Z,YM,4740.27,4741.18,238,292,4740.73,5744,-04:00,-05:00
2024-11-03T17:59:00Z,RTY,5491.11,5491.37,122,313,5491.24,566,-04:00,-05:00
2024-11-03T14:33:00Z,NQ,5429.37,5430.25,483,222,5429.81,7547,-04:00,-05:00
2024-11-03T21:17:00Z,YM,4842.7,4843.61,85,40,4843.15,5947,-04:00,-05:00
2024-11-03T17:33:00Z,RTY,5761.71,5761.99,15,408,5761.85,8075,-04:00,-05:00
2024-11-03T17:30:00Z,NQ,5652.57,5652.86,311,282,5652.72,5912,-04:00,-05:00
2024-11-03T20:08:00Z,ES,5574.07,5574.83,455,24,5574.45,4045,-04:00,-05:00
2024-11-03T17:56:00Z,NQ,5247.09,5247.4800000000005,348,301,5247.28,6003,-04:00,-05:00
2024-11-03T21:33:00Z,NQ,5129.17,5129.68,151,376,5129.43,8666,-04:00,-05:00
2024-11-03T17:14:00Z,YM,5589.95,5590.26,363,246,5590.1,9955,-04:00,-05:00
2024-11-03T19:05:00Z,ES,5237.64,5238.410000000001,237,163,5238.03,2231,-04:00,-05:00
2024-11-03T15:14:00Z,RTY,4617.75,4618.44,87,137,4618.09,6635,-04:00,-05:00
2024-11-03T16:06:00Z,YM,5753.96,5754.4,131,168,5754.18,1400,-04:00,-05:00
2024-11-03T15:51:00Z,RTY,5251.78,5252.04,420,28,5251.91,2798,-04:00,-05:00
2024-11-03T16:22:00Z,YM,4549.11,4550.0,24,368,4549.56,981,-04:00,-05:00
2024-11-03T20:31:00Z,RTY,5149.7,5150.24,222,185,5149.97,1816,-04:00,-05:00
2024-11-03T14:03:00Z,NQ,4547.64,4548.240000000001,349,181,4547.94,5203,-04:00,-05:00
2024-11-03T21:40:00Z,RTY,5212.36,5213.15,277,267,5212.75,8290,-04:00,-05:00
2024-11-03T15:43:00Z,YM,5795.25,5795.57,325,174,5795.41,3773,-04:00,-05:00
2024-11-03T14:01:00Z,NQ,5389.15,5389.96,415,162,5389.56,4700,-04:00,-05:00
2024-11-03T15:54:00Z,RTY,4664.17,4664.88,132,101,4664.52,1501,-04:00,-05:00
2024-11-03T17:37:00Z,RTY,5210.04,5210.88,438,475,5210.46,5910,-04:00,-05:00
2024-11-03T21:37:00Z,RTY,4565.65,4566.3099999999995,229,174,4565.98,7947,-04:00,-05:00
2024-11-03T21:18:00Z,RTY,5268.68,5268.990000000001,434,158,5268.84,1384,-04:00,-05:00
2024-11-03T14:45:00Z,ES,4976.3,4976.96,290,421,4976.63,1645,-04:00,-05:00
2024-11-03T17:30:00Z,NQ,5122.55,5123.2300000000005,349,15,5122.89,3453,-04:00,-05:00
2024-11-03T16:54:00Z,YM,5212.15,5212.96,130,49,5212.56,9338,-04:00,-05:00
2024-11-03T17:01:00Z,YM,4548.92,4549.68,466,331,4549.3,3715,-04:00,-05:00
2024-11-03T20:15:00Z,RTY,4734.76,4735.08,34,205,4734.92,4000,-04:00,-05:00
2024-11-03T21:53:00Z,NQ,5442.94,5443.46,149,241,5443.2,4188,-04:00,-05:00
2024-11-03T21:08:00Z,ES,5641.96,5642.24,37,328,5642.1,2453,-04:00,-05:00
2024-11-03T17:10:00Z,ES,5781.24,5781.889999999999,133,188,5781.56,5907,-04:00,-05:00
2024-11-03T18:32:00Z,ES,4705.87,4706.34,286,114,4706.1,5623,-04:00,-05:00
2024-11-03T19:24:00Z,YM,5564.92,5565.59,288,32,5565.26,2068,-04:00,-05:00
2024-11-03T18:49:00Z,NQ,5403.41,5403.7699999999995,414,292,5403.59,8106,-04:00,-05:00
2024-11-03T14:26:00Z,YM,5150.71,5151.66,100,465,5151.18,3149,-04:00,-05:00
2024-11-03T21:21:00Z,RTY,5149.97,5150.81,110,130,5150.39,3279,-04:00,-05:00
2024-11-03T19:23:00Z,YM,5679.94,5680.36,286,38,5680.15,3975,-04:00,-05:00
2024-11-03T18:57:00Z,ES,5207.92,5208.82,245,442,5208.37,8041,-04:00,-05:00
2024-11-03T19:55:00Z,NQ,4782.6,4783.21,365,255,4782.91,1597,-04:00,-05:00
2024-11-03T15:45:00Z,RTY,4550.56,4551.0,428,336,4550.78,1756,-04:00,-05:00
2024-11-03T14:30:00Z,YM,5157.35,5157.950000000001,296,401,5157.65,5457,-04:00,-05:00
2024-11-03T20:36:00Z,RTY,4579.36,4579.7699999999995,153,133,4579.56,9074,-04:00,-05:00
2024-11-03T14:29:00Z,YM,4561.96,4562.55,220,64,4562.26,2403,-04:00,-05:00
2024-11-03T14:55:00Z,RTY,4782.29,4783.2,117,82,4782.74,169,-04:00,-05:00
2024-11-03T19:25:00Z,ES,5287.95,5288.73,203,276,5288.34,2827,-04:00,-05:00
2024-11-03T16:14:00Z,NQ,4955.64,4956.33,213,38,4955.99,8036,-04:00,-05:00
2024-11-03T21:00:00Z,RTY,5542.57,5543.25,485,171,5542.91,7743,-04:00,-05:00
2024-11-03T17:31:00Z,ES,5337.43,5337.9800000000005,318,82,5337.7,2534,-04:00,-05:00
2024-11-03T14:19:00Z,NQ,5321.27,5322.21,245,57,5321.74,3033,-04:00,-05:00
2024-11-03T14:15:00Z,RTY,4581.13,4582.05,109,39,4581.59,1359,-04:00,-05:00
