hostname,ip,env,os_version,ssh_version_before,ssh_version_after,patch_date,patch_method,patch_package,patch_status,applied_by,ticket_id,notes
host-p0203.internal.example.com,10.11.2.184,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T19:45:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1202,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0204.internal.example.com,10.61.3.174,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-09T01:07:00Z,manual,N/A,failed,ansible-automation,SEC-2024-1203,CVE-2024-6387 remediation — pending patch
host-p0205.internal.example.com,10.28.181.120,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T01:55:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1204,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0206.internal.example.com,10.78.102.40,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-03T14:23:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1205,CVE-2024-6387 remediation — pending patch
host-p0207.internal.example.com,10.9.235.59,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-06T19:59:00Z,manual,openssh-9.8p1,patched,alice.wang,SEC-2024-1206,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0208.internal.example.com,10.47.188.184,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T20:18:00Z,manual,openssh-9.8p1,patched,ansible-automation,SEC-2024-1207,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0209.internal.example.com,10.61.100.55,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T20:08:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1208,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0210.internal.example.com,10.65.164.212,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T12:40:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1209,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0211.internal.example.com,10.69.43.195,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T20:33:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1210,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0212.internal.example.com,10.41.103.45,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T18:41:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1211,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0213.internal.example.com,10.15.174.149,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T11:50:00Z,ansible_playbook,N/A,failed,sre-user,SEC-2024-1212,CVE-2024-6387 remediation — pending patch
host-p0214.internal.example.com,10.46.186.3,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T00:09:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1213,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0215.internal.example.com,10.34.90.133,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T04:35:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,bob.zhang,SEC-2024-1214,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0216.internal.example.com,10.24.73.176,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T19:21:00Z,automated_cron,N/A,pending,sre-user,SEC-2024-1215,CVE-2024-6387 remediation — pending patch
host-p0217.internal.example.com,10.50.217.24,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-04T19:38:00Z,manual,N/A,pending,sre-user,SEC-2024-1216,CVE-2024-6387 remediation — pending patch
host-p0218.internal.example.com,10.63.59.185,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T16:00:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1217,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0219.internal.example.com,10.37.92.196,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T17:03:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1218,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0220.internal.example.com,10.68.195.189,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T18:56:00Z,automated_cron,openssh-9.8p1,patched,bob.zhang,SEC-2024-1219,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0221.internal.example.com,10.43.62.187,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T08:43:00Z,dnf_update,openssh-9.8p1,patched,ansible-automation,SEC-2024-1220,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0222.internal.example.com,10.75.116.121,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T21:33:00Z,ansible_playbook,openssh-9.8p1,patched,sre-user,SEC-2024-1221,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0223.internal.example.com,10.40.190.15,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T03:57:00Z,ansible_playbook,openssh-9.8p1,patched,bob.zhang,SEC-2024-1222,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0224.internal.example.com,10.37.73.147,prod,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T21:15:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1223,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0225.internal.example.com,10.69.216.137,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T21:17:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1224,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0226.internal.example.com,10.45.160.145,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T15:23:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1225,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0227.internal.example.com,10.78.155.27,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T21:26:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1226,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0228.internal.example.com,10.8.45.79,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-03T22:16:00Z,manual,N/A,failed,alice.wang,SEC-2024-1227,CVE-2024-6387 remediation — pending patch
host-p0229.internal.example.com,10.3.200.88,prod,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T02:11:00Z,ansible_playbook,openssh-9.8p1,patched,alice.wang,SEC-2024-1228,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0230.internal.example.com,10.11.123.214,prod,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-04T20:39:00Z,dnf_update,N/A,pending,bob.zhang,SEC-2024-1229,CVE-2024-6387 remediation — pending patch
host-p0231.internal.example.com,10.50.231.1,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T16:23:00Z,ansible_playbook,N/A,pending,sre-user,SEC-2024-1230,CVE-2024-6387 remediation — pending patch
host-p0232.internal.example.com,10.22.142.184,prod,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T02:02:00Z,automated_cron,openssh-9.8p1,patched,alice.wang,SEC-2024-1231,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0233.internal.example.com,10.6.126.77,prod,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-10T10:45:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1232,CVE-2024-6387 remediation — pending patch
host-p0234.internal.example.com,10.62.53.24,prod,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T12:08:00Z,ansible_playbook,openssh-9.8p1,patched,alice.wang,SEC-2024-1233,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0235.internal.example.com,10.4.73.189,prod,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-07T15:18:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1234,CVE-2024-6387 remediation — pending patch
host-p0236.internal.example.com,10.79.23.16,prod,Debian 12,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-06T13:32:00Z,ansible_playbook,N/A,pending,ansible-automation,SEC-2024-1235,CVE-2024-6387 remediation — pending patch
host-p0237.internal.example.com,10.72.113.9,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T19:10:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1236,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0238.internal.example.com,10.54.86.81,prod,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-10T02:34:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1237,CVE-2024-6387 remediation — pending patch
host-p0239.internal.example.com,10.44.204.170,prod,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T19:45:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1238,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0240.internal.example.com,10.25.239.176,prod,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T01:40:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1239,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0241.internal.example.com,10.5.87.182,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T05:25:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,bob.zhang,SEC-2024-1240,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0242.internal.example.com,10.65.243.28,staging,Debian 12,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-03T23:30:00Z,dnf_update,N/A,pending,ansible-automation,SEC-2024-1241,CVE-2024-6387 remediation — pending patch
host-s0243.internal.example.com,10.4.238.149,staging,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T04:19:00Z,manual,openssh-9.8p1,patched,ansible-automation,SEC-2024-1242,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0244.internal.example.com,10.57.238.222,staging,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-03T20:26:00Z,ansible_playbook,openssh-9.8p1,patched,sre-user,SEC-2024-1243,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0245.internal.example.com,10.5.22.229,staging,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-05T23:21:00Z,automated_cron,N/A,failed,bob.zhang,SEC-2024-1244,CVE-2024-6387 remediation — pending patch
host-s0246.internal.example.com,10.6.101.117,staging,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T12:16:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1245,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0247.internal.example.com,10.60.117.112,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-06T12:41:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1246,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0248.internal.example.com,10.44.142.203,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T01:20:00Z,manual,openssh-9.8p1,patched,ansible-automation,SEC-2024-1247,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0249.internal.example.com,10.77.190.206,staging,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T01:30:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1248,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0250.internal.example.com,10.31.222.228,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-08T12:49:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1249,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0251.internal.example.com,10.13.246.15,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-07T12:05:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1250,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0252.internal.example.com,10.23.142.152,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T04:57:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1251,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0253.internal.example.com,10.32.101.95,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T07:15:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1252,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0254.internal.example.com,10.61.78.59,staging,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T12:23:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1253,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0255.internal.example.com,10.12.20.242,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T12:44:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1254,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0256.internal.example.com,10.19.98.44,staging,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T00:54:00Z,manual,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1255,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0257.internal.example.com,10.29.172.19,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T22:58:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1256,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0258.internal.example.com,10.60.109.69,staging,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-05T20:01:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1257,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0259.internal.example.com,10.46.150.20,staging,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T23:34:00Z,automated_cron,openssh-9.8p1,patched,sre-user,SEC-2024-1258,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0260.internal.example.com,10.32.24.226,staging,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-07T21:28:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1259,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0261.internal.example.com,10.12.75.170,staging,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T09:29:00Z,automated_cron,openssh-9.8p1,patched,bob.zhang,SEC-2024-1260,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0262.internal.example.com,10.61.224.171,staging,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-10T01:48:00Z,automated_cron,N/A,failed,bob.zhang,SEC-2024-1261,CVE-2024-6387 remediation — pending patch
host-s0263.internal.example.com,10.12.177.43,staging,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-03T09:01:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1262,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-s0264.internal.example.com,10.74.59.77,staging,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-04T23:41:00Z,ansible_playbook,N/A,failed,bob.zhang,SEC-2024-1263,CVE-2024-6387 remediation — pending patch
host-s0265.internal.example.com,10.70.155.76,staging,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T03:28:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1264,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0266.internal.example.com,10.40.73.232,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-04T01:38:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1265,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0267.internal.example.com,10.35.89.90,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T09:05:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1266,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0268.internal.example.com,10.71.171.242,dev,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T10:07:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1267,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0269.internal.example.com,10.67.25.16,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-06T05:10:00Z,automated_cron,N/A,failed,ansible-automation,SEC-2024-1268,CVE-2024-6387 remediation — pending patch
host-d0270.internal.example.com,10.45.78.153,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T00:26:00Z,ansible_playbook,openssh-9.8p1,patched,ansible-automation,SEC-2024-1269,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0271.internal.example.com,10.49.118.10,dev,RHEL 8.10,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T16:05:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1270,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0272.internal.example.com,10.26.128.149,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T07:49:00Z,manual,openssh-9.8p1,patched,bob.zhang,SEC-2024-1271,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0273.internal.example.com,10.79.51.87,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-04T02:21:00Z,manual,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1272,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0274.internal.example.com,10.56.59.247,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T09:24:00Z,ansible_playbook,openssh-8.7p1-38.el9_4.1,patched,sre-user,SEC-2024-1273,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0275.internal.example.com,10.9.169.251,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.3p2,2024-07-09T21:51:00Z,manual,N/A,pending,ansible-automation,SEC-2024-1274,CVE-2024-6387 remediation — pending patch
host-d0276.internal.example.com,10.71.126.44,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-05T21:52:00Z,dnf_update,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1275,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0277.internal.example.com,10.70.85.101,dev,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_8.9p1,2024-07-07T09:55:00Z,automated_cron,N/A,pending,alice.wang,SEC-2024-1276,CVE-2024-6387 remediation — pending patch
host-d0278.internal.example.com,10.1.199.206,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T19:13:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1277,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0279.internal.example.com,10.47.243.219,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-05T20:36:00Z,manual,N/A,pending,sre-user,SEC-2024-1278,CVE-2024-6387 remediation — pending patch
host-d0280.internal.example.com,10.64.236.59,dev,Ubuntu 22.04.4,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-09T13:32:00Z,dnf_update,N/A,pending,sre-user,SEC-2024-1279,CVE-2024-6387 remediation — pending patch
host-d0281.internal.example.com,10.25.77.187,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T00:08:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,alice.wang,SEC-2024-1280,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0282.internal.example.com,10.37.74.38,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T21:24:00Z,dnf_update,openssh-9.8p1,patched,bob.zhang,SEC-2024-1281,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0283.internal.example.com,10.68.116.154,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T00:34:00Z,ansible_playbook,openssh-8.0p1-19.el8_10.1,patched,sre-user,SEC-2024-1282,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0284.internal.example.com,10.39.28.114,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-10T23:32:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1283,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0285.internal.example.com,10.12.247.142,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T06:25:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1284,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0286.internal.example.com,10.40.183.4,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-08T10:15:00Z,automated_cron,openssh-9.8p1,patched,ansible-automation,SEC-2024-1285,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0287.internal.example.com,10.22.9.171,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T06:09:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1286,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0288.internal.example.com,10.19.7.20,dev,RHEL 8.10,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-06T07:55:00Z,manual,openssh-8.0p1-19.el8_10.1,patched,alice.wang,SEC-2024-1287,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0289.internal.example.com,10.17.116.65,dev,Debian 12,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T23:21:00Z,dnf_update,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1288,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0290.internal.example.com,10.15.162.39,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-10T08:08:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,alice.wang,SEC-2024-1289,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0291.internal.example.com,10.19.124.69,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-04T03:53:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1290,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0292.internal.example.com,10.6.249.180,dev,RHEL 8.10,OpenSSH_8.7p1,OpenSSH_8.7p1,2024-07-10T23:35:00Z,dnf_update,N/A,failed,bob.zhang,SEC-2024-1291,CVE-2024-6387 remediation — pending patch
host-d0293.internal.example.com,10.30.20.15,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-06T00:48:00Z,manual,openssh-9.8p1,patched,bob.zhang,SEC-2024-1292,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0294.internal.example.com,10.15.35.11,dev,Debian 12,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-05T17:55:00Z,manual,openssh-9.8p1,patched,ansible-automation,SEC-2024-1293,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0295.internal.example.com,10.51.182.205,dev,RHEL 9.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-10T14:26:00Z,automated_cron,openssh-9.8p1,patched,alice.wang,SEC-2024-1294,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0296.internal.example.com,10.26.105.161,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-07T12:54:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,bob.zhang,SEC-2024-1295,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0297.internal.example.com,10.55.176.96,dev,Ubuntu 22.04.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-09T21:48:00Z,automated_cron,openssh-8.0p1-19.el8_10.1,patched,ansible-automation,SEC-2024-1296,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0298.internal.example.com,10.10.151.106,dev,RHEL 9.4,OpenSSH_9.3p2,OpenSSH_9.8p1,2024-07-08T23:02:00Z,dnf_update,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1297,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0299.internal.example.com,10.37.197.2,dev,RHEL 9.4,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-03T00:42:00Z,automated_cron,openssh-8.7p1-38.el9_4.1,patched,ansible-automation,SEC-2024-1298,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-d0300.internal.example.com,10.63.205.67,dev,Debian 12,OpenSSH_8.7p1,OpenSSH_9.8p1,2024-07-09T09:58:00Z,ansible_playbook,openssh-8.9p1-3ubuntu0.7,patched,sre-user,SEC-2024-1299,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
host-p0301.internal.example.com,10.60.210.143,prod,Ubuntu 22.04.4,OpenSSH_8.9p1,OpenSSH_9.8p1,2024-07-09T03:25:00Z,automated_cron,openssh-8.9p1-3ubuntu0.7,patched,ansible-automation,SEC-2024-1300,CVE-2024-6387 remediation — MaxStartups 10:30:100 applied
