txn_id,order_id,txn_date,txn_type,amount_usd,card_last4,gateway_ref,acquirer_code,response_code,auth_code,arn,is_disputed
TXN-105885,NW-2026-04-H957,2026-02-26,auth,179.85,3339,GW-4876638,5846,05,AUTH999905,ARN35418554994,N
TXN-847977,NW-2026-02-D390,2026-02-23,chargeback,245.39,7284,GW-4861131,2404,00,AUTH486870,ARN56403591408,N
TXN-260327,NW-2026-04-D775,2026-04-16,auth,114.93,7103,GW-6603701,3680,14,AUTH592051,ARN59630287872,N
TXN-467342,NW-2026-02-H641,2026-03-01,auth,18.30,8164,GW-2055625,4768,54,AUTH603077,ARN75604343457,N
TXN-993119,NW-2026-02-G278,2026-02-06,auth,119.13,7374,GW-6403499,9954,57,AUTH125493,ARN78316917223,Y
TXN-258273,NW-2026-04-G290,2026-02-03,refund,229.16,7395,GW-7558042,2410,14,AUTH546888,ARN39430815851,Y
TXN-621916,NW-2026-03-A660,2026-04-27,chargeback,308.36,4522,GW-4622416,7153,14,AUTH980882,ARN78338871342,Y
TXN-179776,NW-2026-02-A700,2026-02-18,refund,462.52,6420,GW-1256235,8073,14,AUTH931092,ARN49205390585,Y
TXN-268893,NW-2026-02-A686,2026-03-05,auth,243.44,4513,GW-3159524,2127,54,AUTH974426,ARN29075526798,N
TXN-530215,NW-2026-04-B265,2026-04-06,auth,420.07,1239,GW-3620666,7791,05,AUTH828211,ARN94408071349,N
TXN-821630,NW-2026-02-J924,2026-04-14,reversal,84.05,6271,GW-5116858,2078,57,AUTH863799,ARN66641263482,N
TXN-441717,NW-2026-02-K185,2026-04-25,chargeback,294.90,9155,GW-9861154,8272,51,AUTH452543,ARN23368946804,N
TXN-446842,NW-2026-03-D271,2026-02-21,auth,268.50,4243,GW-2308294,9451,14,AUTH385179,ARN92020980771,N
TXN-103521,NW-2026-02-H910,2026-02-26,reversal,288.90,2224,GW-3584168,5035,51,AUTH198093,ARN88105221264,N
TXN-982344,NW-2026-03-F722,2026-03-28,refund,360.77,2959,GW-1105185,2760,51,AUTH782872,ARN97176073127,Y
TXN-641716,NW-2026-02-K934,2026-03-04,reversal,318.90,1677,GW-4230676,6006,05,AUTH788384,ARN92759281104,Y
TXN-879243,NW-2026-03-C189,2026-03-12,chargeback,425.94,8912,GW-8050657,4682,05,AUTH857944,ARN21957133870,N
TXN-554504,NW-2026-04-J751,2026-02-26,reversal,461.71,6149,GW-7291055,4544,51,AUTH715991,ARN60241489992,Y
TXN-255211,NW-2026-02-F167,2026-03-03,refund,120.24,6546,GW-1439367,9427,14,AUTH482801,ARN37428480029,Y
TXN-375738,NW-2026-04-C124,2026-04-28,reversal,209.85,2009,GW-1954061,3716,00,AUTH382054,ARN90291893027,N
TXN-457507,NW-2026-02-K403,2026-02-28,refund,381.25,3747,GW-9867458,7002,00,AUTH346690,ARN58470029378,N
TXN-625547,NW-2026-04-C273,2026-03-19,chargeback,117.04,3493,GW-3974808,5360,57,AUTH218815,ARN92460590652,N
TXN-836057,NW-2026-03-B501,2026-03-25,capture,11.31,6015,GW-9314309,5287,54,AUTH938152,ARN57606552528,Y
TXN-525624,NW-2026-02-B380,2026-04-15,capture,69.37,7890,GW-3140071,9003,57,AUTH328892,ARN97143334158,N
TXN-670533,NW-2026-02-F856,2026-02-09,chargeback,65.34,2018,GW-2895261,3178,05,AUTH925286,ARN98955109446,N
TXN-901662,NW-2026-04-F583,2026-03-17,refund,163.94,7074,GW-2229844,5230,54,AUTH402244,ARN12379280571,N
TXN-844350,NW-2026-04-I157,2026-02-16,reversal,64.92,1834,GW-1981529,6532,57,AUTH899472,ARN42424752743,N
TXN-575520,NW-2026-04-J960,2026-04-10,capture,161.27,1870,GW-8512875,8741,00,AUTH818041,ARN33675102814,N
TXN-824353,NW-2026-02-B394,2026-02-26,capture,441.76,1047,GW-4282374,3690,00,AUTH831666,ARN57007953821,N
TXN-201928,NW-2026-04-H587,2026-03-12,capture,315.97,1571,GW-7798937,3606,14,AUTH313749,ARN16704334297,N
TXN-630598,NW-2026-04-G800,2026-02-21,reversal,123.71,3740,GW-1903942,9441,57,AUTH824316,ARN81487279291,N
TXN-892130,NW-2026-02-G951,2026-04-09,reversal,467.67,5341,GW-1208719,7904,05,AUTH636264,ARN48108364920,N
TXN-941860,NW-2026-04-F358,2026-02-11,refund,92.93,1978,GW-6976312,9608,05,AUTH593123,ARN23860989991,N
TXN-392655,NW-2026-03-K958,2026-04-04,auth,19.42,5078,GW-6368152,7373,14,AUTH656459,ARN93198224496,Y
TXN-192546,NW-2026-04-G129,2026-03-06,refund,356.42,8589,GW-4914930,9990,54,AUTH891923,ARN43000914588,N
TXN-130503,NW-2026-02-A657,2026-04-14,auth,75.60,7496,GW-3267385,7249,00,AUTH330569,ARN49628186231,N
TXN-847295,NW-2026-02-H818,2026-03-03,refund,101.05,2314,GW-9769108,9883,54,AUTH833502,ARN81051983048,N
TXN-418273,NW-2026-04-H292,2026-04-19,capture,161.15,7564,GW-1109850,3208,54,AUTH880982,ARN50928213350,N
TXN-375745,NW-2026-02-G453,2026-03-18,auth,23.56,3581,GW-9288747,9392,57,AUTH257186,ARN84570258292,Y
TXN-927785,NW-2026-03-H579,2026-03-12,auth,372.79,1387,GW-7722603,2371,57,AUTH727938,ARN42936480927,N
TXN-948588,NW-2026-02-D639,2026-04-08,auth,75.92,4661,GW-2101509,5637,14,AUTH305909,ARN46606119604,N
TXN-261493,NW-2026-03-B538,2026-03-04,auth,25.27,8664,GW-4322180,4525,00,AUTH259876,ARN16035235294,N
TXN-581750,NW-2026-03-K359,2026-03-08,capture,68.54,4349,GW-8624182,5847,57,AUTH715141,ARN76182208752,N
TXN-302179,NW-2026-04-K387,2026-04-02,reversal,272.61,7568,GW-2539027,7813,51,AUTH303200,ARN41341068125,N
TXN-740435,NW-2026-04-B619,2026-02-01,capture,275.42,1071,GW-4861268,4670,51,AUTH781697,ARN64215628258,N
TXN-781462,NW-2026-03-J117,2026-02-20,reversal,381.57,4035,GW-6381988,4911,57,AUTH681824,ARN65246320057,N
TXN-217393,NW-2026-02-D821,2026-02-10,auth,189.56,9310,GW-2052702,3198,54,AUTH939501,ARN41955273309,N
TXN-315098,NW-2026-04-C448,2026-04-10,auth,459.32,1771,GW-7150204,6424,05,AUTH932004,ARN60262200443,N
TXN-866992,NW-2026-04-D519,2026-02-03,refund,68.67,4536,GW-2882538,4311,51,AUTH898154,ARN67582683553,N
TXN-840580,NW-2026-04-C345,2026-02-13,capture,99.95,1962,GW-3916779,4072,54,AUTH541808,ARN23580504453,N
TXN-177135,NW-2026-03-J980,2026-03-25,refund,348.22,6382,GW-4783312,3720,14,AUTH186000,ARN50731280710,Y
TXN-900209,NW-2026-03-K923,2026-04-07,chargeback,483.32,4125,GW-9074090,2856,57,AUTH471841,ARN71162290113,N
TXN-701617,NW-2026-03-I136,2026-02-21,chargeback,331.80,6759,GW-5790795,9930,54,AUTH747591,ARN42088734504,N
TXN-713956,NW-2026-03-F586,2026-02-25,auth,479.88,1367,GW-2988070,2449,57,AUTH426297,ARN77659210645,N
TXN-427951,NW-2026-03-I477,2026-03-03,refund,371.15,8480,GW-6093202,6586,00,AUTH296381,ARN13228252798,N
TXN-806896,NW-2026-02-H438,2026-02-03,reversal,93.69,1449,GW-2429400,4510,14,AUTH564510,ARN43155466116,N
TXN-334914,NW-2026-04-K585,2026-03-13,refund,425.60,8789,GW-8003959,3361,05,AUTH687840,ARN98091351670,N
TXN-604414,NW-2026-04-K132,2026-02-13,auth,28.05,8943,GW-2072999,2161,14,AUTH991241,ARN27757578784,Y
TXN-778888,NW-2026-02-G368,2026-04-13,auth,115.66,1210,GW-9083825,1507,57,AUTH761888,ARN90347643755,N
TXN-173917,NW-2026-04-A154,2026-02-12,reversal,85.59,8653,GW-8116004,8616,51,AUTH533544,ARN91237767303,Y
TXN-428020,NW-2026-03-C632,2026-03-27,refund,17.59,3381,GW-9319487,9709,00,AUTH300494,ARN73404193738,N
TXN-673289,NW-2026-04-B732,2026-04-26,reversal,291.62,3690,GW-7890856,4415,05,AUTH652166,ARN36470016832,N
TXN-298857,NW-2026-04-H240,2026-04-18,refund,423.98,8416,GW-1058260,5776,14,AUTH966267,ARN52197065700,N
TXN-670463,NW-2026-03-C191,2026-04-24,chargeback,423.56,5351,GW-2459207,8436,05,AUTH563081,ARN28812129585,N
TXN-730753,NW-2026-02-A717,2026-02-16,reversal,196.54,6464,GW-3816812,8870,00,AUTH618443,ARN67655161203,N
TXN-257781,NW-2026-02-E242,2026-04-02,auth,380.21,1745,GW-4895770,4075,57,AUTH964049,ARN20992814037,N
TXN-546899,NW-2026-04-D227,2026-02-04,chargeback,22.41,7897,GW-4061721,5798,00,AUTH773872,ARN17642095122,N
TXN-534182,NW-2026-03-J132,2026-03-18,chargeback,217.46,8596,GW-8700266,5559,00,AUTH687229,ARN83582515413,N
TXN-935432,NW-2026-02-C198,2026-02-20,refund,379.96,7219,GW-6339379,1085,00,AUTH509265,ARN30804399600,Y
TXN-165484,NW-2026-02-D769,2026-04-05,auth,220.12,3383,GW-7026295,4903,51,AUTH238060,ARN88154633551,N
TXN-563022,NW-2026-03-H750,2026-03-27,chargeback,252.76,4773,GW-5211364,9944,51,AUTH814720,ARN93708920300,N
TXN-103455,NW-2026-02-K825,2026-02-15,auth,496.18,9997,GW-7664462,6660,00,AUTH212833,ARN64656660868,N
TXN-691082,NW-2026-04-D264,2026-02-08,reversal,408.77,4550,GW-3374689,7417,14,AUTH289183,ARN60632543381,N
TXN-521712,NW-2026-04-E775,2026-02-04,capture,92.92,3820,GW-6846895,9871,51,AUTH906216,ARN13629594987,Y
TXN-955460,NW-2026-04-F308,2026-03-01,refund,156.08,3709,GW-9573295,4799,00,AUTH158433,ARN76930070696,Y
TXN-469424,NW-2026-02-A209,2026-02-11,auth,207.61,6831,GW-9976849,7150,00,AUTH458104,ARN42962180785,Y
TXN-164130,NW-2026-03-K929,2026-03-02,refund,285.86,8146,GW-1953654,7015,05,AUTH798165,ARN46957416504,Y
TXN-551630,NW-2026-03-C638,2026-02-18,refund,281.94,2714,GW-5334480,4127,54,AUTH526290,ARN17967632045,N
TXN-147541,NW-2026-04-B250,2026-04-24,auth,20.39,7209,GW-4659468,1434,05,AUTH331607,ARN93753591040,N
TXN-204082,NW-2026-04-D783,2026-03-01,chargeback,98.19,7507,GW-5815670,5536,14,AUTH785010,ARN88029946116,N
TXN-987253,NW-2026-04-C356,2026-04-10,auth,52.57,2980,GW-3815395,7854,14,AUTH106862,ARN77571558237,Y
TXN-835655,NW-2026-02-E335,2026-04-14,reversal,100.43,8560,GW-1512821,8731,14,AUTH118477,ARN94106912135,N
TXN-594491,NW-2026-02-I135,2026-02-11,capture,387.60,1921,GW-1688007,6882,14,AUTH710902,ARN44597655187,N
TXN-164200,NW-2026-04-C572,2026-04-22,chargeback,397.89,2608,GW-4884155,5659,05,AUTH420364,ARN13392506965,N
TXN-193701,NW-2026-03-J944,2026-02-26,reversal,188.86,3787,GW-6366397,8632,54,AUTH430069,ARN65098163728,N
TXN-255077,NW-2026-03-D806,2026-02-18,refund,181.55,8428,GW-7681184,8878,54,AUTH845679,ARN22348759499,Y
TXN-685237,NW-2026-03-B486,2026-03-09,chargeback,434.57,1372,GW-1548910,6539,00,AUTH920042,ARN14366497544,N
TXN-269062,NW-2026-04-G843,2026-04-15,auth,129.31,3292,GW-2924674,7508,57,AUTH492014,ARN74442039015,N
TXN-180869,NW-2026-02-E465,2026-02-10,refund,287.11,9944,GW-6791870,1815,00,AUTH528097,ARN20550140946,Y
TXN-681203,NW-2026-02-K339,2026-04-04,capture,403.77,5477,GW-2106260,2949,00,AUTH832325,ARN20802779731,N
TXN-308460,NW-2026-02-K392,2026-03-09,capture,374.14,5061,GW-7044539,2357,54,AUTH934333,ARN12267803939,N
TXN-573997,NW-2026-03-H154,2026-03-01,refund,319.68,7180,GW-8469935,5978,05,AUTH544409,ARN98958072211,N
TXN-235314,NW-2026-03-E224,2026-02-25,auth,332.11,2145,GW-4848753,6323,14,AUTH942267,ARN75980451583,N
TXN-221190,NW-2026-03-G589,2026-03-22,reversal,164.13,7235,GW-4020058,7069,05,AUTH461383,ARN93555650425,N
TXN-341703,NW-2026-04-A326,2026-04-14,reversal,16.87,7239,GW-7100329,9323,54,AUTH445926,ARN20059078782,Y
TXN-757963,NW-2026-02-C225,2026-04-24,auth,466.71,6160,GW-5270828,6099,05,AUTH491444,ARN49357548698,N
TXN-286176,NW-2026-03-A518,2026-02-08,auth,394.58,7443,GW-9585778,2234,05,AUTH986746,ARN45352845181,Y
TXN-779990,NW-2026-03-E522,2026-02-06,auth,286.55,3049,GW-6861027,9641,05,AUTH681685,ARN91635631344,N
TXN-727778,NW-2026-04-K514,2026-03-06,auth,272.93,4613,GW-2393772,6835,05,AUTH608010,ARN60862294011,N
TXN-826725,NW-2026-02-I422,2026-03-10,auth,435.67,1005,GW-5761921,5812,54,AUTH582293,ARN27753524174,Y
TXN-298219,NW-2026-03-K680,2026-02-15,chargeback,415.87,5487,GW-4553621,5637,57,AUTH101028,ARN61947769172,N
TXN-455977,NW-2026-03-C118,2026-02-23,capture,115.01,6315,GW-4340367,5657,51,AUTH942631,ARN35467296260,N
TXN-711140,NW-2026-03-G334,2026-03-28,chargeback,360.47,1823,GW-2937544,5044,14,AUTH501613,ARN60771531610,N
TXN-325366,NW-2026-03-K660,2026-03-08,refund,42.31,8301,GW-4867181,4102,05,AUTH170239,ARN16220126825,N
TXN-765334,NW-2026-03-D717,2026-04-03,chargeback,234.28,9769,GW-8291602,9032,00,AUTH425052,ARN84701002548,N
TXN-818704,NW-2026-03-K857,2026-03-19,reversal,458.37,6533,GW-2451040,6055,51,AUTH747358,ARN12717354867,N
TXN-832462,NW-2026-04-I572,2026-04-21,reversal,28.23,9590,GW-7865492,6634,05,AUTH951064,ARN56485269136,N
TXN-413243,NW-2026-03-G691,2026-03-21,chargeback,353.80,6375,GW-7991560,5170,05,AUTH810544,ARN21082391778,N
TXN-594144,NW-2026-02-C738,2026-04-23,capture,58.85,7741,GW-6292520,4052,14,AUTH461834,ARN41721546852,Y
TXN-116687,NW-2026-04-G654,2026-02-28,reversal,159.84,2456,GW-7323849,6685,14,AUTH895762,ARN68224250150,N
TXN-187795,NW-2026-04-D230,2026-03-15,reversal,219.63,1064,GW-5113132,2889,00,AUTH476090,ARN81586982124,N
TXN-842981,NW-2026-02-J454,2026-03-23,reversal,318.68,8955,GW-8064990,6001,57,AUTH854238,ARN57430890144,N
TXN-314989,NW-2026-04-I407,2026-03-28,refund,220.80,9486,GW-8924445,6669,51,AUTH788829,ARN74574762760,Y
TXN-246583,NW-2026-04-I933,2026-04-03,auth,149.61,2546,GW-3229304,3967,51,AUTH740556,ARN27045498228,N
TXN-814907,NW-2026-02-H559,2026-02-25,capture,368.52,8687,GW-1757240,2377,14,AUTH700387,ARN45712027005,N
TXN-154560,NW-2026-04-J512,2026-03-18,reversal,75.04,1250,GW-5557865,1815,00,AUTH814953,ARN73706840180,N
TXN-892207,NW-2026-02-B494,2026-04-26,refund,171.01,6284,GW-6025493,6021,05,AUTH699968,ARN48193720862,N
TXN-414437,NW-2026-04-E986,2026-04-17,capture,67.85,5498,GW-4158924,9747,57,AUTH975119,ARN53961807692,N
TXN-894705,NW-2026-03-E727,2026-04-01,auth,306.48,1584,GW-4522993,4934,00,AUTH372437,ARN28094982078,N
TXN-231473,NW-2026-04-F263,2026-04-03,auth,215.61,4711,GW-8990866,6534,57,AUTH588166,ARN79830923187,Y
TXN-956975,NW-2026-03-E998,2026-03-03,chargeback,384.51,5413,GW-3047600,6039,51,AUTH218960,ARN52854055452,Y
TXN-337357,NW-2026-02-G862,2026-04-11,capture,370.73,4408,GW-9117005,7357,51,AUTH857193,ARN82440735238,N
TXN-715899,NW-2026-03-I362,2026-04-24,chargeback,223.78,4261,GW-6266302,4524,00,AUTH422163,ARN82485457071,N
TXN-712404,NW-2026-03-J278,2026-03-08,reversal,326.35,3956,GW-6978500,7675,54,AUTH734470,ARN26669930238,Y
TXN-736796,NW-2026-03-H537,2026-03-05,chargeback,479.23,6024,GW-6395081,7630,54,AUTH289315,ARN58853033867,Y
TXN-940900,NW-2026-03-I855,2026-04-18,chargeback,211.27,8226,GW-2036140,6618,14,AUTH729846,ARN37040527988,N
TXN-888336,NW-2026-04-I196,2026-03-20,capture,363.15,2485,GW-4059611,7045,51,AUTH481174,ARN15890540337,N
TXN-499687,NW-2026-03-C321,2026-04-09,capture,405.07,5655,GW-8968584,9842,57,AUTH480056,ARN56551644725,N
TXN-780932,NW-2026-02-C435,2026-03-02,auth,396.88,3052,GW-9361133,8655,05,AUTH291100,ARN41665125013,Y
TXN-237578,NW-2026-03-B118,2026-02-16,chargeback,421.24,9579,GW-5659384,2378,14,AUTH413603,ARN97377711701,N
TXN-629188,NW-2026-04-I694,2026-02-23,reversal,352.34,5102,GW-2381678,7599,00,AUTH996561,ARN90257000545,N
TXN-931818,NW-2026-04-J721,2026-03-24,capture,269.48,8133,GW-6513171,2223,05,AUTH927599,ARN80073460159,N
TXN-908520,NW-2026-04-D472,2026-02-04,reversal,213.52,4636,GW-7031429,8902,57,AUTH779412,ARN70025562504,N
TXN-635202,NW-2026-03-A214,2026-04-16,chargeback,20.76,9942,GW-2275280,8368,57,AUTH170442,ARN41280160236,N
TXN-654550,NW-2026-03-J287,2026-04-23,capture,179.77,7608,GW-6502266,4091,57,AUTH523629,ARN62234032886,N
TXN-937396,NW-2026-03-B941,2026-04-07,chargeback,89.90,5598,GW-6914631,6875,05,AUTH897985,ARN75409518458,N
TXN-654540,NW-2026-03-F798,2026-02-01,capture,96.53,2998,GW-1093742,8612,51,AUTH583491,ARN64469239559,N
TXN-232045,NW-2026-04-G904,2026-03-10,capture,393.90,4213,GW-9722539,5695,51,AUTH954589,ARN21102823993,N
TXN-963327,NW-2026-02-E763,2026-04-19,reversal,222.33,9263,GW-7667033,9908,51,AUTH680711,ARN27608805050,N
TXN-921879,NW-2026-04-B881,2026-02-23,auth,282.24,8946,GW-3114197,4447,51,AUTH631159,ARN54314458696,N
TXN-311733,NW-2026-03-E586,2026-04-09,capture,85.26,4152,GW-9278591,9490,05,AUTH694212,ARN40272415295,N
TXN-821340,NW-2026-02-I268,2026-02-11,capture,270.56,9244,GW-9574668,2377,05,AUTH508997,ARN36489898646,Y
TXN-790367,NW-2026-02-I740,2026-03-20,refund,97.54,4253,GW-8742480,6763,05,AUTH103752,ARN22082094549,N
TXN-265545,NW-2026-03-F503,2026-03-22,chargeback,374.35,8723,GW-4524970,4731,54,AUTH162804,ARN98864954305,N
TXN-385760,NW-2026-02-K625,2026-03-10,refund,252.59,8389,GW-2669044,6747,00,AUTH264387,ARN26572425314,N
TXN-887207,NW-2026-02-E951,2026-04-19,reversal,224.16,4836,GW-6423859,6556,54,AUTH313614,ARN40385010967,N
TXN-794792,NW-2026-02-F986,2026-04-04,refund,217.39,3832,GW-9329410,6036,00,AUTH227854,ARN57996826190,Y
TXN-986214,NW-2026-03-A312,2026-04-14,refund,325.17,6074,GW-7105886,3949,00,AUTH658764,ARN30658539361,N
TXN-998492,NW-2026-03-K851,2026-03-20,chargeback,384.66,1423,GW-9707038,3256,14,AUTH723184,ARN50704551595,N
TXN-495513,NW-2026-02-K824,2026-04-16,auth,195.90,3205,GW-9849818,9388,57,AUTH714848,ARN38801044011,N
TXN-564890,NW-2026-03-C568,2026-03-07,chargeback,201.84,7030,GW-7672764,2724,54,AUTH643004,ARN23815344013,N
TXN-972278,NW-2026-03-D672,2026-03-28,reversal,470.47,6040,GW-9531842,4952,57,AUTH504076,ARN74517640260,Y
TXN-233293,NW-2026-03-E445,2026-04-09,chargeback,470.94,9313,GW-2819945,2169,51,AUTH220662,ARN33633400660,N
TXN-649684,NW-2026-02-H841,2026-04-09,capture,351.69,6173,GW-8214675,3976,14,AUTH374650,ARN28949671524,Y
TXN-630652,NW-2026-04-C716,2026-02-28,reversal,127.40,2714,GW-8937176,4991,51,AUTH803539,ARN22847141789,N
TXN-262064,NW-2026-03-B367,2026-03-26,chargeback,85.97,7713,GW-5481694,3530,54,AUTH417863,ARN12908260458,Y
TXN-270211,NW-2026-03-F572,2026-03-20,capture,126.55,6908,GW-3683025,8467,57,AUTH684420,ARN13341099106,N
TXN-968711,NW-2026-03-H718,2026-03-22,refund,153.92,5753,GW-5610420,2900,51,AUTH841587,ARN37934873526,N
TXN-182124,NW-2026-04-G987,2026-04-21,reversal,370.78,5210,GW-6087391,6677,05,AUTH165375,ARN57165194548,N
TXN-472473,NW-2026-04-J542,2026-02-24,capture,412.35,3735,GW-5930488,4703,00,AUTH155204,ARN88574412878,N
TXN-438610,NW-2026-03-B547,2026-02-02,auth,442.23,8942,GW-7853381,3581,54,AUTH229065,ARN20720526569,N
TXN-290755,NW-2026-03-C345,2026-03-13,refund,454.76,6526,GW-7492452,7936,14,AUTH332040,ARN15835496280,Y
TXN-561018,NW-2026-04-G956,2026-04-05,reversal,427.27,6278,GW-9770201,5625,57,AUTH529176,ARN25645057502,N
TXN-963944,NW-2026-02-E106,2026-03-25,auth,157.90,5515,GW-7520412,2366,14,AUTH517309,ARN87051811620,N
TXN-911191,NW-2026-04-J123,2026-03-20,reversal,271.28,6785,GW-7031008,8273,51,AUTH807547,ARN66598686399,N
TXN-397150,NW-2026-04-K504,2026-02-21,capture,189.44,9247,GW-3160360,6638,57,AUTH528790,ARN33613174228,Y
TXN-275245,NW-2026-02-D237,2026-02-13,chargeback,190.08,2662,GW-4117967,4830,51,AUTH149388,ARN72820514820,Y
TXN-200782,NW-2026-03-G610,2026-02-24,chargeback,270.74,4120,GW-5709236,6390,51,AUTH626384,ARN39093099042,N
TXN-174673,NW-2026-04-G640,2026-04-02,chargeback,369.06,4470,GW-3069529,6032,05,AUTH699868,ARN53760109671,N
TXN-224256,NW-2026-02-K836,2026-02-14,chargeback,439.91,7017,GW-3304154,8187,00,AUTH358495,ARN72306619309,N
TXN-481413,NW-2026-03-A980,2026-03-28,chargeback,309.57,3141,GW-5999611,7630,14,AUTH890407,ARN51586355667,N
TXN-913699,NW-2026-02-F708,2026-02-21,chargeback,109.34,4852,GW-8545166,4371,57,AUTH748100,ARN80497143193,Y
TXN-997173,NW-2026-03-H317,2026-04-14,capture,461.73,1988,GW-2177497,9510,51,AUTH649727,ARN19330276731,N
TXN-685375,NW-2026-03-B707,2026-04-07,refund,54.28,7285,GW-3263592,9114,00,AUTH985034,ARN57528447934,N
TXN-966674,NW-2026-02-B327,2026-04-24,refund,268.97,5910,GW-6690849,3329,14,AUTH932256,ARN97889368380,N
TXN-134602,NW-2026-04-B564,2026-03-17,capture,147.21,8453,GW-9775568,9739,51,AUTH714152,ARN69307580030,Y
TXN-698952,NW-2026-03-C636,2026-04-18,reversal,286.08,4206,GW-5919867,1615,05,AUTH731511,ARN85681377782,N
TXN-476736,NW-2026-04-C584,2026-02-25,refund,148.37,7368,GW-2835472,4503,05,AUTH244068,ARN44105164420,N
TXN-160268,NW-2026-04-A755,2026-03-05,capture,358.47,1319,GW-1758865,1233,00,AUTH507966,ARN93253132365,Y
TXN-567399,NW-2026-03-E438,2026-03-24,refund,110.94,3678,GW-4247999,5144,54,AUTH358312,ARN95903734033,N
TXN-334754,NW-2026-02-C672,2026-02-19,capture,443.41,9338,GW-2074903,2141,57,AUTH873048,ARN12685555150,N
TXN-615842,NW-2026-03-C954,2026-02-01,capture,157.47,8729,GW-9171362,2029,57,AUTH184966,ARN41476557143,N
TXN-308491,NW-2026-03-E555,2026-03-19,auth,387.08,9646,GW-6809379,6536,05,AUTH978174,ARN52421776568,N
TXN-695508,NW-2026-02-H418,2026-02-01,refund,78.20,7081,GW-2299051,2401,05,AUTH581101,ARN27714950931,Y
TXN-388807,NW-2026-04-C312,2026-03-10,reversal,123.96,2088,GW-9009897,2681,14,AUTH740336,ARN45610753575,N
TXN-547355,NW-2026-03-B622,2026-03-19,reversal,332.59,5712,GW-5328005,2766,57,AUTH130094,ARN71829114368,N
TXN-437231,NW-2026-03-E241,2026-03-11,chargeback,342.05,8659,GW-6709288,9111,51,AUTH767787,ARN85352599123,N
TXN-420566,NW-2026-04-E469,2026-03-15,auth,236.18,5039,GW-3379827,8990,54,AUTH750833,ARN69073778000,Y
TXN-105818,NW-2026-03-I980,2026-04-15,auth,197.19,6689,GW-3083505,9378,14,AUTH121106,ARN26116817801,N
TXN-833938,NW-2026-02-I837,2026-04-07,refund,277.39,4023,GW-3414127,1472,14,AUTH603587,ARN18916114119,N
TXN-707476,NW-2026-02-E298,2026-02-05,auth,104.89,8490,GW-1697837,4588,14,AUTH197742,ARN13485048153,N
TXN-696453,NW-2026-02-J775,2026-02-24,reversal,290.97,6094,GW-1582133,9469,14,AUTH812973,ARN55465660744,N
TXN-783989,NW-2026-02-K801,2026-02-08,refund,42.37,3588,GW-1759679,2157,14,AUTH964511,ARN66266598797,Y
TXN-821242,NW-2026-04-K625,2026-03-20,capture,314.94,6475,GW-9489024,6850,00,AUTH361940,ARN45961354362,N
TXN-407026,NW-2026-04-G864,2026-04-18,auth,26.77,4215,GW-4212117,2737,51,AUTH587360,ARN88583311173,N
TXN-612609,NW-2026-04-K320,2026-04-08,reversal,188.95,2083,GW-1725977,5881,51,AUTH322851,ARN31923534160,N
TXN-628550,NW-2026-04-G614,2026-04-09,capture,126.69,2078,GW-7050668,7315,05,AUTH378568,ARN40106806603,N
TXN-840393,NW-2026-04-H466,2026-02-05,refund,395.00,9245,GW-3424270,4105,00,AUTH834765,ARN65899392687,N
TXN-264880,NW-2026-02-J203,2026-03-12,reversal,334.08,9046,GW-9666831,2665,54,AUTH505452,ARN72530997118,N
TXN-517974,NW-2026-04-C425,2026-03-21,reversal,424.15,5299,GW-2079352,7344,05,AUTH614424,ARN78266292769,N
TXN-304699,NW-2026-04-F884,2026-04-09,auth,262.80,6298,GW-3264250,9010,51,AUTH924002,ARN48223721266,Y
TXN-378299,NW-2026-04-K361,2026-02-27,auth,118.70,6198,GW-6433241,2865,14,AUTH365318,ARN42735190473,N
TXN-216904,NW-2026-04-J419,2026-03-06,capture,306.95,5750,GW-3847303,6414,05,AUTH439219,ARN36681963527,N
TXN-725922,NW-2026-02-D240,2026-04-27,refund,194.95,7147,GW-1305683,7947,05,AUTH547279,ARN39107817369,N
TXN-328994,NW-2026-03-I127,2026-02-23,reversal,410.90,2887,GW-1724495,2475,00,AUTH506727,ARN18573844638,N
TXN-863106,NW-2026-02-E680,2026-03-28,chargeback,301.90,6987,GW-5026501,7454,51,AUTH454781,ARN12315939300,N
TXN-715900,NW-2026-02-G617,2026-03-20,refund,143.78,4322,GW-4274672,2016,57,AUTH430867,ARN93687456194,N
TXN-291203,NW-2026-03-D189,2026-02-02,reversal,172.76,5193,GW-9385175,1845,54,AUTH537597,ARN53702167144,Y
TXN-435890,NW-2026-03-E749,2026-02-26,reversal,90.85,9687,GW-3847858,8615,54,AUTH710514,ARN46835341775,Y
TXN-264949,NW-2026-02-F200,2026-04-03,capture,495.20,4299,GW-1895607,8646,05,AUTH712984,ARN75045730035,N
TXN-382614,NW-2026-02-C613,2026-04-22,chargeback,399.20,7092,GW-9329941,4928,54,AUTH460701,ARN10251814318,N
TXN-559569,NW-2026-03-K629,2026-03-10,reversal,148.68,2555,GW-1703992,9231,14,AUTH209829,ARN46589120145,Y
TXN-389853,NW-2026-03-H560,2026-02-22,auth,103.47,4062,GW-5536629,5285,05,AUTH153338,ARN30194336313,N
TXN-156803,NW-2026-02-D225,2026-04-04,reversal,335.11,2336,GW-3883639,6486,14,AUTH383812,ARN73972931423,N
TXN-333113,NW-2026-04-E741,2026-04-11,auth,384.71,9632,GW-3579336,8482,05,AUTH913454,ARN17957371457,N
