ticker,company_name,sector,listing_status,delisted_date,notes
VJF,Gamma Corp,Utilities,DELISTED,2019-02-19,delisted — excluded from revised universe
AR,Beta Ltd,Industrials,ACTIVE,,active constituent
YCA,Gamma Inc,Utilities,DELISTED,2022-03-14,delisted — excluded from revised universe
RILT,Alpha Holdings,Utilities,ACTIVE,,active constituent
AIDW,Omega Inc,Materials,ACTIVE,,active constituent
ZGPZ,Omega Holdings,Financials,ACTIVE,,active constituent
ZHBI,Alpha Ltd,Materials,DELISTED,2020-03-19,delisted — excluded from revised universe
KSY,Beta Corp,Healthcare,ACTIVE,,active constituent
XYY,Omega Corp,Financials,ACTIVE,,active constituent
KQE,Delta Ltd,Utilities,ACTIVE,,active constituent
MUZL,Alpha Ltd,Utilities,ACTIVE,,active constituent
MX,Omega Holdings,Industrials,ACTIVE,,active constituent
GSMZ,Gamma Holdings,Consumer Discretionary,ACTIVE,,active constituent
SET,Gamma Group,Communication Services,ACTIVE,,active constituent
HVCL,Alpha Holdings,Utilities,ACTIVE,,active constituent
XE,Gamma Holdings,Materials,ACTIVE,,active constituent
LYY,Gamma Inc,Real Estate,ACTIVE,,active constituent
RGJ,Delta Corp,Materials,ACTIVE,,active constituent
OH,Delta Corp,Energy,ACTIVE,,active constituent
RCR,Delta Corp,Communication Services,ACTIVE,,active constituent
PUNK,Beta Group,Consumer Discretionary,ACTIVE,,active constituent
GZAH,Alpha Holdings,Real Estate,ACTIVE,,active constituent
EVW,Beta Corp,Communication Services,ACTIVE,,active constituent
WIK,Alpha Corp,Financials,ACTIVE,,active constituent
HFY,Alpha Corp,Financials,DELISTED,2022-11-22,delisted — excluded from revised universe
WILZ,Beta Inc,Industrials,ACTIVE,,active constituent
HDS,Beta Corp,Energy,ACTIVE,,active constituent
HE,Delta Corp,Utilities,ACTIVE,,active constituent
ZYE,Gamma Inc,Energy,ACTIVE,,active constituent
OP,Alpha Corp,Utilities,ACTIVE,,active constituent
KJ,Omega Holdings,Energy,ACTIVE,,active constituent
IGKP,Beta Holdings,Healthcare,ACTIVE,,active constituent
GO,Delta Group,Materials,ACTIVE,,active constituent
EF,Gamma Ltd,Industrials,DELISTED,2020-01-08,delisted — excluded from revised universe
SXB,Alpha Ltd,Energy,ACTIVE,,active constituent
XR,Gamma Corp,Real Estate,DELISTED,2020-06-09,delisted — excluded from revised universe
BYSP,Omega Group,Communication Services,ACTIVE,,active constituent
HUK,Omega Ltd,Technology,ACTIVE,,active constituent
OV,Omega Group,Industrials,ACTIVE,,active constituent
CDW,Omega Group,Financials,ACTIVE,,active constituent
SH,Omega Group,Materials,ACTIVE,,active constituent
QWY,Alpha Inc,Materials,DELISTED,2020-07-16,delisted — excluded from revised universe
BZ,Gamma Holdings,Financials,ACTIVE,,active constituent
VXU,Gamma Corp,Energy,ACTIVE,,active constituent
DO,Omega Inc,Real Estate,ACTIVE,,active constituent
MQ,Delta Ltd,Financials,ACTIVE,,active constituent
WDEF,Beta Group,Materials,ACTIVE,,active constituent
UD,Beta Ltd,Utilities,ACTIVE,,active constituent
MZ,Alpha Ltd,Materials,ACTIVE,,active constituent
AWQ,Alpha Ltd,Real Estate,DELISTED,2019-02-01,delisted — excluded from revised universe
LE,Omega Inc,Communication Services,ACTIVE,,active constituent
CW,Gamma Holdings,Real Estate,ACTIVE,,active constituent
NKXF,Gamma Holdings,Utilities,ACTIVE,,active constituent
UQT,Beta Group,Healthcare,ACTIVE,,active constituent
IEJ,Omega Corp,Healthcare,ACTIVE,,active constituent
ZM,Gamma Group,Financials,ACTIVE,,active constituent
JU,Gamma Group,Healthcare,ACTIVE,,active constituent
BIFY,Beta Corp,Consumer Discretionary,ACTIVE,,active constituent
PZPO,Omega Inc,Communication Services,ACTIVE,,active constituent
XWRG,Beta Corp,Communication Services,ACTIVE,,active constituent
JOM,Gamma Holdings,Consumer Discretionary,ACTIVE,,active constituent
FMY,Alpha Group,Real Estate,ACTIVE,,active constituent
AY,Delta Group,Technology,DELISTED,2021-07-22,delisted — excluded from revised universe
RBN,Omega Inc,Financials,ACTIVE,,active constituent
DVX,Omega Group,Communication Services,ACTIVE,,active constituent
UYY,Omega Group,Materials,ACTIVE,,active constituent
PP,Gamma Group,Communication Services,ACTIVE,,active constituent
KKP,Gamma Ltd,Materials,ACTIVE,,active constituent
TK,Alpha Corp,Energy,ACTIVE,,active constituent
XWAZ,Alpha Group,Materials,DELISTED,2018-05-19,delisted — excluded from revised universe
CUQB,Beta Holdings,Consumer Discretionary,DELISTED,2020-05-23,delisted — excluded from revised universe
LIWB,Alpha Inc,Utilities,ACTIVE,,active constituent
WDIW,Gamma Group,Communication Services,ACTIVE,,active constituent
ZTPC,Delta Corp,Energy,ACTIVE,,active constituent
NAIQ,Delta Holdings,Utilities,ACTIVE,,active constituent
KAO,Beta Group,Utilities,ACTIVE,,active constituent
ZBDY,Gamma Holdings,Communication Services,ACTIVE,,active constituent
JDH,Alpha Ltd,Real Estate,ACTIVE,,active constituent
VSMI,Omega Ltd,Materials,ACTIVE,,active constituent
POHS,Alpha Ltd,Real Estate,ACTIVE,,active constituent
REBH,Omega Inc,Communication Services,ACTIVE,,active constituent
PCY,Beta Ltd,Technology,ACTIVE,,active constituent
ALWF,Omega Corp,Consumer Discretionary,ACTIVE,,active constituent
FBH,Alpha Ltd,Healthcare,ACTIVE,,active constituent
APTY,Delta Holdings,Communication Services,ACTIVE,,active constituent
XLW,Delta Corp,Materials,DELISTED,2018-03-16,delisted — excluded from revised universe
YEZ,Beta Group,Energy,ACTIVE,,active constituent
RJGK,Gamma Ltd,Communication Services,ACTIVE,,active constituent
FCFH,Delta Group,Technology,ACTIVE,,active constituent
MBYK,Alpha Holdings,Utilities,ACTIVE,,active constituent
IT,Alpha Holdings,Materials,ACTIVE,,active constituent
QZ,Gamma Holdings,Industrials,ACTIVE,,active constituent
EKM,Beta Ltd,Real Estate,ACTIVE,,active constituent
MHW,Alpha Inc,Consumer Discretionary,DELISTED,2020-04-16,delisted — excluded from revised universe
GJX,Beta Holdings,Energy,ACTIVE,,active constituent
SQ,Gamma Ltd,Energy,ACTIVE,,active constituent
SPG,Alpha Ltd,Utilities,ACTIVE,,active constituent
YNJ,Delta Group,Financials,ACTIVE,,active constituent
DA,Beta Inc,Financials,DELISTED,2019-09-24,delisted — excluded from revised universe
CLSB,Gamma Corp,Consumer Discretionary,ACTIVE,,active constituent
KJKM,Omega Corp,Financials,ACTIVE,,active constituent
UQ,Delta Ltd,Communication Services,ACTIVE,,active constituent
DHTF,Alpha Corp,Materials,ACTIVE,,active constituent
XTCV,Omega Group,Consumer Discretionary,ACTIVE,,active constituent
DRNA,Omega Inc,Utilities,ACTIVE,,active constituent
KGK,Beta Inc,Communication Services,ACTIVE,,active constituent
RACN,Beta Corp,Real Estate,DELISTED,2021-03-01,delisted — excluded from revised universe
TLYU,Delta Corp,Real Estate,ACTIVE,,active constituent
TGBS,Gamma Inc,Industrials,ACTIVE,,active constituent
OKHQ,Omega Group,Materials,DELISTED,2021-07-23,delisted — excluded from revised universe
DVGO,Gamma Inc,Energy,ACTIVE,,active constituent
NJSD,Beta Inc,Communication Services,ACTIVE,,active constituent
VGCZ,Gamma Corp,Healthcare,ACTIVE,,active constituent
NRGY,Gamma Ltd,Financials,ACTIVE,,active constituent
SNNJ,Omega Ltd,Healthcare,ACTIVE,,active constituent
MZV,Gamma Inc,Real Estate,ACTIVE,,active constituent
OXXI,Gamma Corp,Healthcare,ACTIVE,,active constituent
FV,Gamma Holdings,Real Estate,ACTIVE,,active constituent
DH,Omega Group,Energy,ACTIVE,,active constituent
INF,Beta Holdings,Healthcare,ACTIVE,,active constituent
FUMB,Beta Holdings,Industrials,ACTIVE,,active constituent
VOO,Gamma Ltd,Technology,ACTIVE,,active constituent
RFRE,Delta Ltd,Energy,ACTIVE,,active constituent
HCOS,Beta Corp,Real Estate,ACTIVE,,active constituent
UAM,Delta Inc,Materials,ACTIVE,,active constituent
TNGF,Delta Group,Technology,DELISTED,2021-05-18,delisted — excluded from revised universe
BMQF,Alpha Holdings,Materials,ACTIVE,,active constituent
WLU,Omega Ltd,Industrials,ACTIVE,,active constituent
EXYJ,Beta Ltd,Healthcare,ACTIVE,,active constituent
JES,Gamma Corp,Materials,DELISTED,2022-06-22,delisted — excluded from revised universe
FR,Delta Inc,Communication Services,ACTIVE,,active constituent
TZJF,Gamma Corp,Consumer Discretionary,ACTIVE,,active constituent
XEY,Alpha Inc,Healthcare,ACTIVE,,active constituent
LITL,Beta Ltd,Energy,ACTIVE,,active constituent
IS,Delta Group,Utilities,ACTIVE,,active constituent
AFD,Beta Inc,Communication Services,ACTIVE,,active constituent
JAPI,Omega Ltd,Utilities,ACTIVE,,active constituent
FDPE,Alpha Group,Materials,ACTIVE,,active constituent
OGI,Omega Holdings,Utilities,ACTIVE,,active constituent
XXH,Omega Corp,Materials,ACTIVE,,active constituent
UNOZ,Omega Ltd,Energy,ACTIVE,,active constituent
KWSF,Alpha Holdings,Energy,ACTIVE,,active constituent
JKK,Omega Corp,Utilities,ACTIVE,,active constituent
IMU,Omega Group,Consumer Discretionary,ACTIVE,,active constituent
KBXF,Beta Holdings,Healthcare,ACTIVE,,active constituent
MP,Beta Corp,Consumer Discretionary,DELISTED,2022-09-20,delisted — excluded from revised universe
HG,Omega Holdings,Healthcare,ACTIVE,,active constituent
EW,Gamma Ltd,Technology,DELISTED,2021-03-13,delisted — excluded from revised universe
NKH,Omega Corp,Healthcare,ACTIVE,,active constituent
BC,Delta Ltd,Industrials,ACTIVE,,active constituent
NVCM,Beta Corp,Industrials,ACTIVE,,active constituent
FCEU,Delta Group,Real Estate,ACTIVE,,active constituent
GFFI,Omega Corp,Utilities,DELISTED,2022-12-09,delisted — excluded from revised universe
QEA,Omega Group,Industrials,ACTIVE,,active constituent
MPDF,Omega Corp,Communication Services,DELISTED,2021-01-08,delisted — excluded from revised universe
RAB,Delta Group,Healthcare,ACTIVE,,active constituent
QT,Gamma Ltd,Materials,ACTIVE,,active constituent
TMAD,Beta Group,Real Estate,DELISTED,2021-12-22,delisted — excluded from revised universe
EHGR,Gamma Corp,Communication Services,ACTIVE,,active constituent
HXYJ,Beta Group,Utilities,ACTIVE,,active constituent
AYX,Gamma Group,Financials,ACTIVE,,active constituent
SGPL,Alpha Corp,Materials,DELISTED,2022-12-11,delisted — excluded from revised universe
QY,Delta Group,Energy,ACTIVE,,active constituent
KLM,Beta Inc,Healthcare,ACTIVE,,active constituent
HOB,Gamma Holdings,Financials,ACTIVE,,active constituent
IGPA,Alpha Corp,Financials,ACTIVE,,active constituent
EWFD,Alpha Holdings,Technology,ACTIVE,,active constituent
DK,Delta Group,Healthcare,ACTIVE,,active constituent
FJHZ,Gamma Group,Utilities,ACTIVE,,active constituent
II,Beta Ltd,Communication Services,ACTIVE,,active constituent
XY,Delta Inc,Industrials,ACTIVE,,active constituent
UERX,Delta Corp,Energy,ACTIVE,,active constituent
LH,Omega Corp,Industrials,ACTIVE,,active constituent
GDW,Beta Corp,Industrials,ACTIVE,,active constituent
UNVB,Delta Inc,Healthcare,ACTIVE,,active constituent
KPXM,Omega Ltd,Healthcare,DELISTED,2018-02-08,delisted — excluded from revised universe
YH,Beta Group,Utilities,ACTIVE,,active constituent
YQB,Gamma Ltd,Real Estate,ACTIVE,,active constituent
UC,Alpha Inc,Industrials,ACTIVE,,active constituent
KUO,Delta Holdings,Financials,ACTIVE,,active constituent
IEK,Delta Group,Communication Services,ACTIVE,,active constituent
KUT,Omega Corp,Real Estate,ACTIVE,,active constituent
GYJ,Beta Ltd,Industrials,ACTIVE,,active constituent
QBL,Delta Holdings,Consumer Discretionary,DELISTED,2019-07-27,delisted — excluded from revised universe
YYPZ,Delta Corp,Energy,ACTIVE,,active constituent
MLXV,Alpha Holdings,Energy,DELISTED,2022-07-14,delisted — excluded from revised universe
AJN,Beta Ltd,Utilities,DELISTED,2021-09-14,delisted — excluded from revised universe
FTZA,Gamma Corp,Utilities,DELISTED,2021-04-15,delisted — excluded from revised universe
OFGY,Omega Corp,Communication Services,ACTIVE,,active constituent
OLK,Omega Group,Utilities,ACTIVE,,active constituent
TBV,Alpha Inc,Healthcare,ACTIVE,,active constituent
YT,Beta Group,Utilities,DELISTED,2019-06-21,delisted — excluded from revised universe
WSGN,Gamma Ltd,Healthcare,ACTIVE,,active constituent
UN,Delta Inc,Healthcare,ACTIVE,,active constituent
QLZK,Omega Group,Healthcare,ACTIVE,,active constituent
EUME,Omega Holdings,Utilities,DELISTED,2021-07-11,delisted — excluded from revised universe
XJXQ,Alpha Group,Technology,DELISTED,2020-06-16,delisted — excluded from revised universe
WZ,Delta Group,Technology,DELISTED,2018-03-02,delisted — excluded from revised universe
JPX,Gamma Inc,Financials,ACTIVE,,active constituent
WGRL,Gamma Corp,Energy,ACTIVE,,active constituent
PLHW,Omega Holdings,Real Estate,ACTIVE,,active constituent
QKE,Gamma Corp,Materials,ACTIVE,,active constituent
RZNS,Gamma Inc,Industrials,ACTIVE,,active constituent
SE,Delta Inc,Energy,ACTIVE,,active constituent
GFII,Delta Group,Real Estate,DELISTED,2019-06-01,delisted — excluded from revised universe
GTJI,Alpha Inc,Healthcare,ACTIVE,,active constituent
VE,Beta Inc,Materials,ACTIVE,,active constituent
IXID,Beta Inc,Financials,ACTIVE,,active constituent
YGAO,Alpha Inc,Materials,ACTIVE,,active constituent
FZON,Alpha Inc,Financials,DELISTED,2019-08-28,delisted — excluded from revised universe
VLWA,Omega Corp,Industrials,ACTIVE,,active constituent
BDFY,Alpha Holdings,Consumer Discretionary,DELISTED,2019-10-03,delisted — excluded from revised universe
UNEZ,Delta Group,Real Estate,DELISTED,2020-05-21,delisted — excluded from revised universe
OSLO,Alpha Group,Financials,ACTIVE,,active constituent
ZZWA,Alpha Inc,Healthcare,ACTIVE,,active constituent
BCJI,Omega Ltd,Technology,DELISTED,2019-02-12,delisted — excluded from revised universe
MHNF,Omega Ltd,Communication Services,ACTIVE,,active constituent
LFZS,Delta Ltd,Energy,ACTIVE,,active constituent
MY,Omega Corp,Utilities,ACTIVE,,active constituent
TOF,Alpha Corp,Energy,ACTIVE,,active constituent
MTA,Omega Inc,Technology,ACTIVE,,active constituent
JFE,Delta Group,Healthcare,ACTIVE,,active constituent
JZH,Alpha Corp,Financials,ACTIVE,,active constituent
JQSJ,Beta Ltd,Communication Services,ACTIVE,,active constituent
MZXI,Alpha Holdings,Utilities,ACTIVE,,active constituent
WJGM,Delta Group,Communication Services,ACTIVE,,active constituent
IY,Beta Ltd,Materials,ACTIVE,,active constituent
MLC,Delta Inc,Utilities,ACTIVE,,active constituent
QKY,Beta Group,Technology,ACTIVE,,active constituent
LL,Delta Inc,Communication Services,ACTIVE,,active constituent
QUCJ,Beta Holdings,Real Estate,ACTIVE,,active constituent
IFC,Gamma Ltd,Communication Services,ACTIVE,,active constituent
EKB,Beta Group,Financials,DELISTED,2021-10-07,delisted — excluded from revised universe
LOZT,Alpha Group,Healthcare,ACTIVE,,active constituent
VWO,Alpha Corp,Healthcare,ACTIVE,,active constituent
HWS,Omega Corp,Healthcare,ACTIVE,,active constituent
IJI,Delta Inc,Healthcare,ACTIVE,,active constituent
OPC,Delta Inc,Consumer Discretionary,ACTIVE,,active constituent
HIFF,Gamma Holdings,Materials,ACTIVE,,active constituent
VVM,Beta Ltd,Materials,DELISTED,2019-09-27,delisted — excluded from revised universe
TIIZ,Omega Group,Real Estate,ACTIVE,,active constituent
CON,Alpha Inc,Real Estate,DELISTED,2021-03-16,delisted — excluded from revised universe
EPD,Delta Corp,Technology,ACTIVE,,active constituent
EPH,Delta Inc,Industrials,ACTIVE,,active constituent
YV,Gamma Ltd,Consumer Discretionary,ACTIVE,,active constituent
AF,Omega Inc,Energy,DELISTED,2022-11-15,delisted — excluded from revised universe
NXE,Beta Corp,Energy,DELISTED,2020-08-20,delisted — excluded from revised universe
DJ,Delta Group,Consumer Discretionary,ACTIVE,,active constituent
ZLT,Alpha Ltd,Technology,ACTIVE,,active constituent
RDU,Alpha Inc,Healthcare,ACTIVE,,active constituent
MWH,Beta Inc,Financials,ACTIVE,,active constituent
HQGG,Gamma Ltd,Technology,ACTIVE,,active constituent
PYV,Gamma Holdings,Energy,ACTIVE,,active constituent
SSOC,Delta Group,Energy,ACTIVE,,active constituent
OM,Gamma Corp,Consumer Discretionary,DELISTED,2020-02-08,delisted — excluded from revised universe
AZH,Gamma Holdings,Consumer Discretionary,ACTIVE,,active constituent
IVDE,Omega Ltd,Healthcare,ACTIVE,,active constituent
AYU,Delta Corp,Healthcare,ACTIVE,,active constituent
QGIS,Gamma Ltd,Communication Services,DELISTED,2018-05-08,delisted — excluded from revised universe
DFV,Alpha Ltd,Financials,ACTIVE,,active constituent
BW,Gamma Group,Industrials,ACTIVE,,active constituent
WY,Alpha Ltd,Materials,ACTIVE,,active constituent
OVH,Omega Holdings,Financials,DELISTED,2021-06-05,delisted — excluded from revised universe
MSYS,Omega Group,Energy,ACTIVE,,active constituent
MVT,Gamma Ltd,Technology,ACTIVE,,active constituent
AQHR,Delta Group,Technology,DELISTED,2021-09-24,delisted — excluded from revised universe
DMWS,Gamma Holdings,Real Estate,ACTIVE,,active constituent
LOF,Beta Holdings,Financials,ACTIVE,,active constituent
TD,Delta Group,Consumer Discretionary,DELISTED,2021-03-15,delisted — excluded from revised universe
TCH,Gamma Corp,Real Estate,DELISTED,2018-05-08,delisted — excluded from revised universe
AYJ,Omega Corp,Healthcare,DELISTED,2019-05-10,delisted — excluded from revised universe
JTOG,Omega Corp,Materials,ACTIVE,,active constituent
DNP,Delta Group,Utilities,ACTIVE,,active constituent
PJI,Beta Group,Financials,ACTIVE,,active constituent
SNQU,Beta Inc,Communication Services,ACTIVE,,active constituent
EEOB,Alpha Corp,Real Estate,ACTIVE,,active constituent
JRNE,Beta Ltd,Technology,ACTIVE,,active constituent
PSY,Delta Ltd,Technology,ACTIVE,,active constituent
IBV,Delta Ltd,Communication Services,ACTIVE,,active constituent
FYJ,Delta Holdings,Real Estate,ACTIVE,,active constituent
IB,Delta Holdings,Technology,ACTIVE,,active constituent
UJC,Omega Holdings,Materials,DELISTED,2022-05-20,delisted — excluded from revised universe
LZ,Delta Corp,Utilities,ACTIVE,,active constituent
LEOT,Beta Holdings,Industrials,ACTIVE,,active constituent
HBBR,Alpha Corp,Energy,DELISTED,2019-07-07,delisted — excluded from revised universe
YSL,Alpha Inc,Financials,DELISTED,2021-09-11,delisted — excluded from revised universe
MEU,Beta Group,Energy,ACTIVE,,active constituent
GJVT,Alpha Ltd,Communication Services,ACTIVE,,active constituent
PIME,Delta Ltd,Real Estate,ACTIVE,,active constituent
NBJK,Alpha Group,Materials,ACTIVE,,active constituent
RO,Alpha Corp,Communication Services,ACTIVE,,active constituent
AKBW,Beta Corp,Industrials,ACTIVE,,active constituent
SUDB,Delta Holdings,Industrials,ACTIVE,,active constituent
QAIK,Alpha Inc,Industrials,ACTIVE,,active constituent
TER,Alpha Ltd,Communication Services,DELISTED,2021-12-27,delisted — excluded from revised universe
LN,Beta Holdings,Utilities,ACTIVE,,active constituent
AGX,Delta Inc,Technology,DELISTED,2020-06-04,delisted — excluded from revised universe
AHFM,Omega Group,Real Estate,DELISTED,2022-02-20,delisted — excluded from revised universe
ETXA,Alpha Inc,Consumer Discretionary,ACTIVE,,active constituent
XDL,Omega Holdings,Real Estate,ACTIVE,,active constituent
BGZK,Alpha Ltd,Real Estate,ACTIVE,,active constituent
ZCIT,Alpha Group,Healthcare,ACTIVE,,active constituent
LHQU,Gamma Holdings,Consumer Discretionary,ACTIVE,,active constituent
OIK,Gamma Group,Financials,ACTIVE,,active constituent
FQJ,Gamma Inc,Healthcare,DELISTED,2020-03-22,delisted — excluded from revised universe
MG,Omega Inc,Utilities,ACTIVE,,active constituent
EWPT,Beta Ltd,Industrials,ACTIVE,,active constituent
PBKK,Beta Inc,Consumer Discretionary,ACTIVE,,active constituent
EXZ,Omega Corp,Materials,DELISTED,2022-09-19,delisted — excluded from revised universe
IGX,Delta Ltd,Technology,ACTIVE,,active constituent
QDT,Delta Corp,Industrials,ACTIVE,,active constituent
NZE,Omega Group,Technology,ACTIVE,,active constituent
JC,Omega Corp,Communication Services,ACTIVE,,active constituent
DE,Alpha Corp,Utilities,ACTIVE,,active constituent
UUUG,Alpha Group,Consumer Discretionary,ACTIVE,,active constituent
CN,Alpha Holdings,Consumer Discretionary,ACTIVE,,active constituent
NRV,Alpha Inc,Technology,DELISTED,2019-01-21,delisted — excluded from revised universe
HUHA,Delta Holdings,Real Estate,ACTIVE,,active constituent
LRD,Gamma Corp,Consumer Discretionary,ACTIVE,,active constituent
IMTM,Omega Inc,Utilities,ACTIVE,,active constituent
CQ,Alpha Ltd,Technology,ACTIVE,,active constituent
XKZ,Delta Group,Utilities,DELISTED,2019-08-02,delisted — excluded from revised universe
ISJF,Beta Inc,Real Estate,ACTIVE,,active constituent
YN,Omega Holdings,Financials,DELISTED,2019-07-14,delisted — excluded from revised universe
GGCU,Omega Group,Materials,ACTIVE,,active constituent
NAW,Gamma Inc,Utilities,ACTIVE,,active constituent
QNIK,Alpha Holdings,Energy,ACTIVE,,active constituent
DPR,Beta Holdings,Consumer Discretionary,ACTIVE,,active constituent
PZ,Gamma Group,Communication Services,ACTIVE,,active constituent
LCX,Alpha Inc,Materials,ACTIVE,,active constituent
HRNY,Gamma Inc,Communication Services,DELISTED,2021-06-09,delisted — excluded from revised universe
XUZL,Delta Holdings,Industrials,ACTIVE,,active constituent
DW,Omega Holdings,Real Estate,ACTIVE,,active constituent
JORM,Delta Group,Materials,ACTIVE,,active constituent
CAU,Gamma Holdings,Communication Services,ACTIVE,,active constituent
BA,Gamma Group,Consumer Discretionary,ACTIVE,,active constituent
MGJL,Alpha Corp,Materials,ACTIVE,,active constituent
SYJU,Alpha Inc,Materials,ACTIVE,,active constituent
UF,Gamma Ltd,Materials,ACTIVE,,active constituent
TEQH,Gamma Ltd,Financials,ACTIVE,,active constituent
MPQ,Alpha Ltd,Communication Services,ACTIVE,,active constituent
EHP,Omega Corp,Consumer Discretionary,ACTIVE,,active constituent
FDRK,Alpha Group,Materials,ACTIVE,,active constituent
WC,Gamma Corp,Technology,ACTIVE,,active constituent
PJ,Delta Ltd,Technology,ACTIVE,,active constituent
ERE,Delta Holdings,Utilities,DELISTED,2020-01-11,delisted — excluded from revised universe
KVYN,Omega Group,Technology,DELISTED,2018-09-24,delisted — excluded from revised universe
BUK,Alpha Ltd,Healthcare,DELISTED,2020-11-07,delisted — excluded from revised universe
JTIK,Omega Group,Consumer Discretionary,ACTIVE,,active constituent
XYXO,Alpha Inc,Healthcare,ACTIVE,,active constituent
OCIY,Gamma Inc,Energy,ACTIVE,,active constituent
PEBB,Omega Group,Technology,ACTIVE,,active constituent
JYYS,Beta Corp,Financials,ACTIVE,,active constituent
AWEH,Delta Holdings,Communication Services,ACTIVE,,active constituent
CT,Alpha Ltd,Energy,DELISTED,2021-08-10,delisted — excluded from revised universe
VHVC,Alpha Corp,Consumer Discretionary,ACTIVE,,active constituent
GF,Delta Group,Real Estate,ACTIVE,,active constituent
ROEC,Delta Corp,Financials,ACTIVE,,active constituent
YG,Delta Corp,Materials,ACTIVE,,active constituent
AWYH,Omega Inc,Industrials,ACTIVE,,active constituent
RP,Alpha Inc,Utilities,ACTIVE,,active constituent
MH,Alpha Group,Consumer Discretionary,ACTIVE,,active constituent
HGL,Omega Corp,Materials,ACTIVE,,active constituent
YBH,Gamma Ltd,Energy,ACTIVE,,active constituent
JBSA,Delta Holdings,Utilities,ACTIVE,,active constituent
KVCJ,Gamma Holdings,Materials,ACTIVE,,active constituent
SGWV,Omega Corp,Materials,ACTIVE,,active constituent
NJ,Alpha Ltd,Financials,DELISTED,2019-02-27,delisted — excluded from revised universe
HXJU,Beta Group,Communication Services,DELISTED,2019-12-04,delisted — excluded from revised universe
GZ,Delta Ltd,Real Estate,ACTIVE,,active constituent
EUCS,Alpha Holdings,Utilities,ACTIVE,,active constituent
FM,Omega Ltd,Energy,ACTIVE,,active constituent
CCK,Gamma Inc,Technology,ACTIVE,,active constituent
YOO,Beta Holdings,Real Estate,DELISTED,2022-05-23,delisted — excluded from revised universe
NM,Alpha Corp,Consumer Discretionary,ACTIVE,,active constituent
IL,Beta Holdings,Healthcare,ACTIVE,,active constituent
ZMS,Delta Holdings,Industrials,ACTIVE,,active constituent
NVX,Alpha Corp,Communication Services,ACTIVE,,active constituent
ICLL,Delta Inc,Communication Services,ACTIVE,,active constituent
XQ,Alpha Holdings,Materials,ACTIVE,,active constituent
BDS,Beta Ltd,Industrials,DELISTED,2020-07-12,delisted — excluded from revised universe
SEKG,Beta Inc,Materials,DELISTED,2018-08-24,delisted — excluded from revised universe
ZMBS,Omega Ltd,Real Estate,ACTIVE,,active constituent
HJMF,Gamma Corp,Consumer Discretionary,ACTIVE,,active constituent
KAY,Delta Inc,Industrials,DELISTED,2022-08-19,delisted — excluded from revised universe
USI,Alpha Inc,Real Estate,ACTIVE,,active constituent
YC,Alpha Ltd,Financials,ACTIVE,,active constituent
XJZF,Beta Inc,Technology,DELISTED,2020-01-24,delisted — excluded from revised universe
IRZY,Gamma Holdings,Communication Services,ACTIVE,,active constituent
WS,Omega Corp,Technology,ACTIVE,,active constituent
DV,Alpha Holdings,Consumer Discretionary,ACTIVE,,active constituent
RPM,Gamma Ltd,Financials,ACTIVE,,active constituent
UUC,Gamma Group,Energy,ACTIVE,,active constituent
UCX,Gamma Ltd,Energy,ACTIVE,,active constituent
YHP,Omega Inc,Real Estate,DELISTED,2018-03-16,delisted — excluded from revised universe
NW,Omega Ltd,Communication Services,ACTIVE,,active constituent
FACS,Alpha Ltd,Communication Services,ACTIVE,,active constituent
HT,Delta Inc,Technology,ACTIVE,,active constituent
EKO,Alpha Inc,Financials,DELISTED,2018-05-07,delisted — excluded from revised universe
WBR,Delta Holdings,Communication Services,ACTIVE,,active constituent
EIS,Delta Inc,Energy,ACTIVE,,active constituent
QDRK,Gamma Corp,Healthcare,ACTIVE,,active constituent
MIGW,Delta Group,Industrials,ACTIVE,,active constituent
WWLD,Omega Corp,Materials,ACTIVE,,active constituent
EX,Omega Holdings,Utilities,DELISTED,2019-09-08,delisted — excluded from revised universe
ZTYP,Gamma Corp,Healthcare,ACTIVE,,active constituent
FWNN,Delta Corp,Consumer Discretionary,ACTIVE,,active constituent
RYQX,Delta Group,Energy,ACTIVE,,active constituent
UL,Delta Inc,Technology,ACTIVE,,active constituent
VYY,Beta Inc,Communication Services,DELISTED,2022-05-15,delisted — excluded from revised universe
YEV,Gamma Ltd,Communication Services,DELISTED,2019-09-26,delisted — excluded from revised universe
TXEM,Alpha Group,Communication Services,ACTIVE,,active constituent
FCHU,Delta Holdings,Utilities,DELISTED,2019-01-04,delisted — excluded from revised universe
KWH,Beta Holdings,Communication Services,ACTIVE,,active constituent
VES,Omega Ltd,Industrials,ACTIVE,,active constituent
CTP,Gamma Group,Healthcare,DELISTED,2018-09-05,delisted — excluded from revised universe
ZD,Omega Holdings,Energy,ACTIVE,,active constituent
GY,Beta Ltd,Utilities,ACTIVE,,active constituent
TKBC,Alpha Group,Industrials,ACTIVE,,active constituent
IVGA,Omega Inc,Real Estate,DELISTED,2018-01-19,delisted — excluded from revised universe
AENP,Gamma Corp,Healthcare,ACTIVE,,active constituent
VJJ,Delta Corp,Real Estate,ACTIVE,,active constituent
BLK,Alpha Inc,Utilities,ACTIVE,,active constituent
NUU,Gamma Ltd,Materials,ACTIVE,,active constituent
HI,Gamma Holdings,Financials,ACTIVE,,active constituent
WPVF,Delta Ltd,Healthcare,DELISTED,2021-02-02,delisted — excluded from revised universe
