symbol,date,open,high,low,close,volume,vwap,vwap_vs_close_diff,notes
ES,2024-11-17,5690.01,5762.68,5646.7,5715.75,4050551,5703.78,-11.97,VWAP reference for TCA analysis
RTY,2024-11-06,5231.12,5304.43,5152.5,5284.98,3347545,5243.26,-41.72,VWAP reference for TCA analysis
YM,2024-11-16,5877.47,5937.1,5810.63,5922.64,1506166,5886.96,-35.68,VWAP reference for TCA analysis
ES,2024-11-10,5342.24,5386.31,5264.48,5362.71,1216300,5338.93,-23.78,VWAP reference for TCA analysis
YM,2024-11-27,5854.75,5971.25,5809.59,5962.09,3370363,5899.42,-62.67,VWAP reference for TCA analysis
RTY,2024-11-18,4650.48,4658.9,4643.65,4643.67,1107715,4649.17,5.5,VWAP reference for TCA analysis
ES,2024-11-06,4707.25,4772.14,4646.85,4746.0,1607672,4718.06,-27.94,VWAP reference for TCA analysis
NQ,2024-11-17,5961.18,6041.47,5945.39,5969.73,2435950,5979.44,9.71,VWAP reference for TCA analysis
ES,2024-11-17,4495.59,4526.58,4425.14,4481.04,3360348,4482.09,1.05,VWAP reference for TCA analysis
RTY,2024-11-16,5855.97,5886.72,5837.11,5858.64,2969404,5859.61,0.97,VWAP reference for TCA analysis
NQ,2024-11-14,5812.12,5814.55,5706.19,5735.65,176154,5767.13,31.48,VWAP reference for TCA analysis
NQ,2024-11-12,4880.61,4962.04,4795.52,4888.17,2745934,4881.59,-6.58,VWAP reference for TCA analysis
RTY,2024-11-10,5234.26,5250.71,5131.37,5161.58,4555225,5194.48,32.9,VWAP reference for TCA analysis
ES,2024-11-16,4783.7,4874.93,4781.57,4846.96,1154695,4821.79,-25.17,VWAP reference for TCA analysis
YM,2024-11-29,4754.21,4775.54,4663.84,4711.83,685440,4726.35,14.52,VWAP reference for TCA analysis
RTY,2024-11-08,4904.8,4986.93,4888.64,4910.1,232237,4922.62,12.52,VWAP reference for TCA analysis
YM,2024-11-07,5481.74,5514.64,5414.54,5483.76,2915434,5473.67,-10.09,VWAP reference for TCA analysis
ES,2024-11-15,5941.09,6033.34,5899.47,5951.5,4652114,5956.35,4.85,VWAP reference for TCA analysis
YM,2024-11-24,5448.8,5489.0,5414.23,5426.73,3928676,5444.69,17.96,VWAP reference for TCA analysis
RTY,2024-11-12,5971.53,6025.96,5933.34,5959.43,1606834,5972.57,13.14,VWAP reference for TCA analysis
ES,2024-11-09,4778.36,4797.98,4770.67,4785.88,445533,4783.22,-2.66,VWAP reference for TCA analysis
YM,2024-11-03,4557.3,4595.33,4506.97,4577.87,1355815,4559.37,-18.5,VWAP reference for TCA analysis
YM,2024-11-23,5632.67,5653.78,5596.16,5639.84,3768440,5630.61,-9.23,VWAP reference for TCA analysis
NQ,2024-11-08,4495.72,4524.47,4407.29,4447.59,2950801,4468.77,21.18,VWAP reference for TCA analysis
YM,2024-11-24,5598.96,5678.45,5508.98,5576.8,4845359,5590.8,14.0,VWAP reference for TCA analysis
ES,2024-11-12,4406.45,4454.95,4381.68,4448.17,599301,4422.81,-25.36,VWAP reference for TCA analysis
ES,2024-11-06,5814.75,5857.46,5798.32,5826.61,2633213,5824.28,-2.33,VWAP reference for TCA analysis
YM,2024-11-02,5755.48,5843.21,5742.19,5796.52,609110,5784.35,-12.17,VWAP reference for TCA analysis
RTY,2024-11-08,5590.88,5654.04,5538.65,5577.36,3675867,5590.23,12.87,VWAP reference for TCA analysis
NQ,2024-11-08,5302.91,5371.69,5287.87,5318.56,2916125,5320.26,1.7,VWAP reference for TCA analysis
YM,2024-11-30,5520.01,5542.73,5494.81,5519.16,4995452,5519.18,0.02,VWAP reference for TCA analysis
NQ,2024-11-03,4505.91,4553.91,4445.68,4520.12,2780960,4506.4,-13.72,VWAP reference for TCA analysis
ES,2024-11-26,4547.77,4622.4,4494.39,4581.13,3345391,4561.42,-19.71,VWAP reference for TCA analysis
NQ,2024-11-12,5055.69,5118.74,4987.28,5101.18,1752631,5065.72,-35.46,VWAP reference for TCA analysis
ES,2024-11-25,4974.79,4991.01,4893.6,4967.15,3818666,4956.64,-10.51,VWAP reference for TCA analysis
YM,2024-11-05,5729.26,5832.48,5683.31,5722.29,411058,5741.84,19.55,VWAP reference for TCA analysis
ES,2024-11-10,5398.17,5405.99,5333.18,5381.88,3341230,5379.81,-2.07,VWAP reference for TCA analysis
YM,2024-11-06,5790.78,5889.43,5778.97,5858.72,4866292,5829.48,-29.24,VWAP reference for TCA analysis
NQ,2024-11-28,5515.87,5547.59,5479.94,5503.19,2678487,5511.65,8.46,VWAP reference for TCA analysis
YM,2024-11-02,4806.17,4864.85,4788.25,4833.52,825013,4823.2,-10.32,VWAP reference for TCA analysis
ES,2024-11-24,4594.15,4602.71,4581.57,4592.52,2832295,4592.74,0.22,VWAP reference for TCA analysis
ES,2024-11-24,4417.94,4470.13,4373.08,4447.75,1988478,4427.23,-20.52,VWAP reference for TCA analysis
NQ,2024-11-04,4504.81,4562.98,4456.83,4466.06,4821437,4497.67,31.61,VWAP reference for TCA analysis
RTY,2024-11-30,4921.91,4973.88,4906.82,4952.15,2975585,4938.69,-13.46,VWAP reference for TCA analysis
NQ,2024-11-07,4707.76,4731.96,4676.34,4688.42,269706,4701.12,12.7,VWAP reference for TCA analysis
YM,2024-11-15,5253.5,5289.16,5200.81,5286.94,3975679,5257.6,-29.34,VWAP reference for TCA analysis
ES,2024-11-27,4568.62,4604.14,4493.25,4500.97,1251572,4541.74,40.77,VWAP reference for TCA analysis
RTY,2024-11-13,5117.53,5147.85,5070.71,5080.54,863417,5104.16,23.62,VWAP reference for TCA analysis
NQ,2024-11-07,4615.99,4628.68,4533.23,4577.08,1953851,4588.74,11.66,VWAP reference for TCA analysis
ES,2024-11-13,4874.13,4944.19,4825.79,4828.39,1783896,4868.12,39.73,VWAP reference for TCA analysis
RTY,2024-11-11,5655.55,5738.2,5613.37,5613.99,1381360,5655.28,41.29,VWAP reference for TCA analysis
RTY,2024-11-16,5750.52,5839.79,5734.33,5740.55,2646661,5766.3,25.75,VWAP reference for TCA analysis
NQ,2024-11-16,5918.94,5947.99,5828.11,5869.67,648282,5891.18,21.51,VWAP reference for TCA analysis
YM,2024-11-03,5149.02,5233.98,5108.55,5217.73,4409435,5177.32,-40.41,VWAP reference for TCA analysis
YM,2024-11-25,5793.45,5908.67,5686.63,5709.81,4494487,5774.64,64.83,VWAP reference for TCA analysis
NQ,2024-11-14,5225.43,5298.18,5149.4,5236.64,534666,5227.41,-9.23,VWAP reference for TCA analysis
NQ,2024-11-12,5669.48,5734.02,5668.08,5724.09,1246993,5698.92,-25.17,VWAP reference for TCA analysis
ES,2024-11-03,4463.88,4518.09,4427.47,4433.14,624200,4460.65,27.51,VWAP reference for TCA analysis
YM,2024-11-09,4847.21,4888.33,4829.95,4834.54,2097273,4850.01,15.47,VWAP reference for TCA analysis
RTY,2024-11-09,5833.58,5919.44,5784.1,5858.51,2582050,5848.91,-9.6,VWAP reference for TCA analysis
NQ,2024-11-04,5005.6,5024.55,4923.85,4952.98,4112151,4976.75,23.77,VWAP reference for TCA analysis
YM,2024-11-16,5828.42,5883.69,5734.89,5870.14,1224599,5829.28,-40.86,VWAP reference for TCA analysis
NQ,2024-11-03,5633.68,5659.6,5539.16,5563.55,4036457,5599.0,35.45,VWAP reference for TCA analysis
ES,2024-11-08,5631.02,5650.73,5610.22,5641.65,2746285,5633.41,-8.24,VWAP reference for TCA analysis
RTY,2024-11-26,4552.41,4608.78,4494.81,4570.13,2298721,4556.53,-13.6,VWAP reference for TCA analysis
NQ,2024-11-26,5549.11,5554.65,5486.65,5548.65,4864440,5534.76,-13.89,VWAP reference for TCA analysis
NQ,2024-11-08,5526.05,5612.52,5465.72,5505.38,3349299,5527.42,22.04,VWAP reference for TCA analysis
ES,2024-11-24,4596.45,4673.81,4577.71,4612.11,529013,4615.02,2.91,VWAP reference for TCA analysis
RTY,2024-11-06,5322.54,5330.22,5255.43,5294.82,996294,5300.75,5.93,VWAP reference for TCA analysis
ES,2024-11-21,4671.09,4763.21,4612.48,4640.86,2363551,4671.91,31.05,VWAP reference for TCA analysis
NQ,2024-11-15,5512.04,5597.31,5448.3,5533.82,622741,5522.87,-10.95,VWAP reference for TCA analysis
RTY,2024-11-29,5041.28,5137.91,4951.6,5053.27,575754,5046.01,-7.26,VWAP reference for TCA analysis
ES,2024-11-28,5965.18,6027.97,5896.84,5913.9,2188536,5950.97,37.07,VWAP reference for TCA analysis
YM,2024-11-14,4802.47,4827.25,4733.94,4768.57,3450878,4783.06,14.49,VWAP reference for TCA analysis
RTY,2024-11-12,5290.64,5305.83,5222.13,5262.62,903359,5270.31,7.69,VWAP reference for TCA analysis
RTY,2024-11-10,5635.0,5675.77,5576.03,5661.92,4637145,5637.18,-24.74,VWAP reference for TCA analysis
NQ,2024-11-26,5615.76,5672.63,5550.31,5659.98,1831064,5624.67,-35.31,VWAP reference for TCA analysis
YM,2024-11-02,5887.97,5901.72,5881.3,5882.09,3679161,5888.27,6.18,VWAP reference for TCA analysis
YM,2024-11-09,5123.12,5142.02,5022.64,5091.18,852738,5094.74,3.56,VWAP reference for TCA analysis
ES,2024-11-25,5159.53,5202.54,5090.11,5159.5,1074204,5152.92,-6.58,VWAP reference for TCA analysis
YM,2024-11-19,5464.42,5564.08,5446.37,5448.03,4293370,5480.72,32.69,VWAP reference for TCA analysis
NQ,2024-11-28,5128.42,5129.06,5098.0,5101.81,1643813,5114.32,12.51,VWAP reference for TCA analysis
YM,2024-11-06,5278.88,5376.69,5199.78,5326.22,2025203,5295.39,-30.83,VWAP reference for TCA analysis
YM,2024-11-23,5071.08,5124.29,5068.67,5076.75,1371351,5085.2,8.45,VWAP reference for TCA analysis
YM,2024-11-26,5204.87,5213.5,5141.9,5158.04,1583029,5179.58,21.54,VWAP reference for TCA analysis
NQ,2024-11-04,4838.33,4848.06,4819.01,4821.32,4494679,4831.68,10.36,VWAP reference for TCA analysis
YM,2024-11-01,5962.57,6029.82,5851.84,5856.63,2435453,5925.22,68.59,VWAP reference for TCA analysis
YM,2024-11-03,5498.57,5600.74,5480.42,5493.79,4608917,5518.38,24.59,VWAP reference for TCA analysis
YM,2024-11-26,5651.45,5697.37,5598.94,5605.03,4353079,5638.2,33.17,VWAP reference for TCA analysis
NQ,2024-11-26,4750.92,4802.43,4750.87,4794.07,594903,4774.57,-19.5,VWAP reference for TCA analysis
YM,2024-11-28,5792.57,5822.24,5787.72,5811.62,1568866,5803.54,-8.08,VWAP reference for TCA analysis
ES,2024-11-12,5363.85,5374.1,5351.82,5354.51,4260994,5361.07,6.56,VWAP reference for TCA analysis
RTY,2024-11-17,4862.07,4943.59,4824.81,4906.97,1791138,4884.36,-22.61,VWAP reference for TCA analysis
YM,2024-11-18,5637.32,5707.9,5600.66,5692.41,3777322,5659.57,-32.84,VWAP reference for TCA analysis
YM,2024-11-11,5628.91,5688.46,5574.1,5599.83,630638,5622.83,23.0,VWAP reference for TCA analysis
ES,2024-11-08,5506.7,5555.1,5490.0,5518.56,1716667,5517.59,-0.97,VWAP reference for TCA analysis
YM,2024-11-16,4579.57,4669.18,4545.33,4647.48,1699059,4610.39,-37.09,VWAP reference for TCA analysis
NQ,2024-11-08,4460.77,4526.58,4444.25,4450.22,2443360,4470.45,20.23,VWAP reference for TCA analysis
RTY,2024-11-01,5591.27,5689.59,5541.39,5660.99,2319141,5620.81,-40.18,VWAP reference for TCA analysis
YM,2024-11-27,5329.77,5429.2,5256.96,5367.55,3911778,5345.87,-21.68,VWAP reference for TCA analysis
NQ,2024-11-14,5157.86,5194.57,5119.42,5187.65,1141570,5164.88,-22.77,VWAP reference for TCA analysis
RTY,2024-11-20,5049.14,5127.69,5038.0,5039.25,3877960,5063.52,24.27,VWAP reference for TCA analysis
YM,2024-11-08,4630.56,4696.17,4628.94,4631.35,2469228,4646.75,15.4,VWAP reference for TCA analysis
RTY,2024-11-26,5125.24,5155.71,5023.71,5108.45,1773093,5103.28,-5.17,VWAP reference for TCA analysis
YM,2024-11-06,5850.86,5895.1,5783.77,5845.68,376029,5843.85,-1.83,VWAP reference for TCA analysis
RTY,2024-11-04,5016.51,5019.42,4922.5,4996.57,4338626,4988.75,-7.82,VWAP reference for TCA analysis
NQ,2024-11-18,4804.66,4866.79,4725.88,4784.04,3921441,4795.34,11.3,VWAP reference for TCA analysis
YM,2024-11-29,5519.64,5605.42,5486.21,5511.1,1168608,5530.59,19.49,VWAP reference for TCA analysis
ES,2024-11-14,4536.03,4547.45,4516.01,4542.88,1745962,4535.59,-7.29,VWAP reference for TCA analysis
RTY,2024-11-07,5903.82,5975.53,5892.05,5894.95,2757616,5916.59,21.64,VWAP reference for TCA analysis
NQ,2024-11-05,5856.42,5864.33,5849.68,5854.06,3479833,5856.12,2.06,VWAP reference for TCA analysis
NQ,2024-11-07,4685.68,4701.93,4657.51,4664.32,2769435,4677.36,13.04,VWAP reference for TCA analysis
NQ,2024-11-14,4707.86,4794.52,4632.93,4651.15,2197116,4696.61,45.46,VWAP reference for TCA analysis
YM,2024-11-03,5758.72,5782.82,5720.93,5756.91,2257590,5754.85,-2.06,VWAP reference for TCA analysis
ES,2024-11-05,5376.59,5430.39,5335.39,5366.99,1757283,5377.34,10.35,VWAP reference for TCA analysis
NQ,2024-11-23,4627.98,4716.88,4617.48,4715.91,1880338,4669.56,-46.35,VWAP reference for TCA analysis
NQ,2024-11-23,4777.51,4854.28,4712.04,4735.67,4840902,4769.88,34.21,VWAP reference for TCA analysis
YM,2024-11-02,4585.15,4672.07,4519.5,4650.64,3481712,4606.84,-43.8,VWAP reference for TCA analysis
RTY,2024-11-14,5518.8,5568.92,5415.62,5532.32,1007433,5508.91,-23.41,VWAP reference for TCA analysis
RTY,2024-11-11,5846.94,5853.39,5777.59,5799.48,3028027,5819.35,19.87,VWAP reference for TCA analysis
RTY,2024-11-18,4532.55,4562.17,4463.57,4496.64,3114932,4513.73,17.09,VWAP reference for TCA analysis
YM,2024-11-14,5055.12,5133.95,5016.49,5126.16,604960,5082.93,-43.23,VWAP reference for TCA analysis
YM,2024-11-14,4976.76,5052.8,4955.59,5032.41,1392071,5004.39,-28.02,VWAP reference for TCA analysis
ES,2024-11-14,5314.73,5345.79,5230.57,5277.23,1153294,5292.08,14.85,VWAP reference for TCA analysis
RTY,2024-11-02,4995.85,5016.15,4984.72,4992.21,890096,4997.23,5.02,VWAP reference for TCA analysis
NQ,2024-11-26,4569.82,4640.04,4485.31,4639.76,3397742,4583.73,-56.03,VWAP reference for TCA analysis
YM,2024-11-27,5853.12,5932.9,5790.86,5802.35,764805,5844.81,42.46,VWAP reference for TCA analysis
YM,2024-11-24,4877.02,4970.17,4788.69,4820.46,4807542,4864.09,43.63,VWAP reference for TCA analysis
ES,2024-11-01,5345.39,5373.45,5262.58,5300.3,2303929,5320.43,20.13,VWAP reference for TCA analysis
RTY,2024-11-22,4648.58,4720.84,4606.92,4621.38,1374569,4649.43,28.05,VWAP reference for TCA analysis
NQ,2024-11-08,5627.0,5707.94,5562.14,5608.66,4858350,5626.43,17.77,VWAP reference for TCA analysis
YM,2024-11-11,5267.58,5363.69,5246.12,5345.23,618827,5305.65,-39.58,VWAP reference for TCA analysis
RTY,2024-11-08,5545.11,5638.89,5524.92,5620.26,4914484,5582.3,-37.96,VWAP reference for TCA analysis
ES,2024-11-19,5203.28,5284.22,5135.9,5232.73,1790029,5214.03,-18.7,VWAP reference for TCA analysis
NQ,2024-11-24,5710.86,5790.59,5637.26,5775.19,4567458,5728.47,-46.72,VWAP reference for TCA analysis
RTY,2024-11-10,5146.73,5178.7,5049.9,5106.85,1306857,5120.55,13.7,VWAP reference for TCA analysis
NQ,2024-11-15,5897.2,5968.13,5866.17,5939.56,3050578,5917.77,-21.79,VWAP reference for TCA analysis
YM,2024-11-02,4859.48,4923.11,4816.45,4871.81,1774415,4867.71,-4.1,VWAP reference for TCA analysis
ES,2024-11-17,5652.54,5754.42,5550.04,5587.06,171176,5636.02,48.96,VWAP reference for TCA analysis
NQ,2024-11-20,4526.32,4576.64,4523.71,4562.53,1140532,4547.3,-15.23,VWAP reference for TCA analysis
YM,2024-11-01,4606.13,4662.42,4526.64,4559.2,487964,4588.6,29.4,VWAP reference for TCA analysis
ES,2024-11-26,5469.87,5493.96,5434.61,5471.09,4727705,5467.38,-3.71,VWAP reference for TCA analysis
NQ,2024-11-30,4484.19,4555.47,4463.25,4546.56,3643055,4512.37,-34.19,VWAP reference for TCA analysis
RTY,2024-11-28,5415.96,5469.34,5355.64,5415.58,4057324,5414.13,-1.45,VWAP reference for TCA analysis
ES,2024-11-11,4664.23,4741.01,4601.63,4721.38,2446094,4682.06,-39.32,VWAP reference for TCA analysis
RTY,2024-11-14,4457.59,4502.28,4373.69,4434.79,2923887,4442.09,7.3,VWAP reference for TCA analysis
YM,2024-11-19,4676.17,4711.43,4652.22,4702.07,4450094,4685.47,-16.6,VWAP reference for TCA analysis
NQ,2024-11-18,4770.03,4838.48,4680.21,4745.76,3303599,4758.62,12.86,VWAP reference for TCA analysis
YM,2024-11-29,4810.76,4844.73,4742.02,4844.46,4374430,4810.49,-33.97,VWAP reference for TCA analysis
ES,2024-11-16,4452.21,4499.84,4446.95,4478.72,4628371,4469.43,-9.29,VWAP reference for TCA analysis
ES,2024-11-15,5815.99,5885.91,5736.48,5809.63,3831326,5812.0,2.37,VWAP reference for TCA analysis
YM,2024-11-20,5546.14,5602.26,5531.63,5560.32,693073,5560.09,-0.23,VWAP reference for TCA analysis
YM,2024-11-15,5220.46,5222.38,5130.15,5217.78,449947,5197.69,-20.09,VWAP reference for TCA analysis
YM,2024-11-25,5586.52,5663.51,5541.55,5551.66,506489,5585.81,34.15,VWAP reference for TCA analysis
NQ,2024-11-11,5108.02,5160.54,5090.95,5094.05,4319940,5113.39,19.34,VWAP reference for TCA analysis
ES,2024-11-17,5689.17,5773.43,5662.6,5670.18,3816195,5698.85,28.67,VWAP reference for TCA analysis
RTY,2024-11-16,5033.49,5065.07,4955.64,4977.0,671387,5007.8,30.8,VWAP reference for TCA analysis
RTY,2024-11-03,4400.26,4461.8,4384.82,4407.68,4896015,4413.64,5.96,VWAP reference for TCA analysis
RTY,2024-11-03,5895.87,5934.41,5867.67,5876.94,1039355,5893.72,16.78,VWAP reference for TCA analysis
ES,2024-11-08,4834.88,4910.05,4771.24,4857.46,3771671,4843.41,-14.05,VWAP reference for TCA analysis
RTY,2024-11-15,5421.04,5432.77,5355.06,5423.78,2420328,5408.16,-15.62,VWAP reference for TCA analysis
NQ,2024-11-05,5256.93,5353.33,5182.06,5317.62,4352949,5277.48,-40.14,VWAP reference for TCA analysis
NQ,2024-11-21,4779.02,4796.0,4710.96,4791.62,3945496,4769.4,-22.22,VWAP reference for TCA analysis
NQ,2024-11-15,5182.06,5217.86,5162.43,5207.4,4478541,5192.44,-14.96,VWAP reference for TCA analysis
YM,2024-11-24,5428.06,5464.2,5376.59,5431.91,306932,5425.19,-6.72,VWAP reference for TCA analysis
ES,2024-11-07,4730.54,4804.96,4695.83,4734.36,3278134,4741.42,7.06,VWAP reference for TCA analysis
ES,2024-11-03,4495.6,4565.78,4448.14,4563.01,760390,4518.13,-44.88,VWAP reference for TCA analysis
YM,2024-11-18,5331.37,5420.23,5268.1,5314.02,1822158,5333.43,19.41,VWAP reference for TCA analysis
RTY,2024-11-10,4743.07,4786.32,4701.67,4717.09,3493898,4737.04,19.95,VWAP reference for TCA analysis
NQ,2024-11-17,4639.48,4718.54,4551.9,4592.08,2328564,4625.5,33.42,VWAP reference for TCA analysis
YM,2024-11-10,4543.45,4594.65,4468.34,4480.8,4146612,4521.81,41.01,VWAP reference for TCA analysis
YM,2024-11-05,5729.42,5768.21,5619.79,5694.5,250965,5702.98,8.48,VWAP reference for TCA analysis
YM,2024-11-02,5642.6,5741.17,5634.81,5647.76,3855977,5666.59,18.83,VWAP reference for TCA analysis
ES,2024-11-24,5267.87,5340.9,5162.73,5324.02,422692,5273.88,-50.14,VWAP reference for TCA analysis
YM,2024-11-21,5691.52,5740.47,5678.18,5701.46,1859444,5702.91,1.45,VWAP reference for TCA analysis
ES,2024-11-20,5272.27,5324.13,5250.29,5313.91,1200797,5290.15,-23.76,VWAP reference for TCA analysis
RTY,2024-11-13,5042.63,5098.07,5024.0,5058.04,4720460,5055.69,-2.35,VWAP reference for TCA analysis
NQ,2024-11-29,5040.16,5045.3,4970.19,5039.28,2880011,5023.73,-15.55,VWAP reference for TCA analysis
ES,2024-11-25,4676.53,4707.18,4657.32,4692.45,876364,4683.37,-9.08,VWAP reference for TCA analysis
RTY,2024-11-05,4734.55,4815.67,4647.86,4702.33,1206573,4725.1,22.77,VWAP reference for TCA analysis
NQ,2024-11-04,4444.07,4527.79,4382.06,4383.0,3823311,4434.23,51.23,VWAP reference for TCA analysis
ES,2024-11-19,4914.86,5012.11,4817.7,4881.71,2270886,4906.59,24.88,VWAP reference for TCA analysis
YM,2024-11-22,5405.86,5443.37,5368.38,5394.48,4883469,5403.02,8.54,VWAP reference for TCA analysis
RTY,2024-11-25,5958.3,5966.8,5841.27,5919.0,2887857,5921.34,2.34,VWAP reference for TCA analysis
NQ,2024-11-08,4664.2,4724.77,4609.73,4691.23,2923836,4672.48,-18.75,VWAP reference for TCA analysis
NQ,2024-11-20,5488.84,5572.39,5464.75,5472.62,3656336,5499.65,27.03,VWAP reference for TCA analysis
RTY,2024-11-04,5568.2,5597.95,5498.63,5508.96,284827,5543.43,34.47,VWAP reference for TCA analysis
YM,2024-11-10,4513.72,4568.77,4438.88,4512.18,4185750,4508.39,-3.79,VWAP reference for TCA analysis
YM,2024-11-11,4431.92,4459.97,4395.2,4415.31,1081628,4425.6,10.29,VWAP reference for TCA analysis
NQ,2024-11-04,4919.66,4983.61,4915.66,4975.46,2222012,4948.6,-26.86,VWAP reference for TCA analysis
NQ,2024-11-05,5290.3,5339.57,5224.58,5273.86,3472911,5282.08,8.22,VWAP reference for TCA analysis
NQ,2024-11-17,4773.02,4800.2,4695.09,4713.4,2587339,4745.43,32.03,VWAP reference for TCA analysis
NQ,2024-11-14,5117.9,5133.67,5066.45,5110.63,1591952,5107.16,-3.47,VWAP reference for TCA analysis
NQ,2024-11-08,4968.96,5055.88,4949.44,4970.84,632950,4986.28,15.44,VWAP reference for TCA analysis
ES,2024-11-22,5155.79,5250.86,5098.59,5191.79,2909453,5174.26,-17.53,VWAP reference for TCA analysis
RTY,2024-11-24,5610.3,5630.86,5535.14,5587.46,447708,5590.94,3.48,VWAP reference for TCA analysis
ES,2024-11-22,4554.3,4572.03,4464.84,4543.4,3930742,4533.64,-9.76,VWAP reference for TCA analysis
ES,2024-11-11,5888.54,5962.54,5854.43,5936.82,256197,5910.58,-26.24,VWAP reference for TCA analysis
NQ,2024-11-08,4644.63,4725.26,4613.8,4722.38,817740,4676.52,-45.86,VWAP reference for TCA analysis
NQ,2024-11-30,4730.7,4795.0,4642.54,4666.14,1490844,4708.6,42.46,VWAP reference for TCA analysis
YM,2024-11-10,5112.37,5185.52,5098.0,5144.69,1258198,5135.14,-9.55,VWAP reference for TCA analysis
NQ,2024-11-15,4625.33,4671.89,4607.78,4660.03,570481,4641.26,-18.77,VWAP reference for TCA analysis
RTY,2024-11-27,4584.42,4651.0,4558.97,4601.6,1463744,4599.0,-2.6,VWAP reference for TCA analysis
YM,2024-11-18,5085.74,5170.71,5053.53,5068.11,948084,5094.52,26.41,VWAP reference for TCA analysis
YM,2024-11-12,4943.91,4981.37,4876.41,4905.03,3087867,4926.68,21.65,VWAP reference for TCA analysis
ES,2024-11-25,4511.73,4598.09,4499.26,4520.49,1542234,4532.39,11.9,VWAP reference for TCA analysis
RTY,2024-11-22,4438.85,4523.13,4436.54,4448.99,2451211,4461.88,12.89,VWAP reference for TCA analysis
ES,2024-11-20,5507.37,5510.81,5437.55,5440.21,698686,5473.98,33.77,VWAP reference for TCA analysis
YM,2024-11-24,4747.22,4807.36,4709.42,4730.78,3197542,4748.69,17.91,VWAP reference for TCA analysis
ES,2024-11-11,5060.36,5142.5,5030.75,5087.95,2452802,5080.39,-7.56,VWAP reference for TCA analysis
RTY,2024-11-20,4812.89,4861.23,4805.54,4827.33,3872479,4826.75,-0.58,VWAP reference for TCA analysis
ES,2024-11-04,5246.16,5333.91,5180.45,5254.28,1450114,5253.7,-0.58,VWAP reference for TCA analysis
RTY,2024-11-14,5597.41,5666.8,5537.79,5566.86,4697599,5592.22,25.36,VWAP reference for TCA analysis
NQ,2024-11-17,5528.37,5547.83,5478.21,5545.26,1530298,5524.92,-20.34,VWAP reference for TCA analysis
YM,2024-11-28,5519.64,5606.55,5473.68,5521.6,286491,5530.37,8.77,VWAP reference for TCA analysis
RTY,2024-11-17,5610.66,5714.06,5579.09,5651.45,4864409,5638.82,-12.63,VWAP reference for TCA analysis
YM,2024-11-09,4948.82,4997.17,4895.73,4985.38,2705640,4956.77,-28.61,VWAP reference for TCA analysis
YM,2024-11-05,5170.1,5220.07,5121.23,5137.39,4384979,5162.2,24.81,VWAP reference for TCA analysis
NQ,2024-11-27,4746.78,4833.91,4736.02,4802.56,4502913,4779.82,-22.74,VWAP reference for TCA analysis
RTY,2024-11-20,4899.95,4911.33,4828.18,4856.81,224540,4874.07,17.26,VWAP reference for TCA analysis
YM,2024-11-16,5282.74,5356.41,5200.06,5301.9,2708535,5285.28,-16.62,VWAP reference for TCA analysis
NQ,2024-11-06,4478.13,4561.53,4398.78,4459.31,2245403,4474.44,15.13,VWAP reference for TCA analysis
RTY,2024-11-06,4967.67,5059.76,4913.9,5044.5,2191064,4996.46,-48.04,VWAP reference for TCA analysis
RTY,2024-11-14,5439.94,5544.79,5348.46,5536.36,3479638,5467.39,-68.97,VWAP reference for TCA analysis
NQ,2024-11-25,5260.04,5308.13,5253.7,5306.95,591612,5282.2,-24.75,VWAP reference for TCA analysis
YM,2024-11-17,4446.72,4510.69,4380.32,4422.91,1570009,4440.16,17.25,VWAP reference for TCA analysis
ES,2024-11-01,4523.19,4534.23,4440.49,4495.99,4880106,4498.47,2.48,VWAP reference for TCA analysis
ES,2024-11-25,5516.08,5599.35,5440.13,5540.96,3682699,5524.13,-16.83,VWAP reference for TCA analysis
RTY,2024-11-10,5621.13,5662.25,5538.41,5633.81,4943884,5613.9,-19.91,VWAP reference for TCA analysis
RTY,2024-11-20,4799.82,4856.65,4766.42,4853.04,3287906,4818.98,-34.06,VWAP reference for TCA analysis
RTY,2024-11-02,4846.23,4856.8,4764.25,4809.1,1812920,4819.09,9.99,VWAP reference for TCA analysis
YM,2024-11-20,4753.56,4758.73,4664.34,4685.71,4557568,4715.59,29.88,VWAP reference for TCA analysis
ES,2024-11-22,4827.74,4867.42,4753.76,4797.02,4231608,4811.49,14.47,VWAP reference for TCA analysis
YM,2024-11-24,4866.12,4890.62,4784.33,4850.17,3248129,4847.81,-2.36,VWAP reference for TCA analysis
YM,2024-11-14,4455.82,4507.92,4409.98,4449.59,3970874,4455.83,6.24,VWAP reference for TCA analysis
NQ,2024-11-11,5228.73,5260.07,5144.7,5153.77,1226019,5196.82,43.05,VWAP reference for TCA analysis
RTY,2024-11-10,4721.94,4771.43,4691.74,4749.29,1666373,4733.6,-15.69,VWAP reference for TCA analysis
NQ,2024-11-04,4691.48,4696.49,4689.54,4690.77,1704472,4692.07,1.3,VWAP reference for TCA analysis
YM,2024-11-16,4552.15,4627.33,4477.78,4614.9,4700278,4568.04,-46.86,VWAP reference for TCA analysis
NQ,2024-11-18,4669.72,4758.74,4637.25,4748.66,2031459,4703.59,-45.07,VWAP reference for TCA analysis
ES,2024-11-06,4987.22,5054.97,4908.85,4931.07,1672629,4970.53,39.46,VWAP reference for TCA analysis
